"Stock","Year","Total_Live_Biomass","Total_Landed_Biomass","Total_Value","n_Records"
"SIERRA",2001,4391240.52,4386967,33101871,3060
"SIERRA",2002,3680040.45,3678219,26248144,2242
"SIERRA",2003,4251932.61,4234401,37307995,3254
"SIERRA",2004,3958839.02,3946519,36547607,3141
"SIERRA",2005,5367647.83,5362528,50588533,3379
"SIERRA",2006,4869458.87,4866424.57,44683961.18,3090
"SIERRA",2007,5302118.4,5298523.2,60823833.27,3370
"SIERRA",2008,6012694.6,6010877,68218737,4541
"SIERRA",2009,6474508.84,6463183,73458326,5354
"SIERRA",2010,7802254.92,7783704,89884863,6933
"SIERRA",2011,7454822.95,7450405,89338635,5596
"SIERRA",2012,6708133.75,6705194,97375834,5246
"SIERRA",2013,6979987.4,6978755,104808005,6264
"SIERRA",2014,6136168.2,6135309.5,92872759.15,5979
"SIERRA",2015,5791919.35,5783400.7,97007267.4,6124
"SIERRA",2016,6978180.8,6969879,125905839.52,7370
"SIERRA",2017,9800721.2,9775663,190255271,8578
"SIERRA",2018,8374385.8,8358404,171711646.22,8163
"SIERRA",2019,9182744.671,9154867.1,195112553.96,8416
"SIERRA",2020,8721412.61,8680943.5,194232350.55,7076
"SIERRA",2021,10184691.68,10116203,238040859.93,7226
"SIERRA",2022,11735976.44,11677759,262201908.06,6915
"SIERRA",2023,11537662,11506803,229170725,6967
"SIERRA",2024,13322494.13,13292569.69,303284709.88,7137
"SIERRA",2025,6105756,6096590.98,121564203.7,3094
"TIBURON",2000,9753551.9,7291502,77588172,4784
"TIBURON",2001,8073281.9,6186295,56122501,4535
"TIBURON",2002,4093888.8,3143193,30182576,3187
"TIBURON",2003,9609338.2,7382217,67066845,4558
"TIBURON",2004,10605754.85,8277229,82151571,5404
"TIBURON",2005,10948017.9,8866366,92506144,5733
"TIBURON",2006,10897469.63,8740497.3,86948265.76,5313
"TIBURON",2007,13318974.4,10738692.5,134069935.02,5664
"TIBURON",2008,11647740.7,9916856,105932192,5798
"TIBURON",2009,12553254.7,10499202,113335713,6554
"TIBURON",2010,11442882.65,9896477,102120431,7279
"TIBURON",2011,13053055.8,11499005,117344628,6959
"TIBURON",2012,12750799.85,10855938,120050518,6477
"TIBURON",2013,11498278.7,9605782,112027052,6350
"TIBURON",2014,9404107.93,8278721.3,108438744.66,6824
"TIBURON",2015,12472973.0155,10824845.13,160353021.08,8398
"TIBURON",2016,16653432.29,14524507.3,257587698.77,10499
"TIBURON",2017,18117338.1,15777817.7,310072202.2,10415
"TIBURON",2018,15059058.462,12932978.52,260128056.3,9780
"TIBURON",2019,16577700.792,14354713.23,266624054.9,10963
"TIBURON",2020,18021220,15121769,257502366,10172
"TIBURON",2021,19411107.45,16207079,245201597.24,9956
"TIBURON",2022,14269656.3,11915658,219041490.89,8441
"TIBURON",2023,17447845,14496306,250011771,8003
"TIBURON",2024,25881589.525,21686840.48,326603188.9,7398
"TIBURON",2025,11968258.3875,9749849.03,115511452.15,3053
"TRUCHA",2000,600,600,9000,1
"TRUCHA",2001,434.5,395,4460,3
"TRUCHA",2002,551.1,501,2540,2
"TRUCHA",2003,7307.9,6729,46794,25
"TRUCHA",2004,10291.9,9888,84723,67
"TRUCHA",2005,16081,15040,134666,69
"TRUCHA",2006,8522.8,7748,65554,46
"TRUCHA",2007,10052.5,9185,86980,46
"TRUCHA",2008,1650,1500,12860,19
"TRUCHA",2009,2030.6,1851,17632,26
"TRUCHA",2010,4284.9,4037,53802,55
"TRUCHA",2011,1523.2,1450,18219,40
"TRUCHA",2012,4026.3,3846,84863,60
"TRUCHA",2013,10104.6,9713,192058,146
"TRUCHA",2014,7627.2,7127,119541,119
"TRUCHA",2015,21279.4,19461,370482,107
"TRUCHA",2016,43599.6,39641,816045,140
"TRUCHA",2017,95208.3,86573,1992155,238
"TRUCHA",2018,144903.6,132143,3841990,241
"TRUCHA",2019,92582.5,84639,2754545,180
"TRUCHA",2020,41120.2,37639,1347580,130
"TRUCHA",2021,37168,32915,2028420,139
"TRUCHA",2022,49759,38930,2159960,195
"TRUCHA",2023,29304,26974,1231530,150
"TRUCHA",2024,43827.6,40261,1361290,165
"TRUCHA",2025,17129.1,16206,841622.5,85
