"scientific_name_clean","main_species_group","recorded_species_name","keyword_1","keyword_2","keyword_3","keyword_4","keyword_5","recorded_species_name_clean","scientific_name","species","genus","family"
NA,"OTRAS","MARLIN NEGRO DESV. Y DESC. FCO.","DESV.","DESC.","FCO.",NA,NA,"MARLIN NEGRO",NA,NA,NA,NA
NA,"OTRAS","MARLIN NEGRO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"MARLIN NEGRO",NA,NA,NA,NA
NA,"OTRAS","MARLIN RAYADO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"MARLIN RAYADO",NA,NA,NA,NA
NA,"OTRAS","MATAGATOS ENT. FCO.","ENT.","FCO.",NA,NA,NA,"MATAGATOS",NA,NA,NA,NA
NA,"OTRAS","MATAJUELO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"MATAJUELO",NA,NA,NA,NA
NA,"OTRAS","MATAPERRO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"MATAPERRO",NA,NA,NA,NA
NA,"OTRAS","MAULA ENT. FCA","ENT.","FCA",NA,NA,NA,"MAULA",NA,NA,NA,NA
NA,"OTRAS","MEDUSA BOLA DE CAÑON ENT. FCA.","ENT.","FCA.",NA,NA,NA,"MEDUSA BOLA DE CAÑON",NA,NA,NA,NA
NA,"OTRAS","MEDUSA BOLA DE CA�ON ENT. FCA.","ENT.","FCA.",NA,NA,NA,"MEDUSA BOLA DE CA�ON",NA,NA,NA,NA
NA,"OTRAS","RAYADILLO DESV. FCO.","DESV.","FCO.",NA,NA,NA,"RAYADILLO",NA,NA,NA,NA
NA,"OTRAS","RAYADO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"RAYADO",NA,NA,NA,NA
NA,"OTRAS","MEJILLON ENTERO FRESCO","ENTERO","FRESCO",NA,NA,NA,"MEJILLON",NA,NA,NA,NA
NA,"OTRAS","MEJILLON S/C FCO.","S","FCO.",NA,NA,NA,"MEJILLON /C",NA,NA,NA,NA
NA,"OTRAS","MENUDO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"MENUDO",NA,NA,NA,NA
NA,"OTRAS","MERLUZA DESV. FCA.","DESV.","FCA.",NA,NA,NA,"MERLUZA",NA,NA,NA,NA
NA,"OTRAS","MERLUZA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"MERLUZA",NA,NA,NA,NA
NA,"OTRAS","MERLUZA DESC. Y DESV. FCA.","DESC.","DESV.","FCA.",NA,NA,"MERLUZA",NA,NA,NA,NA
NA,"OTRAS","MERLUZA CARNE SECA DE","SECA DE",NA,NA,NA,NA,"MERLUZA CARNE",NA,NA,NA,NA
NA,"OTRAS","MERLUZA CARNE DE FCA.","FCA.",NA,NA,NA,NA,"MERLUZA CARNE DE",NA,NA,NA,NA
NA,"OTRAS","MONA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"MONA",NA,NA,NA,NA
NA,"OTRAS","MONDA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"MONDA",NA,NA,NA,NA
NA,"OTRAS","MORENA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"MORENA",NA,NA,NA,NA
NA,"OTRAS","MOSCO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"MOSCO",NA,NA,NA,NA
NA,"OTRAS","PERCA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"PERCA",NA,NA,NA,NA
NA,"OTRAS","PERCEBE ENT. FCO.","ENT.","FCO.",NA,NA,NA,"PERCEBE",NA,NA,NA,NA
NA,"OTRAS","SANDIA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"SANDIA",NA,NA,NA,NA
NA,"OTRAS","NEGRILLO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"NEGRILLO",NA,NA,NA,NA
NA,"OTRAS","NEGRILLO DESV. FCO.","DESV.","FCO.",NA,NA,NA,"NEGRILLO",NA,NA,NA,NA
NA,"OTRAS","OJOTON ENT. FCO.","ENT.","FCO.",NA,NA,NA,"OJOTON",NA,NA,NA,NA
NA,"OTRAS","OJOTON DESV. FCO.","DESV.","FCO.",NA,NA,NA,"OJOTON",NA,NA,NA,NA
NA,"OTRAS","OJOTON P/CARNADA",NA,NA,NA,NA,NA,"OJOTON P/CARNADA",NA,NA,NA,NA
NA,"OTRAS","OJUDO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"OJUDO",NA,NA,NA,NA
NA,"OTRAS","ORIHUELOS ENT. FCO.","ENT.","FCO.",NA,NA,NA,"ORIHUELOS",NA,NA,NA,NA
NA,"OTRAS","OTRAS ESPECIES FILETE DE FCO.","FILETE DE","FCO.",NA,NA,NA,"OTRAS ESPECIES",NA,NA,NA,NA
NA,"OTRAS","OTRAS ESPECIES ENT. FCA.","ENT.","FCA.",NA,NA,NA,"OTRAS ESPECIES",NA,NA,NA,NA
NA,"OTRAS","OTRAS ESPECIES DESV. FCA.","DESV.","FCA.",NA,NA,NA,"OTRAS ESPECIES",NA,NA,NA,NA
NA,"OTRAS","OTRAS ESPECIES DESV. DESC. FCO.","DESV.","DESC.","FCO.",NA,NA,"OTRAS ESPECIES",NA,NA,NA,NA
NA,"OTRAS","OTRAS ESPECIES FILETE SECO","FILETE","SECO",NA,NA,NA,"OTRAS ESPECIES",NA,NA,NA,NA
NA,"OTRAS","OTRAS ESPECIES CONCHA DE","CONCHA DE",NA,NA,NA,NA,"OTRAS ESPECIES",NA,NA,NA,NA
NA,"OTRAS","OTRAS ESPECIES DE CULTIVO DESV. FCO.","DE CULTIVO","DESV.","FCO.",NA,NA,"OTRAS ESPECIES",NA,NA,NA,NA
NA,"OTRAS","OTRAS ESPECIES DE CULTIVO ENT. FCO.","DE CULTIVO","ENT.","FCO.",NA,NA,"OTRAS ESPECIES",NA,NA,NA,NA
NA,"OTRAS","OTRAS ESPECIES DE CULTIVO FILETE FCO.","DE CULTIVO","FILETE","FCO.",NA,NA,"OTRAS ESPECIES",NA,NA,NA,NA
NA,"OTRAS","OTRAS ESPECIES COCIDAS.",NA,NA,NA,NA,NA,"OTRAS ESPECIES COCIDAS.",NA,NA,NA,NA
NA,"OTRAS","OTRAS ESPECIES ALETA DE FCA.","ALETA","FCA.",NA,NA,NA,"OTRAS ESPECIES DE",NA,NA,NA,NA
NA,"OTRAS","OTRAS ESPECIES DE AGUA DULCE ENT. FCA.","ENT.","FCA.",NA,NA,NA,"OTRAS ESPECIES DE AGUA DULCE",NA,NA,NA,NA
NA,"OTRAS","OTRAS ESPECIES DE AGUA DULCE SIN REGISTRO OFICIAL",NA,NA,NA,NA,NA,"OTRAS ESPECIES DE AGUA DULCE SIN REGISTRO OFICIAL",NA,NA,NA,NA
NA,"OTRAS","OTRAS ESPECIES DE AGUA MARINA SIN REGISTRO OFICIAL",NA,NA,NA,NA,NA,"OTRAS ESPECIES DE AGUA MARINA SIN REGISTRO OFICIAL",NA,NA,NA,NA
NA,"OTRAS","OTRAS ESPECIES HUEVA DE",NA,NA,NA,NA,NA,"OTRAS ESPECIES HUEVA DE",NA,NA,NA,NA
NA,"OTRAS","OTRAS ESPECIES PIEL DE",NA,NA,NA,NA,NA,"OTRAS ESPECIES PIEL DE",NA,NA,NA,NA
NA,"OTRAS","PAJARITO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"PAJARITO",NA,NA,NA,NA
NA,"OTRAS","PALETA DESV. FCA","DESV.","FCA",NA,NA,NA,"PALETA",NA,NA,NA,NA
NA,"OTRAS","PALETA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"PALETA",NA,NA,NA,NA
NA,"OTRAS","PALMILLA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"PALMILLA",NA,NA,NA,NA
NA,"OTRAS","PAPELILLO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"PAPELILLO",NA,NA,NA,NA
NA,"OTRAS","PAPELILLO DESV. FCO.","DESV.","FCO.",NA,NA,NA,"PAPELILLO",NA,NA,NA,NA
NA,"OTRAS","PATA DE CABRA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"PATA DE CABRA",NA,NA,NA,NA
NA,"OTRAS","PAYASO DESV. FCO.","DESV.","FCO.",NA,NA,NA,"PAYASO",NA,NA,NA,NA
NA,"OTRAS","PAYASO DESV. Y DESC. FCO.","DESV.","DESC.","FCO.",NA,NA,"PAYASO",NA,NA,NA,NA
NA,"OTRAS","PAYASO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"PAYASO",NA,NA,NA,NA
NA,"OTRAS","PEJE LAGARTO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"PEJE LAGARTO",NA,NA,NA,NA
NA,"OTRAS","PEJE PLUMA DESV. FCO.","DESV.","FCO.",NA,NA,NA,"PEJE PLUMA",NA,NA,NA,NA
NA,"OTRAS","PEJEREY ENT. FCO.","ENT.","FCO.",NA,NA,NA,"PEJEREY",NA,NA,NA,NA
NA,"OTRAS","PEJEREY DESV. FCO.","DESV.","FCO.",NA,NA,NA,"PEJEREY",NA,NA,NA,NA
NA,"OTRAS","SALMON DESV. FCO.","DESV.","FCO.",NA,NA,NA,"SALMON",NA,NA,NA,NA
NA,"OTRAS","PICUDA DESV. Y DESC. FCA.","DESV.","DESC.","FCA.",NA,NA,"PICUDA",NA,NA,NA,NA
NA,"OTRAS","PERICO DESV. FCO.","DESV.","FCO.",NA,NA,NA,"PERICO",NA,NA,NA,NA
NA,"OTRAS","PERICO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"PERICO",NA,NA,NA,NA
NA,"OTRAS","PESCADA DESV. FCA.","DESV.","FCA.",NA,NA,NA,"PESCADA",NA,NA,NA,NA
NA,"OTRAS","PESCADA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"PESCADA",NA,NA,NA,NA
NA,"OTRAS","PESCADA DESC. Y DESV. FCA.","DESC.","DESV.","FCA.",NA,NA,"PESCADA",NA,NA,NA,NA
NA,"OTRAS","PESCADILLA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"PESCADILLA",NA,NA,NA,NA
NA,"OTRAS","PESCADILLA DESV. FCA.","DESV.","FCA.",NA,NA,NA,"PESCADILLA",NA,NA,NA,NA
NA,"OTRAS","PESCADO BLANCO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"PESCADO BLANCO",NA,NA,NA,NA
NA,"OTRAS","PESCADO BLANCO DESV. FCO.","DESV.","FCO.",NA,NA,NA,"PESCADO BLANCO",NA,NA,NA,NA
NA,"OTRAS","PESCADO BLANCO DE CULTIVO ENT. FCO.","DE CULTIVO","ENT.","FCO.",NA,NA,"PESCADO BLANCO",NA,NA,NA,NA
NA,"OTRAS","PESCADO BLANCO FILETE DE FCO.","FILETE DE","FCO.",NA,NA,NA,"PESCADO BLANCO",NA,NA,NA,NA
NA,"OTRAS","PESCADO BLANCO DE AGUA DULCE DESV. FCO.","DESV.","FCO.",NA,NA,NA,"PESCADO BLANCO DE AGUA DULCE",NA,NA,NA,NA
NA,"OTRAS","PESCADO BLANCO DE AGUA DULCE ENT. FCO.","ENT.","FCO.",NA,NA,NA,"PESCADO BLANCO DE AGUA DULCE",NA,NA,NA,NA
NA,"OTRAS","PEZ CORNETA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"PEZ CORNETA",NA,NA,NA,NA
NA,"OTRAS","PEZ ESPADA DESV. DESC. FCO.","DESV.","DESC.","FCO.",NA,NA,"PEZ ESPADA",NA,NA,NA,NA
NA,"OTRAS","PEZ ESPADA ENT. FCO.","ENT.","FCO.",NA,NA,NA,"PEZ ESPADA",NA,NA,NA,NA
NA,"OTRAS","PEZ ESPADA DESV. FCO.","DESV.","FCO.",NA,NA,NA,"PEZ ESPADA",NA,NA,NA,NA
NA,"OTRAS","RANA TORO ENT. FCA.","ENT.","FCA.",NA,NA,NA,"RANA TORO",NA,NA,NA,NA
NA,"OTRAS","RANA TORO DE CULTIVO  ENT. FCA.","DE CULTIVO","ENT.","FCA.",NA,NA,"RANA TORO",NA,NA,NA,NA
NA,"OTRAS","RANA TORO",NA,NA,NA,NA,NA,"RANA TORO",NA,NA,NA,NA
NA,"OTRAS","PEZ GALLO DESV. FCO.","DESV.","FCO.",NA,NA,NA,"PEZ GALLO",NA,NA,NA,NA
NA,"OTRAS","PEZ GALLO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"PEZ GALLO",NA,NA,NA,NA
NA,"OTRAS","PEZ GLOBO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"PEZ GLOBO",NA,NA,NA,NA
NA,"OTRAS","PEZ MAR ENT. FCO.","ENT.","FCO.",NA,NA,NA,"PEZ MAR",NA,NA,NA,NA
NA,"OTRAS","PEZ MAR DESV. FCO.","DESV.","FCO.",NA,NA,NA,"PEZ MAR",NA,NA,NA,NA
NA,"OTRAS","PEZ PEINE ENT. FCO.","ENT.","FCO.",NA,NA,NA,"PEZ PEINE",NA,NA,NA,NA
NA,"OTRAS","PEZ PERRO DESC. Y DESV. FCO.","DESC.","DESV.","FCO.",NA,NA,"PEZ PERRO",NA,NA,NA,NA
NA,"OTRAS","PEZ PERRO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"PEZ PERRO",NA,NA,NA,NA
NA,"OTRAS","PEZ PIPA ENT. FCO.","ENT.","FCO.",NA,NA,NA,"PEZ PIPA",NA,NA,NA,NA
NA,"OTRAS","PEZ SAPO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"PEZ SAPO",NA,NA,NA,NA
NA,"OTRAS","PEZ SEÑORITA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"PEZ SEÑORITA",NA,NA,NA,NA
NA,"OTRAS","PEZ SIERRA ENT. FCO.","ENT.","FCO.",NA,NA,NA,"PEZ SIERRA",NA,NA,NA,NA
NA,"OTRAS","PEZ VELA ENT. FCO.","ENT.","FCO.",NA,NA,NA,"PEZ VELA",NA,NA,NA,NA
NA,"OTRAS","PEZ VELA DESV. FCO.","DESV.","FCO.",NA,NA,NA,"PEZ VELA",NA,NA,NA,NA
NA,"OTRAS","PEZ VELA DESV. Y DESC. FCO.","DESV.","DESC.","FCO.",NA,NA,"PEZ VELA",NA,NA,NA,NA
NA,"OTRAS","PEZ VOLADOR ENT. FCO.","ENT.","FCO.",NA,NA,NA,"PEZ VOLADOR",NA,NA,NA,NA
NA,"OTRAS","FILETE DE SABALOTE","FILETE DE",NA,NA,NA,NA,"SABALOTE",NA,NA,NA,NA
NA,"OTRAS","SALEMA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"SALEMA",NA,NA,NA,NA
NA,"OTRAS","PURO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"PURO",NA,NA,NA,NA
NA,"OTRAS","SALMON ENT. FCO.","ENT.","FCO.",NA,NA,NA,"SALMON",NA,NA,NA,NA
NA,"OTRAS","SALMONETE ENT. FCO.","ENT.","FCO.",NA,NA,NA,"SALMONETE",NA,NA,NA,NA
NA,"OTRAS","RANA ANCAS DE FCA.","FCA.",NA,NA,NA,NA,"RANA ANCAS DE",NA,NA,NA,NA
NA,"OTRAS","SANDUCHA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"SANDUCHA",NA,NA,NA,NA
NA,"OTRAS","PINTA DESV. FCA.","DESV.","FCA.",NA,NA,NA,"PINTA",NA,NA,NA,NA
NA,"OTRAS","PINTILLO ENTERO FCO.","ENTERO","FCO.",NA,NA,NA,"PINTILLO",NA,NA,NA,NA
NA,"OTRAS","PINTILLO DESV. FCO.","DESV.","FCO.",NA,NA,NA,"PINTILLO",NA,NA,NA,NA
NA,"OTRAS","PISTOLA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"PISTOLA",NA,NA,NA,NA
NA,"OTRAS","PLANTAS ACUATICAS DE CULTIVO ENT. FCA.","DE CULTIVO","ENT.","FCA.",NA,NA,"PLANTAS ACUATICAS",NA,NA,NA,NA
NA,"OTRAS","POLLO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"POLLO",NA,NA,NA,NA
NA,"OTRAS","POPOCHA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"POPOCHA",NA,NA,NA,NA
NA,"OTRAS","POPOYOTE ENT. FCO.","ENT.","FCO.",NA,NA,NA,"POPOYOTE",NA,NA,NA,NA
NA,"OTRAS","RAYADILLO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"RAYADILLO",NA,NA,NA,NA
NA,"OTRAS","RANA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"RANA",NA,NA,NA,NA
NA,"OTRAS","RANA DE CULTIVO ENT. FCA.","DE CULTIVO","ENT.","FCA.",NA,NA,"RANA",NA,NA,NA,NA
NA,"OTRAS","RAYADO DESV. FCO.","DESV.","FCO.",NA,NA,NA,"RAYADO",NA,NA,NA,NA
NA,"OTRAS","RANA LEOPARDO ENT. FCA.","ENT.","FCA.",NA,NA,NA,"RANA LEOPARDO",NA,NA,NA,NA
NA,"OTRAS","RANA LEOPARDO ANCAS DE FCA.","FCA.",NA,NA,NA,NA,"RANA LEOPARDO ANCAS DE",NA,NA,NA,NA
NA,"OTRAS","TOPOTE DEL PACÍFICO",NA,NA,NA,NA,NA,"TOPOTE DEL PACÍFICO",NA,NA,NA,NA
NA,"OTRAS","TOPUCHE ENT. FCO.","ENT.","FCO.",NA,NA,NA,"TOPUCHE",NA,NA,NA,NA
NA,"OTRAS","TOTOABA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"TOTOABA",NA,NA,NA,NA
NA,"OTRAS","RANA TORO ANCA DE FCA.","FCA.",NA,NA,NA,NA,"RANA TORO ANCA DE",NA,NA,NA,NA
NA,"OTRAS","RASPOSA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"RASPOSA",NA,NA,NA,NA
NA,"OTRAS","RASTREADOR ENT. FCO.","ENT.","FCO.",NA,NA,NA,"RASTREADOR",NA,NA,NA,NA
NA,"OTRAS","RATINA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"RATINA",NA,NA,NA,NA
NA,"OTRAS","TAMBOR DESV. Y DESC. FCO.","DESV.","DESC.","FCO.",NA,NA,"TAMBOR",NA,NA,NA,NA
NA,"OTRAS","VIEJA DESV. FCA.","DESV.","FCA.",NA,NA,NA,"VIEJA",NA,NA,NA,NA
NA,"OTRAS","VIEJA FILETE FCO.","FILETE","FCO.",NA,NA,NA,"VIEJA",NA,NA,NA,NA
NA,"OTRAS","TOLETE ENT. FCO.","ENT.","FCO.",NA,NA,NA,"TOLETE",NA,NA,NA,NA
NA,"OTRAS","RIPIO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"RIPIO",NA,NA,NA,NA
NA,"OTRAS","ROCA SE",NA,NA,NA,NA,NA,"ROCA SE",NA,NA,NA,NA
NA,"OTRAS","ROCOTE ENT. FCO.","ENT.","FCO.",NA,NA,NA,"ROCOTE",NA,NA,NA,NA
NA,"OTRAS","ROCOTE DESV. FCO.","DESV.","FCO.",NA,NA,NA,"ROCOTE",NA,NA,NA,NA
NA,"OTRAS","SABALO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"SABALO",NA,NA,NA,NA
NA,"OTRAS","SABALO DESV. FCO.","DESV.","FCO.",NA,NA,NA,"SABALO",NA,NA,NA,NA
NA,"OTRAS","SABALOTE ENT. FCO.","ENT.","FCO.",NA,NA,NA,"SABALOTE",NA,NA,NA,NA
NA,"OTRAS","SABALOTE DESV. FCO.","DESV.","FCO.",NA,NA,NA,"SABALOTE",NA,NA,NA,NA
NA,"TIBURON","TIBUR�N LOBERO DESV. FCO.","DESV.","FCO.",NA,NA,NA,"TIBUR�N LOBERO",NA,NA,NA,NA
NA,"OTRAS","VACA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"VACA",NA,NA,NA,NA
NA,"OTRAS","TIJERETA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"TIJERETA",NA,NA,NA,NA
NA,"OTRAS","TIJERETA DESV. FCA.","DESV.","FCA.",NA,NA,NA,"TIJERETA",NA,NA,NA,NA
NA,"OTRAS","SARGO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"SARGO",NA,NA,NA,NA
NA,"OTRAS","TOMATE ENT. FCO.","ENT.","FCO.",NA,NA,NA,"TOMATE",NA,NA,NA,NA
NA,"OTRAS","TONZAC ENT. FCO.","ENT.","FCO.",NA,NA,NA,"TONZAC",NA,NA,NA,NA
NA,"OTRAS","SARANGOLA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"SARANGOLA",NA,NA,NA,NA
NA,"OTRAS","TAMBOR ENT. FCO.","ENT.","FCO.",NA,NA,NA,"TAMBOR",NA,NA,NA,NA
NA,"OTRAS","SARGO DESV. FCO.","DESV.","FCO.",NA,NA,NA,"SARGO",NA,NA,NA,NA
NA,"OTRAS","SERRANO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"SERRANO",NA,NA,NA,NA
NA,"OTRAS","SOLDADITO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"SOLDADITO",NA,NA,NA,NA
NA,"OTRAS","TOPOTE DE CULTIVO ENT. FCO.","DE CULTIVO","ENT.","FCO.",NA,NA,"TOPOTE",NA,NA,NA,NA
NA,"OTRAS","TAMBOR DESV. FCO.","DESV.","FCO.",NA,NA,NA,"TAMBOR",NA,NA,NA,NA
NA,"OTRAS","VIEJA JAIBA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"VIEJA JAIBA",NA,NA,NA,NA
NA,"OTRAS","VIEJA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"VIEJA",NA,NA,NA,NA
NA,"OTRAS","TOTOABA DESV. FCA.","DESV.","FCA.",NA,NA,NA,"TOTOABA",NA,NA,NA,NA
NA,"OTRAS","YOLO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"YOLO",NA,NA,NA,NA
NA,"OTRAS","ZAPATERO DESV. FCO.","DESV.","FCO.",NA,NA,NA,"ZAPATERO",NA,NA,NA,NA
NA,"OTRAS","VIEJA LORA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"VIEJA LORA",NA,NA,NA,NA
NA,"OTRAS","TOTOABA DE CULTIVO ENT. FCA.","DE CULTIVO","ENT.","FCA.",NA,NA,"TOTOABA",NA,NA,NA,NA
NA,"OTRAS","TRIPA DE CALLO DE HACHA",NA,NA,NA,NA,NA,"TRIPA DE CALLO DE HACHA",NA,NA,NA,NA
NA,"OTRAS","ZAPATERO ENT. FCO.","ENT.","FCO.",NA,NA,NA,"ZAPATERO",NA,NA,NA,NA
NA,"OTRAS","VIUDA ENT. FCA.","ENT.","FCA.",NA,NA,NA,"VIUDA",NA,NA,NA,NA
NA,"TIBURON","TIBURÓN LOBERO DESV. Y DESC. FCO.","DESV.","DESC.","FCO.",NA,NA,"TIBURÓN LOBERO",NA,NA,NA,NA
NA,"TIBURON","TIBURÓN LOBERO DESV. FCO.","DESV.","FCO.",NA,NA,NA,"TIBURÓN LOBERO",NA,NA,NA,NA
NA,"TIBURON","CAÑA HUECA DES. Y DESC. FCA.","DES.","DESC.","FCA.",NA,NA,"CAÑA HUECA",NA,NA,NA,NA
