"Year","OHI_Region","Stock_genera","Annual_Catch_kg","Avg_Catch_Ref2018.2022","n_Years_Ref2018.2022","Carta_est.Status","CMSY_est.B","RAM_n_Assessments","Carta_StockStatus","CMSY_StockStatus","RAM_StockStatus","StockStatus_Pick","StockStatus_capped"
2020,"region_9","mustelus",880,745,2,"maximally harvested",2207.086116,NA,0.846590909090909,1.220460218,NA,1.220460218,1
2018,"region_1","mycteroperca",15055.1,NA,NA,NA,15347.72488,NA,NA,1.737771205,NA,1.737771205,1
2019,"region_1","mycteroperca",44691,NA,NA,NA,15234.16833,NA,NA,1.724913579,NA,1.724913579,1
2020,"region_1","mycteroperca",24267.6,NA,NA,NA,14549.96332,NA,NA,1.647443349,NA,1.647443349,1
2021,"region_1","mycteroperca",15408.5,NA,NA,NA,13929.45019,NA,NA,1.577184737,NA,1.577184737,1
2022,"region_1","mycteroperca",19998,NA,NA,NA,13275.68441,NA,NA,1.50316104,NA,1.50316104,1
2023,"region_1","mycteroperca",51794,NA,NA,NA,13159.48602,NA,NA,1.490004288,NA,1.490004288,1
2024,"region_1","mycteroperca",29390,NA,NA,NA,12964.96487,NA,NA,1.467979312,NA,1.467979312,1
2018,"region_1_2_baja_tbd","mycteroperca",422,NA,NA,NA,15347.72488,NA,NA,1.737771205,NA,1.737771205,1
2019,"region_1_2_baja_tbd","mycteroperca",563,NA,NA,NA,15234.16833,NA,NA,1.724913579,NA,1.724913579,1
2020,"region_1_2_baja_tbd","mycteroperca",351.2,NA,NA,NA,14549.96332,NA,NA,1.647443349,NA,1.647443349,1
2021,"region_1_2_baja_tbd","mycteroperca",224,NA,NA,NA,13929.45019,NA,NA,1.577184737,NA,1.577184737,1
2022,"region_1_2_baja_tbd","mycteroperca",4086,NA,NA,NA,13275.68441,NA,NA,1.50316104,NA,1.50316104,1
2024,"region_1_2_baja_tbd","mycteroperca",130,NA,NA,NA,12964.96487,NA,NA,1.467979312,NA,1.467979312,1
2018,"region_2","mycteroperca",49024.35,NA,NA,NA,15347.72488,NA,NA,1.737771205,NA,1.737771205,1
2019,"region_2","mycteroperca",46174.59,NA,NA,NA,15234.16833,NA,NA,1.724913579,NA,1.724913579,1
2020,"region_2","mycteroperca",157490,NA,NA,NA,14549.96332,NA,NA,1.647443349,NA,1.647443349,1
2021,"region_2","mycteroperca",226648.2,NA,NA,NA,13929.45019,NA,NA,1.577184737,NA,1.577184737,1
2022,"region_2","mycteroperca",175726.2,NA,NA,NA,13275.68441,NA,NA,1.50316104,NA,1.50316104,1
2023,"region_2","mycteroperca",220690,NA,NA,NA,13159.48602,NA,NA,1.490004288,NA,1.490004288,1
2024,"region_2","mycteroperca",218713.85,NA,NA,NA,12964.96487,NA,NA,1.467979312,NA,1.467979312,1
2018,"region_3","mycteroperca",219727.65,NA,NA,NA,15347.72488,NA,NA,1.737771205,NA,1.737771205,1
2019,"region_3","mycteroperca",230049.6,NA,NA,NA,15234.16833,NA,NA,1.724913579,NA,1.724913579,1
2020,"region_3","mycteroperca",246031.35,NA,NA,NA,14549.96332,NA,NA,1.647443349,NA,1.647443349,1
2021,"region_3","mycteroperca",333737.05,NA,NA,NA,13929.45019,NA,NA,1.577184737,NA,1.577184737,1
2022,"region_3","mycteroperca",280499.8,NA,NA,NA,13275.68441,NA,NA,1.50316104,NA,1.50316104,1
2023,"region_3","mycteroperca",269812,NA,NA,NA,13159.48602,NA,NA,1.490004288,NA,1.490004288,1
2024,"region_3","mycteroperca",197285.16,NA,NA,NA,12964.96487,NA,NA,1.467979312,NA,1.467979312,1
2024,"region_3_4_bcs_tbd","mycteroperca",896.5,NA,NA,NA,12964.96487,NA,NA,1.467979312,NA,1.467979312,1
2018,"region_4","mycteroperca",181538.6,NA,NA,NA,15347.72488,NA,NA,1.737771205,NA,1.737771205,1
2019,"region_4","mycteroperca",211593.89,NA,NA,NA,15234.16833,NA,NA,1.724913579,NA,1.724913579,1
2020,"region_4","mycteroperca",218437.1,NA,NA,NA,14549.96332,NA,NA,1.647443349,NA,1.647443349,1
2021,"region_4","mycteroperca",217511.15,NA,NA,NA,13929.45019,NA,NA,1.577184737,NA,1.577184737,1
2022,"region_4","mycteroperca",264743.3,NA,NA,NA,13275.68441,NA,NA,1.50316104,NA,1.50316104,1
2023,"region_4","mycteroperca",243085,NA,NA,NA,13159.48602,NA,NA,1.490004288,NA,1.490004288,1
2024,"region_4","mycteroperca",182143.414,NA,NA,NA,12964.96487,NA,NA,1.467979312,NA,1.467979312,1
2018,"region_4_5_6_sonora_tbd","mycteroperca",427,NA,NA,NA,15347.72488,NA,NA,1.737771205,NA,1.737771205,1
2019,"region_4_5_6_sonora_tbd","mycteroperca",4185.3,NA,NA,NA,15234.16833,NA,NA,1.724913579,NA,1.724913579,1
2020,"region_4_5_6_sonora_tbd","mycteroperca",174.9,NA,NA,NA,14549.96332,NA,NA,1.647443349,NA,1.647443349,1
2022,"region_4_5_6_sonora_tbd","mycteroperca",1164.9,NA,NA,NA,13275.68441,NA,NA,1.50316104,NA,1.50316104,1
2023,"region_4_5_6_sonora_tbd","mycteroperca",2607,NA,NA,NA,13159.48602,NA,NA,1.490004288,NA,1.490004288,1
2018,"region_5","mycteroperca",3702.9,NA,NA,NA,15347.72488,NA,NA,1.737771205,NA,1.737771205,1
2019,"region_5","mycteroperca",3285.7,NA,NA,NA,15234.16833,NA,NA,1.724913579,NA,1.724913579,1
2020,"region_5","mycteroperca",18932.6,NA,NA,NA,14549.96332,NA,NA,1.647443349,NA,1.647443349,1
2021,"region_5","mycteroperca",23642.6,NA,NA,NA,13929.45019,NA,NA,1.577184737,NA,1.577184737,1
2022,"region_5","mycteroperca",27408.9,NA,NA,NA,13275.68441,NA,NA,1.50316104,NA,1.50316104,1
2023,"region_5","mycteroperca",29219,NA,NA,NA,13159.48602,NA,NA,1.490004288,NA,1.490004288,1
2024,"region_5","mycteroperca",32488.2,NA,NA,NA,12964.96487,NA,NA,1.467979312,NA,1.467979312,1
2018,"region_6","mycteroperca",133786.4,NA,NA,NA,15347.72488,NA,NA,1.737771205,NA,1.737771205,1
2019,"region_6","mycteroperca",1816790.6,NA,NA,NA,15234.16833,NA,NA,1.724913579,NA,1.724913579,1
2020,"region_6","mycteroperca",194420.9,NA,NA,NA,14549.96332,NA,NA,1.647443349,NA,1.647443349,1
2021,"region_6","mycteroperca",240036.9,NA,NA,NA,13929.45019,NA,NA,1.577184737,NA,1.577184737,1
2022,"region_6","mycteroperca",210127.85,NA,NA,NA,13275.68441,NA,NA,1.50316104,NA,1.50316104,1
2023,"region_6","mycteroperca",224573,NA,NA,NA,13159.48602,NA,NA,1.490004288,NA,1.490004288,1
2024,"region_6","mycteroperca",226879.3,NA,NA,NA,12964.96487,NA,NA,1.467979312,NA,1.467979312,1
2018,"region_7","mycteroperca",44321.5,NA,NA,NA,15347.72488,NA,NA,1.737771205,NA,1.737771205,1
2019,"region_7","mycteroperca",52653,NA,NA,NA,15234.16833,NA,NA,1.724913579,NA,1.724913579,1
2020,"region_7","mycteroperca",45113.1,NA,NA,NA,14549.96332,NA,NA,1.647443349,NA,1.647443349,1
2021,"region_7","mycteroperca",80047,NA,NA,NA,13929.45019,NA,NA,1.577184737,NA,1.577184737,1
2022,"region_7","mycteroperca",89793.1,NA,NA,NA,13275.68441,NA,NA,1.50316104,NA,1.50316104,1
2023,"region_7","mycteroperca",98584,NA,NA,NA,13159.48602,NA,NA,1.490004288,NA,1.490004288,1
2024,"region_7","mycteroperca",73866.6,NA,NA,NA,12964.96487,NA,NA,1.467979312,NA,1.467979312,1
2018,"region_8","mycteroperca",4601.25,NA,NA,NA,15347.72488,NA,NA,1.737771205,NA,1.737771205,1
2019,"region_8","mycteroperca",3859.7,NA,NA,NA,15234.16833,NA,NA,1.724913579,NA,1.724913579,1
2020,"region_8","mycteroperca",3453.3,NA,NA,NA,14549.96332,NA,NA,1.647443349,NA,1.647443349,1
2021,"region_8","mycteroperca",11509.05,NA,NA,NA,13929.45019,NA,NA,1.577184737,NA,1.577184737,1
2022,"region_8","mycteroperca",17563.1,NA,NA,NA,13275.68441,NA,NA,1.50316104,NA,1.50316104,1
2023,"region_8","mycteroperca",32014,NA,NA,NA,13159.48602,NA,NA,1.490004288,NA,1.490004288,1
2024,"region_8","mycteroperca",17614.05,NA,NA,NA,12964.96487,NA,NA,1.467979312,NA,1.467979312,1
2018,"region_9","mycteroperca",8544,NA,NA,NA,15347.72488,NA,NA,1.737771205,NA,1.737771205,1
2019,"region_9","mycteroperca",8061.1,NA,NA,NA,15234.16833,NA,NA,1.724913579,NA,1.724913579,1
2020,"region_9","mycteroperca",3853.75,NA,NA,NA,14549.96332,NA,NA,1.647443349,NA,1.647443349,1
2021,"region_9","mycteroperca",4807.4,NA,NA,NA,13929.45019,NA,NA,1.577184737,NA,1.577184737,1
2022,"region_9","mycteroperca",1959.1,NA,NA,NA,13275.68441,NA,NA,1.50316104,NA,1.50316104,1
2023,"region_9","mycteroperca",4597,NA,NA,NA,13159.48602,NA,NA,1.490004288,NA,1.490004288,1
2024,"region_9","mycteroperca",3413.7,NA,NA,NA,12964.96487,NA,NA,1.467979312,NA,1.467979312,1
2020,"region_2","nasolamia",125,125,1,"maximally harvested",655.5342507,NA,1,1.051298416,NA,1.051298416,1
2019,"region_7","nasolamia",1875,1875,1,"maximally harvested",692.3285286,NA,1,1.110306418,NA,1.110306418,1
2021,"region_8","nasolamia",7000,7000,1,"maximally harvested",629.9512471,NA,1,1.010270246,NA,1.010270246,1
2024,"region_8","nasolamia",11000,7000,1,"maximally harvested",598.6262021,NA,0.636363636363636,0.960033404,NA,0.960033404,0.960033404
2018,"region_9","nasolamia",68311.25,48258.55,5,"maximally harvested",728.7191103,NA,0.706450987209281,1.168667001,NA,1.168667001,1
2019,"region_9","nasolamia",67056.25,48258.55,5,"maximally harvested",692.3285286,NA,0.719672662876317,1.110306418,NA,1.110306418,1
2020,"region_9","nasolamia",32688.25,48258.55,5,"maximally harvested",655.5342507,NA,1,1.051298416,NA,1.051298416,1
2021,"region_9","nasolamia",49642.5,48258.55,5,"maximally harvested",629.9512471,NA,1,1.010270246,NA,1.010270246,1
2022,"region_9","nasolamia",23594.5,48258.55,5,"maximally harvested",609.4327346,NA,1,0.977364139,NA,0.977364139,0.977364139
2023,"region_9","nasolamia",24404,48258.55,5,"maximally harvested",603.0576542,NA,1,0.967140247,NA,0.967140247,0.967140247
2024,"region_9","nasolamia",20663.75,48258.55,5,"maximally harvested",598.6262021,NA,1,0.960033404,NA,0.960033404,0.960033404
2018,"region_1","paralabrax",2514.1,16450.46,5,"maximally harvested",29189.2976,1,1,1.669124716,0.85,0.85,0.85
2019,"region_1","paralabrax",32885.9,16450.46,5,"maximally harvested",29607.17529,1,0.500228365348067,1.693020117,0.89,0.89,0.89
2020,"region_1","paralabrax",7847.9,16450.46,5,"maximally harvested",29848.16101,1,1,1.706800347,0.9,0.9,0.9
2021,"region_1","paralabrax",6908.5,16450.46,5,"maximally harvested",29840.56502,0,1,1.706365987,NA,1.706365987,1
2022,"region_1","paralabrax",32095.9,16450.46,5,"maximally harvested",29531.72744,0,0.512540854127786,1.688705801,NA,1.688705801,1
2023,"region_1","paralabrax",16542,16450.46,5,"maximally harvested",29132.34986,0,1,1.665868287,NA,1.665868287,1
2024,"region_1","paralabrax",15527,16450.46,5,"maximally harvested",28734.87883,0,1,1.643139795,NA,1.643139795,1
2020,"region_1_2_baja_tbd","paralabrax",872,872,1,NA,29848.16101,1,NA,1.706800347,0.9,0.9,0.9
2024,"region_1_2_baja_tbd","paralabrax",4.4,872,1,NA,28734.87883,0,NA,1.643139795,NA,1.643139795,1
2018,"region_2","paralabrax",270248.5,387449.37,5,"maximally harvested",29189.2976,1,1,1.669124716,0.85,0.85,0.85
2019,"region_2","paralabrax",399187.05,387449.37,5,"maximally harvested",29607.17529,1,1,1.693020117,0.89,0.89,0.89
2020,"region_2","paralabrax",439082.9,387449.37,5,"maximally harvested",29848.16101,1,0.882405964796169,1.706800347,0.9,0.9,0.9
2021,"region_2","paralabrax",425058.2,387449.37,5,"maximally harvested",29840.56502,0,1,1.706365987,NA,1.706365987,1
2022,"region_2","paralabrax",403670.2,387449.37,5,"maximally harvested",29531.72744,0,1,1.688705801,NA,1.688705801,1
2023,"region_2","paralabrax",453533,387449.37,5,"maximally harvested",29132.34986,0,0.85429146280425,1.665868287,NA,1.665868287,1
2024,"region_2","paralabrax",551829.3,387449.37,5,"maximally harvested",28734.87883,0,0.702118155016415,1.643139795,NA,1.643139795,1
2018,"region_3","paralabrax",205623,251131.36,5,"maximally harvested",29189.2976,1,1,1.669124716,0.85,0.85,0.85
2019,"region_3","paralabrax",231965.1,251131.36,5,"maximally harvested",29607.17529,1,1,1.693020117,0.89,0.89,0.89
2020,"region_3","paralabrax",211735.9,251131.36,5,"maximally harvested",29848.16101,1,1,1.706800347,0.9,0.9,0.9
2021,"region_3","paralabrax",302589.8,251131.36,5,"maximally harvested",29840.56502,0,0.829939938490987,1.706365987,NA,1.706365987,1
2022,"region_3","paralabrax",303743,251131.36,5,"maximally harvested",29531.72744,0,0.826788963037831,1.688705801,NA,1.688705801,1
2023,"region_3","paralabrax",231439,251131.36,5,"maximally harvested",29132.34986,0,1,1.665868287,NA,1.665868287,1
2024,"region_3","paralabrax",298780.2,251131.36,5,"maximally harvested",28734.87883,0,0.840522096176386,1.643139795,NA,1.643139795,1
2023,"region_3_4_bcs_tbd","paralabrax",10771,NA,0,NA,29132.34986,0,NA,1.665868287,NA,1.665868287,1
2024,"region_3_4_bcs_tbd","paralabrax",3152.6,NA,0,NA,28734.87883,0,NA,1.643139795,NA,1.643139795,1
2018,"region_4","paralabrax",36755.8,39475.1,5,"maximally harvested",29189.2976,1,1,1.669124716,0.85,0.85,0.85
2019,"region_4","paralabrax",56960.2,39475.1,5,"maximally harvested",29607.17529,1,0.693029518857026,1.693020117,0.89,0.89,0.89
2020,"region_4","paralabrax",32855.2,39475.1,5,"maximally harvested",29848.16101,1,1,1.706800347,0.9,0.9,0.9
2021,"region_4","paralabrax",33317.6,39475.1,5,"maximally harvested",29840.56502,0,1,1.706365987,NA,1.706365987,1
2022,"region_4","paralabrax",37486.7,39475.1,5,"maximally harvested",29531.72744,0,1,1.688705801,NA,1.688705801,1
2023,"region_4","paralabrax",47653,39475.1,5,"maximally harvested",29132.34986,0,0.828386460453696,1.665868287,NA,1.665868287,1
2024,"region_4","paralabrax",33085.16,39475.1,5,"maximally harvested",28734.87883,0,1,1.643139795,NA,1.643139795,1
2018,"region_4_5_6_sonora_tbd","paralabrax",993,1183.45,4,NA,29189.2976,1,NA,1.669124716,0.85,0.85,0.85
2019,"region_4_5_6_sonora_tbd","paralabrax",2360.8,1183.45,4,NA,29607.17529,1,NA,1.693020117,0.89,0.89,0.89
2021,"region_4_5_6_sonora_tbd","paralabrax",200,1183.45,4,NA,29840.56502,0,NA,1.706365987,NA,1.706365987,1
2022,"region_4_5_6_sonora_tbd","paralabrax",1180,1183.45,4,NA,29531.72744,0,NA,1.688705801,NA,1.688705801,1
2023,"region_4_5_6_sonora_tbd","paralabrax",6448,1183.45,4,NA,29132.34986,0,NA,1.665868287,NA,1.665868287,1
2024,"region_4_5_6_sonora_tbd","paralabrax",11650,1183.45,4,NA,28734.87883,0,NA,1.643139795,NA,1.643139795,1
2018,"region_5","paralabrax",101216,95291.26,5,NA,29189.2976,1,NA,1.669124716,0.85,0.85,0.85
2019,"region_5","paralabrax",101302,95291.26,5,NA,29607.17529,1,NA,1.693020117,0.89,0.89,0.89
2020,"region_5","paralabrax",87538.6,95291.26,5,NA,29848.16101,1,NA,1.706800347,0.9,0.9,0.9
2021,"region_5","paralabrax",101995.6,95291.26,5,NA,29840.56502,0,NA,1.706365987,NA,1.706365987,1
2022,"region_5","paralabrax",84404.1,95291.26,5,NA,29531.72744,0,NA,1.688705801,NA,1.688705801,1
2023,"region_5","paralabrax",148031,95291.26,5,NA,29132.34986,0,NA,1.665868287,NA,1.665868287,1
2024,"region_5","paralabrax",152601.5,95291.26,5,NA,28734.87883,0,NA,1.643139795,NA,1.643139795,1
2018,"region_6","paralabrax",133996.3,534830.48,5,NA,29189.2976,1,NA,1.669124716,0.85,0.85,0.85
2019,"region_6","paralabrax",441095.5,534830.48,5,NA,29607.17529,1,NA,1.693020117,0.89,0.89,0.89
2020,"region_6","paralabrax",657887.9,534830.48,5,NA,29848.16101,1,NA,1.706800347,0.9,0.9,0.9
2021,"region_6","paralabrax",749640,534830.48,5,NA,29840.56502,0,NA,1.706365987,NA,1.706365987,1
2022,"region_6","paralabrax",691532.7,534830.48,5,NA,29531.72744,0,NA,1.688705801,NA,1.688705801,1
2023,"region_6","paralabrax",656290,534830.48,5,NA,29132.34986,0,NA,1.665868287,NA,1.665868287,1
2024,"region_6","paralabrax",679687.1,534830.48,5,NA,28734.87883,0,NA,1.643139795,NA,1.643139795,1
2018,"region_7","paralabrax",54594.4,66455.94,5,NA,29189.2976,1,NA,1.669124716,0.85,0.85,0.85
2019,"region_7","paralabrax",54592.6,66455.94,5,NA,29607.17529,1,NA,1.693020117,0.89,0.89,0.89
2020,"region_7","paralabrax",68130.2,66455.94,5,NA,29848.16101,1,NA,1.706800347,0.9,0.9,0.9
2021,"region_7","paralabrax",80846.9,66455.94,5,NA,29840.56502,0,NA,1.706365987,NA,1.706365987,1
2022,"region_7","paralabrax",74115.6,66455.94,5,NA,29531.72744,0,NA,1.688705801,NA,1.688705801,1
2023,"region_7","paralabrax",44401,66455.94,5,NA,29132.34986,0,NA,1.665868287,NA,1.665868287,1
2024,"region_7","paralabrax",73418.8,66455.94,5,NA,28734.87883,0,NA,1.643139795,NA,1.643139795,1
2018,"region_8","paralabrax",3165,8750.28,5,NA,29189.2976,1,NA,1.669124716,0.85,0.85,0.85
2019,"region_8","paralabrax",2448,8750.28,5,NA,29607.17529,1,NA,1.693020117,0.89,0.89,0.89
2020,"region_8","paralabrax",3101.4,8750.28,5,NA,29848.16101,1,NA,1.706800347,0.9,0.9,0.9
2021,"region_8","paralabrax",5352,8750.28,5,NA,29840.56502,0,NA,1.706365987,NA,1.706365987,1
2022,"region_8","paralabrax",29685,8750.28,5,NA,29531.72744,0,NA,1.688705801,NA,1.688705801,1
2023,"region_8","paralabrax",132005,8750.28,5,NA,29132.34986,0,NA,1.665868287,NA,1.665868287,1
2024,"region_8","paralabrax",74336.5,8750.28,5,NA,28734.87883,0,NA,1.643139795,NA,1.643139795,1
2018,"region_9","paralabrax",10680,6864.08,5,NA,29189.2976,1,NA,1.669124716,0.85,0.85,0.85
2019,"region_9","paralabrax",4321,6864.08,5,NA,29607.17529,1,NA,1.693020117,0.89,0.89,0.89
2020,"region_9","paralabrax",932.8,6864.08,5,NA,29848.16101,1,NA,1.706800347,0.9,0.9,0.9
2021,"region_9","paralabrax",6569.1,6864.08,5,NA,29840.56502,0,NA,1.706365987,NA,1.706365987,1
2022,"region_9","paralabrax",11817.5,6864.08,5,NA,29531.72744,0,NA,1.688705801,NA,1.688705801,1
2023,"region_9","paralabrax",13961,6864.08,5,NA,29132.34986,0,NA,1.665868287,NA,1.665868287,1
2024,"region_9","paralabrax",2715,6864.08,5,NA,28734.87883,0,NA,1.643139795,NA,1.643139795,1
2020,"region_1","prionace",2282.5,2158.75,2,"maximally harvested",12896.19625,1,1,1.025824145,1.17,1.17,1
2022,"region_1","prionace",2035,2158.75,2,"maximally harvested",12323.46551,0,1,0.980266447,NA,0.980266447,0.980266447
2023,"region_1","prionace",20,2158.75,2,"maximally harvested",11917.15656,0,1,0.947946721,NA,0.947946721,0.947946721
2024,"region_1","prionace",214.5,2158.75,2,"maximally harvested",11158.1847,0,1,0.887574527,NA,0.887574527,0.887574527
2018,"region_2","prionace",23580,18157.625,4,"maximally harvested",13577.6951,0,0.770043469041561,1.080033772,NA,1.080033772,1
2020,"region_2","prionace",3320,18157.625,4,"maximally harvested",12896.19625,1,1,1.025824145,1.17,1.17,1
2021,"region_2","prionace",10308.5,18157.625,4,"maximally harvested",12601.36688,0,1,1.00237203,NA,1.00237203,1
2022,"region_2","prionace",35422,18157.625,4,"maximally harvested",12323.46551,0,0.512608689514991,0.980266447,NA,0.980266447,0.980266447
2023,"region_2","prionace",4505,18157.625,4,"maximally harvested",11917.15656,0,1,0.947946721,NA,0.947946721,0.947946721
2024,"region_2","prionace",87251.5,18157.625,4,"maximally harvested",11158.1847,0,0.208106737419987,0.887574527,NA,0.887574527,0.887574527
2018,"region_3","prionace",1247.8,2223.52,5,"maximally harvested",13577.6951,0,1,1.080033772,NA,1.080033772,1
2019,"region_3","prionace",6635,2223.52,5,"maximally harvested",13283.80844,0,0.335119819140919,1.056656644,NA,1.056656644,1
2020,"region_3","prionace",2258,2223.52,5,"maximally harvested",12896.19625,1,1,1.025824145,1.17,1.17,1
2021,"region_3","prionace",955.8,2223.52,5,"maximally harvested",12601.36688,0,1,1.00237203,NA,1.00237203,1
2022,"region_3","prionace",21,2223.52,5,"maximally harvested",12323.46551,0,1,0.980266447,NA,0.980266447,0.980266447
2024,"region_3","prionace",67.5,2223.52,5,"maximally harvested",11158.1847,0,1,0.887574527,NA,0.887574527,0.887574527
2018,"region_4","prionace",3202,41620.44,5,"maximally harvested",13577.6951,0,1,1.080033772,NA,1.080033772,1
2019,"region_4","prionace",4650,41620.44,5,"maximally harvested",13283.80844,0,1,1.056656644,NA,1.056656644,1
2020,"region_4","prionace",21928.75,41620.44,5,"maximally harvested",12896.19625,1,1,1.025824145,1.17,1.17,1
2021,"region_4","prionace",87006.45,41620.44,5,"maximally harvested",12601.36688,0,0.478360397418812,1.00237203,NA,1.00237203,1
2022,"region_4","prionace",91315,41620.44,5,"maximally harvested",12323.46551,0,0.455789738816186,0.980266447,NA,0.980266447,0.980266447
2023,"region_4","prionace",210241,41620.44,5,"maximally harvested",11917.15656,0,0.197965382584748,0.947946721,NA,0.947946721,0.947946721
2024,"region_4","prionace",1577094.25,41620.44,5,"maximally harvested",11158.1847,0,0.0263905850902697,0.887574527,NA,0.887574527,0.887574527
2020,"region_4_5_6_sonora_tbd","prionace",41693.75,29909.375,2,NA,12896.19625,1,NA,1.025824145,1.17,1.17,1
2021,"region_4_5_6_sonora_tbd","prionace",18125,29909.375,2,NA,12601.36688,0,NA,1.00237203,NA,1.00237203,1
2024,"region_5","prionace",55873.75,NA,0,"maximally harvested",11158.1847,0,NA,0.887574527,NA,0.887574527,0.887574527
2022,"region_6","prionace",1000,1000,1,"maximally harvested",12323.46551,0,1,0.980266447,NA,0.980266447,0.980266447
2024,"region_6","prionace",9870,1000,1,"maximally harvested",11158.1847,0,0.101317122593718,0.887574527,NA,0.887574527,0.887574527
2022,"region_7","prionace",2500,2500,1,"maximally harvested",12323.46551,0,1,0.980266447,NA,0.980266447,0.980266447
2023,"region_7","prionace",12830,2500,1,"maximally harvested",11917.15656,0,0.19485580670304,0.947946721,NA,0.947946721,0.947946721
2024,"region_7","prionace",73120,2500,1,"maximally harvested",11158.1847,0,0.0341903719912473,0.887574527,NA,0.887574527,0.887574527
2018,"region_8","prionace",864938.7,1041716.97,5,"maximally harvested",13577.6951,0,1,1.080033772,NA,1.080033772,1
2019,"region_8","prionace",1037388.5,1041716.97,5,"maximally harvested",13283.80844,0,1,1.056656644,NA,1.056656644,1
2020,"region_8","prionace",872302.55,1041716.97,5,"maximally harvested",12896.19625,1,1,1.025824145,1.17,1.17,1
2021,"region_8","prionace",784193.95,1041716.97,5,"maximally harvested",12601.36688,0,1,1.00237203,NA,1.00237203,1
2022,"region_8","prionace",1649761.15,1041716.97,5,"maximally harvested",12323.46551,0,0.631435023185023,0.980266447,NA,0.980266447,0.980266447
2023,"region_8","prionace",1776518,1041716.97,5,"maximally harvested",11917.15656,0,0.586381320087947,0.947946721,NA,0.947946721,0.947946721
2024,"region_8","prionace",3251798.25,1041716.97,5,"maximally harvested",11158.1847,0,0.320351045763679,0.887574527,NA,0.887574527,0.887574527
2018,"region_9","prionace",203463.75,138597.52,5,"maximally harvested",13577.6951,0,0.681190236590056,1.080033772,NA,1.080033772,1
2019,"region_9","prionace",307060,138597.52,5,"maximally harvested",13283.80844,0,0.451369504331401,1.056656644,NA,1.056656644,1
2020,"region_9","prionace",77423.25,138597.52,5,"maximally harvested",12896.19625,1,1,1.025824145,1.17,1.17,1
2021,"region_9","prionace",64396.9,138597.52,5,"maximally harvested",12601.36688,0,1,1.00237203,NA,1.00237203,1
2022,"region_9","prionace",40643.7,138597.52,5,"maximally harvested",12323.46551,0,1,0.980266447,NA,0.980266447,0.980266447
2023,"region_9","prionace",75719,138597.52,5,"maximally harvested",11917.15656,0,1,0.947946721,NA,0.947946721,0.947946721
2024,"region_9","prionace",90721.05,138597.52,5,"maximally harvested",11158.1847,0,1,0.887574527,NA,0.887574527,0.887574527
2018,"region_1","scomberomorus",21000,409330.2,5,"maximally harvested",31675.70632,NA,1,1.144164646,NA,1.144164646,1
2019,"region_1","scomberomorus",104305,409330.2,5,"maximally harvested",30531.52326,NA,1,1.102835377,NA,1.102835377,1
2020,"region_1","scomberomorus",65881,409330.2,5,"maximally harvested",28912.46929,NA,1,1.044353198,NA,1.044353198,1
2021,"region_1","scomberomorus",818398,409330.2,5,"maximally harvested",27617.44165,NA,0.500160313197246,0.997575241,NA,0.997575241,0.997575241
2022,"region_1","scomberomorus",1037067,409330.2,5,"maximally harvested",25894.0406,NA,0.394699860279037,0.93532392,NA,0.93532392,0.93532392
2023,"region_1","scomberomorus",723256,409330.2,5,"maximally harvested",23495.19805,NA,0.565954793323526,0.848674839,NA,0.848674839,0.848674839
2024,"region_1","scomberomorus",1444694,409330.2,5,"maximally harvested",20037.04807,NA,0.283333494843891,0.723762299,NA,0.723762299,0.723762299
2020,"region_1_2_baja_tbd","scomberomorus",200,7600,2,NA,28912.46929,NA,NA,1.044353198,NA,1.044353198,1
2021,"region_1_2_baja_tbd","scomberomorus",15000,7600,2,NA,27617.44165,NA,NA,0.997575241,NA,0.997575241,0.997575241
2018,"region_2","scomberomorus",2943447,2315515.82,5,"maximally harvested",31675.70632,NA,0.786668086770375,1.144164646,NA,1.144164646,1
2019,"region_2","scomberomorus",3060744,2315515.82,5,"maximally harvested",30531.52326,NA,0.756520578003257,1.102835377,NA,1.102835377,1
2020,"region_2","scomberomorus",2271568.8,2315515.82,5,"maximally harvested",28912.46929,NA,1,1.044353198,NA,1.044353198,1
2021,"region_2","scomberomorus",1760539.3,2315515.82,5,"maximally harvested",27617.44165,NA,1,0.997575241,NA,0.997575241,0.997575241
2022,"region_2","scomberomorus",1541280,2315515.82,5,"maximally harvested",25894.0406,NA,1,0.93532392,NA,0.93532392,0.93532392
2023,"region_2","scomberomorus",1153887,2315515.82,5,"maximally harvested",23495.19805,NA,1,0.848674839,NA,0.848674839,0.848674839
2024,"region_2","scomberomorus",2561787,2315515.82,5,"maximally harvested",20037.04807,NA,0.903867425355816,0.723762299,NA,0.723762299,0.723762299
2018,"region_3","scomberomorus",84181,95829.32,5,"maximally harvested",31675.70632,NA,1,1.144164646,NA,1.144164646,1
2019,"region_3","scomberomorus",206182,95829.32,5,"maximally harvested",30531.52326,NA,0.464780242698199,1.102835377,NA,1.102835377,1
2020,"region_3","scomberomorus",89903.5,95829.32,5,"maximally harvested",28912.46929,NA,1,1.044353198,NA,1.044353198,1
2021,"region_3","scomberomorus",56350,95829.32,5,"maximally harvested",27617.44165,NA,1,0.997575241,NA,0.997575241,0.997575241
2022,"region_3","scomberomorus",42530.1,95829.32,5,"maximally harvested",25894.0406,NA,1,0.93532392,NA,0.93532392,0.93532392
2023,"region_3","scomberomorus",28613,95829.32,5,"maximally harvested",23495.19805,NA,1,0.848674839,NA,0.848674839,0.848674839
