"year","Stock","Major_Functional_Group","estimated_taxa_group","new_estimated_family_name","total_biomass_kg","total_revenue"
2019,"Carcharhinus","Sharks","TIBURON","Carcharhinidae",2872415.8,38856065
2019,"Caulolatilus","Demersal marine fishes","PIERNA","Malacanthidae",377538.9,7111359.5
2019,"Centropomus","Demersal marine fishes","ROBALO","Centropomidae",1573903.821,101427185.4236
2019,"Cetengraulis","Anchovy & Sardine (small pelagics)","SARDINA","Engraulidae",17911105.28,24151708
2019,"Chanos","Diadromous fishes","OTRAS","Chanidae",519320.6,5197285
2019,"Chione","Molluscs excl. Cephalopods","ALMEJA","Veneridae",377287,4341410
2019,"Coryphaena","Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Coryphaenidae",147516.95,4713646
2019,"Cynoscion","Demersal marine fishes","CORVINA","Sciaenidae",3333529.62,117875198.684
2019,"Diapterus","Demersal marine fishes","MOJARRA","Gerreidae",54715,692866
2019,"Diplectrum","Demersal marine fishes","OTRAS","Serranidae",84483.7,7094727
2019,"Dosidicus","Cephalopods","CALAMAR","Ommastrephidae",481400.7,6857153
2019,"Dosinia","Molluscs excl. Cephalopods","ALMEJA","Veneridae",1004278,7321687
2019,"Epinephelus","Demersal marine fishes","MERO","Serranidae",29084.6,1557760
2019,"Especies","Echinoderms","PEPINO DE MAR","Family cannot be determined; class Holothuroidea",72763,1101010
2019,"Etrumeus","Anchovy & Sardine (small pelagics)","SARDINA","Dussumieriidae",12545467.28,22109872
2019,"Eucinostomus","Demersal marine fishes","MOJARRA","Gerreidae",202495.5,3138644.5
2019,"Eugerres","Demersal marine fishes","MOJARRA","Gerreidae",75208,734101
2019,"Euthynnus","Pelagic marine fish (excl. anchovy & sardine)","BARRILETE","Scombridae",3135071,51863062
2019,"Farfantepenaeus","Shrimps, prawns","CAMARON","Penaeidae",205071.4,12785259
2019,"Galeocerdo","Sharks","TIBURON","Carcharhinidae",625,8798
2019,"Galeorhinus","Sharks","TIBURON","Triakidae",11179,195149
2019,"Gerres","Demersal marine fishes","BANDERA","Gerreidae",287271.1,3243682
2019,"Haemulon","Demersal marine fishes","RUBIO","Haemulidae",1078799.1,14195781
2019,"Haemulopsis","Demersal marine fishes","RONCO","Haemulidae",203525.1,2812611
2019,"Hexaplex","Molluscs excl. Cephalopods","CARACOL","Muricidae",1113165,17298157
2019,"Hoplopagrus","Demersal marine fishes","PARGO","Lutjanidae",158807.7,5801771
2019,"Hypanus","Demersal marine fishes","RAYA Y SIMILARES","Dasyatidae",2005209.7,21948715
2019,"Hyporthodus","Demersal marine fishes","BAQUETA","Serranidae",2384948.42,131692605.25
2019,"Istiophorus","Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Istiophoridae",48645.7,1063002
2019,"Isurus","Sharks","TIBURON","Lamnidae",740026.25,16680761
2019,"Katsuwonus","Pelagic marine fish (excl. anchovy & sardine)","BARRILETE","Scombridae",10563321.2,143838765
2019,"Lamna","Demersal marine fishes","PETO","Lamnidae",43311.132,1781432.4
2019,"Larimus","Demersal marine fishes","CORVINA","Sciaenidae",12770,834665
2019,"Lobatus","Molluscs excl. Cephalopods","CARACOL","Strombidae",50847,306040
2019,"Lutjanus","Demersal marine fishes","GUACHINANGO","Lutjanidae",8000241.883,433215935.643
2019,"Megapitaria","Molluscs excl. Cephalopods","ALMEJA","Veneridae",712906,7899277.38
2019,"Menticirrhus","Demersal marine fishes","BERRUGATA","Sciaenidae",113449.4,1877516
2019,"Merluccius","Demersal marine fishes","OTRAS","Merlucciidae",2768757.4,31763965
2019,"Microlepidotus","Demersal marine fishes","OTRAS","Haemulidae",144643,2148249
2019,"Micropogonias","Demersal marine fishes","BERRUGATA","Sciaenidae",9896337.1,145142315.5
2019,"Mobula","Demersal marine fishes","RAYA Y SIMILARES","Myliobatidae",632068,13235364.5
2019,"Mugil","Demersal marine fishes","LISA","Mugilidae",3873002.83,63324394.36
2019,"Mustelus","Sharks","TIBURON","Triakidae",344187.85,6992840
2019,"Mycteroperca","Demersal marine fishes","CABRILLA","Serranidae",2440109.58,159065635
2019,"Nasolamia","Sharks","TIBURON","Carcharhinidae",68931.25,1468755
2019,"Negaprion","Sharks","TIBURON","Carcharhinidae",62330.5,671840
2019,"Nematistius","Demersal marine fishes","OTRAS","Nematistiidae",6818.5,63080
2019,"Nicholsina","Demersal marine fishes","OTRAS","Scaridae",1941,75310
2019,"Oligoplites","Anchovy & Sardine (small pelagics)","SARDINA","Carangidae",968059.92,2254887
2019,"Opisthonema","Anchovy & Sardine (small pelagics)","SARDINA","Clupeidae",201782156.6,361601431
2019,"Orthopristis","Demersal marine fishes","OTRAS","Haemulidae",47217,430445
2019,"Panopea","Molluscs excl. Cephalopods","ALMEJA","Hiatellidae",1485510,53711060.92
2019,"Panulirus","Crustaceans","LANGOSTA","Palinuridae",232371.38,57648960
2019,"Paralabrax","Demersal marine fishes","CABRILLA","Serranidae",1451983.85,26847988
2019,"Paranthias","Demersal marine fishes","OTRAS","Serranidae",19516.6,302227
2019,"Parapsettus","Demersal marine fishes","OTRAS","Ephippidae",29072,706600
2019,"Penaeus","Shrimps, prawns","CAMARON","Penaeidae",193350117.844,15438967728.989
2019,"Prionace","Sharks","TIBURON","Carcharhinidae",1559517.6,23888255
2019,"Pseudobatos","Demersal marine fishes","RAYA Y SIMILARES","Rhinobatidae",962112.85,12902300
2019,"Rimapenaeus","Shrimps, prawns","CAMARON","Penaeidae",87683.15,3391088.6395
2019,"Sarda","Pelagic marine fish (excl. anchovy & sardine)","BONITO","Carangidae",4183496,77289252
2019,"Sardinops","Anchovy & Sardine (small pelagics)","SARDINA","Clupeidae",146395762.46,258107688.5
2019,"Scomber","Pelagic marine fish (excl. anchovy & sardine)","MACARELA","Scombridae",85957891.12,153144932
2019,"Scomberomorus","Pelagic marine fish (excl. anchovy & sardine)","SIERRA","Scombridae",8547037.411,184359322.76
2019,"Scorpaena","Demersal marine fishes","OTRAS","Scorpaenidae",14970.6,333130
2019,"Selene","Pelagic marine fish (excl. anchovy & sardine)","RONCO","Carangidae",712122.8,6671650
2019,"Seriola","Pelagic marine fish (excl. anchovy & sardine)","ESMEDREGAL","Carangidae",1317344.6,39544129.5
2019,"Sphoeroides","Demersal marine fishes","OTRAS","Tetraodontidae",1040300.7,60774972.6394
2019,"Sphyraena","Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Sphyraenidae",5211,153450
2019,"Sphyrna","Sharks","TIBURON","Sphyrnidae",1073557.25,16261021
2019,"Squatina","Sharks","TIBURON","Squatinidae",861671.35,11967733
2019,"Stereolepis","Demersal marine fishes","OTRAS","Polyprionidae",1847.4,37300
2019,"Stomolophus","Jellies","OTRAS","Stomolophidae",45417673,135426987.3
2019,"Synodus","Demersal marine fishes","OTRAS","Synodontidae",529943.1,5020898
2019,"Thunnus","Pelagic marine fish (excl. anchovy & sardine)","ATUN","Scombridae",74503633.52,885709831
2019,"Trachinotus","Pelagic marine fish (excl. anchovy & sardine)","PAMPANO","Carangidae",290339.6,5200991
2019,"Trichiurus","Pelagic marine fish (excl. anchovy & sardine)","CINTILLA","Trichiuridae",8283,573080
2019,"Turbo","Molluscs excl. Cephalopods","CARACOL","Turbinidae",10073,343884.85
2019,"Xenichthys","Demersal marine fishes","OTRAS","Haemulidae",18310,402149
2019,"Xiphias","Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Xiphiidae",599084,37749583
2020,"Ablennes","Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Belonidae",14231,271186
2020,"Acanthurus","Demersal marine fishes","OTRAS","Acanthuridae",26399,987439
2020,"Aetobatus","Demersal marine fishes","RAYA Y SIMILARES","Myliobatidae",75461.5,991723
2020,"Alopias","Sharks","TIBURON","Alopiidae",1219094.95,20557756
2020,"Anisotremus","Demersal marine fishes","MOJARRA","Haemulidae",56294.8,1499623
2020,"Anoplopoma","Demersal marine fishes","OTRAS","Anoplopomatidae",7033.3,469265
2020,"Argopecten","Molluscs excl. Cephalopods","ALMEJA","Pectinidae",715030,5392019
2020,"Balistes","Demersal marine fishes","CARPA","Balistidae",2533040.45,38439722.6
2020,"Brotula","Demersal marine fishes","LENGUADO","Ophidiidae",931263.5,86893355
2020,"Calamus","Demersal marine fishes","MOJARRA","Sparidae",15151,238354
2020,"Callinectes","Crustaceans","JAIBA","Portunidae",1611933,53843296.85
2020,"Caranx","Pelagic marine fish (excl. anchovy & sardine)","BONITO","Carangidae",38875.2,1375185
2020,"Carcharhinus","Sharks","TIBURON","Carcharhinidae",3761901.25,53209918
2020,"Caulolatilus","Demersal marine fishes","PIERNA","Malacanthidae",331187.9,7495686
2020,"Centropomus","Demersal marine fishes","ROBALO","Centropomidae",1236565.7,77434072.3
2020,"Cetengraulis","Anchovy & Sardine (small pelagics)","SARDINA","Engraulidae",12589607.98,19722096
2020,"Chanos","Diadromous fishes","OTRAS","Chanidae",268765,3020516
2020,"Chione","Molluscs excl. Cephalopods","ALMEJA","Veneridae",171420,2363925
2020,"Coryphaena","Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Coryphaenidae",127234.3,3872237
2020,"Cynoscion","Demersal marine fishes","CORVINA","Sciaenidae",3166539.391,105246651.1967
2020,"Diapterus","Demersal marine fishes","MOJARRA","Gerreidae",52863,563940
2020,"Diplectrum","Demersal marine fishes","OTRAS","Serranidae",122388.3,9474613
2020,"Dosidicus","Cephalopods","CALAMAR","Ommastrephidae",302804.1,6165080.4
2020,"Dosinia","Molluscs excl. Cephalopods","ALMEJA","Veneridae",1202131,7938149.75
2020,"Epinephelus","Demersal marine fishes","MERO","Serranidae",52684.4,2005303
2020,"Especies","Echinoderms","PEPINO DE MAR","Family cannot be determined; class Holothuroidea",110466,1252981
2020,"Etrumeus","Anchovy & Sardine (small pelagics)","SARDINA","Dussumieriidae",6914008.32,14347342
2020,"Eucinostomus","Demersal marine fishes","MOJARRA","Gerreidae",108683.3,1743607
2020,"Eugerres","Demersal marine fishes","MOJARRA","Gerreidae",58924,483087
2020,"Euthynnus","Pelagic marine fish (excl. anchovy & sardine)","BARRILETE","Scombridae",1431477,17299966
2020,"Farfantepenaeus","Shrimps, prawns","CAMARON","Penaeidae",115814,7485542
2020,"Galeocerdo","Sharks","TIBURON","Carcharhinidae",1304.6,18650
2020,"Galeorhinus","Sharks","TIBURON","Triakidae",14331.3,291127
2020,"Gerres","Demersal marine fishes","BANDERA","Gerreidae",199940.8,2266402
2020,"Haemulon","Demersal marine fishes","RUBIO","Haemulidae",785203.55,9781266
2020,"Haemulopsis","Demersal marine fishes","RONCO","Haemulidae",132157.6,2165640
2020,"Hexaplex","Molluscs excl. Cephalopods","CARACOL","Muricidae",1703916,19256192
2020,"Hoplopagrus","Demersal marine fishes","PARGO","Lutjanidae",143098.2,5642508
2020,"Hypanus","Demersal marine fishes","RAYA Y SIMILARES","Dasyatidae",2192037.1,23049060
2020,"Hyporthodus","Demersal marine fishes","BAQUETA","Serranidae",2575093.35,141428162
2020,"Istiophorus","Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Istiophoridae",27058.4,606149
2020,"Isurus","Sharks","TIBURON","Lamnidae",703584.4,13132698
2020,"Katsuwonus","Pelagic marine fish (excl. anchovy & sardine)","BARRILETE","Scombridae",5283084,62879861
2020,"Lamna","Demersal marine fishes","PETO","Lamnidae",69459.75,3379248
2020,"Larimus","Demersal marine fishes","CORVINA","Sciaenidae",4015,185810
2020,"Lobatus","Molluscs excl. Cephalopods","CARACOL","Strombidae",14116,1108010
2020,"Lutjanus","Demersal marine fishes","GUACHINANGO","Lutjanidae",6286447.72,339686512.51
2020,"Megapitaria","Molluscs excl. Cephalopods","ALMEJA","Veneridae",468225,6056238
2020,"Menticirrhus","Demersal marine fishes","BERRUGATA","Sciaenidae",80621.6,967792
2020,"Merluccius","Demersal marine fishes","OTRAS","Merlucciidae",4945353.5,56963048
2020,"Microlepidotus","Demersal marine fishes","OTRAS","Haemulidae",159081.5,1293328
2020,"Micropogonias","Demersal marine fishes","BERRUGATA","Sciaenidae",4429374.35,66019124
2020,"Mugil","Demersal marine fishes","LISA","Mugilidae",2557988.2,37289747.6
2020,"Mustelus","Sharks","TIBURON","Triakidae",386809.75,5292376
2020,"Mycteroperca","Demersal marine fishes","CABRILLA","Serranidae",921973.9,42759990
2020,"Nasolamia","Sharks","TIBURON","Carcharhinidae",32813.25,993600
2020,"Negaprion","Sharks","TIBURON","Carcharhinidae",9653.75,189189
2020,"Nematistius","Demersal marine fishes","OTRAS","Nematistiidae",7313.5,84980
2020,"Nicholsina","Demersal marine fishes","OTRAS","Scaridae",4871.9,180640
2020,"Oligoplites","Anchovy & Sardine (small pelagics)","SARDINA","Carangidae",846747.52,1227033
2020,"Opisthonema","Anchovy & Sardine (small pelagics)","SARDINA","Clupeidae",168378127.28,305448347
2020,"Orthopristis","Demersal marine fishes","OTRAS","Haemulidae",103200,945548
2020,"Panopea","Molluscs excl. Cephalopods","ALMEJA","Hiatellidae",1804908,52452876.62
2020,"Panulirus","Crustaceans","LANGOSTA","Palinuridae",163612.3,44183733
2020,"Paralabrax","Demersal marine fishes","CABRILLA","Serranidae",1865161.8,33869782.1
2020,"Paranthias","Demersal marine fishes","OTRAS","Serranidae",48529,779904
2020,"Parapsettus","Demersal marine fishes","OTRAS","Ephippidae",6368,120715
2020,"Penaeus","Shrimps, prawns","CAMARON","Penaeidae",186082221.344,17413458309.0891
2020,"Prionace","Sharks","TIBURON","Carcharhinidae",1075090,14848369
2020,"Pseudobatos","Demersal marine fishes","RAYA Y SIMILARES","Rhinobatidae",711163.5,9017618.5
2020,"Rimapenaeus","Shrimps, prawns","CAMARON","Penaeidae",97055.4,3013747
2020,"Sarda","Pelagic marine fish (excl. anchovy & sardine)","BONITO","Carangidae",2656560.7,38810414
2020,"Sardinops","Anchovy & Sardine (small pelagics)","SARDINA","Clupeidae",240775492.8,414323161
2020,"Scomber","Pelagic marine fish (excl. anchovy & sardine)","MACARELA","Scombridae",45713453.76,495246742
2020,"Scomberomorus","Pelagic marine fish (excl. anchovy & sardine)","SIERRA","Scombridae",7819574.71,174339941.5
2020,"Scorpaena","Demersal marine fishes","OTRAS","Scorpaenidae",1280.3,17929
2020,"Selene","Pelagic marine fish (excl. anchovy & sardine)","RONCO","Carangidae",514379.9,4482707
2020,"Seriola","Pelagic marine fish (excl. anchovy & sardine)","ESMEDREGAL","Carangidae",969686.4,24836750
2020,"Sphoeroides","Demersal marine fishes","OTRAS","Tetraodontidae",677693.45,38013955.35
2020,"Sphyraena","Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Sphyraenidae",4970,122803
2020,"Sphyrna","Sharks","TIBURON","Sphyrnidae",1248812.2,20069826
2020,"Squatina","Sharks","TIBURON","Squatinidae",599468.1,8822803
2020,"Stereolepis","Demersal marine fishes","OTRAS","Polyprionidae",1018.8,37860
2020,"Stomolophus","Jellies","OTRAS","Stomolophidae",12369021,30577238.1
2020,"Synodus","Demersal marine fishes","OTRAS","Synodontidae",412349.2,3152151
2020,"Thunnus","Pelagic marine fish (excl. anchovy & sardine)","ATUN","Scombridae",77638455.74,892436194
2020,"Trachinotus","Pelagic marine fish (excl. anchovy & sardine)","PAMPANO","Carangidae",167725.5,3191808
2020,"Trichiurus","Pelagic marine fish (excl. anchovy & sardine)","CINTILLA","Trichiuridae",9433,511330
2020,"Turbo","Molluscs excl. Cephalopods","CARACOL","Turbinidae",7351,392750.63
2020,"Xenichthys","Demersal marine fishes","OTRAS","Haemulidae",13202,289753
2020,"Xiphias","Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Xiphiidae",611032.5,41182944
2021,"Ablennes","Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Belonidae",23485.5,506810
2021,"Acanthurus","Demersal marine fishes","OTRAS","Acanthuridae",7440,369497
2021,"Aetobatus","Demersal marine fishes","RAYA Y SIMILARES","Myliobatidae",20029.2,289026
2021,"Alopias","Sharks","TIBURON","Alopiidae",1054932.3,13880060
2021,"Anisotremus","Demersal marine fishes","MOJARRA","Haemulidae",75195,1817908
2021,"Anoplopoma","Demersal marine fishes","OTRAS","Anoplopomatidae",3368.6,228189
2021,"Argopecten","Molluscs excl. Cephalopods","ALMEJA","Pectinidae",3082256,29700121
2021,"Balistes","Demersal marine fishes","CARPA","Balistidae",2618716.4,41240597
2021,"Brotula","Demersal marine fishes","LENGUADO","Ophidiidae",1596979.3,38791753
2021,"Calamus","Demersal marine fishes","MOJARRA","Sparidae",10406,155597
2021,"Callinectes","Crustaceans","JAIBA","Portunidae",2261087,76449322.5
2021,"Caranx","Pelagic marine fish (excl. anchovy & sardine)","BONITO","Carangidae",55815.1,1656210
2021,"Carcharhinus","Sharks","TIBURON","Carcharhinidae",3323150.4,40023637
2021,"Caulolatilus","Demersal marine fishes","PIERNA","Malacanthidae",560362.5,10627681
2021,"Centropomus","Demersal marine fishes","ROBALO","Centropomidae",1648222.88,113991202
2021,"Cetengraulis","Anchovy & Sardine (small pelagics)","SARDINA","Engraulidae",116882260.04,207779159
2021,"Chanos","Diadromous fishes","OTRAS","Chanidae",431431.8,4524106
2021,"Chione","Molluscs excl. Cephalopods","ALMEJA","Veneridae",228642,3393645
2021,"Coryphaena","Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Coryphaenidae",119439.3,3737596
2021,"Cynoscion","Demersal marine fishes","CORVINA","Sciaenidae",4559333.3,95044556.29
2021,"Diapterus","Demersal marine fishes","MOJARRA","Gerreidae",35376,599172
2021,"Diplectrum","Demersal marine fishes","OTRAS","Serranidae",122147.1,9871851
2021,"Dosidicus","Cephalopods","CALAMAR","Ommastrephidae",692971.75,17180291
2021,"Dosinia","Molluscs excl. Cephalopods","ALMEJA","Veneridae",1327512,10260278.84
2021,"Epinephelus","Demersal marine fishes","MERO","Serranidae",64660.8,2489196
2021,"Especies","Echinoderms","PEPINO DE MAR","Family cannot be determined; class Holothuroidea",104708,1072630
2021,"Etrumeus","Anchovy & Sardine (small pelagics)","SARDINA","Dussumieriidae",3438739.96,6363623
2021,"Eucinostomus","Demersal marine fishes","MOJARRA","Gerreidae",100979.5,1622147
2021,"Eugerres","Demersal marine fishes","MOJARRA","Gerreidae",43738,464541
2021,"Euthynnus","Pelagic marine fish (excl. anchovy & sardine)","BARRILETE","Scombridae",2078659,20849113
2021,"Farfantepenaeus","Shrimps, prawns","CAMARON","Penaeidae",339417.6,23304279
2021,"Galeocerdo","Sharks","TIBURON","Carcharhinidae",674.65,11531
2021,"Galeorhinus","Sharks","TIBURON","Triakidae",11329.1,260765
2021,"Gerres","Demersal marine fishes","BANDERA","Gerreidae",105775.1,1404519
2021,"Haemulon","Demersal marine fishes","RUBIO","Haemulidae",724732.45,9043117
2021,"Haemulopsis","Demersal marine fishes","RONCO","Haemulidae",131188.2,2278458
2021,"Hexaplex","Molluscs excl. Cephalopods","CARACOL","Muricidae",1189550,13428050
2021,"Hoplopagrus","Demersal marine fishes","PARGO","Lutjanidae",143306.9,5827294
2021,"Hypanus","Demersal marine fishes","RAYA Y SIMILARES","Dasyatidae",2759549.9,29573167
2021,"Hyporthodus","Demersal marine fishes","BAQUETA","Serranidae",1873195.65,102272167
2021,"Istiophorus","Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Istiophoridae",22896.75,396900
2021,"Isurus","Sharks","TIBURON","Lamnidae",830300.7,10636747
2021,"Katsuwonus","Pelagic marine fish (excl. anchovy & sardine)","BARRILETE","Scombridae",5003931.2,45998639
2021,"Lamna","Demersal marine fishes","PETO","Lamnidae",301932.55,4517014
2021,"Larimus","Demersal marine fishes","CORVINA","Sciaenidae",4264,83956
2021,"Lobatus","Molluscs excl. Cephalopods","CARACOL","Strombidae",49155,907042
2021,"Lutjanus","Demersal marine fishes","GUACHINANGO","Lutjanidae",5270356.4,298536105.39
2021,"Megapitaria","Molluscs excl. Cephalopods","ALMEJA","Veneridae",607903,7331106
2021,"Menticirrhus","Demersal marine fishes","BERRUGATA","Sciaenidae",84688.7,1239088
2021,"Merluccius","Demersal marine fishes","OTRAS","Merlucciidae",8074232.2,78619061
2021,"Microlepidotus","Demersal marine fishes","OTRAS","Haemulidae",50219,897885
2021,"Micropogonias","Demersal marine fishes","BERRUGATA","Sciaenidae",11873083.1,148527338.9
2021,"Mugil","Demersal marine fishes","LISA","Mugilidae",1802025.7,21987745
2021,"Mustelus","Sharks","TIBURON","Triakidae",476012.7,6639928
2021,"Mycteroperca","Demersal marine fishes","CABRILLA","Serranidae",1172512.1,52388195.64
2021,"Nasolamia","Sharks","TIBURON","Carcharhinidae",56642.5,1689025
2021,"Negaprion","Sharks","TIBURON","Carcharhinidae",13174.75,403819
2021,"Nematistius","Demersal marine fishes","OTRAS","Nematistiidae",8841.1,104125
2021,"Nicholsina","Demersal marine fishes","OTRAS","Scaridae",1583,60583
2021,"Oligoplites","Anchovy & Sardine (small pelagics)","SARDINA","Carangidae",906294.96,2646066
2021,"Opisthonema","Anchovy & Sardine (small pelagics)","SARDINA","Clupeidae",171705495.64,425372127
2021,"Orthopristis","Demersal marine fishes","OTRAS","Haemulidae",125668,1360771
2021,"Panopea","Molluscs excl. Cephalopods","ALMEJA","Hiatellidae",1916645,59954164.31
2021,"Panulirus","Crustaceans","LANGOSTA","Palinuridae",147471,45271298
2021,"Paralabrax","Demersal marine fishes","CABRILLA","Serranidae",2228075.5,40160086
2021,"Paranthias","Demersal marine fishes","OTRAS","Serranidae",37123.8,797254
2021,"Parapsettus","Demersal marine fishes","OTRAS","Ephippidae",17631,351557
2021,"Penaeus","Shrimps, prawns","CAMARON","Penaeidae",204268283.29,19971130864.58
2021,"Prionace","Sharks","TIBURON","Carcharhinidae",985800.7,14160317
2021,"Pseudobatos","Demersal marine fishes","RAYA Y SIMILARES","Rhinobatidae",969595.55,12732941.5
2021,"Rimapenaeus","Shrimps, prawns","CAMARON","Penaeidae",70639.2,2439320
2021,"Sarda","Pelagic marine fish (excl. anchovy & sardine)","BONITO","Carangidae",5375443.55,84946012
2021,"Sardinops","Anchovy & Sardine (small pelagics)","SARDINA","Clupeidae",245950287.6,464372895
2021,"Scomber","Pelagic marine fish (excl. anchovy & sardine)","MACARELA","Scombridae",26043977.52,57439719
2021,"Scomberomorus","Pelagic marine fish (excl. anchovy & sardine)","SIERRA","Scombridae",9319147.83,219573620.93
2021,"Scorpaena","Demersal marine fishes","OTRAS","Scorpaenidae",3446.7,47625
2021,"Selene","Pelagic marine fish (excl. anchovy & sardine)","RONCO","Carangidae",595681.7,5474236
2021,"Seriola","Pelagic marine fish (excl. anchovy & sardine)","ESMEDREGAL","Carangidae",1508893.6,32975393
2021,"Sphoeroides","Demersal marine fishes","OTRAS","Tetraodontidae",534911.9,21470531.35
2021,"Sphyraena","Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Sphyraenidae",4300,106099
2021,"Sphyrna","Sharks","TIBURON","Sphyrnidae",1322931.95,15392525
2021,"Squatina","Sharks","TIBURON","Squatinidae",695962.6,10900589
2021,"Stereolepis","Demersal marine fishes","OTRAS","Polyprionidae",4614.5,235820
2021,"Stomolophus","Jellies","OTRAS","Stomolophidae",78489089,283939991.6
2021,"Synodus","Demersal marine fishes","OTRAS","Synodontidae",531478.7,4108710
2021,"Thunnus","Pelagic marine fish (excl. anchovy & sardine)","ATUN","Scombridae",78242432.9,811833287
2021,"Trachinotus","Pelagic marine fish (excl. anchovy & sardine)","PAMPANO","Carangidae",257573.4,3230054
2021,"Trichiurus","Pelagic marine fish (excl. anchovy & sardine)","CINTILLA","Trichiuridae",6043,317240
2021,"Turbo","Molluscs excl. Cephalopods","CARACOL","Turbinidae",6941,260559.83
2021,"Xenichthys","Demersal marine fishes","OTRAS","Haemulidae",11073,252265
2021,"Xiphias","Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Xiphiidae",429401.5,25221345
2022,"Ablennes","Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Belonidae",30911.45,733322
2022,"Acanthurus","Demersal marine fishes","OTRAS","Acanthuridae",16478,763405
2022,"Aetobatus","Demersal marine fishes","RAYA Y SIMILARES","Myliobatidae",91508.45,2030561
2022,"Alopias","Sharks","TIBURON","Alopiidae",1007420.4,15358842
2022,"Anisotremus","Demersal marine fishes","MOJARRA","Haemulidae",134867.95,5542262
2022,"Anoplopoma","Demersal marine fishes","OTRAS","Anoplopomatidae",6986.4,407810
2022,"Argopecten","Molluscs excl. Cephalopods","ALMEJA","Pectinidae",6231301,50340969
2022,"Balistes","Demersal marine fishes","CARPA","Balistidae",2474179.45,46304796
2022,"Brotula","Demersal marine fishes","LENGUADO","Ophidiidae",1581302.1,35886272
2022,"Calamus","Demersal marine fishes","MOJARRA","Sparidae",14411,165593
2022,"Callinectes","Crustaceans","JAIBA","Portunidae",2341731,90067535
2022,"Caranx","Pelagic marine fish (excl. anchovy & sardine)","BONITO","Carangidae",98695.1,1391707
2022,"Carcharhinus","Sharks","TIBURON","Carcharhinidae",3110232.1,32816320.55
2022,"Caulolatilus","Demersal marine fishes","PIERNA","Malacanthidae",462355.55,11583069
2022,"Centropomus","Demersal marine fishes","ROBALO","Centropomidae",1251254.54,76104274
2022,"Cetengraulis","Anchovy & Sardine (small pelagics)","SARDINA","Engraulidae",63428994.88,121312245.32
2022,"Chanos","Diadromous fishes","OTRAS","Chanidae",447012.7,5180050
2022,"Chione","Molluscs excl. Cephalopods","ALMEJA","Veneridae",630690,5085125
2022,"Coryphaena","Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Coryphaenidae",167585.05,5293670
2022,"Cynoscion","Demersal marine fishes","CORVINA","Sciaenidae",3392200.65,104004422
2022,"Diapterus","Demersal marine fishes","MOJARRA","Gerreidae",71749,1029018
2022,"Diplectrum","Demersal marine fishes","OTRAS","Serranidae",146374.15,11012725
2022,"Dosidicus","Cephalopods","CALAMAR","Ommastrephidae",848586.35,26712195
2022,"Dosinia","Molluscs excl. Cephalopods","ALMEJA","Veneridae",1661011,12796502.08
2022,"Epinephelus","Demersal marine fishes","MERO","Serranidae",71543.9,2366600
2022,"Especies","Echinoderms","PEPINO DE MAR","Family cannot be determined; class Holothuroidea",13824,648810
2022,"Etrumeus","Anchovy & Sardine (small pelagics)","SARDINA","Dussumieriidae",4016045.28,8238495.5
2022,"Eucinostomus","Demersal marine fishes","MOJARRA","Gerreidae",316502,4816580
2022,"Eugerres","Demersal marine fishes","MOJARRA","Gerreidae",84485,901614
2022,"Euthynnus","Pelagic marine fish (excl. anchovy & sardine)","BARRILETE","Scombridae",2521459,26941160
2022,"Farfantepenaeus","Shrimps, prawns","CAMARON","Penaeidae",283780.2,19509719
2022,"Galeocerdo","Sharks","TIBURON","Carcharhinidae",4352.7,98486
2022,"Galeorhinus","Sharks","TIBURON","Triakidae",13103.75,204442
2022,"Gerres","Demersal marine fishes","BANDERA","Gerreidae",156512.5,3321000
2022,"Haemulon","Demersal marine fishes","RUBIO","Haemulidae",745138.25,9174161
2022,"Haemulopsis","Demersal marine fishes","RONCO","Haemulidae",144601.3,2495056
2022,"Hexaplex","Molluscs excl. Cephalopods","CARACOL","Muricidae",753114,14904598.8
2022,"Hoplopagrus","Demersal marine fishes","PARGO","Lutjanidae",186511.3,10448643
2022,"Hypanus","Demersal marine fishes","RAYA Y SIMILARES","Dasyatidae",2547541.1,33617005
2022,"Hyporthodus","Demersal marine fishes","BAQUETA","Serranidae",1592658.2,96419917
2022,"Istiophorus","Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Istiophoridae",32216,609889
2022,"Isurus","Sharks","TIBURON","Lamnidae",886884,25949741
2022,"Katsuwonus","Pelagic marine fish (excl. anchovy & sardine)","BARRILETE","Scombridae",7828497.4,70716811
2022,"Lamna","Demersal marine fishes","PETO","Lamnidae",17040.4,692550
