"","yr","OHI_Region_No","stock","total_catch_kg","B","B.Bmsy","lcl.B.Bmsy","ucl.B.Bmsy","F.Fmsy","lcl.F.Fmsy","ucl.F.Fmsy"
"419",2023,"Region_9","caulolatilus",1372,7692.960189,1.459835242,1.046331869,1.591662667,0.374962268,0.343906498,0.523144854
"420",2021,"Region_2","centropomus",66,2087.115586,0.673048408,0.563221222,0.878193466,1.569957071,1.203216771,1.876096044
"421",2014,"Region_3","centropomus",176,2720.342796,0.877250115,0.620019602,1.101151542,1.033915771,0.823685655,1.462861379
"422",2015,"Region_3","centropomus",442,2901.985502,0.935825852,0.711953019,1.301915851,0.897136619,0.644867824,1.179240228
"423",2016,"Region_3","centropomus",33,3125.640169,1.007949513,0.774311412,1.402284746,1.220524365,0.877301806,1.58880125
"424",2018,"Region_3","centropomus",242,2947.626471,0.950544051,0.721512459,1.321894199,1.3532976,0.973125523,1.782878406
"425",2019,"Region_3","centropomus",185.4,2628.575614,0.847657238,0.667770118,1.152549419,1.343159189,0.987843636,1.704985858
"426",2020,"Region_3","centropomus",294.8,2339.67575,0.75449345,0.581863785,1.007606243,1.184568211,0.887002202,1.536010625
"427",2021,"Region_3","centropomus",42.9,2087.115586,0.673048408,0.563221222,0.878193466,1.569957071,1.203216771,1.876096044
"428",2022,"Region_3","centropomus",71.5,1806.234422,0.582470473,0.501875895,0.816219005,1.663394698,1.187032267,1.930513711
"429",2023,"Region_3","centropomus",5,1579.819879,0.509456813,0.351165413,0.711295758,1.686816965,1.208161844,2.447166957
"430",2024,"Region_3","centropomus",29.7,1164.805648,0.375623944,0.20229708,0.588002666,4.257208562,2.719561595,7.904758034
"431",2014,"Region_4","centropomus",2059.65,2720.342796,0.877250115,0.620019602,1.101151542,1.033915771,0.823685655,1.462861379
"432",2015,"Region_4","centropomus",7707,2901.985502,0.935825852,0.711953019,1.301915851,0.897136619,0.644867824,1.179240228
"433",2016,"Region_4","centropomus",4012.2,3125.640169,1.007949513,0.774311412,1.402284746,1.220524365,0.877301806,1.58880125
"434",2017,"Region_4","centropomus",4875.2,3151.905482,1.016419493,0.74605866,1.4317209,1.198148212,0.850599581,1.632339739
"435",2018,"Region_4","centropomus",5777.54,2947.626471,0.950544051,0.721512459,1.321894199,1.3532976,0.973125523,1.782878406
"436",2019,"Region_4","centropomus",41.8,2628.575614,0.847657238,0.667770118,1.152549419,1.343159189,0.987843636,1.704985858
"437",2020,"Region_4","centropomus",110.3,2339.67575,0.75449345,0.581863785,1.007606243,1.184568211,0.887002202,1.536010625
"438",2021,"Region_4","centropomus",2043.9,2087.115586,0.673048408,0.563221222,0.878193466,1.569957071,1.203216771,1.876096044
"439",2022,"Region_4","centropomus",2467.8,1806.234422,0.582470473,0.501875895,0.816219005,1.663394698,1.187032267,1.930513711
"440",2023,"Region_4","centropomus",494,1579.819879,0.509456813,0.351165413,0.711295758,1.686816965,1.208161844,2.447166957
"441",2024,"Region_4","centropomus",797.9,1164.805648,0.375623944,0.20229708,0.588002666,4.257208562,2.719561595,7.904758034
"442",2022,"Region_4_5_6_Sonora_TBD","centropomus",242,1806.234422,0.582470473,0.501875895,0.816219005,1.663394698,1.187032267,1.930513711
"443",2024,"Region_5","centropomus",2000,1164.805648,0.375623944,0.20229708,0.588002666,4.257208562,2.719561595,7.904758034
"444",2015,"Region_6","centropomus",500,2901.985502,0.935825852,0.711953019,1.301915851,0.897136619,0.644867824,1.179240228
"445",2019,"Region_6","centropomus",26500,2628.575614,0.847657238,0.667770118,1.152549419,1.343159189,0.987843636,1.704985858
"446",2021,"Region_6","centropomus",1000,2087.115586,0.673048408,0.563221222,0.878193466,1.569957071,1.203216771,1.876096044
"447",2023,"Region_6","centropomus",550,1579.819879,0.509456813,0.351165413,0.711295758,1.686816965,1.208161844,2.447166957
"448",2014,"Region_7","centropomus",758,2720.342796,0.877250115,0.620019602,1.101151542,1.033915771,0.823685655,1.462861379
"449",2015,"Region_7","centropomus",2686,2901.985502,0.935825852,0.711953019,1.301915851,0.897136619,0.644867824,1.179240228
"450",2016,"Region_7","centropomus",7012,3125.640169,1.007949513,0.774311412,1.402284746,1.220524365,0.877301806,1.58880125
"451",2017,"Region_7","centropomus",7195,3151.905482,1.016419493,0.74605866,1.4317209,1.198148212,0.850599581,1.632339739
"452",2018,"Region_7","centropomus",6449,2947.626471,0.950544051,0.721512459,1.321894199,1.3532976,0.973125523,1.782878406
"453",2019,"Region_7","centropomus",9657,2628.575614,0.847657238,0.667770118,1.152549419,1.343159189,0.987843636,1.704985858
"454",2020,"Region_7","centropomus",11281.9,2339.67575,0.75449345,0.581863785,1.007606243,1.184568211,0.887002202,1.536010625
"455",2021,"Region_7","centropomus",8523,2087.115586,0.673048408,0.563221222,0.878193466,1.569957071,1.203216771,1.876096044
"456",2022,"Region_7","centropomus",24507.5,1806.234422,0.582470473,0.501875895,0.816219005,1.663394698,1.187032267,1.930513711
"457",2023,"Region_7","centropomus",10354,1579.819879,0.509456813,0.351165413,0.711295758,1.686816965,1.208161844,2.447166957
"458",2024,"Region_7","centropomus",9108.7,1164.805648,0.375623944,0.20229708,0.588002666,4.257208562,2.719561595,7.904758034
"459",2014,"Region_8","centropomus",309691.12,2720.342796,0.877250115,0.620019602,1.101151542,1.033915771,0.823685655,1.462861379
"460",2015,"Region_8","centropomus",214113.85,2901.985502,0.935825852,0.711953019,1.301915851,0.897136619,0.644867824,1.179240228
"461",2016,"Region_8","centropomus",364358.65,3125.640169,1.007949513,0.774311412,1.402284746,1.220524365,0.877301806,1.58880125
"462",2017,"Region_8","centropomus",359662.6,3151.905482,1.016419493,0.74605866,1.4317209,1.198148212,0.850599581,1.632339739
"463",2018,"Region_8","centropomus",458305.148,2947.626471,0.950544051,0.721512459,1.321894199,1.3532976,0.973125523,1.782878406
"464",2019,"Region_8","centropomus",645290.771,2628.575614,0.847657238,0.667770118,1.152549419,1.343159189,0.987843636,1.704985858
"465",2020,"Region_8","centropomus",498500.1,2339.67575,0.75449345,0.581863785,1.007606243,1.184568211,0.887002202,1.536010625
"466",2021,"Region_8","centropomus",486555.48,2087.115586,0.673048408,0.563221222,0.878193466,1.569957071,1.203216771,1.876096044
"467",2022,"Region_8","centropomus",621202.79,1806.234422,0.582470473,0.501875895,0.816219005,1.663394698,1.187032267,1.930513711
"468",2023,"Region_8","centropomus",582696,1579.819879,0.509456813,0.351165413,0.711295758,1.686816965,1.208161844,2.447166957
"469",2024,"Region_8","centropomus",850850.463,1164.805648,0.375623944,0.20229708,0.588002666,4.257208562,2.719561595,7.904758034
"470",2014,"Region_9","centropomus",861957.95,2720.342796,0.877250115,0.620019602,1.101151542,1.033915771,0.823685655,1.462861379
"471",2015,"Region_9","centropomus",861854.735,2901.985502,0.935825852,0.711953019,1.301915851,0.897136619,0.644867824,1.179240228
"472",2016,"Region_9","centropomus",1217828.66,3125.640169,1.007949513,0.774311412,1.402284746,1.220524365,0.877301806,1.58880125
"473",2017,"Region_9","centropomus",1205445.26,3151.905482,1.016419493,0.74605866,1.4317209,1.198148212,0.850599581,1.632339739
"474",2018,"Region_9","centropomus",1195179.36,2947.626471,0.950544051,0.721512459,1.321894199,1.3532976,0.973125523,1.782878406
"475",2019,"Region_9","centropomus",792825.65,2628.575614,0.847657238,0.667770118,1.152549419,1.343159189,0.987843636,1.704985858
"476",2020,"Region_9","centropomus",647290.9,2339.67575,0.75449345,0.581863785,1.007606243,1.184568211,0.887002202,1.536010625
"477",2021,"Region_9","centropomus",870226.1,2087.115586,0.673048408,0.563221222,0.878193466,1.569957071,1.203216771,1.876096044
"478",2022,"Region_9","centropomus",606285.05,1806.234422,0.582470473,0.501875895,0.816219005,1.663394698,1.187032267,1.930513711
"479",2023,"Region_9","centropomus",518843,1579.819879,0.509456813,0.351165413,0.711295758,1.686816965,1.208161844,2.447166957
"480",2024,"Region_9","centropomus",693030.75,1164.805648,0.375623944,0.20229708,0.588002666,4.257208562,2.719561595,7.904758034
"481",2014,"Region_1","cynoscion",293324,7500.565788,0.458984805,0.405662782,0.559711962,1.163723284,0.954296747,1.316687969
"482",2015,"Region_1","cynoscion",49179,7800.173797,0.477318825,0.410769629,0.599582597,1.136512084,0.904760437,1.320639536
"483",2016,"Region_1","cynoscion",52713,8420.689432,0.51529026,0.429822285,0.648229401,1.122962783,0.892665134,1.34625822
"484",2017,"Region_1","cynoscion",44945.4,9156.852803,0.560338569,0.452482595,0.701997903,1.123068768,0.896439639,1.390768954
"485",2018,"Region_1","cynoscion",24626.01,9918.301972,0.6069342,0.476964623,0.76639709,1.276498749,1.010899907,1.624335874
"486",2019,"Region_1","cynoscion",28335.5,10471.43958,0.640782547,0.490813684,0.807973382,1.260525231,0.999689576,1.64568062
"487",2020,"Region_1","cynoscion",24990,10965.30284,0.671003699,0.483724057,0.841822562,1.14108114,0.909538066,1.582864559
"488",2021,"Region_1","cynoscion",64304.6,11218.70851,0.686510443,0.484360222,0.846560047,1.610370461,1.305915796,2.282466823
"489",2022,"Region_1","cynoscion",64586.7,11288.14505,0.690759498,0.444788673,0.849608256,1.179452841,0.95893401,1.831697393
"490",2023,"Region_1","cynoscion",180928,11219.05725,0.686531783,0.381852538,0.840944963,1.626641438,1.327959731,2.924534825
"491",2024,"Region_1","cynoscion",50375.5,10817.47811,0.661957807,0.273771372,0.795058191,2.338372668,1.946906606,5.654002571
"492",2014,"Region_1_2_Baja_TBD","cynoscion",1004.5,7500.565788,0.458984805,0.405662782,0.559711962,1.163723284,0.954296747,1.316687969
"493",2015,"Region_1_2_Baja_TBD","cynoscion",6610,7800.173797,0.477318825,0.410769629,0.599582597,1.136512084,0.904760437,1.320639536
"494",2016,"Region_1_2_Baja_TBD","cynoscion",469,8420.689432,0.51529026,0.429822285,0.648229401,1.122962783,0.892665134,1.34625822
"495",2017,"Region_1_2_Baja_TBD","cynoscion",984.5,9156.852803,0.560338569,0.452482595,0.701997903,1.123068768,0.896439639,1.390768954
"496",2018,"Region_1_2_Baja_TBD","cynoscion",158.4,9918.301972,0.6069342,0.476964623,0.76639709,1.276498749,1.010899907,1.624335874
"497",2019,"Region_1_2_Baja_TBD","cynoscion",16025.9,10471.43958,0.640782547,0.490813684,0.807973382,1.260525231,0.999689576,1.64568062
"498",2020,"Region_1_2_Baja_TBD","cynoscion",1576.2,10965.30284,0.671003699,0.483724057,0.841822562,1.14108114,0.909538066,1.582864559
"499",2021,"Region_1_2_Baja_TBD","cynoscion",23158.6,11218.70851,0.686510443,0.484360222,0.846560047,1.610370461,1.305915796,2.282466823
"500",2022,"Region_1_2_Baja_TBD","cynoscion",2437,11288.14505,0.690759498,0.444788673,0.849608256,1.179452841,0.95893401,1.831697393
"501",2023,"Region_1_2_Baja_TBD","cynoscion",500,11219.05725,0.686531783,0.381852538,0.840944963,1.626641438,1.327959731,2.924534825
"502",2024,"Region_1_2_Baja_TBD","cynoscion",382.5,10817.47811,0.661957807,0.273771372,0.795058191,2.338372668,1.946906606,5.654002571
"503",2014,"Region_2","cynoscion",93818.23,7500.565788,0.458984805,0.405662782,0.559711962,1.163723284,0.954296747,1.316687969
"504",2015,"Region_2","cynoscion",21718.25,7800.173797,0.477318825,0.410769629,0.599582597,1.136512084,0.904760437,1.320639536
"505",2016,"Region_2","cynoscion",57143.85,8420.689432,0.51529026,0.429822285,0.648229401,1.122962783,0.892665134,1.34625822
"506",2017,"Region_2","cynoscion",144154.65,9156.852803,0.560338569,0.452482595,0.701997903,1.123068768,0.896439639,1.390768954
"507",2018,"Region_2","cynoscion",276244.65,9918.301972,0.6069342,0.476964623,0.76639709,1.276498749,1.010899907,1.624335874
"508",2019,"Region_2","cynoscion",272876.2,10471.43958,0.640782547,0.490813684,0.807973382,1.260525231,0.999689576,1.64568062
"509",2020,"Region_2","cynoscion",273233.35,10965.30284,0.671003699,0.483724057,0.841822562,1.14108114,0.909538066,1.582864559
"510",2021,"Region_2","cynoscion",347719.15,11218.70851,0.686510443,0.484360222,0.846560047,1.610370461,1.305915796,2.282466823
"511",2022,"Region_2","cynoscion",182814.3,11288.14505,0.690759498,0.444788673,0.849608256,1.179452841,0.95893401,1.831697393
"512",2023,"Region_2","cynoscion",441263,11219.05725,0.686531783,0.381852538,0.840944963,1.626641438,1.327959731,2.924534825
"513",2024,"Region_2","cynoscion",463851.1,10817.47811,0.661957807,0.273771372,0.795058191,2.338372668,1.946906606,5.654002571
"514",2014,"Region_3","cynoscion",31275.5,7500.565788,0.458984805,0.405662782,0.559711962,1.163723284,0.954296747,1.316687969
"515",2015,"Region_3","cynoscion",44409.75,7800.173797,0.477318825,0.410769629,0.599582597,1.136512084,0.904760437,1.320639536
"516",2016,"Region_3","cynoscion",79380.5,8420.689432,0.51529026,0.429822285,0.648229401,1.122962783,0.892665134,1.34625822
"517",2017,"Region_3","cynoscion",48464.9,9156.852803,0.560338569,0.452482595,0.701997903,1.123068768,0.896439639,1.390768954
"518",2018,"Region_3","cynoscion",68334,9918.301972,0.6069342,0.476964623,0.76639709,1.276498749,1.010899907,1.624335874
"519",2019,"Region_3","cynoscion",47119.1,10471.43958,0.640782547,0.490813684,0.807973382,1.260525231,0.999689576,1.64568062
"520",2020,"Region_3","cynoscion",62850.9,10965.30284,0.671003699,0.483724057,0.841822562,1.14108114,0.909538066,1.582864559
"521",2021,"Region_3","cynoscion",60065.55,11218.70851,0.686510443,0.484360222,0.846560047,1.610370461,1.305915796,2.282466823
"522",2022,"Region_3","cynoscion",104996.8,11288.14505,0.690759498,0.444788673,0.849608256,1.179452841,0.95893401,1.831697393
"523",2023,"Region_3","cynoscion",113186,11219.05725,0.686531783,0.381852538,0.840944963,1.626641438,1.327959731,2.924534825
"524",2024,"Region_3","cynoscion",41374,10817.47811,0.661957807,0.273771372,0.795058191,2.338372668,1.946906606,5.654002571
"525",2023,"Region_3_4_BCS_TBD","cynoscion",1200,11219.05725,0.686531783,0.381852538,0.840944963,1.626641438,1.327959731,2.924534825
"526",2024,"Region_3_4_BCS_TBD","cynoscion",5487,10817.47811,0.661957807,0.273771372,0.795058191,2.338372668,1.946906606,5.654002571
"527",2014,"Region_4","cynoscion",38493.45,7500.565788,0.458984805,0.405662782,0.559711962,1.163723284,0.954296747,1.316687969
"528",2015,"Region_4","cynoscion",86822.1,7800.173797,0.477318825,0.410769629,0.599582597,1.136512084,0.904760437,1.320639536
"529",2016,"Region_4","cynoscion",57804.6,8420.689432,0.51529026,0.429822285,0.648229401,1.122962783,0.892665134,1.34625822
"530",2017,"Region_4","cynoscion",29349.6,9156.852803,0.560338569,0.452482595,0.701997903,1.123068768,0.896439639,1.390768954
"531",2018,"Region_4","cynoscion",18896.02,9918.301972,0.6069342,0.476964623,0.76639709,1.276498749,1.010899907,1.624335874
"532",2019,"Region_4","cynoscion",16547,10471.43958,0.640782547,0.490813684,0.807973382,1.260525231,0.999689576,1.64568062
"533",2020,"Region_4","cynoscion",5502.2,10965.30284,0.671003699,0.483724057,0.841822562,1.14108114,0.909538066,1.582864559
"534",2021,"Region_4","cynoscion",6639.9,11218.70851,0.686510443,0.484360222,0.846560047,1.610370461,1.305915796,2.282466823
"535",2022,"Region_4","cynoscion",10378.4,11288.14505,0.690759498,0.444788673,0.849608256,1.179452841,0.95893401,1.831697393
"536",2023,"Region_4","cynoscion",3264,11219.05725,0.686531783,0.381852538,0.840944963,1.626641438,1.327959731,2.924534825
"537",2024,"Region_4","cynoscion",15830.652,10817.47811,0.661957807,0.273771372,0.795058191,2.338372668,1.946906606,5.654002571
"538",2015,"Region_4_5_6_Sonora_TBD","cynoscion",1350,7800.173797,0.477318825,0.410769629,0.599582597,1.136512084,0.904760437,1.320639536
"539",2018,"Region_4_5_6_Sonora_TBD","cynoscion",36340,9918.301972,0.6069342,0.476964623,0.76639709,1.276498749,1.010899907,1.624335874
"540",2019,"Region_4_5_6_Sonora_TBD","cynoscion",1500,10471.43958,0.640782547,0.490813684,0.807973382,1.260525231,0.999689576,1.64568062
"541",2021,"Region_4_5_6_Sonora_TBD","cynoscion",140000,11218.70851,0.686510443,0.484360222,0.846560047,1.610370461,1.305915796,2.282466823
"542",2022,"Region_4_5_6_Sonora_TBD","cynoscion",2755,11288.14505,0.690759498,0.444788673,0.849608256,1.179452841,0.95893401,1.831697393
"543",2023,"Region_4_5_6_Sonora_TBD","cynoscion",182856,11219.05725,0.686531783,0.381852538,0.840944963,1.626641438,1.327959731,2.924534825
"544",2024,"Region_4_5_6_Sonora_TBD","cynoscion",40000,10817.47811,0.661957807,0.273771372,0.795058191,2.338372668,1.946906606,5.654002571
"545",2014,"Region_5","cynoscion",127804.9,7500.565788,0.458984805,0.405662782,0.559711962,1.163723284,0.954296747,1.316687969
"546",2015,"Region_5","cynoscion",111553.75,7800.173797,0.477318825,0.410769629,0.599582597,1.136512084,0.904760437,1.320639536
"547",2016,"Region_5","cynoscion",65281.4,8420.689432,0.51529026,0.429822285,0.648229401,1.122962783,0.892665134,1.34625822
"548",2017,"Region_5","cynoscion",41794.2,9156.852803,0.560338569,0.452482595,0.701997903,1.123068768,0.896439639,1.390768954
"549",2018,"Region_5","cynoscion",55620.2,9918.301972,0.6069342,0.476964623,0.76639709,1.276498749,1.010899907,1.624335874
"550",2019,"Region_5","cynoscion",53590.6,10471.43958,0.640782547,0.490813684,0.807973382,1.260525231,0.999689576,1.64568062
"551",2020,"Region_5","cynoscion",53871.3,10965.30284,0.671003699,0.483724057,0.841822562,1.14108114,0.909538066,1.582864559
"552",2021,"Region_5","cynoscion",240747.95,11218.70851,0.686510443,0.484360222,0.846560047,1.610370461,1.305915796,2.282466823
"553",2022,"Region_5","cynoscion",128067.1,11288.14505,0.690759498,0.444788673,0.849608256,1.179452841,0.95893401,1.831697393
"554",2023,"Region_5","cynoscion",227192,11219.05725,0.686531783,0.381852538,0.840944963,1.626641438,1.327959731,2.924534825
"555",2024,"Region_5","cynoscion",1122400.9,10817.47811,0.661957807,0.273771372,0.795058191,2.338372668,1.946906606,5.654002571
"556",2014,"Region_6","cynoscion",105459.6,7500.565788,0.458984805,0.405662782,0.559711962,1.163723284,0.954296747,1.316687969
"557",2015,"Region_6","cynoscion",173313,7800.173797,0.477318825,0.410769629,0.599582597,1.136512084,0.904760437,1.320639536
"558",2016,"Region_6","cynoscion",131520.5,8420.689432,0.51529026,0.429822285,0.648229401,1.122962783,0.892665134,1.34625822
"559",2017,"Region_6","cynoscion",138280.6,9156.852803,0.560338569,0.452482595,0.701997903,1.123068768,0.896439639,1.390768954
"560",2018,"Region_6","cynoscion",141520.7,9918.301972,0.6069342,0.476964623,0.76639709,1.276498749,1.010899907,1.624335874
"561",2019,"Region_6","cynoscion",225780.2,10471.43958,0.640782547,0.490813684,0.807973382,1.260525231,0.999689576,1.64568062
"562",2020,"Region_6","cynoscion",314615.6,10965.30284,0.671003699,0.483724057,0.841822562,1.14108114,0.909538066,1.582864559
"563",2021,"Region_6","cynoscion",361776.2,11218.70851,0.686510443,0.484360222,0.846560047,1.610370461,1.305915796,2.282466823
"564",2022,"Region_6","cynoscion",249765.7,11288.14505,0.690759498,0.444788673,0.849608256,1.179452841,0.95893401,1.831697393
"565",2023,"Region_6","cynoscion",393632,11219.05725,0.686531783,0.381852538,0.840944963,1.626641438,1.327959731,2.924534825
"566",2024,"Region_6","cynoscion",517634.8,10817.47811,0.661957807,0.273771372,0.795058191,2.338372668,1.946906606,5.654002571
"567",2014,"Region_7","cynoscion",148869.4,7500.565788,0.458984805,0.405662782,0.559711962,1.163723284,0.954296747,1.316687969
"568",2015,"Region_7","cynoscion",285108.9,7800.173797,0.477318825,0.410769629,0.599582597,1.136512084,0.904760437,1.320639536
"569",2016,"Region_7","cynoscion",183776.5,8420.689432,0.51529026,0.429822285,0.648229401,1.122962783,0.892665134,1.34625822
"570",2017,"Region_7","cynoscion",89961.3,9156.852803,0.560338569,0.452482595,0.701997903,1.123068768,0.896439639,1.390768954
"571",2018,"Region_7","cynoscion",219955.8,9918.301972,0.6069342,0.476964623,0.76639709,1.276498749,1.010899907,1.624335874
"572",2019,"Region_7","cynoscion",155110.2,10471.43958,0.640782547,0.490813684,0.807973382,1.260525231,0.999689576,1.64568062
"573",2020,"Region_7","cynoscion",414168.6,10965.30284,0.671003699,0.483724057,0.841822562,1.14108114,0.909538066,1.582864559
"574",2021,"Region_7","cynoscion",402527.4,11218.70851,0.686510443,0.484360222,0.846560047,1.610370461,1.305915796,2.282466823
"575",2022,"Region_7","cynoscion",288867.8,11288.14505,0.690759498,0.444788673,0.849608256,1.179452841,0.95893401,1.831697393
"576",2023,"Region_7","cynoscion",226684,11219.05725,0.686531783,0.381852538,0.840944963,1.626641438,1.327959731,2.924534825
"577",2024,"Region_7","cynoscion",407812.3,10817.47811,0.661957807,0.273771372,0.795058191,2.338372668,1.946906606,5.654002571
"578",2014,"Region_8","cynoscion",737871.6,7500.565788,0.458984805,0.405662782,0.559711962,1.163723284,0.954296747,1.316687969
"579",2015,"Region_8","cynoscion",732976.6,7800.173797,0.477318825,0.410769629,0.599582597,1.136512084,0.904760437,1.320639536
"580",2016,"Region_8","cynoscion",1096421.7,8420.689432,0.51529026,0.429822285,0.648229401,1.122962783,0.892665134,1.34625822
"581",2017,"Region_8","cynoscion",1073996.6,9156.852803,0.560338569,0.452482595,0.701997903,1.123068768,0.896439639,1.390768954
"582",2018,"Region_8","cynoscion",1324805.805,9918.301972,0.6069342,0.476964623,0.76639709,1.276498749,1.010899907,1.624335874
"583",2019,"Region_8","cynoscion",1646715.27,10471.43958,0.640782547,0.490813684,0.807973382,1.260525231,0.999689576,1.64568062
"584",2020,"Region_8","cynoscion",1512858.791,10965.30284,0.671003699,0.483724057,0.841822562,1.14108114,0.909538066,1.582864559
"585",2021,"Region_8","cynoscion",2270779.7,11218.70851,0.686510443,0.484360222,0.846560047,1.610370461,1.305915796,2.282466823
"586",2022,"Region_8","cynoscion",1779280.75,11288.14505,0.690759498,0.444788673,0.849608256,1.179452841,0.95893401,1.831697393
"587",2023,"Region_8","cynoscion",2376399,11219.05725,0.686531783,0.381852538,0.840944963,1.626641438,1.327959731,2.924534825
"588",2024,"Region_8","cynoscion",3170729.452,10817.47811,0.661957807,0.273771372,0.795058191,2.338372668,1.946906606,5.654002571
"589",2014,"Region_9","cynoscion",431536.5,7500.565788,0.458984805,0.405662782,0.559711962,1.163723284,0.954296747,1.316687969
"590",2015,"Region_9","cynoscion",609341.401,7800.173797,0.477318825,0.410769629,0.599582597,1.136512084,0.904760437,1.320639536
"591",2016,"Region_9","cynoscion",646970.91,8420.689432,0.51529026,0.429822285,0.648229401,1.122962783,0.892665134,1.34625822
"592",2017,"Region_9","cynoscion",967116.07,9156.852803,0.560338569,0.452482595,0.701997903,1.123068768,0.896439639,1.390768954
"593",2018,"Region_9","cynoscion",1008650.5,9918.301972,0.6069342,0.476964623,0.76639709,1.276498749,1.010899907,1.624335874
"594",2019,"Region_9","cynoscion",846680.15,10471.43958,0.640782547,0.490813684,0.807973382,1.260525231,0.999689576,1.64568062
"595",2020,"Region_9","cynoscion",474268.25,10965.30284,0.671003699,0.483724057,0.841822562,1.14108114,0.909538066,1.582864559
"596",2021,"Region_9","cynoscion",613087,11218.70851,0.686510443,0.484360222,0.846560047,1.610370461,1.305915796,2.282466823
"597",2022,"Region_9","cynoscion",525000.9,11288.14505,0.690759498,0.444788673,0.849608256,1.179452841,0.95893401,1.831697393
"598",2023,"Region_9","cynoscion",429623,11219.05725,0.686531783,0.381852538,0.840944963,1.626641438,1.327959731,2.924534825
"599",2024,"Region_9","cynoscion",507879.15,10817.47811,0.661957807,0.273771372,0.795058191,2.338372668,1.946906606,5.654002571
"600",2015,"Region_1","epinephelus",32879,1080.359247,0.463728423,0.409152951,0.576460281,1.869461473,1.503871904,2.11882236
"601",2017,"Region_1","epinephelus",55,1100.663748,0.472443833,0.394109483,0.580679616,0.625257758,0.508712832,0.749535813
"602",2018,"Region_1","epinephelus",413.6,1109.356363,0.476175011,0.379939309,0.58065195,0.783197,0.642276048,0.98157477
"603",2019,"Region_1","epinephelus",242,1133.649176,0.486602346,0.37316348,0.587820365,0.737203762,0.610263103,0.961308111
"604",2020,"Region_1","epinephelus",599.5,1160.710945,0.498218215,0.366433767,0.595854902,1.37724901,1.151573213,1.872563627
"605",2022,"Region_1","epinephelus",44,1182.838027,0.507715942,0.325200417,0.594402662,0.806287626,0.688699946,1.258808602
"606",2024,"Region_1","epinephelus",53,1191.386379,0.511385197,0.270765516,0.596785695,0.254489698,0.218072024,0.48064564
"607",2017,"Region_1_2_Baja_TBD","epinephelus",121,1100.663748,0.472443833,0.394109483,0.580679616,0.625257758,0.508712832,0.749535813
"608",2019,"Region_1_2_Baja_TBD","epinephelus",29.7,1133.649176,0.486602346,0.37316348,0.587820365,0.737203762,0.610263103,0.961308111
"609",2014,"Region_2","epinephelus",516.45,1053.490388,0.452195358,0.401569424,0.563982741,0.469711177,0.376609421,0.528927754
"610",2015,"Region_2","epinephelus",716.1,1080.359247,0.463728423,0.409152951,0.576460281,1.869461473,1.503871904,2.11882236
"611",2016,"Region_2","epinephelus",3273.05,1092.815812,0.469075221,0.404595488,0.580701684,0.917212561,0.740899668,1.063387255
"612",2017,"Region_2","epinephelus",2222.1,1100.663748,0.472443833,0.394109483,0.580679616,0.625257758,0.508712832,0.749535813
"613",2018,"Region_2","epinephelus",307.3,1109.356363,0.476175011,0.379939309,0.58065195,0.783197,0.642276048,0.98157477
"614",2019,"Region_2","epinephelus",943.8,1133.649176,0.486602346,0.37316348,0.587820365,0.737203762,0.610263103,0.961308111
"615",2020,"Region_2","epinephelus",466.4,1160.710945,0.498218215,0.366433767,0.595854902,1.37724901,1.151573213,1.872563627
"616",2021,"Region_2","epinephelus",663.8,1178.47811,0.505844511,0.351716028,0.597600502,1.638863679,1.387231426,2.35704412
"617",2022,"Region_2","epinephelus",3025.8,1182.838027,0.507715942,0.325200417,0.594402662,0.806287626,0.688699946,1.258808602
"618",2024,"Region_2","epinephelus",1462,1191.386379,0.511385197,0.270765516,0.596785695,0.254489698,0.218072024,0.48064564
"619",2014,"Region_3","epinephelus",832.5,1053.490388,0.452195358,0.401569424,0.563982741,0.469711177,0.376609421,0.528927754
"620",2015,"Region_3","epinephelus",3556.2,1080.359247,0.463728423,0.409152951,0.576460281,1.869461473,1.503871904,2.11882236
"621",2016,"Region_3","epinephelus",3630,1092.815812,0.469075221,0.404595488,0.580701684,0.917212561,0.740899668,1.063387255
"622",2017,"Region_3","epinephelus",399.3,1100.663748,0.472443833,0.394109483,0.580679616,0.625257758,0.508712832,0.749535813
"623",2018,"Region_3","epinephelus",1271.6,1109.356363,0.476175011,0.379939309,0.58065195,0.783197,0.642276048,0.98157477
"624",2019,"Region_3","epinephelus",1205.6,1133.649176,0.486602346,0.37316348,0.587820365,0.737203762,0.610263103,0.961308111
"625",2020,"Region_3","epinephelus",3609.2,1160.710945,0.498218215,0.366433767,0.595854902,1.37724901,1.151573213,1.872563627
"626",2021,"Region_3","epinephelus",13615.6,1178.47811,0.505844511,0.351716028,0.597600502,1.638863679,1.387231426,2.35704412
"627",2022,"Region_3","epinephelus",1899.5,1182.838027,0.507715942,0.325200417,0.594402662,0.806287626,0.688699946,1.258808602
"628",2023,"Region_3","epinephelus",3,1180.943857,0.506902897,0.295874175,0.591456399,0.669414773,0.573716488,1.146866866
"629",2024,"Region_3","epinephelus",14.5,1191.386379,0.511385197,0.270765516,0.596785695,0.254489698,0.218072024,0.48064564
"630",2016,"Region_3_4_BCS_TBD","epinephelus",19.8,1092.815812,0.469075221,0.404595488,0.580701684,0.917212561,0.740899668,1.063387255
"631",2014,"Region_4","epinephelus",4228.55,1053.490388,0.452195358,0.401569424,0.563982741,0.469711177,0.376609421,0.528927754
