"","yr","OHI_Region_No","stock","total_catch_kg","B","B.Bmsy","lcl.B.Bmsy","ucl.B.Bmsy","F.Fmsy","lcl.F.Fmsy","ucl.F.Fmsy"
"222",2019,"Region_8","caranx",7392.9,485.4760071,0.825569363,0.695474388,1.053553663,1.405004614,1.100967899,1.667823839
"223",2020,"Region_8","caranx",3529.5,452.3077275,0.769165514,0.638399735,1.019879012,0.535436366,0.403811808,0.645111777
"224",2021,"Region_8","caranx",11284.7,447.4272825,0.760866142,0.620282095,1.033854342,0.806433702,0.593495693,0.989208142
"225",2022,"Region_8","caranx",18588.6,463.2949068,0.787849606,0.637408205,1.079029072,1.3796346,1.007335765,1.705256642
"226",2023,"Region_8","caranx",56358,483.3649505,0.821979435,0.655228106,1.132622514,2.184330674,1.585236804,2.740228751
"227",2024,"Region_8","caranx",5920.5,464.3932393,0.78971736,0.606159483,1.134257546,1.959756266,1.364463961,2.553211796
"228",2014,"Region_9","caranx",4211.2,698.3560344,1.187579484,1.083842916,1.290690707,1.232041654,1.133615811,1.349962592
"229",2015,"Region_9","caranx",25599.8,657.9885016,1.118933047,1.011734524,1.237533213,0.836811782,0.756615134,0.925476334
"230",2016,"Region_9","caranx",21700.3,618.333634,1.051498522,0.932124607,1.188297856,1.810615736,1.602173867,2.042494916
"231",2017,"Region_9","caranx",29988.8,578.5049865,0.983768479,0.866469092,1.13907271,1.455677401,1.257206436,1.652741632
"232",2018,"Region_9","caranx",49751.6,539.9393399,0.918186214,0.796458847,1.099438839,1.490116113,1.244456738,1.717859092
"233",2019,"Region_9","caranx",44942.8,485.4760071,0.825569363,0.695474388,1.053553663,1.405004614,1.100967899,1.667823839
"234",2020,"Region_9","caranx",22608.4,452.3077275,0.769165514,0.638399735,1.019879012,0.535436366,0.403811808,0.645111777
"235",2021,"Region_9","caranx",20350.1,447.4272825,0.760866142,0.620282095,1.033854342,0.806433702,0.593495693,0.989208142
"236",2022,"Region_9","caranx",15977.5,463.2949068,0.787849606,0.637408205,1.079029072,1.3796346,1.007335765,1.705256642
"237",2023,"Region_9","caranx",73672,483.3649505,0.821979435,0.655228106,1.132622514,2.184330674,1.585236804,2.740228751
"238",2024,"Region_9","caranx",76647.6,464.3932393,0.78971736,0.606159483,1.134257546,1.959756266,1.364463961,2.553211796
"239",2014,"Region_1","carcharhinus",243,37148.5879,1.254695092,1.120029169,1.326772028,0.356688359,0.337311252,0.399574534
"240",2019,"Region_1","carcharhinus",100,36319.49537,1.226692457,1.072006505,1.356696939,1.425977313,1.28933409,1.631739738
"241",2020,"Region_1","carcharhinus",2453.25,34514.80073,1.165738821,0.988023544,1.318150628,1.967342059,1.739867178,2.321206845
"242",2021,"Region_1","carcharhinus",1790,32570.82053,1.100080809,0.89394064,1.281903777,1.77981321,1.527367647,2.190233075
"243",2022,"Region_1","carcharhinus",2107.5,30920.6758,1.044347103,0.806485571,1.245691587,1.718970528,1.441128695,2.225956615
"244",2023,"Region_1","carcharhinus",35,29135.76359,0.984061619,0.710835725,1.216501567,2.387258723,1.931119324,3.304855966
"245",2015,"Region_2","carcharhinus",43.75,38018.13186,1.284063975,1.149080194,1.36291769,0.541652094,0.510313972,0.605280593
"246",2016,"Region_2","carcharhinus",5427,38590.23078,1.30338664,1.166373114,1.390476945,0.85338413,0.799933776,0.953630926
"247",2017,"Region_2","carcharhinus",100,38679.1943,1.306391386,1.167220333,1.402187239,1.499724219,1.397264749,1.678540671
"248",2018,"Region_2","carcharhinus",140073.3,37878.48509,1.279347399,1.137084059,1.390580174,1.725207306,1.587207643,1.941052171
"249",2020,"Region_2","carcharhinus",79547.2,34514.80073,1.165738821,0.988023544,1.318150628,1.967342059,1.739867178,2.321206845
"250",2021,"Region_2","carcharhinus",17372.2,32570.82053,1.100080809,0.89394064,1.281903777,1.77981321,1.527367647,2.190233075
"251",2022,"Region_2","carcharhinus",41603.6,30920.6758,1.044347103,0.806485571,1.245691587,1.718970528,1.441128695,2.225956615
"252",2023,"Region_2","carcharhinus",30693,29135.76359,0.984061619,0.710835725,1.216501567,2.387258723,1.931119324,3.304855966
"253",2024,"Region_2","carcharhinus",31.4,27415.26985,0.925951872,0.610725959,1.186511051,5.670735683,4.425435666,8.597683204
"254",2014,"Region_3","carcharhinus",13620,37148.5879,1.254695092,1.120029169,1.326772028,0.356688359,0.337311252,0.399574534
"255",2015,"Region_3","carcharhinus",71335.8,38018.13186,1.284063975,1.149080194,1.36291769,0.541652094,0.510313972,0.605280593
"256",2016,"Region_3","carcharhinus",87731.8,38590.23078,1.30338664,1.166373114,1.390476945,0.85338413,0.799933776,0.953630926
"257",2017,"Region_3","carcharhinus",66971.1,38679.1943,1.306391386,1.167220333,1.402187239,1.499724219,1.397264749,1.678540671
"258",2018,"Region_3","carcharhinus",24470.6,37878.48509,1.279347399,1.137084059,1.390580174,1.725207306,1.587207643,1.941052171
"259",2019,"Region_3","carcharhinus",22834,36319.49537,1.226692457,1.072006505,1.356696939,1.425977313,1.28933409,1.631739738
"260",2020,"Region_3","carcharhinus",10937.5,34514.80073,1.165738821,0.988023544,1.318150628,1.967342059,1.739867178,2.321206845
"261",2021,"Region_3","carcharhinus",9167.5,32570.82053,1.100080809,0.89394064,1.281903777,1.77981321,1.527367647,2.190233075
"262",2022,"Region_3","carcharhinus",18318.5,30920.6758,1.044347103,0.806485571,1.245691587,1.718970528,1.441128695,2.225956615
"263",2023,"Region_3","carcharhinus",6250,29135.76359,0.984061619,0.710835725,1.216501567,2.387258723,1.931119324,3.304855966
"264",2024,"Region_3","carcharhinus",13922.4,27415.26985,0.925951872,0.610725959,1.186511051,5.670735683,4.425435666,8.597683204
"265",2014,"Region_4","carcharhinus",102588.25,37148.5879,1.254695092,1.120029169,1.326772028,0.356688359,0.337311252,0.399574534
"266",2015,"Region_4","carcharhinus",45476,38018.13186,1.284063975,1.149080194,1.36291769,0.541652094,0.510313972,0.605280593
"267",2016,"Region_4","carcharhinus",28197,38590.23078,1.30338664,1.166373114,1.390476945,0.85338413,0.799933776,0.953630926
"268",2017,"Region_4","carcharhinus",202694.75,38679.1943,1.306391386,1.167220333,1.402187239,1.499724219,1.397264749,1.678540671
"269",2018,"Region_4","carcharhinus",150154,37878.48509,1.279347399,1.137084059,1.390580174,1.725207306,1.587207643,1.941052171
"270",2019,"Region_4","carcharhinus",215048.95,36319.49537,1.226692457,1.072006505,1.356696939,1.425977313,1.28933409,1.631739738
"271",2020,"Region_4","carcharhinus",439948.75,34514.80073,1.165738821,0.988023544,1.318150628,1.967342059,1.739867178,2.321206845
"272",2021,"Region_4","carcharhinus",83182.9,32570.82053,1.100080809,0.89394064,1.281903777,1.77981321,1.527367647,2.190233075
"273",2022,"Region_4","carcharhinus",766441.5,30920.6758,1.044347103,0.806485571,1.245691587,1.718970528,1.441128695,2.225956615
"274",2023,"Region_4","carcharhinus",1004036,29135.76359,0.984061619,0.710835725,1.216501567,2.387258723,1.931119324,3.304855966
"275",2024,"Region_4","carcharhinus",1417111.75,27415.26985,0.925951872,0.610725959,1.186511051,5.670735683,4.425435666,8.597683204
"276",2014,"Region_4_5_6_Sonora_TBD","carcharhinus",880,37148.5879,1.254695092,1.120029169,1.326772028,0.356688359,0.337311252,0.399574534
"277",2020,"Region_5","carcharhinus",5758.75,34514.80073,1.165738821,0.988023544,1.318150628,1.967342059,1.739867178,2.321206845
"278",2021,"Region_5","carcharhinus",11812.5,32570.82053,1.100080809,0.89394064,1.281903777,1.77981321,1.527367647,2.190233075
"279",2022,"Region_5","carcharhinus",1300,30920.6758,1.044347103,0.806485571,1.245691587,1.718970528,1.441128695,2.225956615
"280",2023,"Region_5","carcharhinus",2090,29135.76359,0.984061619,0.710835725,1.216501567,2.387258723,1.931119324,3.304855966
"281",2024,"Region_5","carcharhinus",206097.85,27415.26985,0.925951872,0.610725959,1.186511051,5.670735683,4.425435666,8.597683204
"282",2018,"Region_6","carcharhinus",16240.3,37878.48509,1.279347399,1.137084059,1.390580174,1.725207306,1.587207643,1.941052171
"283",2019,"Region_6","carcharhinus",54957,36319.49537,1.226692457,1.072006505,1.356696939,1.425977313,1.28933409,1.631739738
"284",2020,"Region_6","carcharhinus",28037,34514.80073,1.165738821,0.988023544,1.318150628,1.967342059,1.739867178,2.321206845
"285",2021,"Region_6","carcharhinus",51709,32570.82053,1.100080809,0.89394064,1.281903777,1.77981321,1.527367647,2.190233075
"286",2022,"Region_6","carcharhinus",57487.5,30920.6758,1.044347103,0.806485571,1.245691587,1.718970528,1.441128695,2.225956615
"287",2024,"Region_6","carcharhinus",560,27415.26985,0.925951872,0.610725959,1.186511051,5.670735683,4.425435666,8.597683204
"288",2014,"Region_7","carcharhinus",13398,37148.5879,1.254695092,1.120029169,1.326772028,0.356688359,0.337311252,0.399574534
"289",2015,"Region_7","carcharhinus",58530,38018.13186,1.284063975,1.149080194,1.36291769,0.541652094,0.510313972,0.605280593
"290",2016,"Region_7","carcharhinus",93107,38590.23078,1.30338664,1.166373114,1.390476945,0.85338413,0.799933776,0.953630926
"291",2017,"Region_7","carcharhinus",24007,38679.1943,1.306391386,1.167220333,1.402187239,1.499724219,1.397264749,1.678540671
"292",2018,"Region_7","carcharhinus",19750,37878.48509,1.279347399,1.137084059,1.390580174,1.725207306,1.587207643,1.941052171
"293",2019,"Region_7","carcharhinus",55238,36319.49537,1.226692457,1.072006505,1.356696939,1.425977313,1.28933409,1.631739738
"294",2020,"Region_7","carcharhinus",210188,34514.80073,1.165738821,0.988023544,1.318150628,1.967342059,1.739867178,2.321206845
"295",2021,"Region_7","carcharhinus",79165,32570.82053,1.100080809,0.89394064,1.281903777,1.77981321,1.527367647,2.190233075
"296",2022,"Region_7","carcharhinus",333285,30920.6758,1.044347103,0.806485571,1.245691587,1.718970528,1.441128695,2.225956615
"297",2023,"Region_7","carcharhinus",154397,29135.76359,0.984061619,0.710835725,1.216501567,2.387258723,1.931119324,3.304855966
"298",2024,"Region_7","carcharhinus",117770,27415.26985,0.925951872,0.610725959,1.186511051,5.670735683,4.425435666,8.597683204
"299",2014,"Region_8","carcharhinus",281415.5,37148.5879,1.254695092,1.120029169,1.326772028,0.356688359,0.337311252,0.399574534
"300",2015,"Region_8","carcharhinus",414355.2,38018.13186,1.284063975,1.149080194,1.36291769,0.541652094,0.510313972,0.605280593
"301",2016,"Region_8","carcharhinus",624560,38590.23078,1.30338664,1.166373114,1.390476945,0.85338413,0.799933776,0.953630926
"302",2017,"Region_8","carcharhinus",377133.3,38679.1943,1.306391386,1.167220333,1.402187239,1.499724219,1.397264749,1.678540671
"303",2018,"Region_8","carcharhinus",380599.15,37878.48509,1.279347399,1.137084059,1.390580174,1.725207306,1.587207643,1.941052171
"304",2019,"Region_8","carcharhinus",623853.8,36319.49537,1.226692457,1.072006505,1.356696939,1.425977313,1.28933409,1.631739738
"305",2020,"Region_8","carcharhinus",2315411.35,34514.80073,1.165738821,0.988023544,1.318150628,1.967342059,1.739867178,2.321206845
"306",2021,"Region_8","carcharhinus",2526067.4,32570.82053,1.100080809,0.89394064,1.281903777,1.77981321,1.527367647,2.190233075
"307",2022,"Region_8","carcharhinus",1287808.45,30920.6758,1.044347103,0.806485571,1.245691587,1.718970528,1.441128695,2.225956615
"308",2023,"Region_8","carcharhinus",2189769,29135.76359,0.984061619,0.710835725,1.216501567,2.387258723,1.931119324,3.304855966
"309",2024,"Region_8","carcharhinus",6547190.15,27415.26985,0.925951872,0.610725959,1.186511051,5.670735683,4.425435666,8.597683204
"310",2014,"Region_9","carcharhinus",321952.15,37148.5879,1.254695092,1.120029169,1.326772028,0.356688359,0.337311252,0.399574534
"311",2015,"Region_9","carcharhinus",551121.85,38018.13186,1.284063975,1.149080194,1.36291769,0.541652094,0.510313972,0.605280593
"312",2016,"Region_9","carcharhinus",985478.1,38590.23078,1.30338664,1.166373114,1.390476945,0.85338413,0.799933776,0.953630926
"313",2017,"Region_9","carcharhinus",2542835.55,38679.1943,1.306391386,1.167220333,1.402187239,1.499724219,1.397264749,1.678540671
"314",2018,"Region_9","carcharhinus",2889108.3,37878.48509,1.279347399,1.137084059,1.390580174,1.725207306,1.587207643,1.941052171
"315",2019,"Region_9","carcharhinus",1897259.05,36319.49537,1.226692457,1.072006505,1.356696939,1.425977313,1.28933409,1.631739738
"316",2020,"Region_9","carcharhinus",669619.45,34514.80073,1.165738821,0.988023544,1.318150628,1.967342059,1.739867178,2.321206845
"317",2021,"Region_9","carcharhinus",431361.75,32570.82053,1.100080809,0.89394064,1.281903777,1.77981321,1.527367647,2.190233075
"318",2022,"Region_9","carcharhinus",436337.75,30920.6758,1.044347103,0.806485571,1.245691587,1.718970528,1.441128695,2.225956615
"319",2023,"Region_9","carcharhinus",466165,29135.76359,0.984061619,0.710835725,1.216501567,2.387258723,1.931119324,3.304855966
"320",2024,"Region_9","carcharhinus",310309.05,27415.26985,0.925951872,0.610725959,1.186511051,5.670735683,4.425435666,8.597683204
"321",2014,"Region_1","caulolatilus",248,6116.017026,1.160590589,0.906673662,1.394382104,0.621880389,0.517611725,0.796040026
"322",2015,"Region_1","caulolatilus",632,5984.33395,1.135602081,0.845370932,1.381151394,0.598663576,0.492229603,0.804195622
"323",2016,"Region_1","caulolatilus",250,6147.135548,1.166495717,0.85791838,1.400959909,0.598661963,0.498470092,0.813989572
"324",2017,"Region_1","caulolatilus",200,6348.627079,1.20473125,0.872238805,1.428308671,0.582437192,0.491266559,0.80445892
"325",2018,"Region_1","caulolatilus",548,6547.437552,1.24245802,0.890921132,1.45194046,0.466230029,0.398963494,0.650193623
"326",2020,"Region_1","caulolatilus",73.7,7000.957142,1.328519024,0.942696646,1.510469924,0.31696839,0.278786442,0.446695698
"327",2022,"Region_1","caulolatilus",95,7510.842627,1.425276161,1.019081948,1.574788937,0.423260292,0.383075337,0.591966921
"328",2023,"Region_1","caulolatilus",714,7692.960189,1.459835242,1.046331869,1.591662667,0.374962268,0.343906498,0.523144854
"329",2021,"Region_1_2_Baja_TBD","caulolatilus",7,7290.094695,1.383386485,0.986169683,1.547079515,0.520520253,0.465445167,0.730179294
"330",2022,"Region_1_2_Baja_TBD","caulolatilus",81,7510.842627,1.425276161,1.019081948,1.574788937,0.423260292,0.383075337,0.591966921
"331",2024,"Region_1_2_Baja_TBD","caulolatilus",160,7806.542717,1.481388945,1.067459737,1.596345414,0.249972534,0.231971442,0.346904464
"332",2014,"Region_2","caulolatilus",1899.7,6116.017026,1.160590589,0.906673662,1.394382104,0.621880389,0.517611725,0.796040026
"333",2015,"Region_2","caulolatilus",2463.6,5984.33395,1.135602081,0.845370932,1.381151394,0.598663576,0.492229603,0.804195622
"334",2016,"Region_2","caulolatilus",685,6147.135548,1.166495717,0.85791838,1.400959909,0.598661963,0.498470092,0.813989572
"335",2017,"Region_2","caulolatilus",35,6348.627079,1.20473125,0.872238805,1.428308671,0.582437192,0.491266559,0.80445892
"336",2018,"Region_2","caulolatilus",3574,6547.437552,1.24245802,0.890921132,1.45194046,0.466230029,0.398963494,0.650193623
"337",2019,"Region_2","caulolatilus",1087.1,6752.867903,1.281440994,0.912652605,1.476208499,0.383657065,0.333038246,0.538686777
"338",2020,"Region_2","caulolatilus",44174,7000.957142,1.328519024,0.942696646,1.510469924,0.31696839,0.278786442,0.446695698
"339",2021,"Region_2","caulolatilus",24247.1,7290.094695,1.383386485,0.986169683,1.547079515,0.520520253,0.465445167,0.730179294
"340",2022,"Region_2","caulolatilus",26137.8,7510.842627,1.425276161,1.019081948,1.574788937,0.423260292,0.383075337,0.591966921
"341",2023,"Region_2","caulolatilus",15515,7692.960189,1.459835242,1.046331869,1.591662667,0.374962268,0.343906498,0.523144854
"342",2024,"Region_2","caulolatilus",23365.7,7806.542717,1.481388945,1.067459737,1.596345414,0.249972534,0.231971442,0.346904464
"343",2014,"Region_3","caulolatilus",37390.45,6116.017026,1.160590589,0.906673662,1.394382104,0.621880389,0.517611725,0.796040026
"344",2015,"Region_3","caulolatilus",34735.8,5984.33395,1.135602081,0.845370932,1.381151394,0.598663576,0.492229603,0.804195622
"345",2016,"Region_3","caulolatilus",31171.7,6147.135548,1.166495717,0.85791838,1.400959909,0.598661963,0.498470092,0.813989572
"346",2017,"Region_3","caulolatilus",39166.4,6348.627079,1.20473125,0.872238805,1.428308671,0.582437192,0.491266559,0.80445892
"347",2018,"Region_3","caulolatilus",80061.5,6547.437552,1.24245802,0.890921132,1.45194046,0.466230029,0.398963494,0.650193623
"348",2019,"Region_3","caulolatilus",48312.6,6752.867903,1.281440994,0.912652605,1.476208499,0.383657065,0.333038246,0.538686777
"349",2020,"Region_3","caulolatilus",32924.4,7000.957142,1.328519024,0.942696646,1.510469924,0.31696839,0.278786442,0.446695698
"350",2021,"Region_3","caulolatilus",61492.3,7290.094695,1.383386485,0.986169683,1.547079515,0.520520253,0.465445167,0.730179294
"351",2022,"Region_3","caulolatilus",43161.2,7510.842627,1.425276161,1.019081948,1.574788937,0.423260292,0.383075337,0.591966921
"352",2023,"Region_3","caulolatilus",38114,7692.960189,1.459835242,1.046331869,1.591662667,0.374962268,0.343906498,0.523144854
"353",2024,"Region_3","caulolatilus",14407.7,7806.542717,1.481388945,1.067459737,1.596345414,0.249972534,0.231971442,0.346904464
"354",2017,"Region_3_4_BCS_TBD","caulolatilus",5500,6348.627079,1.20473125,0.872238805,1.428308671,0.582437192,0.491266559,0.80445892
"355",2023,"Region_3_4_BCS_TBD","caulolatilus",271,7692.960189,1.459835242,1.046331869,1.591662667,0.374962268,0.343906498,0.523144854
"356",2014,"Region_4","caulolatilus",254515.7,6116.017026,1.160590589,0.906673662,1.394382104,0.621880389,0.517611725,0.796040026
"357",2015,"Region_4","caulolatilus",261429.7,5984.33395,1.135602081,0.845370932,1.381151394,0.598663576,0.492229603,0.804195622
"358",2016,"Region_4","caulolatilus",183574.15,6147.135548,1.166495717,0.85791838,1.400959909,0.598661963,0.498470092,0.813989572
"359",2017,"Region_4","caulolatilus",131414.7,6348.627079,1.20473125,0.872238805,1.428308671,0.582437192,0.491266559,0.80445892
"360",2018,"Region_4","caulolatilus",128435.5,6547.437552,1.24245802,0.890921132,1.45194046,0.466230029,0.398963494,0.650193623
"361",2019,"Region_4","caulolatilus",114634.8,6752.867903,1.281440994,0.912652605,1.476208499,0.383657065,0.333038246,0.538686777
"362",2020,"Region_4","caulolatilus",138996.9,7000.957142,1.328519024,0.942696646,1.510469924,0.31696839,0.278786442,0.446695698
