group,common_name,scientific_name,status,control,range,OHI_region,carta_year,notes
prawn,Langostino o cauke,Macrobrachium americanum,NA,NA,no,region_8,2023,
prawn,Langostino o cauke,Macrobrachium americanum,unclear,NA,yes,region_9,2023,
mullet,"Lisa rayada, cabezuda, lisa macho",Mugil cephalus,deteriorating,decrease,yes,region_1,2023,
mullet,"Lisa rayada, cabezuda, lisa macho",Mugil cephalus,deteriorating,decrease,yes,region_2,2023,
mullet,"Lisa rayada, cabezuda, lisa macho",Mugil cephalus,maximally harvested,no increase,yes,region_3,2023,
mullet,"Lisa rayada, cabezuda, lisa macho",Mugil cephalus,maximally harvested,no increase,yes,region_4,2023,
mullet,"Lisa rayada, cabezuda, lisa macho",Mugil cephalus,deteriorating,decrease,yes,region_5,2023,
mullet,"Lisa rayada, cabezuda, lisa macho",Mugil cephalus,deteriorating,decrease,yes,region_6,2023,
mullet,"Lisa rayada, cabezuda, lisa macho",Mugil cephalus,deteriorating,decrease,yes,region_7,2023,
mullet,"Lisa rayada, cabezuda, lisa macho",Mugil cephalus,maximally harvested,no increase,yes,region_8,2023,
mullet,"Lisa rayada, cabezuda, lisa macho",Mugil cephalus,maximally harvested,no increase,yes,region_9,2023,
mullet,"Lisa blanca, liseta, lebrancha",Mugil setosus (antes curema),deteriorating,decrease,yes,region_1,2023,
mullet,"Lisa blanca, liseta, lebrancha",Mugil setosus (antes curema),deteriorating,decrease,yes,region_2,2023,
mullet,"Lisa blanca, liseta, lebrancha",Mugil setosus (antes curema),maximally harvested,no increase,yes,region_3,2023,
mullet,"Lisa blanca, liseta, lebrancha",Mugil setosus (antes curema),maximally harvested,no increase,yes,region_4,2023,
mullet,"Lisa blanca, liseta, lebrancha",Mugil setosus (antes curema),deteriorating,decrease,yes,region_5,2023,
mullet,"Lisa blanca, liseta, lebrancha",Mugil setosus (antes curema),deteriorating,decrease,yes,region_6,2023,
mullet,"Lisa blanca, liseta, lebrancha",Mugil setosus (antes curema),deteriorating,decrease,yes,region_7,2023,
mullet,"Lisa blanca, liseta, lebrancha",Mugil setosus (antes curema),maximally harvested,no increase,yes,region_8,2023,
mullet,"Lisa blanca, liseta, lebrancha",Mugil setosus (antes curema),maximally harvested,no increase,yes,region_9,2023,
mullet,Lisa hospe,Mugil hospes,deteriorating,decrease,yes,region_1,2023,
mullet,Lisa hospe,Mugil hospes,deteriorating,decrease,yes,region_2,2023,
mullet,Lisa hospe,Mugil hospes,maximally harvested,no increase,yes,region_3,2023,
mullet,Lisa hospe,Mugil hospes,maximally harvested,no increase,yes,region_4,2023,
mullet,Lisa hospe,Mugil hospes,deteriorating,decrease,yes,region_5,2023,
mullet,Lisa hospe,Mugil hospes,deteriorating,decrease,yes,region_6,2023,
mullet,Lisa hospe,Mugil hospes,deteriorating,decrease,yes,region_7,2023,
mullet,Lisa hospe,Mugil hospes,maximally harvested,no increase,yes,region_8,2023,
mullet,Lisa hospe,Mugil hospes,maximally harvested,no increase,yes,region_9,2023,
jellyfish,Medusa bola de cañón o aguamala,Stomolophus sp.,NA,NA,no,region_1,2023,
jellyfish,Medusa bola de cañón o aguamala,Stomolophus sp.,NA,NA,no,region_2,2023,
jellyfish,Medusa bola de cañón o aguamala,Stomolophus sp.,NA,NA,no,region_3,2023,
jellyfish,Medusa bola de cañón o aguamala,Stomolophus sp.,NA,NA,no,region_4,2023,
jellyfish,Medusa bola de cañón o aguamala,Stomolophus sp.,maximally harvested,no increase,yes,region_5,2023,
jellyfish,Medusa bola de cañón o aguamala,Stomolophus sp.,maximally harvested,no increase,yes,region_6,2023,
jellyfish,Medusa bola de cañón o aguamala,Stomolophus sp.,maximally harvested,no increase,yes,region_7,2023,
jellyfish,Medusa bola de cañón o aguamala,Stomolophus sp.,NA,NA,no,region_8,2023,
jellyfish,Medusa bola de cañón o aguamala,Stomolophus sp.,NA,NA,no,region_9,2023,
mussel,Mejillón o Choro,Mytilus californianus,unclear,NA,yes,region_1,2023,
mussel,Mejillón o Choro,Mytilus californianus,unclear,NA,yes,region_2,2023,
mussel,Mejillón o Choro,Mytilus californianus,NA,NA,no,region_3,2023,
mussel,Mejillón o Choro,Mytilus californianus,NA,NA,no,region_4,2023,
mussel,Mejillón o Choro,Mytilus californianus,NA,NA,no,region_5,2023,
mussel,Mejillón o Choro,Mytilus californianus,NA,NA,no,region_6,2023,
mussel,Mejillón o Choro,Mytilus californianus,NA,NA,no,region_7,2023,
mussel,Mejillón o Choro,Mytilus californianus,NA,NA,no,region_8,2023,
mussel,Mejillón o Choro,Mytilus californianus,NA,NA,no,region_9,2023,
mussel,Mejillón,Modiolus capax,unclear,NA,yes,region_1,2023,
mussel,Mejillón,Modiolus capax,unclear,NA,yes,region_2,2023,
mussel,Mejillón,Modiolus capax,NA,NA,no,region_3,2023,
mussel,Mejillón,Modiolus capax,NA,NA,no,region_4,2023,
mussel,Mejillón,Modiolus capax,NA,NA,no,region_5,2023,
mussel,Mejillón,Modiolus capax,NA,NA,no,region_6,2023,
mussel,Mejillón,Modiolus capax,NA,NA,no,region_7,2023,
mussel,Mejillón,Modiolus capax,NA,NA,no,region_8,2023,
mussel,Mejillón,Modiolus capax,NA,NA,no,region_9,2023,
mussel,Mejillón,Mytella guyanensis,unclear,NA,yes,region_1,2023,
mussel,Mejillón,Mytella guyanensis,unclear,NA,yes,region_2,2023,
mussel,Mejillón,Mytella guyanensis,NA,NA,no,region_3,2023,
mussel,Mejillón,Mytella guyanensis,NA,NA,no,region_4,2023,
mussel,Mejillón,Mytella guyanensis,NA,NA,no,region_5,2023,
mussel,Mejillón,Mytella guyanensis,NA,NA,no,region_6,2023,
mussel,Mejillón,Mytella guyanensis,NA,NA,no,region_7,2023,
mussel,Mejillón,Mytella guyanensis,NA,NA,no,region_8,2023,
mussel,Mejillón,Mytella guyanensis,NA,NA,no,region_9,2023,
mussel,Mejillón,Mytilus galloprovincialis,unclear,NA,yes,region_1,2023,
mussel,Mejillón,Mytilus galloprovincialis,unclear,NA,yes,region_2,2023,
mussel,Mejillón,Mytilus galloprovincialis,NA,NA,no,region_3,2023,
mussel,Mejillón,Mytilus galloprovincialis,NA,NA,no,region_4,2023,
mussel,Mejillón,Mytilus galloprovincialis,NA,NA,no,region_5,2023,
mussel,Mejillón,Mytilus galloprovincialis,NA,NA,no,region_6,2023,
mussel,Mejillón,Mytilus galloprovincialis,NA,NA,no,region_7,2023,
mussel,Mejillón,Mytilus galloprovincialis,NA,NA,no,region_8,2023,
mussel,Mejillón,Mytilus galloprovincialis,NA,NA,no,region_9,2023,
mussel,Mejillón,Mytilus edulis,unclear,NA,yes,region_1,2023,
mussel,Mejillón,Mytilus edulis,unclear,NA,yes,region_2,2023,
mussel,Mejillón,Mytilus edulis,NA,NA,no,region_3,2023,
mussel,Mejillón,Mytilus edulis,NA,NA,no,region_4,2023,
mussel,Mejillón,Mytilus edulis,NA,NA,no,region_5,2023,
mussel,Mejillón,Mytilus edulis,NA,NA,no,region_6,2023,
mussel,Mejillón,Mytilus edulis,NA,NA,no,region_7,2023,
mussel,Mejillón,Mytilus edulis,NA,NA,no,region_8,2023,
mussel,Mejillón,Mytilus edulis,NA,NA,no,region_9,2023,
mussel,Mejillón,Mytilus strigata,unclear,NA,yes,region_1,2023,
mussel,Mejillón,Mytilus strigata,unclear,NA,yes,region_2,2023,
mussel,Mejillón,Mytilus strigata,NA,NA,no,region_3,2023,
mussel,Mejillón,Mytilus strigata,NA,NA,no,region_4,2023,
mussel,Mejillón,Mytilus strigata,NA,NA,no,region_5,2023,
mussel,Mejillón,Mytilus strigata,NA,NA,no,region_6,2023,
mussel,Mejillón,Mytilus strigata,NA,NA,no,region_7,2023,
mussel,Mejillón,Mytilus strigata,NA,NA,no,region_8,2023,
mussel,Mejillón,Mytilus strigata,NA,NA,no,region_9,2023,
oyster,Ostión de roca,"Crassostrea iridescens, o Striostrea prismática",unclear,NA,yes,region_1,2023,
oyster,Ostión de roca,"Crassostrea iridescens, o Striostrea prismática",unclear,NA,yes,region_2,2023,
oyster,Ostión de roca,"Crassostrea iridescens, o Striostrea prismática",unclear,NA,yes,region_3,2023,
oyster,Ostión de roca,"Crassostrea iridescens, o Striostrea prismática",unclear,NA,yes,region_4,2023,
oyster,Ostión de roca,"Crassostrea iridescens, o Striostrea prismática",NA,NA,no,region_5,2023,
oyster,Ostión de roca,"Crassostrea iridescens, o Striostrea prismática",NA,NA,no,region_6,2023,
oyster,Ostión de roca,"Crassostrea iridescens, o Striostrea prismática",NA,NA,no,region_7,2023,
oyster,Ostión de roca,"Crassostrea iridescens, o Striostrea prismática",unclear,NA,yes,region_8,2023,
oyster,Ostión de roca,"Crassostrea iridescens, o Striostrea prismática",maximally harvested,NA,yes,region_9,2023,Jalisco has development potential; Nayarit maximum sustainability
oyster,Ostión de placer o de Cortés,Crassostrea costeziensis ,unclear,NA,yes,region_1,2023,
oyster,Ostión de placer o de Cortés,Crassostrea costeziensis ,unclear,NA,yes,region_2,2023,
oyster,Ostión de placer o de Cortés,Crassostrea costeziensis ,unclear,NA,yes,region_3,2023,
oyster,Ostión de placer o de Cortés,Crassostrea costeziensis ,unclear,NA,yes,region_4,2023,
oyster,Ostión de placer o de Cortés,Crassostrea costeziensis ,NA,NA,no,region_5,2023,
oyster,Ostión de placer o de Cortés,Crassostrea costeziensis ,NA,NA,no,region_6,2023,
oyster,Ostión de placer o de Cortés,Crassostrea costeziensis ,NA,NA,no,region_7,2023,
oyster,Ostión de placer o de Cortés,Crassostrea costeziensis ,unclear,NA,yes,region_8,2023,
oyster,Ostión de placer o de Cortés,Crassostrea costeziensis ,maximally harvested,NA,yes,region_9,2023,Jalisco has development potential; Nayarit maximum sustainability
sea cucumber,Pepino de mar berrugoso,Apostichopus parvimensis (sinónimo de Parastichopus parvimensis),deteriorating,decrease,yes,region_1,2023,"Deteriorated in Baja California, with a tendency to recover in Baja California Sur."
sea cucumber,Pepino de mar berrugoso,Apostichopus parvimensis (sinónimo de Parastichopus parvimensis),deteriorating,decrease,yes,region_2,2023,"Deteriorated in Baja California, with a tendency to recover in Baja California Sur."
sea cucumber,Pepino de mar berrugoso,Apostichopus parvimensis (sinónimo de Parastichopus parvimensis),deteriorating,decrease,yes,region_3,2023,"Deteriorated in Baja California, with a tendency to recover in Baja California Sur."
sea cucumber,Pepino de mar berrugoso,Apostichopus parvimensis (sinónimo de Parastichopus parvimensis),deteriorating,decrease,yes,region_4,2023,"Deteriorated in Baja California, with a tendency to recover in Baja California Sur."
sea cucumber,Pepino de mar berrugoso,Apostichopus parvimensis (sinónimo de Parastichopus parvimensis),NA,NA,no,region_5,2023,
sea cucumber,Pepino de mar berrugoso,Apostichopus parvimensis (sinónimo de Parastichopus parvimensis),NA,NA,no,region_6,2023,
sea cucumber,Pepino de mar berrugoso,Apostichopus parvimensis (sinónimo de Parastichopus parvimensis),NA,NA,no,region_7,2023,
sea cucumber,Pepino de mar berrugoso,Apostichopus parvimensis (sinónimo de Parastichopus parvimensis),NA,NA,no,region_8,2023,
sea cucumber,Pepino de mar berrugoso,Apostichopus parvimensis (sinónimo de Parastichopus parvimensis),NA,NA,no,region_9,2023,
sea cucumber,"Pepino de mar blanco, aguado",Holothuria inhabilis,unclear,NA,yes,region_1,2023,
sea cucumber,"Pepino de mar blanco, aguado",Holothuria inhabilis,unclear,NA,yes,region_2,2023,
sea cucumber,"Pepino de mar blanco, aguado",Holothuria inhabilis,unclear,NA,yes,region_3,2023,
sea cucumber,"Pepino de mar blanco, aguado",Holothuria inhabilis,unclear,NA,yes,region_4,2023,
sea cucumber,"Pepino de mar blanco, aguado",Holothuria inhabilis,NA,NA,no,region_5,2023,
sea cucumber,"Pepino de mar blanco, aguado",Holothuria inhabilis,NA,NA,no,region_6,2023,
sea cucumber,"Pepino de mar blanco, aguado",Holothuria inhabilis,NA,NA,no,region_7,2023,
sea cucumber,"Pepino de mar blanco, aguado",Holothuria inhabilis,NA,NA,no,region_8,2023,
sea cucumber,"Pepino de mar blanco, aguado",Holothuria inhabilis,NA,NA,no,region_9,2023,
sea cucumber,Pepino de mar,Holothuria impatiens,unclear,NA,yes,region_1,2023,
sea cucumber,Pepino de mar,Holothuria impatiens,unclear,NA,yes,region_2,2023,
sea cucumber,Pepino de mar,Holothuria impatiens,unclear,NA,yes,region_3,2023,
sea cucumber,Pepino de mar,Holothuria impatiens,unclear,NA,yes,region_4,2023,
sea cucumber,Pepino de mar,Holothuria impatiens,NA,NA,no,region_5,2023,
sea cucumber,Pepino de mar,Holothuria impatiens,NA,NA,no,region_6,2023,
sea cucumber,Pepino de mar,Holothuria impatiens,NA,NA,no,region_7,2023,
sea cucumber,Pepino de mar,Holothuria impatiens,NA,NA,no,region_8,2023,
sea cucumber,Pepino de mar,Holothuria impatiens,NA,NA,no,region_9,2023,
octopus,Pulpo verde,Octopus hubbsorum,NA,NA,no,region_1,2023,
octopus,Pulpo verde,Octopus hubbsorum,maximally harvested,no increase,yes,region_2,2023,
octopus,Pulpo verde,Octopus hubbsorum,maximally harvested,no increase,yes,region_3,2023,
octopus,Pulpo verde,Octopus hubbsorum,maximally harvested,no increase,yes,region_4,2023,
octopus,Pulpo verde,Octopus hubbsorum,NA,NA,no,region_5,2023,
octopus,Pulpo verde,Octopus hubbsorum,maximally harvested,no increase,yes,region_6,2023,
octopus,Pulpo verde,Octopus hubbsorum,maximally harvested,no increase,yes,region_7,2023,
octopus,Pulpo verde,Octopus hubbsorum,maximally harvested,no increase,yes,region_8,2023,
octopus,Pulpo verde,Octopus hubbsorum,maximally harvested,no increase,yes,region_9,2023,
octopus,Pulpo café o pulpo de dos manchas,Octopus bimaculatus,maximally harvested,no increase,yes,region_1,2023,
octopus,Pulpo café o pulpo de dos manchas,Octopus bimaculatus,maximally harvested,no increase,yes,region_2,2023,
octopus,Pulpo café o pulpo de dos manchas,Octopus bimaculatus,NA,NA,no,region_3,2023,
octopus,Pulpo café o pulpo de dos manchas,Octopus bimaculatus,NA,NA,no,region_4,2023,
octopus,Pulpo café o pulpo de dos manchas,Octopus bimaculatus,maximally harvested,no increase,yes,region_5,2023,
octopus,Pulpo café o pulpo de dos manchas,Octopus bimaculatus,maximally harvested,no increase,yes,region_6,2023,
octopus,Pulpo café o pulpo de dos manchas,Octopus bimaculatus,NA,NA,no,region_7,2023,
octopus,Pulpo café o pulpo de dos manchas,Octopus bimaculatus,NA,NA,no,region_8,2023,
octopus,Pulpo café o pulpo de dos manchas,Octopus bimaculatus,NA,NA,no,region_9,2023,
octopus,Pulpo ocelado enano o pulpo californiano de dos manchas,Octopus bimaculoides,maximally harvested,no increase,yes,region_1,2023,
octopus,Pulpo ocelado enano o pulpo californiano de dos manchas,Octopus bimaculoides,maximally harvested,no increase,yes,region_2,2023,
octopus,Pulpo ocelado enano o pulpo californiano de dos manchas,Octopus bimaculoides,maximally harvested,no increase,yes,region_3,2023,
octopus,Pulpo ocelado enano o pulpo californiano de dos manchas,Octopus bimaculoides,maximally harvested,no increase,yes,region_4,2023,
octopus,Pulpo ocelado enano o pulpo californiano de dos manchas,Octopus bimaculoides,maximally harvested,no increase,yes,region_5,2023,
octopus,Pulpo ocelado enano o pulpo californiano de dos manchas,Octopus bimaculoides,maximally harvested,no increase,yes,region_6,2023,
octopus,Pulpo ocelado enano o pulpo californiano de dos manchas,Octopus bimaculoides,maximally harvested,no increase,yes,region_7,2023,
octopus,Pulpo ocelado enano o pulpo californiano de dos manchas,Octopus bimaculoides,maximally harvested,no increase,yes,region_8,2023,
octopus,Pulpo ocelado enano o pulpo californiano de dos manchas,Octopus bimaculoides,maximally harvested,no increase,yes,region_9,2023,
sea bass,Robalo espina larga,Centropomus armatus,maximally harvested,no increase,yes,region_1,2023,
sea bass,Robalo espina larga,Centropomus armatus,maximally harvested,no increase,yes,region_2,2023,
sea bass,Robalo espina larga,Centropomus armatus,maximally harvested,no increase,yes,region_3,2023,
sea bass,Robalo espina larga,Centropomus armatus,maximally harvested,no increase,yes,region_4,2023,
sea bass,Robalo espina larga,Centropomus armatus,maximally harvested,no increase,yes,region_5,2023,
sea bass,Robalo espina larga,Centropomus armatus,maximally harvested,no increase,yes,region_6,2023,
sea bass,Robalo espina larga,Centropomus armatus,maximally harvested,no increase,yes,region_7,2023,
sea bass,Robalo espina larga,Centropomus armatus,maximally harvested,no increase,yes,region_8,2023,
sea bass,Robalo espina larga,Centropomus armatus,maximally harvested,no increase,yes,region_9,2023,
sea bass,"Robalo aleta prieta, carapanda, huite o paleta",Centropomus medius,maximally harvested,no increase,yes,region_1,2023,
sea bass,"Robalo aleta prieta, carapanda, huite o paleta",Centropomus medius,maximally harvested,no increase,yes,region_2,2023,
sea bass,"Robalo aleta prieta, carapanda, huite o paleta",Centropomus medius,maximally harvested,no increase,yes,region_3,2023,
sea bass,"Robalo aleta prieta, carapanda, huite o paleta",Centropomus medius,maximally harvested,no increase,yes,region_4,2023,
sea bass,"Robalo aleta prieta, carapanda, huite o paleta",Centropomus medius,maximally harvested,no increase,yes,region_5,2023,
sea bass,"Robalo aleta prieta, carapanda, huite o paleta",Centropomus medius,maximally harvested,no increase,yes,region_6,2023,
sea bass,"Robalo aleta prieta, carapanda, huite o paleta",Centropomus medius,maximally harvested,no increase,yes,region_7,2023,
sea bass,"Robalo aleta prieta, carapanda, huite o paleta",Centropomus medius,maximally harvested,no increase,yes,region_8,2023,
sea bass,"Robalo aleta prieta, carapanda, huite o paleta",Centropomus medius,maximally harvested,no increase,yes,region_9,2023,
sea bass,"Robalo prieto, piedra o neto",Centropomus nigrescens,maximally harvested,no increase,yes,region_1,2023,
sea bass,"Robalo prieto, piedra o neto",Centropomus nigrescens,maximally harvested,no increase,yes,region_2,2023,
sea bass,"Robalo prieto, piedra o neto",Centropomus nigrescens,maximally harvested,no increase,yes,region_3,2023,
sea bass,"Robalo prieto, piedra o neto",Centropomus nigrescens,maximally harvested,no increase,yes,region_4,2023,
sea bass,"Robalo prieto, piedra o neto",Centropomus nigrescens,maximally harvested,no increase,yes,region_5,2023,
sea bass,"Robalo prieto, piedra o neto",Centropomus nigrescens,maximally harvested,no increase,yes,region_6,2023,
sea bass,"Robalo prieto, piedra o neto",Centropomus nigrescens,maximally harvested,no increase,yes,region_7,2023,
sea bass,"Robalo prieto, piedra o neto",Centropomus nigrescens,maximally harvested,no increase,yes,region_8,2023,
sea bass,"Robalo prieto, piedra o neto",Centropomus nigrescens,maximally harvested,no increase,yes,region_9,2023,
sea bass,"Robalo aleta amarilla, constantino, sireque, chucumite o huela",Centropomus robalito,maximally harvested,no increase,yes,region_1,2023,
sea bass,"Robalo aleta amarilla, constantino, sireque, chucumite o huela",Centropomus robalito,maximally harvested,no increase,yes,region_2,2023,
sea bass,"Robalo aleta amarilla, constantino, sireque, chucumite o huela",Centropomus robalito,maximally harvested,no increase,yes,region_3,2023,
sea bass,"Robalo aleta amarilla, constantino, sireque, chucumite o huela",Centropomus robalito,maximally harvested,no increase,yes,region_4,2023,
sea bass,"Robalo aleta amarilla, constantino, sireque, chucumite o huela",Centropomus robalito,maximally harvested,no increase,yes,region_5,2023,
sea bass,"Robalo aleta amarilla, constantino, sireque, chucumite o huela",Centropomus robalito,maximally harvested,no increase,yes,region_6,2023,
sea bass,"Robalo aleta amarilla, constantino, sireque, chucumite o huela",Centropomus robalito,maximally harvested,no increase,yes,region_7,2023,
sea bass,"Robalo aleta amarilla, constantino, sireque, chucumite o huela",Centropomus robalito,maximally harvested,no increase,yes,region_8,2023,
sea bass,"Robalo aleta amarilla, constantino, sireque, chucumite o huela",Centropomus robalito,maximally harvested,no increase,yes,region_9,2023,
sea bass,"Robalo plateado, robalo blanco, hocicudo o garabato",Centropomus viridis,maximally harvested,no increase,yes,region_1,2023,
sea bass,"Robalo plateado, robalo blanco, hocicudo o garabato",Centropomus viridis,maximally harvested,no increase,yes,region_2,2023,
sea bass,"Robalo plateado, robalo blanco, hocicudo o garabato",Centropomus viridis,maximally harvested,no increase,yes,region_3,2023,
sea bass,"Robalo plateado, robalo blanco, hocicudo o garabato",Centropomus viridis,maximally harvested,no increase,yes,region_4,2023,
sea bass,"Robalo plateado, robalo blanco, hocicudo o garabato",Centropomus viridis,maximally harvested,no increase,yes,region_5,2023,
sea bass,"Robalo plateado, robalo blanco, hocicudo o garabato",Centropomus viridis,maximally harvested,no increase,yes,region_6,2023,
sea bass,"Robalo plateado, robalo blanco, hocicudo o garabato",Centropomus viridis,maximally harvested,no increase,yes,region_7,2023,
sea bass,"Robalo plateado, robalo blanco, hocicudo o garabato",Centropomus viridis,maximally harvested,no increase,yes,region_8,2023,
sea bass,"Robalo plateado, robalo blanco, hocicudo o garabato",Centropomus viridis,maximally harvested,no increase,yes,region_9,2023,
mackerel,Sierra del Pacífico,Scomberomorus sierra,maximally harvested,no increase,yes,region_1,2023,
mackerel,Sierra del Pacífico,Scomberomorus sierra,maximally harvested,no increase,yes,region_2,2023,
mackerel,Sierra del Pacífico,Scomberomorus sierra,maximally harvested,no increase,yes,region_3,2023,
mackerel,Sierra del Pacífico,Scomberomorus sierra,maximally harvested,no increase,yes,region_4,2023,
mackerel,Sierra del Pacífico,Scomberomorus sierra,maximally harvested,no increase,yes,region_5,2023,
mackerel,Sierra del Pacífico,Scomberomorus sierra,maximally harvested,no increase,yes,region_6,2023,
mackerel,Sierra del Pacífico,Scomberomorus sierra,maximally harvested,no increase,yes,region_7,2023,
mackerel,Sierra del Pacífico,Scomberomorus sierra,maximally harvested,no increase,yes,region_8,2023,
mackerel,Sierra del Pacífico,Scomberomorus sierra,maximally harvested,no increase,yes,region_9,2023,
mackerel,Sierra del Golfo,Scomberomorus concolor ,maximally harvested,no increase,yes,region_1,2023,
mackerel,Sierra del Golfo,Scomberomorus concolor ,maximally harvested,no increase,yes,region_2,2023,
mackerel,Sierra del Golfo,Scomberomorus concolor ,maximally harvested,no increase,yes,region_3,2023,
mackerel,Sierra del Golfo,Scomberomorus concolor ,maximally harvested,no increase,yes,region_4,2023,
mackerel,Sierra del Golfo,Scomberomorus concolor ,maximally harvested,no increase,yes,region_5,2023,
mackerel,Sierra del Golfo,Scomberomorus concolor ,maximally harvested,no increase,yes,region_6,2023,
mackerel,Sierra del Golfo,Scomberomorus concolor ,maximally harvested,no increase,yes,region_7,2023,
mackerel,Sierra del Golfo,Scomberomorus concolor ,maximally harvested,no increase,yes,region_8,2023,
mackerel,Sierra del Golfo,Scomberomorus concolor ,maximally harvested,no increase,yes,region_9,2023,
shark,Tiburón azul,Prionace glauca,maximally harvested,no increase,yes,region_1,2023,
shark,Tiburón azul,Prionace glauca,maximally harvested,no increase,yes,region_2,2023,
shark,Tiburón azul,Prionace glauca,maximally harvested,no increase,yes,region_3,2023,
shark,Tiburón azul,Prionace glauca,maximally harvested,no increase,yes,region_4,2023,
shark,Tiburón azul,Prionace glauca,maximally harvested,no increase,yes,region_5,2023,
shark,Tiburón azul,Prionace glauca,maximally harvested,no increase,yes,region_6,2023,
shark,Tiburón azul,Prionace glauca,maximally harvested,no increase,yes,region_7,2023,
shark,Tiburón azul,Prionace glauca,maximally harvested,no increase,yes,region_8,2023,
shark,Tiburón azul,Prionace glauca,maximally harvested,no increase,yes,region_9,2023,
shark,Tiburón mako de aletascortas o alecrín,Isurus oxyrinchus,maximally harvested,no increase,yes,region_1,2023,
shark,Tiburón mako de aletascortas o alecrín,Isurus oxyrinchus,maximally harvested,no increase,yes,region_2,2023,
shark,Tiburón mako de aletascortas o alecrín,Isurus oxyrinchus,maximally harvested,no increase,yes,region_3,2023,
shark,Tiburón mako de aletascortas o alecrín,Isurus oxyrinchus,maximally harvested,no increase,yes,region_4,2023,
shark,Tiburón mako de aletascortas o alecrín,Isurus oxyrinchus,maximally harvested,no increase,yes,region_5,2023,
shark,Tiburón mako de aletascortas o alecrín,Isurus oxyrinchus,maximally harvested,no increase,yes,region_6,2023,
shark,Tiburón mako de aletascortas o alecrín,Isurus oxyrinchus,maximally harvested,no increase,yes,region_7,2023,
shark,Tiburón mako de aletascortas o alecrín,Isurus oxyrinchus,maximally harvested,no increase,yes,region_8,2023,
shark,Tiburón mako de aletascortas o alecrín,Isurus oxyrinchus,maximally harvested,no increase,yes,region_9,2023,
shark,Tiburón zorro pelágico,Alopias pelagicus,maximally harvested,no increase,yes,region_1,2023,
shark,Tiburón zorro pelágico,Alopias pelagicus,maximally harvested,no increase,yes,region_2,2023,
shark,Tiburón zorro pelágico,Alopias pelagicus,maximally harvested,no increase,yes,region_3,2023,
shark,Tiburón zorro pelágico,Alopias pelagicus,maximally harvested,no increase,yes,region_4,2023,
shark,Tiburón zorro pelágico,Alopias pelagicus,maximally harvested,no increase,yes,region_5,2023,
shark,Tiburón zorro pelágico,Alopias pelagicus,maximally harvested,no increase,yes,region_6,2023,
shark,Tiburón zorro pelágico,Alopias pelagicus,maximally harvested,no increase,yes,region_7,2023,
shark,Tiburón zorro pelágico,Alopias pelagicus,maximally harvested,no increase,yes,region_8,2023,
shark,Tiburón zorro pelágico,Alopias pelagicus,maximally harvested,no increase,yes,region_9,2023,
shark,"Tiburón zorro, coludo",Alopias vulpinus,maximally harvested,no increase,yes,region_1,2023,
shark,"Tiburón zorro, coludo",Alopias vulpinus,maximally harvested,no increase,yes,region_2,2023,
shark,"Tiburón zorro, coludo",Alopias vulpinus,maximally harvested,no increase,yes,region_3,2023,
shark,"Tiburón zorro, coludo",Alopias vulpinus,maximally harvested,no increase,yes,region_4,2023,
shark,"Tiburón zorro, coludo",Alopias vulpinus,maximally harvested,no increase,yes,region_5,2023,
shark,"Tiburón zorro, coludo",Alopias vulpinus,maximally harvested,no increase,yes,region_6,2023,
shark,"Tiburón zorro, coludo",Alopias vulpinus,maximally harvested,no increase,yes,region_7,2023,
shark,"Tiburón zorro, coludo",Alopias vulpinus,maximally harvested,no increase,yes,region_8,2023,
shark,"Tiburón zorro, coludo",Alopias vulpinus,maximally harvested,no increase,yes,region_9,2023,
shark,"Tiburón zorro ojón, zorro de anteojos",Alopias superciliosus,maximally harvested,no increase,yes,region_1,2023,
shark,"Tiburón zorro ojón, zorro de anteojos",Alopias superciliosus,maximally harvested,no increase,yes,region_2,2023,
shark,"Tiburón zorro ojón, zorro de anteojos",Alopias superciliosus,maximally harvested,no increase,yes,region_3,2023,
shark,"Tiburón zorro ojón, zorro de anteojos",Alopias superciliosus,maximally harvested,no increase,yes,region_4,2023,
shark,"Tiburón zorro ojón, zorro de anteojos",Alopias superciliosus,maximally harvested,no increase,yes,region_5,2023,
shark,"Tiburón zorro ojón, zorro de anteojos",Alopias superciliosus,maximally harvested,no increase,yes,region_6,2023,
shark,"Tiburón zorro ojón, zorro de anteojos",Alopias superciliosus,maximally harvested,no increase,yes,region_7,2023,
shark,"Tiburón zorro ojón, zorro de anteojos",Alopias superciliosus,maximally harvested,no increase,yes,region_8,2023,
shark,"Tiburón zorro ojón, zorro de anteojos",Alopias superciliosus,maximally harvested,no increase,yes,region_9,2023,
shark,Cornuda o tiburón martillocomún,Sphyrna lewini ,maximally harvested,no increase,yes,region_1,2023,
shark,Cornuda o tiburón martillocomún,Sphyrna lewini ,maximally harvested,no increase,yes,region_2,2023,
shark,Cornuda o tiburón martillocomún,Sphyrna lewini ,maximally harvested,no increase,yes,region_3,2023,
shark,Cornuda o tiburón martillocomún,Sphyrna lewini ,maximally harvested,no increase,yes,region_4,2023,
shark,Cornuda o tiburón martillocomún,Sphyrna lewini ,maximally harvested,no increase,yes,region_5,2023,
shark,Cornuda o tiburón martillocomún,Sphyrna lewini ,maximally harvested,no increase,yes,region_6,2023,
shark,Cornuda o tiburón martillocomún,Sphyrna lewini ,maximally harvested,no increase,yes,region_7,2023,
