"estimated_genus_name","year","OHI_region","status_adjusted","control_adjusted","n_species","n_species_original","n_species_gapfilled","n_regions_represented","genus_region_present","carta_provenance"
"octopus",2020,"region_8","maximally harvested","no increase",3,2,1,NA,TRUE,"genus aggregation; mode across 2 original and 1 gapfilled species-level recommendations in this region for year 2020 (ties: most conservative status_adjusted and control_adjusted)"
"oligoplites",2020,"region_8","maximally harvested","no increase",2,1,1,NA,TRUE,"genus aggregation; mode across 1 original and 1 gapfilled species-level recommendations in this region for year 2020 (ties: most conservative status_adjusted and control_adjusted)"
"opisthonema",2020,"region_8","maximally harvested","no increase",3,3,0,NA,TRUE,"genus aggregation; mode across 3 original and 0 gapfilled species-level recommendations in this region for year 2020 (ties: most conservative status_adjusted and control_adjusted)"
"panopea",2020,"region_8","maximally harvested","no increase",0,0,0,7,FALSE,"genus-wide gapfill; carta_status and carta_control for year 2020 assigned from mode across 9 original and 5 gapfilled species-level recommendations pooled across 7 OHI regions with original Carta data; same values applied to every missing region"
"panulirus",2020,"region_8","maximally harvested","no increase",4,4,0,NA,TRUE,"genus aggregation; mode across 4 original and 0 gapfilled species-level recommendations in this region for year 2020 (ties: most conservative status_adjusted and control_adjusted)"
"paralabrax",2020,"region_8","maximally harvested","no increase",0,0,0,4,FALSE,"genus-wide gapfill; carta_status and carta_control for year 2020 assigned from mode across 4 original and 0 gapfilled species-level recommendations pooled across 4 OHI regions with original Carta data; same values applied to every missing region"
"phyllonotus",2020,"region_8","maximally harvested","no increase",0,0,0,5,FALSE,"genus-wide gapfill; carta_status and carta_control for year 2020 assigned from mode across 5 original and 0 gapfilled species-level recommendations pooled across 5 OHI regions with original Carta data; same values applied to every missing region"
"pinna",2020,"region_8","maximally harvested","no increase",0,0,0,7,FALSE,"genus-wide gapfill; carta_status and carta_control for year 2020 assigned from mode across 7 original and 0 gapfilled species-level recommendations pooled across 7 OHI regions with original Carta data; same values applied to every missing region"
"pisaster",2020,"region_8","maximally harvested","no increase",3,3,0,NA,TRUE,"genus aggregation; mode across 3 original and 0 gapfilled species-level recommendations in this region for year 2020 (ties: most conservative status_adjusted and control_adjusted)"
"pontinus",2020,"region_8","maximally harvested","no increase",0,0,0,4,FALSE,"genus-wide gapfill; carta_status and carta_control for year 2020 assigned from mode across 4 original and 0 gapfilled species-level recommendations pooled across 4 OHI regions with original Carta data; same values applied to every missing region"
"prionace",2020,"region_8","maximally harvested","no increase",1,1,0,NA,TRUE,"genus aggregation; mode across 1 original and 0 gapfilled species-level recommendations in this region for year 2020 (ties: most conservative status_adjusted and control_adjusted)"
"rhizoprionodon",2020,"region_8","maximally harvested","no increase",1,1,0,NA,TRUE,"genus aggregation; mode across 1 original and 0 gapfilled species-level recommendations in this region for year 2020 (ties: most conservative status_adjusted and control_adjusted)"
"sarda",2020,"region_8","development potential","no increase",1,1,0,NA,TRUE,"genus aggregation; mode across 1 original and 0 gapfilled species-level recommendations in this region for year 2020 (ties: most conservative status_adjusted and control_adjusted)"
"sardinops",2020,"region_8","maximally harvested","no increase",0,0,0,7,FALSE,"genus-wide gapfill; carta_status and carta_control for year 2020 assigned from mode across 7 original and 0 gapfilled species-level recommendations pooled across 7 OHI regions with original Carta data; same values applied to every missing region"
"scomber",2020,"region_8","maximally harvested","no increase",1,1,0,NA,TRUE,"genus aggregation; mode across 1 original and 0 gapfilled species-level recommendations in this region for year 2020 (ties: most conservative status_adjusted and control_adjusted)"
"scomberomorus",2020,"region_8","maximally harvested","no increase",2,2,0,NA,TRUE,"genus aggregation; mode across 2 original and 0 gapfilled species-level recommendations in this region for year 2020 (ties: most conservative status_adjusted and control_adjusted)"
"sebastes",2020,"region_8","maximally harvested","no increase",0,0,0,4,FALSE,"genus-wide gapfill; carta_status and carta_control for year 2020 assigned from mode across 88 original and 0 gapfilled species-level recommendations pooled across 4 OHI regions with original Carta data; same values applied to every missing region"
"sphoeroides",2020,"region_8","maximally harvested","no increase",3,3,0,NA,TRUE,"genus aggregation; mode across 3 original and 0 gapfilled species-level recommendations in this region for year 2020 (ties: most conservative status_adjusted and control_adjusted)"
"sphyrna",2020,"region_8","maximally harvested","no increase",3,3,0,NA,TRUE,"genus aggregation; mode across 3 original and 0 gapfilled species-level recommendations in this region for year 2020 (ties: most conservative status_adjusted and control_adjusted)"
"spondylus",2020,"region_8","development potential","increase",0,0,0,2,FALSE,"genus-wide gapfill; carta_status and carta_control for year 2020 assigned from mode across 2 original and 0 gapfilled species-level recommendations pooled across 2 OHI regions with original Carta data; same values applied to every missing region"
"stomolophus",2020,"region_8","maximally harvested","no increase",2,1,1,NA,TRUE,"genus aggregation; mode across 1 original and 1 gapfilled species-level recommendations in this region for year 2020 (ties: most conservative status_adjusted and control_adjusted)"
"strongylocentrotus",2020,"region_8","decreasing","decrease",0,0,0,2,FALSE,"genus-wide gapfill; carta_status and carta_control for year 2020 assigned from mode across 4 original and 0 gapfilled species-level recommendations pooled across 2 OHI regions with original Carta data; same values applied to every missing region"
"thunnus",2020,"region_8","decreasing","decrease",2,2,0,NA,TRUE,"genus aggregation; mode across 2 original and 0 gapfilled species-level recommendations in this region for year 2020 (ties: most conservative status_adjusted and control_adjusted)"
"trachurus",2020,"region_8","maximally harvested","no increase",1,1,0,NA,TRUE,"genus aggregation; mode across 1 original and 0 gapfilled species-level recommendations in this region for year 2020 (ties: most conservative status_adjusted and control_adjusted)"
"triaenodon",2020,"region_8","maximally harvested","no increase",1,1,0,NA,TRUE,"genus aggregation; mode across 1 original and 0 gapfilled species-level recommendations in this region for year 2020 (ties: most conservative status_adjusted and control_adjusted)"
"xiphias",2020,"region_8","development potential","increase",1,1,0,NA,TRUE,"genus aggregation; mode across 1 original and 0 gapfilled species-level recommendations in this region for year 2020 (ties: most conservative status_adjusted and control_adjusted)"
"alopias",2020,"region_9","maximally harvested","no increase",3,3,0,NA,TRUE,"genus aggregation; mode across 3 original and 0 gapfilled species-level recommendations in this region for year 2020 (ties: most conservative status_adjusted and control_adjusted)"
"anadara",2020,"region_9","maximally harvested","no increase",1,1,0,NA,TRUE,"genus aggregation; mode across 1 original and 0 gapfilled species-level recommendations in this region for year 2020 (ties: most conservative status_adjusted and control_adjusted)"
"apostichopus",2020,"region_9","decreasing","decrease",0,0,0,4,FALSE,"genus-wide gapfill; carta_status and carta_control for year 2020 assigned from mode across 4 original and 0 gapfilled species-level recommendations pooled across 4 OHI regions with original Carta data; same values applied to every missing region"
"argopecten",2020,"region_9","decreasing","decrease",0,0,0,4,FALSE,"genus-wide gapfill; carta_status and carta_control for year 2020 assigned from mode across 4 original and 0 gapfilled species-level recommendations pooled across 4 OHI regions with original Carta data; same values applied to every missing region"
"atrina",2020,"region_9","maximally harvested","no increase",0,0,0,7,FALSE,"genus-wide gapfill; carta_status and carta_control for year 2020 assigned from mode across 21 original and 0 gapfilled species-level recommendations pooled across 7 OHI regions with original Carta data; same values applied to every missing region"
"callinectes",2020,"region_9","maximally harvested","no increase",0,0,0,6,FALSE,"genus-wide gapfill; carta_status and carta_control for year 2020 assigned from mode across 14 original and 4 gapfilled species-level recommendations pooled across 6 OHI regions with original Carta data; same values applied to every missing region"
"carcharhinus",2020,"region_9","maximally harvested","no increase",9,9,0,NA,TRUE,"genus aggregation; mode across 9 original and 0 gapfilled species-level recommendations in this region for year 2020 (ties: most conservative status_adjusted and control_adjusted)"
"centropomus",2020,"region_9","maximally harvested","no increase",5,5,0,NA,TRUE,"genus aggregation; mode across 5 original and 0 gapfilled species-level recommendations in this region for year 2020 (ties: most conservative status_adjusted and control_adjusted)"
"cetengraulis",2020,"region_9","maximally harvested","no increase",1,1,0,NA,TRUE,"genus aggregation; mode across 1 original and 0 gapfilled species-level recommendations in this region for year 2020 (ties: most conservative status_adjusted and control_adjusted)"
"chione",2020,"region_9","maximally harvested","no increase",2,2,0,NA,TRUE,"genus aggregation; mode across 2 original and 0 gapfilled species-level recommendations in this region for year 2020 (ties: most conservative status_adjusted and control_adjusted)"
"chionista",2020,"region_9","maximally harvested","no increase",1,1,0,NA,TRUE,"genus aggregation; mode across 1 original and 0 gapfilled species-level recommendations in this region for year 2020 (ties: most conservative status_adjusted and control_adjusted)"
"chionopsis",2020,"region_9","maximally harvested","no increase",1,1,0,NA,TRUE,"genus aggregation; mode across 1 original and 0 gapfilled species-level recommendations in this region for year 2020 (ties: most conservative status_adjusted and control_adjusted)"
"chondracanthus",2020,"region_9","development potential","increase",1,1,0,NA,TRUE,"genus aggregation; mode across 1 original and 0 gapfilled species-level recommendations in this region for year 2020 (ties: most conservative status_adjusted and control_adjusted)"
"crassostrea",2020,"region_9","maximally harvested","no increase",5,5,0,NA,TRUE,"genus aggregation; mode across 5 original and 0 gapfilled species-level recommendations in this region for year 2020 (ties: most conservative status_adjusted and control_adjusted)"
"cynoscion",2020,"region_9","maximally harvested","no increase",0,0,0,5,FALSE,"genus-wide gapfill; carta_status and carta_control for year 2020 assigned from mode across 5 original and 0 gapfilled species-level recommendations pooled across 5 OHI regions with original Carta data; same values applied to every missing region"
"dosidicus",2020,"region_9","maximally harvested","no increase",1,1,0,NA,TRUE,"genus aggregation; mode across 1 original and 0 gapfilled species-level recommendations in this region for year 2020 (ties: most conservative status_adjusted and control_adjusted)"
"dosinia",2020,"region_9","maximally harvested","no increase",0,0,0,3,FALSE,"genus-wide gapfill; carta_status and carta_control for year 2020 assigned from mode across 3 original and 0 gapfilled species-level recommendations pooled across 3 OHI regions with original Carta data; same values applied to every missing region"
"engraulis",2020,"region_9","maximally harvested","no increase",1,1,0,NA,TRUE,"genus aggregation; mode across 1 original and 0 gapfilled species-level recommendations in this region for year 2020 (ties: most conservative status_adjusted and control_adjusted)"
"etrumeus",2020,"region_9","maximally harvested","no increase",1,1,0,NA,TRUE,"genus aggregation; mode across 1 original and 0 gapfilled species-level recommendations in this region for year 2020 (ties: most conservative status_adjusted and control_adjusted)"
"farfantepenaeus",2020,"region_9","maximally harvested","no increase",2,2,0,NA,TRUE,"genus aggregation; mode across 2 original and 0 gapfilled species-level recommendations in this region for year 2020 (ties: most conservative status_adjusted and control_adjusted)"
"galeocerdo",2020,"region_9","maximally harvested","no increase",1,1,0,NA,TRUE,"genus aggregation; mode across 1 original and 0 gapfilled species-level recommendations in this region for year 2020 (ties: most conservative status_adjusted and control_adjusted)"
"galeorhinus",2020,"region_9","maximally harvested","no increase",1,1,0,NA,TRUE,"genus aggregation; mode across 1 original and 0 gapfilled species-level recommendations in this region for year 2020 (ties: most conservative status_adjusted and control_adjusted)"
"gelidium",2020,"region_9","maximally harvested","no increase",1,1,0,NA,TRUE,"genus aggregation; mode across 1 original and 0 gapfilled species-level recommendations in this region for year 2020 (ties: most conservative status_adjusted and control_adjusted)"
"gracilariopsis",2020,"region_9","development potential","increase",0,0,0,4,FALSE,"genus-wide gapfill; carta_status and carta_control for year 2020 assigned from mode across 4 original and 0 gapfilled species-level recommendations pooled across 4 OHI regions with original Carta data; same values applied to every missing region"
"gynglymostoma",2020,"region_9","maximally harvested","no increase",1,1,0,NA,TRUE,"genus aggregation; mode across 1 original and 0 gapfilled species-level recommendations in this region for year 2020 (ties: most conservative status_adjusted and control_adjusted)"
"haliotis",2020,"region_9","decreasing","decrease",0,0,0,4,FALSE,"genus-wide gapfill; carta_status and carta_control for year 2020 assigned from mode across 8 original and 0 gapfilled species-level recommendations pooled across 4 OHI regions with original Carta data; same values applied to every missing region"
"hoplopagrus",2020,"region_9","maximally harvested","no increase",1,1,0,NA,TRUE,"genus aggregation; mode across 1 original and 0 gapfilled species-level recommendations in this region for year 2020 (ties: most conservative status_adjusted and control_adjusted)"
"isurus",2020,"region_9","maximally harvested","no increase",1,1,0,NA,TRUE,"genus aggregation; mode across 1 original and 0 gapfilled species-level recommendations in this region for year 2020 (ties: most conservative status_adjusted and control_adjusted)"
"larkinia",2020,"region_9","maximally harvested","no increase",2,2,0,NA,TRUE,"genus aggregation; mode across 2 original and 0 gapfilled species-level recommendations in this region for year 2020 (ties: most conservative status_adjusted and control_adjusted)"
"litopenaeus",2020,"region_9","maximally harvested","no increase",3,3,0,NA,TRUE,"genus aggregation; mode across 3 original and 0 gapfilled species-level recommendations in this region for year 2020 (ties: most conservative status_adjusted and control_adjusted)"
"lutjanus",2020,"region_9","maximally harvested","no increase",8,8,0,NA,TRUE,"genus aggregation; mode across 8 original and 0 gapfilled species-level recommendations in this region for year 2020 (ties: most conservative status_adjusted and control_adjusted)"
"lyropecten",2020,"region_9","maximally harvested","no increase",0,0,0,4,FALSE,"genus-wide gapfill; carta_status and carta_control for year 2020 assigned from mode across 4 original and 0 gapfilled species-level recommendations pooled across 4 OHI regions with original Carta data; same values applied to every missing region"
"macrobrachium",2020,"region_9","maximally harvested","no increase",0,0,0,1,FALSE,"genus-wide gapfill; carta_status and carta_control for year 2020 assigned from mode across 1 original and 0 gapfilled species-level recommendations pooled across 1 OHI regions with original Carta data; same values applied to every missing region"
"makaira",2020,"region_9","decreasing","decrease",0,0,0,2,FALSE,"genus-wide gapfill; carta_status and carta_control for year 2020 assigned from mode across 4 original and 0 gapfilled species-level recommendations pooled across 2 OHI regions with original Carta data; same values applied to every missing region"
"megapitaria",2020,"region_9","maximally harvested","no increase",0,0,0,5,FALSE,"genus-wide gapfill; carta_status and carta_control for year 2020 assigned from mode across 10 original and 0 gapfilled species-level recommendations pooled across 5 OHI regions with original Carta data; same values applied to every missing region"
"megastraea",2020,"region_9","decreasing","decrease",0,0,0,4,FALSE,"genus-wide gapfill; carta_status and carta_control for year 2020 assigned from mode across 8 original and 0 gapfilled species-level recommendations pooled across 4 OHI regions with original Carta data; same values applied to every missing region"
"merluccius",2020,"region_9","maximally harvested","no increase",0,0,0,5,FALSE,"genus-wide gapfill; carta_status and carta_control for year 2020 assigned from mode across 5 original and 0 gapfilled species-level recommendations pooled across 5 OHI regions with original Carta data; same values applied to every missing region"
"mugil",2020,"region_9","maximally harvested","no increase",3,3,0,NA,TRUE,"genus aggregation; mode across 3 original and 0 gapfilled species-level recommendations in this region for year 2020 (ties: most conservative status_adjusted and control_adjusted)"
"muricanthus",2020,"region_9","maximally harvested","no increase",0,0,0,5,FALSE,"genus-wide gapfill; carta_status and carta_control for year 2020 assigned from mode across 5 original and 0 gapfilled species-level recommendations pooled across 5 OHI regions with original Carta data; same values applied to every missing region"
"mustelus",2020,"region_9","maximally harvested","no increase",4,4,0,NA,TRUE,"genus aggregation; mode across 4 original and 0 gapfilled species-level recommendations in this region for year 2020 (ties: most conservative status_adjusted and control_adjusted)"
"nasolamia",2020,"region_9","maximally harvested","no increase",1,1,0,NA,TRUE,"genus aggregation; mode across 1 original and 0 gapfilled species-level recommendations in this region for year 2020 (ties: most conservative status_adjusted and control_adjusted)"
"negaprion",2020,"region_9","maximally harvested","no increase",1,1,0,NA,TRUE,"genus aggregation; mode across 1 original and 0 gapfilled species-level recommendations in this region for year 2020 (ties: most conservative status_adjusted and control_adjusted)"
"octopus",2020,"region_9","maximally harvested","no increase",3,2,1,NA,TRUE,"genus aggregation; mode across 2 original and 1 gapfilled species-level recommendations in this region for year 2020 (ties: most conservative status_adjusted and control_adjusted)"
"oligoplites",2020,"region_9","maximally harvested","no increase",2,1,1,NA,TRUE,"genus aggregation; mode across 1 original and 1 gapfilled species-level recommendations in this region for year 2020 (ties: most conservative status_adjusted and control_adjusted)"
"opisthonema",2020,"region_9","maximally harvested","no increase",3,3,0,NA,TRUE,"genus aggregation; mode across 3 original and 0 gapfilled species-level recommendations in this region for year 2020 (ties: most conservative status_adjusted and control_adjusted)"
"panopea",2020,"region_9","maximally harvested","no increase",0,0,0,7,FALSE,"genus-wide gapfill; carta_status and carta_control for year 2020 assigned from mode across 9 original and 5 gapfilled species-level recommendations pooled across 7 OHI regions with original Carta data; same values applied to every missing region"
"panulirus",2020,"region_9","maximally harvested","no increase",4,4,0,NA,TRUE,"genus aggregation; mode across 4 original and 0 gapfilled species-level recommendations in this region for year 2020 (ties: most conservative status_adjusted and control_adjusted)"
"paralabrax",2020,"region_9","maximally harvested","no increase",0,0,0,4,FALSE,"genus-wide gapfill; carta_status and carta_control for year 2020 assigned from mode across 4 original and 0 gapfilled species-level recommendations pooled across 4 OHI regions with original Carta data; same values applied to every missing region"
"phyllonotus",2020,"region_9","maximally harvested","no increase",0,0,0,5,FALSE,"genus-wide gapfill; carta_status and carta_control for year 2020 assigned from mode across 5 original and 0 gapfilled species-level recommendations pooled across 5 OHI regions with original Carta data; same values applied to every missing region"
"pinna",2020,"region_9","maximally harvested","no increase",0,0,0,7,FALSE,"genus-wide gapfill; carta_status and carta_control for year 2020 assigned from mode across 7 original and 0 gapfilled species-level recommendations pooled across 7 OHI regions with original Carta data; same values applied to every missing region"
"pisaster",2020,"region_9","maximally harvested","no increase",3,3,0,NA,TRUE,"genus aggregation; mode across 3 original and 0 gapfilled species-level recommendations in this region for year 2020 (ties: most conservative status_adjusted and control_adjusted)"
"pontinus",2020,"region_9","maximally harvested","no increase",0,0,0,4,FALSE,"genus-wide gapfill; carta_status and carta_control for year 2020 assigned from mode across 4 original and 0 gapfilled species-level recommendations pooled across 4 OHI regions with original Carta data; same values applied to every missing region"
"prionace",2020,"region_9","maximally harvested","no increase",1,1,0,NA,TRUE,"genus aggregation; mode across 1 original and 0 gapfilled species-level recommendations in this region for year 2020 (ties: most conservative status_adjusted and control_adjusted)"
"rhizoprionodon",2020,"region_9","maximally harvested","no increase",1,1,0,NA,TRUE,"genus aggregation; mode across 1 original and 0 gapfilled species-level recommendations in this region for year 2020 (ties: most conservative status_adjusted and control_adjusted)"
"sarda",2020,"region_9","development potential","no increase",0,0,0,2,FALSE,"genus-wide gapfill; carta_status and carta_control for year 2020 assigned from mode across 2 original and 0 gapfilled species-level recommendations pooled across 2 OHI regions with original Carta data; same values applied to every missing region"
"sardinops",2020,"region_9","maximally harvested","no increase",0,0,0,7,FALSE,"genus-wide gapfill; carta_status and carta_control for year 2020 assigned from mode across 7 original and 0 gapfilled species-level recommendations pooled across 7 OHI regions with original Carta data; same values applied to every missing region"
"scomber",2020,"region_9","maximally harvested","no increase",1,1,0,NA,TRUE,"genus aggregation; mode across 1 original and 0 gapfilled species-level recommendations in this region for year 2020 (ties: most conservative status_adjusted and control_adjusted)"
"scomberomorus",2020,"region_9","maximally harvested","no increase",2,2,0,NA,TRUE,"genus aggregation; mode across 2 original and 0 gapfilled species-level recommendations in this region for year 2020 (ties: most conservative status_adjusted and control_adjusted)"
"sebastes",2020,"region_9","maximally harvested","no increase",0,0,0,4,FALSE,"genus-wide gapfill; carta_status and carta_control for year 2020 assigned from mode across 88 original and 0 gapfilled species-level recommendations pooled across 4 OHI regions with original Carta data; same values applied to every missing region"
"sphoeroides",2020,"region_9","maximally harvested","no increase",3,3,0,NA,TRUE,"genus aggregation; mode across 3 original and 0 gapfilled species-level recommendations in this region for year 2020 (ties: most conservative status_adjusted and control_adjusted)"
"sphyrna",2020,"region_9","maximally harvested","no increase",3,3,0,NA,TRUE,"genus aggregation; mode across 3 original and 0 gapfilled species-level recommendations in this region for year 2020 (ties: most conservative status_adjusted and control_adjusted)"
"spondylus",2020,"region_9","development potential","increase",0,0,0,2,FALSE,"genus-wide gapfill; carta_status and carta_control for year 2020 assigned from mode across 2 original and 0 gapfilled species-level recommendations pooled across 2 OHI regions with original Carta data; same values applied to every missing region"
"stomolophus",2020,"region_9","maximally harvested","no increase",0,0,0,8,FALSE,"genus-wide gapfill; carta_status and carta_control for year 2020 assigned from mode across 11 original and 5 gapfilled species-level recommendations pooled across 8 OHI regions with original Carta data; same values applied to every missing region"
"strongylocentrotus",2020,"region_9","decreasing","decrease",0,0,0,2,FALSE,"genus-wide gapfill; carta_status and carta_control for year 2020 assigned from mode across 4 original and 0 gapfilled species-level recommendations pooled across 2 OHI regions with original Carta data; same values applied to every missing region"
"thunnus",2020,"region_9","decreasing","decrease",2,2,0,NA,TRUE,"genus aggregation; mode across 2 original and 0 gapfilled species-level recommendations in this region for year 2020 (ties: most conservative status_adjusted and control_adjusted)"
"trachurus",2020,"region_9","maximally harvested","no increase",1,1,0,NA,TRUE,"genus aggregation; mode across 1 original and 0 gapfilled species-level recommendations in this region for year 2020 (ties: most conservative status_adjusted and control_adjusted)"
"triaenodon",2020,"region_9","maximally harvested","no increase",1,1,0,NA,TRUE,"genus aggregation; mode across 1 original and 0 gapfilled species-level recommendations in this region for year 2020 (ties: most conservative status_adjusted and control_adjusted)"
"xiphias",2020,"region_9","development potential","increase",0,0,0,1,FALSE,"genus-wide gapfill; carta_status and carta_control for year 2020 assigned from mode across 1 original and 0 gapfilled species-level recommendations pooled across 1 OHI regions with original Carta data; same values applied to every missing region"
"alopias",2021,"region_1","maximally harvested","no increase",3,3,0,NA,TRUE,"genus aggregation; mode across 3 original and 0 gapfilled species-level recommendations in this region for year 2021 (ties: most conservative status_adjusted and control_adjusted)"
"anadara",2021,"region_1","maximally harvested","no increase",1,1,0,NA,TRUE,"genus aggregation; mode across 1 original and 0 gapfilled species-level recommendations in this region for year 2021 (ties: most conservative status_adjusted and control_adjusted)"
"apostichopus",2021,"region_1","decreasing","decrease",1,1,0,NA,TRUE,"genus aggregation; mode across 1 original and 0 gapfilled species-level recommendations in this region for year 2021 (ties: most conservative status_adjusted and control_adjusted)"
"argopecten",2021,"region_1","maximally harvested","no increase",1,1,0,NA,TRUE,"genus aggregation; mode across 1 original and 0 gapfilled species-level recommendations in this region for year 2021 (ties: most conservative status_adjusted and control_adjusted)"
"atrina",2021,"region_1","maximally harvested","no increase",3,3,0,NA,TRUE,"genus aggregation; mode across 3 original and 0 gapfilled species-level recommendations in this region for year 2021 (ties: most conservative status_adjusted and control_adjusted)"
"callinectes",2021,"region_1","maximally harvested","no increase",0,0,0,6,FALSE,"genus-wide gapfill; carta_status and carta_control for year 2021 assigned from mode across 14 original and 4 gapfilled species-level recommendations pooled across 6 OHI regions with original Carta data; same values applied to every missing region"
"carcharhinus",2021,"region_1","maximally harvested","no increase",9,9,0,NA,TRUE,"genus aggregation; mode across 9 original and 0 gapfilled species-level recommendations in this region for year 2021 (ties: most conservative status_adjusted and control_adjusted)"
"centropomus",2021,"region_1","maximally harvested","no increase",5,5,0,NA,TRUE,"genus aggregation; mode across 5 original and 0 gapfilled species-level recommendations in this region for year 2021 (ties: most conservative status_adjusted and control_adjusted)"
"cetengraulis",2021,"region_1","maximally harvested","no increase",1,1,0,NA,TRUE,"genus aggregation; mode across 1 original and 0 gapfilled species-level recommendations in this region for year 2021 (ties: most conservative status_adjusted and control_adjusted)"
"chione",2021,"region_1","maximally harvested","no increase",2,2,0,NA,TRUE,"genus aggregation; mode across 2 original and 0 gapfilled species-level recommendations in this region for year 2021 (ties: most conservative status_adjusted and control_adjusted)"
"chionista",2021,"region_1","maximally harvested","no increase",1,1,0,NA,TRUE,"genus aggregation; mode across 1 original and 0 gapfilled species-level recommendations in this region for year 2021 (ties: most conservative status_adjusted and control_adjusted)"
"chionopsis",2021,"region_1","maximally harvested","no increase",1,1,0,NA,TRUE,"genus aggregation; mode across 1 original and 0 gapfilled species-level recommendations in this region for year 2021 (ties: most conservative status_adjusted and control_adjusted)"
"chondracanthus",2021,"region_1","development potential","increase",1,1,0,NA,TRUE,"genus aggregation; mode across 1 original and 0 gapfilled species-level recommendations in this region for year 2021 (ties: most conservative status_adjusted and control_adjusted)"
"crassostrea",2021,"region_1","maximally harvested","no increase",5,1,4,NA,TRUE,"genus aggregation; mode across 1 original and 4 gapfilled species-level recommendations in this region for year 2021 (ties: most conservative status_adjusted and control_adjusted)"
"cynoscion",2021,"region_1","maximally harvested","no increase",1,1,0,NA,TRUE,"genus aggregation; mode across 1 original and 0 gapfilled species-level recommendations in this region for year 2021 (ties: most conservative status_adjusted and control_adjusted)"
"dosidicus",2021,"region_1","maximally harvested","no increase",1,1,0,NA,TRUE,"genus aggregation; mode across 1 original and 0 gapfilled species-level recommendations in this region for year 2021 (ties: most conservative status_adjusted and control_adjusted)"
"dosinia",2021,"region_1","maximally harvested","no increase",0,0,0,3,FALSE,"genus-wide gapfill; carta_status and carta_control for year 2021 assigned from mode across 3 original and 0 gapfilled species-level recommendations pooled across 3 OHI regions with original Carta data; same values applied to every missing region"
"engraulis",2021,"region_1","maximally harvested","no increase",1,1,0,NA,TRUE,"genus aggregation; mode across 1 original and 0 gapfilled species-level recommendations in this region for year 2021 (ties: most conservative status_adjusted and control_adjusted)"
"etrumeus",2021,"region_1","maximally harvested","no increase",1,1,0,NA,TRUE,"genus aggregation; mode across 1 original and 0 gapfilled species-level recommendations in this region for year 2021 (ties: most conservative status_adjusted and control_adjusted)"
"farfantepenaeus",2021,"region_1","maximally harvested","no increase",2,2,0,NA,TRUE,"genus aggregation; mode across 2 original and 0 gapfilled species-level recommendations in this region for year 2021 (ties: most conservative status_adjusted and control_adjusted)"
"galeocerdo",2021,"region_1","maximally harvested","no increase",1,1,0,NA,TRUE,"genus aggregation; mode across 1 original and 0 gapfilled species-level recommendations in this region for year 2021 (ties: most conservative status_adjusted and control_adjusted)"
"galeorhinus",2021,"region_1","maximally harvested","no increase",1,1,0,NA,TRUE,"genus aggregation; mode across 1 original and 0 gapfilled species-level recommendations in this region for year 2021 (ties: most conservative status_adjusted and control_adjusted)"
"gelidium",2021,"region_1","maximally harvested","no increase",1,1,0,NA,TRUE,"genus aggregation; mode across 1 original and 0 gapfilled species-level recommendations in this region for year 2021 (ties: most conservative status_adjusted and control_adjusted)"
"gracilariopsis",2021,"region_1","development potential","increase",1,1,0,NA,TRUE,"genus aggregation; mode across 1 original and 0 gapfilled species-level recommendations in this region for year 2021 (ties: most conservative status_adjusted and control_adjusted)"
"gynglymostoma",2021,"region_1","maximally harvested","no increase",1,1,0,NA,TRUE,"genus aggregation; mode across 1 original and 0 gapfilled species-level recommendations in this region for year 2021 (ties: most conservative status_adjusted and control_adjusted)"
"haliotis",2021,"region_1","decreasing","decrease",2,2,0,NA,TRUE,"genus aggregation; mode across 2 original and 0 gapfilled species-level recommendations in this region for year 2021 (ties: most conservative status_adjusted and control_adjusted)"
"hoplopagrus",2021,"region_1","maximally harvested","no increase",1,1,0,NA,TRUE,"genus aggregation; mode across 1 original and 0 gapfilled species-level recommendations in this region for year 2021 (ties: most conservative status_adjusted and control_adjusted)"
"isurus",2021,"region_1","maximally harvested","no increase",1,1,0,NA,TRUE,"genus aggregation; mode across 1 original and 0 gapfilled species-level recommendations in this region for year 2021 (ties: most conservative status_adjusted and control_adjusted)"
"larkinia",2021,"region_1","maximally harvested","no increase",2,2,0,NA,TRUE,"genus aggregation; mode across 2 original and 0 gapfilled species-level recommendations in this region for year 2021 (ties: most conservative status_adjusted and control_adjusted)"
"litopenaeus",2021,"region_1","maximally harvested","no increase",3,3,0,NA,TRUE,"genus aggregation; mode across 3 original and 0 gapfilled species-level recommendations in this region for year 2021 (ties: most conservative status_adjusted and control_adjusted)"
"lutjanus",2021,"region_1","maximally harvested","no increase",8,8,0,NA,TRUE,"genus aggregation; mode across 8 original and 0 gapfilled species-level recommendations in this region for year 2021 (ties: most conservative status_adjusted and control_adjusted)"
"lyropecten",2021,"region_1","maximally harvested","no increase",1,1,0,NA,TRUE,"genus aggregation; mode across 1 original and 0 gapfilled species-level recommendations in this region for year 2021 (ties: most conservative status_adjusted and control_adjusted)"
"macrobrachium",2021,"region_1","maximally harvested","no increase",0,0,0,1,FALSE,"genus-wide gapfill; carta_status and carta_control for year 2021 assigned from mode across 1 original and 0 gapfilled species-level recommendations pooled across 1 OHI regions with original Carta data; same values applied to every missing region"
