"Year","Major_Functional_Group","Stock","Total_Landed_Biomass","n_Records"
2016,"Demersal marine fishes","Mobula",1789578.8,1089
2016,"Demersal marine fishes","Mugil",3516443.5,5983
2016,"Demersal marine fishes","Mustelus",251692.25,156
2016,"Demersal marine fishes","Mycteroperca",679332.28,1853
2016,"Demersal marine fishes","Nasolamia",63301.15,86
2016,"Demersal marine fishes","Nematistius",24151,106
2016,"Demersal marine fishes","Nicholsina",692,19
2016,"Demersal marine fishes","Orthopristis",19852,68
2016,"Demersal marine fishes","Paralabrax",948214.06,1542
2016,"Demersal marine fishes","Paranthias",13214,56
2016,"Demersal marine fishes","Parapsettus",12124,19
2016,"Demersal marine fishes","Prionace",1040402.25,229
2016,"Demersal marine fishes","Pseudobatos",855355.7,1081
2016,"Demersal marine fishes","Pseudupeneus",8428,20
2016,"Demersal marine fishes","Scorpaena",9064.5,43
2016,"Demersal marine fishes","Sphoeroides",739247.65,1701
2016,"Demersal marine fishes","Sphyrna",3269996.85,630
2016,"Demersal marine fishes","Squatina",575430.15,667
2016,"Demersal marine fishes","Stereolepis",2801.1,30
2016,"Demersal marine fishes","Synodus",277594.2,1305
2016,"Demersal marine fishes","Trichiurus",7544,42
2016,"Diadromous fishes","Chanos",362743.4,826
2016,"Marine algae","Gelidium",5136,2
2016,"Marine fishes NEI","Epinephelus",29168.95,234
2016,"Miscellaneous aquatic animals","Mesocentrotus",6801,19
2016,"Miscellaneous aquatic animals","Strongylocentrotus",46080,25
2016,"Molluscs excl. Cephalopods","Argopecten",45874,7
2016,"Molluscs excl. Cephalopods","Chione",43321,16
2016,"Molluscs excl. Cephalopods","Dosinia",1438608,308
2016,"Molluscs excl. Cephalopods","Haliotis",66846.12,75
2016,"Molluscs excl. Cephalopods","Hexaplex",1667515,287
2016,"Molluscs excl. Cephalopods","Megapitaria",185927,477
2016,"Molluscs excl. Cephalopods","Megastraea",39956,7
2016,"Molluscs excl. Cephalopods","Panopea",1607856.83,653
2016,"Molluscs excl. Cephalopods","Turbo",11161,19
2016,"Pelagic marine fishes","Ablennes",40220.15,209
2016,"Pelagic marine fishes","Caranx",172871.4,656
2016,"Pelagic marine fishes","Cetengraulis",11769203.4,112
2016,"Pelagic marine fishes","Coryphaena",144833.2,404
2016,"Pelagic marine fishes","Etrumeus",25081082.1,190
2016,"Pelagic marine fishes","Euthynnus",3260390,66
2016,"Pelagic marine fishes","Istiophorus",61092.5,156
2016,"Pelagic marine fishes","Katsuwonus",8551209.48,210
2016,"Pelagic marine fishes","Oligoplites",11885,74
2016,"Pelagic marine fishes","Opisthonema",168926062.56,1380
2016,"Pelagic marine fishes","Sarda",408901,52
2016,"Pelagic marine fishes","Sardinops",15280972.32,154
2016,"Pelagic marine fishes","Scomber",49178871.48,525
2016,"Pelagic marine fishes","Scomberomorus",6508702.6,6600
2016,"Pelagic marine fishes","Selene",641707.3,1594
2016,"Pelagic marine fishes","Seriola",979909.15,1535
2016,"Pelagic marine fishes","Sphyraena",3110,95
2016,"Pelagic marine fishes","Thunnus",60927510.2,735
2016,"Pelagic marine fishes","Trachinotus",212474.4,1402
2016,"Pelagic marine fishes","Xiphias",95301,111
2016,"Shrimps, prawns","Farfantepenaeus",290432.8,105
2016,"Shrimps, prawns","Litopenaeus",5854534.542,2290
2016,"Shrimps, prawns","Penaeus",26047121.576,15556
2016,"Shrimps, prawns","Rimapenaeus",28643.6,21
2016,"Shrimps, prawns","Sicyonia",19038.6,27
2017,"Cephalopods","Dosidicus",620840.7,691
2017,"Crustaceans","Callinectes",1209946,965
2017,"Crustaceans","Panulirus",288747.86,450
2017,"Demersal marine fishes","Acanthurus",71866,158
2017,"Demersal marine fishes","Aetobatus",15232.3,66
2017,"Demersal marine fishes","Alopias",1710158.05,476
2017,"Demersal marine fishes","Anisotremus",86707.3,302
2017,"Demersal marine fishes","Anoplopoma",5544.6,35
2017,"Demersal marine fishes","Balistes",4076393.15,4359
2017,"Demersal marine fishes","Brotula",982167.7,620
2017,"Demersal marine fishes","Calamus",17004.5,112
2017,"Demersal marine fishes","Carcharhinus",3213741.7,2477
2017,"Demersal marine fishes","Caulolatilus",514046,1003
2017,"Demersal marine fishes","Centropomus",1577178.06,7976
2017,"Demersal marine fishes","Cynoscion",2579047.82,9536
2017,"Demersal marine fishes","Diapterus",21608,161
2017,"Demersal marine fishes","Diplectrum",54282.65,131
2017,"Demersal marine fishes","Eucinostomus argenteus",166988,1190
2017,"Demersal marine fishes","Eugerres",74477,697
2017,"Demersal marine fishes","Galeocerdo",1678.5,13
2017,"Demersal marine fishes","Gerres",204519.7,357
2017,"Demersal marine fishes","Ginglymostoma",524,11
2017,"Demersal marine fishes","Haemulon",1146283,5543
2017,"Demersal marine fishes","Haemulopsis",188480.3,499
2017,"Demersal marine fishes","Hoplopagrus",200005.45,1009
2017,"Demersal marine fishes","Hypanus",1648724.2,1166
2017,"Demersal marine fishes","Hyporthodus",1451202.3,2825
2017,"Demersal marine fishes","Hyporthodus niphobles",54681.292,209
2017,"Demersal marine fishes","Isurus",321074.2,346
2017,"Demersal marine fishes","Lamna",38247.1,104
2017,"Demersal marine fishes","Larimus",23881,82
2017,"Demersal marine fishes","Lutjanus",9345625.89,20934
2017,"Demersal marine fishes","Menticirrhus",69126.9,497
2017,"Demersal marine fishes","Merluccius",4798186.6,322
2017,"Demersal marine fishes","Microlepidotus",251071,806
2017,"Demersal marine fishes","Micropogonias",6101278.25,5615
2017,"Demersal marine fishes","Mobula",1613345.8,1055
2017,"Demersal marine fishes","Mugil",3348392.5,6233
2017,"Demersal marine fishes","Mustelus",439892.5,141
2017,"Demersal marine fishes","Mycteroperca",684530.51,1820
2017,"Demersal marine fishes","Nasolamia",69152.5,76
2017,"Demersal marine fishes","Nematistius",9961,16
2017,"Demersal marine fishes","Nicholsina",158,9
2017,"Demersal marine fishes","Orthopristis",18031,114
2017,"Demersal marine fishes","Paralabrax",878092.9,1353
2017,"Demersal marine fishes","Paranthias",25080,73
2017,"Demersal marine fishes","Parapsettus",5440,12
2017,"Demersal marine fishes","Prionace",1265552.75,249
2017,"Demersal marine fishes","Pseudobatos",974992.55,979
2017,"Demersal marine fishes","Pseudupeneus",10981,17
2017,"Demersal marine fishes","Scorpaena",26627,58
2017,"Demersal marine fishes","Sphoeroides",879840.05,1984
2017,"Demersal marine fishes","Sphyrna",2627010,509
2017,"Demersal marine fishes","Squatina",550488.3,645
2017,"Demersal marine fishes","Stereolepis",2631.5,27
2017,"Demersal marine fishes","Synodus",548075.4,1748
2017,"Demersal marine fishes","Trichiurus",10810,45
2017,"Diadromous fishes","Chanos",253507,310
2017,"Marine algae","Gelidium",124464,4
2017,"Marine fishes NEI","Epinephelus",20170.9,159
2017,"Miscellaneous aquatic animals","Mesocentrotus",39892,55
2017,"Miscellaneous aquatic animals","Strongylocentrotus",39360,15
2017,"Molluscs excl. Cephalopods","Argopecten",194440,52
2017,"Molluscs excl. Cephalopods","Chione",154951,81
2017,"Molluscs excl. Cephalopods","Dosinia",1988935,318
2017,"Molluscs excl. Cephalopods","Haliotis",54742.78,95
2017,"Molluscs excl. Cephalopods","Hexaplex",1327990,491
2017,"Molluscs excl. Cephalopods","Lobatus",80892,37
2017,"Molluscs excl. Cephalopods","Megapitaria",125985,329
2017,"Molluscs excl. Cephalopods","Megastraea",56663,14
2017,"Molluscs excl. Cephalopods","Panopea",821566.52,424
2017,"Molluscs excl. Cephalopods","Turbo",8293,23
2017,"Pelagic marine fishes","Ablennes",56252.85,239
2017,"Pelagic marine fishes","Caranx",130030.8,662
2017,"Pelagic marine fishes","Cetengraulis",75434508.84,421
2017,"Pelagic marine fishes","Coryphaena",97967.15,408
2017,"Pelagic marine fishes","Etrumeus",28279045.5,287
2017,"Pelagic marine fishes","Euthynnus",2198776,55
2017,"Pelagic marine fishes","Istiophorus",55067.9,144
2017,"Pelagic marine fishes","Katsuwonus",9183615.3,194
2017,"Pelagic marine fishes","Oligoplites",4600,41
2017,"Pelagic marine fishes","Opisthonema",155052580.88,1028
2017,"Pelagic marine fishes","Sarda",1330469,107
2017,"Pelagic marine fishes","Sardinops",173833459.38,1009
2017,"Pelagic marine fishes","Scomber",49942738.92,507
2017,"Pelagic marine fishes","Scomberomorus",8832913.1,7632
2017,"Pelagic marine fishes","Selene",912818.2,2115
2017,"Pelagic marine fishes","Seriola",933002.8,1245
2017,"Pelagic marine fishes","Sphyraena",12898,111
2017,"Pelagic marine fishes","Thunnus",52674301.1,836
2017,"Pelagic marine fishes","Trachinotus",256799,1187
2017,"Pelagic marine fishes","Xiphias",288889,145
2017,"Shrimps, prawns","Farfantepenaeus",249103.6,142
2017,"Shrimps, prawns","Litopenaeus",6021293.95,2591
2017,"Shrimps, prawns","Penaeus",29120198.342,17357
2017,"Shrimps, prawns","Rimapenaeus",37742.8,25
2017,"Shrimps, prawns","Sicyonia",173862.4,56
2018,"Cephalopods","Dosidicus",446072.7,580
2018,"Crustaceans","Callinectes",1071105,982
2018,"Crustaceans","Panulirus",288924.6,424
2018,"Demersal marine fishes","Acanthurus",65580,198
2018,"Demersal marine fishes","Aetobatus",23415.2,47
2018,"Demersal marine fishes","Alopias",1209168.4,423
2018,"Demersal marine fishes","Anisotremus",69948.8,305
2018,"Demersal marine fishes","Anoplopoma",5612.6,32
2018,"Demersal marine fishes","Balistes",4460159.925,4216
2018,"Demersal marine fishes","Brotula",852652.4,711
2018,"Demersal marine fishes","Calamus",16527,117
2018,"Demersal marine fishes","Carcharhinus",3620395.65,2501
2018,"Demersal marine fishes","Caulolatilus",424370,1085
2018,"Demersal marine fishes","Centropomus",1665953.048,7339
2018,"Demersal marine fishes","Cynoscion",3175152.085,8284
2018,"Demersal marine fishes","Diapterus",68060,304
2018,"Demersal marine fishes","Diplectrum",30724.3,170
2018,"Demersal marine fishes","Eucinostomus argenteus",214643,1198
2018,"Demersal marine fishes","Eugerres",77045,648
2018,"Demersal marine fishes","Galeocerdo",224,10
2018,"Demersal marine fishes","Gerres",243278.2,410
2018,"Demersal marine fishes","Ginglymostoma",12989.5,11
2018,"Demersal marine fishes","Haemulon",1184239.3,4784
2018,"Demersal marine fishes","Haemulopsis",135657.2,400
2018,"Demersal marine fishes","Hoplopagrus",168774.7,909
2018,"Demersal marine fishes","Hypanus",1601042.8,1034
2018,"Demersal marine fishes","Hyporthodus",1944773.692,3104
2018,"Demersal marine fishes","Hyporthodus niphobles",82428.6,248
2018,"Demersal marine fishes","Isurus",253345.35,270
2018,"Demersal marine fishes","Lamna",56333.742,137
2018,"Demersal marine fishes","Larimus",9093,60
2018,"Demersal marine fishes","Lutjanus",8424560.168,19527
2018,"Demersal marine fishes","Menticirrhus",77268.3,381
2018,"Demersal marine fishes","Merluccius",2805796,253
2018,"Demersal marine fishes","Microlepidotus",297297.5,780
2018,"Demersal marine fishes","Micropogonias",5870733.85,4550
2018,"Demersal marine fishes","Mobula",1070239,985
2018,"Demersal marine fishes","Mugil",3645187.4,6433
2018,"Demersal marine fishes","Mustelus",387050.2,132
2018,"Demersal marine fishes","Mycteroperca",661150.75,1904
2018,"Demersal marine fishes","Nasolamia",68311.25,76
2018,"Demersal marine fishes","Nematistius",5170,7
2018,"Demersal marine fishes","Nicholsina",704.1,34
2018,"Demersal marine fishes","Orthopristis",50717,337
2018,"Demersal marine fishes","Paralabrax",819786.1,1465
2018,"Demersal marine fishes","Paranthias",19972.2,47
2018,"Demersal marine fishes","Parapsettus",9754,30
2018,"Demersal marine fishes","Prionace",1096432.25,297
2018,"Demersal marine fishes","Pseudobatos",903458.35,922
2018,"Demersal marine fishes","Pseudupeneus",4977,18
2018,"Demersal marine fishes","Scorpaena",14083.4,59
2018,"Demersal marine fishes","Sphoeroides",784711.35,1740
2018,"Demersal marine fishes","Sphyrna",628036,381
2018,"Demersal marine fishes","Squatina",777911.45,723
2018,"Demersal marine fishes","Stereolepis",882.1,13
2018,"Demersal marine fishes","Synodus",520041.7,1766
2018,"Demersal marine fishes","Trichiurus",7862,23
2018,"Diadromous fishes","Chanos",290180,293
2018,"Marine algae","Gelidium",72900,2
2018,"Marine fishes NEI","Epinephelus",25666.7,213
2018,"Miscellaneous aquatic animals","Mesocentrotus",29893,24
2018,"Miscellaneous aquatic animals","Strongylocentrotus",1400,2
2018,"Molluscs excl. Cephalopods","Argopecten",1423118,87
2018,"Molluscs excl. Cephalopods","Chione",612927,188
2018,"Molluscs excl. Cephalopods","Dosinia",1271598,448
2018,"Molluscs excl. Cephalopods","Haliotis",31960.82,188
2018,"Molluscs excl. Cephalopods","Hexaplex",1078781,465
2018,"Molluscs excl. Cephalopods","Lobatus",33114,18
2018,"Molluscs excl. Cephalopods","Megapitaria",133720,365
2018,"Molluscs excl. Cephalopods","Megastraea",72394,11
2018,"Molluscs excl. Cephalopods","Panopea",1199407,671
2018,"Molluscs excl. Cephalopods","Turbo",10361,35
2018,"Pelagic marine fishes","Ablennes",82334.95,186
2018,"Pelagic marine fishes","Caranx",124233.6,693
2018,"Pelagic marine fishes","Cetengraulis",34145793.64,182
2018,"Pelagic marine fishes","Coryphaena",125707.8,462
2018,"Pelagic marine fishes","Etrumeus",14961989.14,212
2018,"Pelagic marine fishes","Euthynnus",1502269,62
2018,"Pelagic marine fishes","Istiophorus",65116.55,131
2018,"Pelagic marine fishes","Katsuwonus",9703739,247
2018,"Pelagic marine fishes","Oligoplites",748128.16,45
2018,"Pelagic marine fishes","Opisthonema",142296119.46,952
2018,"Pelagic marine fishes","Sarda",137060.8,97
2018,"Pelagic marine fishes","Sardinops",215897176.96,1464
2018,"Pelagic marine fishes","Scomber",95209780.54,789
2018,"Pelagic marine fishes","Scomberomorus",7687326.1,7222
2018,"Pelagic marine fishes","Selene",941036,1975
2018,"Pelagic marine fishes","Seriola",967014.5,1378
2018,"Pelagic marine fishes","Sphyraena",4068,43
2018,"Pelagic marine fishes","Thunnus",69447721.1,913
2018,"Pelagic marine fishes","Trachinotus",326965.5,1182
2018,"Pelagic marine fishes","Xiphias",484312.5,190
2018,"Shrimps, prawns","Farfantepenaeus",312358.4,94
2018,"Shrimps, prawns","Litopenaeus",3864042.168,2317
2018,"Shrimps, prawns","Penaeus",33015567.66,16015
2018,"Shrimps, prawns","Rimapenaeus",185035.8,79
2018,"Shrimps, prawns","Sicyonia",63050.2,23
2019,"Cephalopods","Dosidicus",481400.7,705
2019,"Crustaceans","Callinectes",1402770,1149
2019,"Crustaceans","Panulirus",325724.9,424
2019,"Demersal marine fishes","Acanthurus",55508,162
2019,"Demersal marine fishes","Aetobatus",115954.2,75
2019,"Demersal marine fishes","Alopias",914303.9,561
2019,"Demersal marine fishes","Anisotremus",101286.5,344
2019,"Demersal marine fishes","Anoplopoma",11992.9,76
2019,"Demersal marine fishes","Ariopsis",3522.6,6
2019,"Demersal marine fishes","Balistes",2982076.3,3248
2019,"Demersal marine fishes","Brotula",782825.55,706
2019,"Demersal marine fishes","Calamus",12834,135
2019,"Demersal marine fishes","Carcharhinus",2869290.8,2918
2019,"Demersal marine fishes","Caulolatilus",360167.5,945
2019,"Demersal marine fishes","Centropomus",1474500.621,5721
2019,"Demersal marine fishes","Cynoscion",3310280.12,8871
2019,"Demersal marine fishes","Diapterus",54715,143
2019,"Demersal marine fishes","Diplectrum",77442,222
2019,"Demersal marine fishes","Eucinostomus argenteus",197660.5,1125
2019,"Demersal marine fishes","Eugerres",75208,668
2019,"Demersal marine fishes","Galeocerdo",778,14
2019,"Demersal marine fishes","Gerres",287271.1,552
2019,"Demersal marine fishes","Ginglymostoma",379,7
2019,"Demersal marine fishes","Haemulon",1078799.1,4815
2019,"Demersal marine fishes","Haemulopsis",202975.1,458
2019,"Demersal marine fishes","Hoplopagrus",141608.8,722
2019,"Demersal marine fishes","Hypanus",1976871.7,1291
2019,"Demersal marine fishes","Hyporthodus",2285741.22,3394
2019,"Demersal marine fishes","Hyporthodus niphobles",71654.6,247
2019,"Demersal marine fishes","Isurus",634761.8,425
2019,"Demersal marine fishes","Lamna",37607.632,156
2019,"Demersal marine fishes","Larimus",12770,65
2019,"Demersal marine fishes","Lutjanus",7722562.963,17397
2019,"Demersal marine fishes","Menticirrhus",64829,395
2019,"Demersal marine fishes","Merluccius",2768757.4,279
2019,"Demersal marine fishes","Microlepidotus",143880,578
2019,"Demersal marine fishes","Micropogonias",9896502.1,5358
2019,"Demersal marine fishes","Mobula",623102,416
2019,"Demersal marine fishes","Mugil",3734976.23,6804
2019,"Demersal marine fishes","Mustelus",285730.65,128
2019,"Demersal marine fishes","Mycteroperca",2421907.48,1899
2019,"Demersal marine fishes","Nasolamia",68931.25,76
2019,"Demersal marine fishes","Nematistius",6818.5,26
2019,"Demersal marine fishes","Nicholsina",141,5
2019,"Demersal marine fishes","Orthopristis",47217,335
2019,"Demersal marine fishes","Paralabrax",1327118.15,1518
2019,"Demersal marine fishes","Paranthias",19516.6,34
2019,"Demersal marine fishes","Parapsettus",29072,22
2019,"Demersal marine fishes","Prionace",1355733.5,410
2019,"Demersal marine fishes","Pseudobatos",873418.9,774
2019,"Demersal marine fishes","Pseudupeneus",571.5,2
2019,"Demersal marine fishes","Scorpaena",20155.6,60
2019,"Demersal marine fishes","Sphoeroides",1030124.7,1891
2019,"Demersal marine fishes","Sphyrna",1064226.6,672
2019,"Demersal marine fishes","Squatina",823680.35,640
2019,"Demersal marine fishes","Stereolepis",1847.4,12
2019,"Demersal marine fishes","Synodus",512826.1,1807
2019,"Demersal marine fishes","Trichiurus",8283,17
2019,"Diadromous fishes","Chanos",503171.6,467
2019,"Marine algae","Gelidium",825000,15
2019,"Marine fishes NEI","Epinephelus",25229.1,209
2019,"Miscellaneous aquatic animals","Mesocentrotus",17622,43
2019,"Molluscs excl. Cephalopods","Argopecten",918266,91
2019,"Molluscs excl. Cephalopods","Chione",388780,143
2019,"Molluscs excl. Cephalopods","Dosinia",965278,364
2019,"Molluscs excl. Cephalopods","Haliotis",30589.947,52
2019,"Molluscs excl. Cephalopods","Hexaplex",1113165,378
2019,"Molluscs excl. Cephalopods","Lobatus",50847,28
2019,"Molluscs excl. Cephalopods","Megapitaria",185387,575
2019,"Molluscs excl. Cephalopods","Megastraea",60431,3
2019,"Molluscs excl. Cephalopods","Panopea",1487190,835
2019,"Molluscs excl. Cephalopods","Turbo",10073,34
2019,"Pelagic marine fishes","Ablennes",64297,234
2019,"Pelagic marine fishes","Caranx",105322.1,478
2019,"Pelagic marine fishes","Cetengraulis",17911105.28,130
2019,"Pelagic marine fishes","Coryphaena",145836.65,468
2019,"Pelagic marine fishes","Etrumeus",12545467.28,183
2019,"Pelagic marine fishes","Euthynnus",3135071,56
2019,"Pelagic marine fishes","Istiophorus",48645.7,156
2019,"Pelagic marine fishes","Katsuwonus",10727408.2,206
2019,"Pelagic marine fishes","Oligoplites",968059.92,42
2019,"Pelagic marine fishes","Opisthonema",202506460.6,1526
2019,"Pelagic marine fishes","Sarda",4431263,110
2019,"Pelagic marine fishes","Sardinops",154742174.74,1179
2019,"Pelagic marine fishes","Scomber",87784529.12,821
2019,"Pelagic marine fishes","Scomberomorus",8466679.411,7473
2019,"Pelagic marine fishes","Selene",712122.8,1789
2019,"Pelagic marine fishes","Seriola",1358528.6,1453
2019,"Pelagic marine fishes","Sphyraena",5211,69
2019,"Pelagic marine fishes","Thunnus",74978715.52,885
2019,"Pelagic marine fishes","Trachinotus",277712.1,1499
2019,"Pelagic marine fishes","Xiphias",599084,192
2019,"Shrimps, prawns","Farfantepenaeus",205071.4,61
2019,"Shrimps, prawns","Litopenaeus",3208871.58,1917
2019,"Shrimps, prawns","Penaeus",31604262.194,14849
2019,"Shrimps, prawns","Rimapenaeus",87683.15,28
2019,"Shrimps, prawns","Sicyonia",8150.4,8
2020,"Cephalopods","Dosidicus",302444.4,579
2020,"Crustaceans","Callinectes",1611933,1486
2020,"Crustaceans","Panulirus",232344.3,287
2020,"Demersal marine fishes","Acanthurus",26199,97
2020,"Demersal marine fishes","Aetobatus",55266.25,66
2020,"Demersal marine fishes","Alopias",1189933.45,644
2020,"Demersal marine fishes","Anisotremus",54134.3,222
2020,"Demersal marine fishes","Anoplopoma",6863.3,36
2020,"Demersal marine fishes","Ariopsis",7800.4,20
2020,"Demersal marine fishes","Balistes",2502574.65,2585
2020,"Demersal marine fishes","Brotula",931644.5,906
2020,"Demersal marine fishes","Calamus",15151,114
2020,"Demersal marine fishes","Carcharhinus",3761901.25,2314
2020,"Demersal marine fishes","Caulolatilus",308493.8,887
2020,"Demersal marine fishes","Centropomus",1157478,4801
2020,"Demersal marine fishes","Cynoscion",3137935.191,6493
2020,"Demersal marine fishes","Diapterus",52863,106
2020,"Demersal marine fishes","Diplectrum",111998.8,270
2020,"Demersal marine fishes","Eucinostomus argenteus",100072,480
2020,"Demersal marine fishes","Eugerres",58767,346
2020,"Demersal marine fishes","Galeocerdo",4511.4,31
2020,"Demersal marine fishes","Gerres",199940.8,513
2020,"Demersal marine fishes","Ginglymostoma",961,14
2020,"Demersal marine fishes","Haemulon",785203.55,2855
2020,"Demersal marine fishes","Haemulopsis",129577.6,330
2020,"Demersal marine fishes","Hoplopagrus",142828.2,629
2020,"Demersal marine fishes","Hypanus",2156764.2,1508
2020,"Demersal marine fishes","Hyporthodus",2537453.45,3662
2020,"Demersal marine fishes","Hyporthodus niphobles",29491.5,272
2020,"Demersal marine fishes","Isurus",647138.1,453
2020,"Demersal marine fishes","Lamna",68920.75,194
2020,"Demersal marine fishes","Larimus",4015,29
2020,"Demersal marine fishes","Lutjanus",6141241.57,14390
2020,"Demersal marine fishes","Menticirrhus",36222.5,179
2020,"Demersal marine fishes","Merluccius",4945353.5,302
2020,"Demersal marine fishes","Microlepidotus",157533,437
2020,"Demersal marine fishes","Micropogonias",4424973.95,4298
2020,"Demersal marine fishes","Mugil",2383624.2,3780
2020,"Demersal marine fishes","Mustelus",351542,219
2020,"Demersal marine fishes","Mycteroperca",912525.8,2179
2020,"Demersal marine fishes","Nasolamia",32813.25,50
2020,"Demersal marine fishes","Nematistius",7313.5,32
2020,"Demersal marine fishes","Nicholsina",1171.9,17
2020,"Demersal marine fishes","Orthopristis",102802,452
2020,"Demersal marine fishes","Paralabrax",1509984.8,1788
2020,"Demersal marine fishes","Paranthias",48529,57
2020,"Demersal marine fishes","Parapsettus",6368,18
2020,"Demersal marine fishes","Prionace",1021208.8,365
2020,"Demersal marine fishes","Pseudobatos",605310,630
2020,"Demersal marine fishes","Pseudupeneus",1499.2,7
2020,"Demersal marine fishes","Scorpaena",2505.9,24
2020,"Demersal marine fishes","Sphoeroides",666519.25,1455
2020,"Demersal marine fishes","Sphyrna",1243052.15,623
2020,"Demersal marine fishes","Squatina",584932.5,704
2020,"Demersal marine fishes","Stereolepis",1018.8,25
2020,"Demersal marine fishes","Synodus",304551.2,1226
2020,"Demersal marine fishes","Trichiurus",9433,39
2020,"Diadromous fishes","Chanos",250275,348
2020,"Marine algae","Gelidium",232728,9
2020,"Marine fishes NEI","Epinephelus",49410.3,361
2020,"Miscellaneous aquatic animals","Mesocentrotus",2856,6
2020,"Miscellaneous aquatic animals","Strongylocentrotus",900,2
2020,"Molluscs excl. Cephalopods","Argopecten",715030,139
2020,"Molluscs excl. Cephalopods","Chione",171420,83
2020,"Molluscs excl. Cephalopods","Dosinia",1179841,428
2020,"Molluscs excl. Cephalopods","Haliotis",3963.8,11
2020,"Molluscs excl. Cephalopods","Hexaplex",1703916,423
2020,"Molluscs excl. Cephalopods","Lobatus",14116,57
2020,"Molluscs excl. Cephalopods","Megapitaria",242304,543
2020,"Molluscs excl. Cephalopods","Megastraea",106104,26
2020,"Molluscs excl. Cephalopods","Panopea",1829636,1016
2020,"Molluscs excl. Cephalopods","Turbo",7351,28
2020,"Pelagic marine fishes","Ablennes",14231,152
2020,"Pelagic marine fishes","Caranx",37395.2,183
2020,"Pelagic marine fishes","Cetengraulis",12589607.98,123
2020,"Pelagic marine fishes","Coryphaena",126863.8,566
2020,"Pelagic marine fishes","Etrumeus",6914008.32,121
2020,"Pelagic marine fishes","Euthynnus",1431477,49
2020,"Pelagic marine fishes","Istiophorus",27058.4,111
2020,"Pelagic marine fishes","Katsuwonus",5282919,187
2020,"Pelagic marine fishes","Oligoplites",846747.52,48
2020,"Pelagic marine fishes","Opisthonema",168548647.28,1353
2020,"Pelagic marine fishes","Sarda",2648724.7,154
2020,"Pelagic marine fishes","Sardinops",241538082.6,1647
2020,"Pelagic marine fishes","Scomber",46107519.76,537
2020,"Pelagic marine fishes","Scomberomorus",7623371.51,6265
2020,"Pelagic marine fishes","Selene",514379.9,1059
2020,"Pelagic marine fishes","Seriola",1012553.4,1098
2020,"Pelagic marine fishes","Sphyraena",4970,75
2020,"Pelagic marine fishes","Thunnus",77638455.74,858
2020,"Pelagic marine fishes","Trachinotus",157287.2,810
2020,"Pelagic marine fishes","Xiphias",611032.5,174
2020,"Shrimps, prawns","Farfantepenaeus",115814,43
2020,"Shrimps, prawns","Litopenaeus",2630789.1,1768
2020,"Shrimps, prawns","Penaeus",28412043.184,13150
2020,"Shrimps, prawns","Rimapenaeus",97055.4,48
2020,"Shrimps, prawns","Sicyonia",8881.2,9
2021,"Cephalopods","Dosidicus",692971.75,875
2021,"Crustaceans","Callinectes",2261087,1638
2021,"Crustaceans","Panulirus",185713,249
2021,"Demersal marine fishes","Acanthurus",8128,56
2021,"Demersal marine fishes","Aetobatus",17651.1,48
2021,"Demersal marine fishes","Alopias",1005623.1,493
2021,"Demersal marine fishes","Anisotremus",71136,319
2021,"Demersal marine fishes","Anoplopoma",3249.6,24
2021,"Demersal marine fishes","Ariopsis",10714.7,22
2021,"Demersal marine fishes","Balistes",2599955.25,2596
2021,"Demersal marine fishes","Brotula",1597091.2,1050
2021,"Demersal marine fishes","Calamus",9946,138
2021,"Demersal marine fishes","Carcharhinus",3211628.25,2085
2021,"Demersal marine fishes","Caulolatilus",527526,1422
2021,"Demersal marine fishes","Centropomus",1368457.38,4439
2021,"Demersal marine fishes","Cynoscion",4530806.05,6219
2021,"Demersal marine fishes","Diapterus",35376,117
2021,"Demersal marine fishes","Diplectrum",100063.5,268
2021,"Demersal marine fishes","Eucinostomus argenteus",97725,388
2021,"Demersal marine fishes","Eugerres",44521,271
2021,"Demersal marine fishes","Galeocerdo",2387.75,20
2021,"Demersal marine fishes","Gerres",105775.1,362
2021,"Demersal marine fishes","Ginglymostoma",381.4,7
2021,"Demersal marine fishes","Haemulon",724375.45,2678
2021,"Demersal marine fishes","Haemulopsis",130517.2,337
2021,"Demersal marine fishes","Hoplopagrus",143173.9,693
2021,"Demersal marine fishes","Hypanus",2710962.6,1828
2021,"Demersal marine fishes","Hyporthodus",1785526.65,3327
2021,"Demersal marine fishes","Hyporthodus niphobles",89327.3,387
2021,"Demersal marine fishes","Isurus",796511,417
2021,"Demersal marine fishes","Lamna",294906.85,247
2021,"Demersal marine fishes","Larimus",4264,18
2021,"Demersal marine fishes","Lutjanus",5130197.2,14003
2021,"Demersal marine fishes","Menticirrhus",37380.9,147
2021,"Demersal marine fishes","Merluccius",8074232.2,464
2021,"Demersal marine fishes","Microlepidotus",49473,412
2021,"Demersal marine fishes","Micropogonias",11872738.8,5109
2021,"Demersal marine fishes","Mugil",1552090.7,2874
2021,"Demersal marine fishes","Mustelus",457872.5,291
2021,"Demersal marine fishes","Mycteroperca",1153571.85,2609
2021,"Demersal marine fishes","Nasolamia",56642.5,50
2021,"Demersal marine fishes","Nematistius",8841.1,18
2021,"Demersal marine fishes","Nicholsina",583,16
2021,"Demersal marine fishes","Orthopristis",125155,699
2021,"Demersal marine fishes","Paralabrax",1712477.7,2200
2021,"Demersal marine fishes","Paranthias",37123.8,34
2021,"Demersal marine fishes","Parapsettus",17631,37
