"year","OHI_region_est","FP_landings_kg","FIS_landings_kg","MAR_landings_kg","w_fisheries","FIS_Score","w_mariculture","MAR_Score","FP_score"
2023,"region_8",408737791,315735614,93002177,0.772464941955905,88.8356274419779,0.227535058044095,24.670286149362,74.2357627865434
2023,"region_9",16817004,10135785,6681219,0.602710506580126,94.0808277874258,0.397289493419874,16.41128165724,63.2235331512127
2024,"region_1",12615592.454,12615592.454,0,1,50.9659650515643,0,NA,50.9659650515643
2024,"region_2",12617956.739,12612249.739,5707,0.999547708070487,80.3965072300252,0.000452291929513486,11.5929311395491,80.3653879278378
2024,"region_3",7421487.55,5728064.55,1693423,0.771821620855512,55.8109485167208,0.228178379144488,69.5274030619745,58.9407468824658
2024,"region_4",10332695.495,8884211.555,1448483.94,0.859815481768439,75.0387340305662,0.140184518231561,16.3602481681622,66.8129187593876
2024,"region_5",77528638.28,77528638.28,0,1,78.3229776090355,0,NA,78.3229776090355
2024,"region_6",62561838.311,7364047.001,55197791.31,0.117708289906584,84.4879048795295,0.882291710093416,25.8991958235812,32.7955725743912
2024,"region_7",594513579.2488,552489516.7488,42024062.5,0.929313536365141,62.6682550984434,0.0706864636348587,24.5136002510646,59.9712374760736
2024,"region_8",402974680.2732,307628320.7895,95346359.4837,0.763393671733769,91.4859379993892,0.23660632826623,25.5151354293965,75.8768286305268
2024,"region_9",23059199.136,10372236.31,12686962.826,0.449809043619684,93.0660163945626,0.550190956380316,29.6579192008542,58.1794547573001
