"year","month","state","office_name_clean","landing_site_clean","recorded_taxa_name","recorded_taxa_name_clean","recorded_scientific_name","keywords_1","keywords_2","keywords_3","keywords_4","keywords_5","estimated_species_name","estimated_genus_name","estimated_family_name","recorded_taxa_group","estimated_taxa_group","Major_Functional_Group","landed_weight","live_weight","weight_kg_corrected","value","reported_aquaculture_production","est_aquaculture_production","est_aquaculture_certainty","sector_estimate_reported","sector_estimate_draft","GOC_est","GOC_Include_Exclude","OHI_region_est","OHI_region_name"
2020,1,"NAYARIT","TUXPAN","EMBARCADERO PESCADERO","CAMARON BLANCO ENT. FCO. (LITOPENAEUS VANNAMEI)","CAMARON BLANCO (LITOPENAEUS VANNAMEI)","Litopenaeus Vannamei","ENT","FCO",NA,NA,NA,"litopenaeus vannamei","litopenaeus","Penaeidae","CAMARON","CAMARON","Shrimps, prawns",980,980,980,49000,"NO","possibly aquaculture","low; flags suggest possibly aquaculture but original report says no","small-scale fisheries","marine: small-scale capture","yes","include","region_9","Nayarit_Jalisco"
2020,7,"NAYARIT","TECUALA","CANADA EL PALILLO","CORVINA DESV. FCA.","CORVINA",NA,"DESV","FCA",NA,NA,NA,"cynoscion acoupa","cynoscion","Sciaenidae","CORVINA","CORVINA","Demersal marine fishes",155,170.5,170.5,4650,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_9","Nayarit_Jalisco"
2020,4,"SINALOA","CULIACAN","LA PUNTILLA","LISA ENT. FCA. (MUGIL CEPHALUS)","LISA (MUGIL CEPHALUS)","Mugil Cephalus","ENT","FCA",NA,NA,NA,"mugil cephalus","mugil","Mugilidae","LISA","LISA","Demersal marine fishes",180,180,180,1800,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,8,"JALISCO","PUERTO VALLARTA","BAHIA CHIMO","PARGO AMARILLO ENT. FCO.","PARGO AMARILLO",NA,"ENT","FCO",NA,NA,NA,"lutjanus argentiventris","lutjanus","Lutjanidae","PARGO","GUACHINANGO","Demersal marine fishes",400,400,400,28000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_9","Nayarit_Jalisco"
2020,4,"BAJA CALIFORNIA SUR","LA PAZ","SAN EVARISTO","GUACHINANGO ENT. FCO. (LUTJANUS SPP)","GUACHINANGO (LUTJANUS SPP)","Lutjanus Spp","ENT","FCO",NA,NA,NA,"lutjanus spp","lutjanus","Lutjanidae","GUACHINANGO","GUACHINANGO","Demersal marine fishes",500,500,500,15000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_4","Western_Southern_Gulf"
2020,9,"SINALOA","ESCUINAPA","PLAYA TEACAPAN","MOJARRA ENT. FCA.","MOJARRA",NA,"ENT","FCA",NA,NA,NA,"nei","nei","Gerreidae","MOJARRA","MOJARRA","Marine or freshwater fishes NEI",1500,1500,1500,15000,"NO","possibly aquaculture","low; flags suggest possibly aquaculture but original report says no","small-scale fisheries","freshwater or marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,10,"SINALOA","CULIACAN","LA PUNTILLA","LISA ENT. FCA. (MUGIL CEPHALUS)","LISA (MUGIL CEPHALUS)","Mugil Cephalus","ENT","FCA",NA,NA,NA,"mugil cephalus","mugil","Mugilidae","LISA","LISA","Demersal marine fishes",250,250,250,2500,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,1,"SONORA","PUERTO PENASCO","REC PORTUARIO","MANTA ALETA DE FCA.","MANTA",NA,"ALETA DE","FCA",NA,NA,NA,"hypanus dipterurus","hypanus","Dasyatidae","RAYA Y SIMILARES","RAYA Y SIMILARES","Demersal marine fishes",900,1800,1800,13500,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_7","Eastern_Central_Gulf"
2020,10,"BAJA CALIFORNIA SUR","LORETO","ENSENADA BLANCA","GUACHINANGO ENT. FCO. (LUTJANUS SPP)","GUACHINANGO (LUTJANUS SPP)","Lutjanus Spp","ENT","FCO",NA,NA,NA,"lutjanus spp","lutjanus","Lutjanidae","GUACHINANGO","GUACHINANGO","Demersal marine fishes",194,194,194,9700,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_4","Western_Southern_Gulf"
2020,11,"SINALOA","MAZATLAN","PLAYA NORTE","PARGO ROJO ENT. FCO.","PARGO ROJO",NA,"ENT","FCO",NA,NA,NA,"lutjanus colorado","lutjanus","Lutjanidae","PARGO","GUACHINANGO","Demersal marine fishes",201,201,201,14070,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,5,"SONORA","GUAYMAS","GUAYMAS","ANCHOVETA IND. (ENGRAULIS MORDAX)","ANCHOVETA (ENGRAULIS MORDAX)","Engraulis Mordax","IND",NA,NA,NA,NA,"engraulis mordax","engraulis","Engraulidae","ANCHOVETA","ANCHOVETA","Anchovy & Sardine (small pelagics)",200384,232445.44,232445.44,400768,NA,"unlikely aquaculture","high; no data from original report and flags suggest probably not aquaculture","large-scale fisheries","marine: large-scale capture","yes","include","region_7","Eastern_Central_Gulf"
2020,5,"NAYARIT","PENITA JALTEMBA","AYALAS, LOS","GUACHINANGO DESV. FCO. (LUTJANUS CAMPECHANUS)","GUACHINANGO (LUTJANUS CAMPECHANUS)","Lutjanus Campechanus","DESV","FCO",NA,NA,NA,"lutjanus campechanus","lutjanus","Lutjanidae","GUACHINANGO","GUACHINANGO","Demersal marine fishes",30,33,33,900,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_9","Nayarit_Jalisco"
2020,3,"SINALOA","MAZATLAN","EMBARCADERO ISLA LA PIEDRA","MOJARRA ENT. FCA.","MOJARRA",NA,"ENT","FCA",NA,NA,NA,"nei","nei","Gerreidae","MOJARRA","MOJARRA","Marine or freshwater fishes NEI",80,80,80,800,"NO","possibly aquaculture","low; flags suggest possibly aquaculture but original report says no","small-scale fisheries","freshwater or marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,2,"NAYARIT","CRUZ HUANACAXTLE","CRUZ HUANACAXTLE, LA","ATUN ALETA AMARILLA  ENT. FCO. (THUNNUS ALBACARES)","ATUN ALETA AMARILLA (THUNNUS ALBACARES)","Thunnus Albacares","ENT","FCO",NA,NA,NA,"thunnus albacares","thunnus","Scombridae","ATUN","ATUN","Pelagic marine fish (excl. anchovy & sardine)",900,900,900,90000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_9","Nayarit_Jalisco"
2020,12,"NAYARIT","SANTIAGO IXCUINTLA","BOCA CAMICHIN","CORVINA DESV. FCA.","CORVINA",NA,"DESV","FCA",NA,NA,NA,"cynoscion acoupa","cynoscion","Sciaenidae","CORVINA","CORVINA","Demersal marine fishes",350,385,385,12250,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_9","Nayarit_Jalisco"
2020,1,"SINALOA","EL FUERTE","CORTINA","BAGRE DE AGUA DULCE ENT. FCO.","BAGRE",NA,"DE AGUA DULCE","ENT","FCO",NA,NA,"nei","nei","Ictaluridae","BAGRE","BAGRE","Marine or freshwater fishes NEI",438,438,438,4380,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","freshwater: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,1,"BAJA CALIFORNIA SUR","GUERRERO NEGRO","LAS CASITAS","CAZON DESV. FCO. (RHIZOPRIONODON LONGURIO)","CAZON (RHIZOPRIONODON LONGURIO)","Rhizoprionodon Longurio","DESV","FCO",NA,NA,NA,"rhizoprionodon longurio","rhizoprionodon","NEI","CAZON","CAZON","Sharks",250,275,275,5000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_4","Western_Southern_Gulf"
2020,11,"SONORA","HUATABAMPO","BAHIA YAVAROS","ALMEJA CHOCOLATA ENT. FCA.","ALMEJA CHOCOLATA",NA,"ENT","FCA",NA,NA,NA,"megapitaria squalida","megapitaria","Veneridae","ALMEJA","ALMEJA","Molluscs excl. Cephalopods",25,25,25,5250,"NO","possibly aquaculture","low; flags suggest possibly aquaculture but original report says no","small-scale fisheries","marine: small-scale capture","yes","include","region_7","Eastern_Central_Gulf"
2020,10,"NAYARIT","TEPIC","PASO LOZADA","TILAPIA DESV. FCA.","TILAPIA",NA,"DESV","FCA",NA,NA,NA,"oreochromis amphimelas","oreochromis","Cichlidae","MOJARRA","MOJARRA","Freshwater fishes",7000,7700,7700,70000,"NO","likely aquaculture","medium; flags suggest aquaculture but original report says no, report could be wrong","small-scale fisheries","freshwater: aquaculture","yes","include","region_9","Nayarit_Jalisco"
2020,11,"SINALOA","CULIACAN","LAS PUENTES","JAIBA ENT. FCA.","JAIBA",NA,"ENT","FCA",NA,NA,NA,"nei","nei","Portunidae","JAIBA","JAIBA","Crustaceans",800,800,800,24000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,10,"SONORA","PUERTO PENASCO","PUERTO PENASCO","CAMARON AZUL DESC. FCO.","CAMARON AZUL",NA,"DESC","FCO",NA,NA,NA,"penaeus stylirostris","penaeus","Penaeidae","CAMARON","CAMARON","Shrimps, prawns",4100,6560,6560,697000,NA,"possibly aquaculture","low; no data from original report but flags suggest possibly aquaculture","large-scale fisheries","marine: large-scale capture","yes","include","region_5","Eastern_Upper_Gulf"
2020,7,"SINALOA","LA REFORMA","LA REFORMA","LISA DESV. Y DESC. FCA.","LISA",NA,"DESV","DESC","FCA",NA,NA,"nei","nei","Mugilidae","LISA","LISA","Demersal marine fishes",693,866.25,866.25,13167,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,3,"SINALOA","MAZATLAN","MAZATLAN","CAMARON CAFE DESC. FCO.","CAMARON CAFE",NA,"DESC","FCO",NA,NA,NA,"penaeus californiensis","penaeus","Penaeidae","CAMARON","CAMARON","Shrimps, prawns",1552,2483.2,2483.2,139680,NA,"possibly aquaculture","low; no data from original report but flags suggest possibly aquaculture","large-scale fisheries","marine: large-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,6,"BAJA CALIFORNIA","ENSENADA","BAHIA LAS ANIMAS","ESPECIES DE ORNATO VIVAS","ESPECIES ORNATO",NA,"VIVAS",NA,NA,NA,NA,"unknown","unknown",NA,"PECES DE ORNATO","OTRAS","unknown",70,70,70,25089.4,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","freshwater or marine: small-scale capture","yes","include","region_2","Western_Midriff_Islands"
2020,10,"SINALOA","MAZATLAN","BARRA PIAXTLA","TIBURON DESV. Y DESC. FCO.","TIBURON",NA,"DESV","DESC","FCO",NA,NA,"nei","nei","NEI","TIBURON","TIBURON","Sharks",200,300,300,6000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,1,"SINALOA","LOS MOCHIS","EL JITZAMURI","CAMARON AZUL DESC. FCO.","CAMARON AZUL",NA,"DESC","FCO",NA,NA,NA,"penaeus stylirostris","penaeus","Penaeidae","CAMARON","CAMARON","Shrimps, prawns",380,608,608,57000,"NO","possibly aquaculture","low; flags suggest possibly aquaculture but original report says no","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,2,"BAJA CALIFORNIA","SAN FELIPE","SAN LUIS GONZAGA","CORVINA ALETA AMARILLA ENT. FCA.","CORVINA ALETA AMARILLA",NA,"ENT","FCA",NA,NA,NA,"cynoscion xanthulus","cynoscion","Sciaenidae","CORVINA","CORVINA","Demersal marine fishes",250,250,250,5000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_2","Western_Midriff_Islands"
2020,4,"SINALOA","GUASAVE","BOCA DEL RIO","ALMEJA PATA DE MULA ENT. FCA.","ALMEJA PATA MULA",NA,"ENT","FCA",NA,NA,NA,"unknown",NA,NA,"ALMEJA","ALMEJA","Molluscs excl. Cephalopods",150,150,150,2250,"NO","possibly aquaculture","low; flags suggest possibly aquaculture but original report says no","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,10,"BAJA CALIFORNIA SUR","LA PAZ","ISLA CERRALVO","GUACHINANGO ENT. FCO. (LUTJANUS SPP)","GUACHINANGO (LUTJANUS SPP)","Lutjanus Spp","ENT","FCO",NA,NA,NA,"lutjanus spp","lutjanus","Lutjanidae","GUACHINANGO","GUACHINANGO","Demersal marine fishes",204,204,204,10200,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_4","Western_Southern_Gulf"
2020,10,"SINALOA","LA REFORMA","LA REFORMA","TIBURON CORNUDA PRIETA DESV. FCO. (SPHYRNA ZYGAENA)","TIBURON CORNUDA PRIETA (SPHYRNA ZYGAENA)","Sphyrna Zygaena","DESV","FCO",NA,NA,NA,"sphyrna zygaena","sphyrna","family missing but genus available","TIBURON","TIBURON","Sharks",700,770,770,35000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,12,"SINALOA","LOS MOCHIS","EL COLORADO","CAMARON AZUL DESC. FCO.","CAMARON AZUL",NA,"DESC","FCO",NA,NA,NA,"penaeus stylirostris","penaeus","Penaeidae","CAMARON","CAMARON","Shrimps, prawns",700,1120,1120,70000,"NO","possibly aquaculture","low; flags suggest possibly aquaculture but original report says no","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,8,"SINALOA","MAZATLAN","PLAYA NORTE","CORVINA BLANCA ENT. FCA.","CORVINA BLANCA",NA,"ENT","FCA",NA,NA,NA,"cynoscion reticulatus","cynoscion","Sciaenidae","CORVINA","CORVINA","Demersal marine fishes",50,50,50,2500,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,9,"SONORA","HUATABAMPO","BAHIA YAVAROS","CAMARON AZUL DESC. FCO.","CAMARON AZUL",NA,"DESC","FCO",NA,NA,NA,"penaeus stylirostris","penaeus","Penaeidae","CAMARON","CAMARON","Shrimps, prawns",3000,4800,4800,390000,"NO","possibly aquaculture","low; flags suggest possibly aquaculture but original report says no","small-scale fisheries","marine: small-scale capture","yes","include","region_7","Eastern_Central_Gulf"
2020,7,"SINALOA","ESCUINAPA","PLAYA TEACAPAN","BURRO ENT. FCO.","BURRO",NA,"ENT","FCO",NA,NA,NA,"haemulon maculicauda","haemulon","Haemulidae","OTRAS","OTRAS","Demersal marine fishes",100,100,100,700,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,5,"SONORA","GUAYMAS","GUAYMAS","MACARELA IND. (SCOMBER JAPONICUS)","MACARELA (SCOMBER JAPONICUS)","Scomber Japonicus","IND",NA,NA,NA,NA,"scomber japonicus","scomber","Scombridae","MACARELA","MACARELA","Pelagic marine fish (excl. anchovy & sardine)",24010,27851.6,27851.6,48020,NA,"unlikely aquaculture","medium; no data from original report and flags do not suggest aquaculture","large-scale fisheries","marine: large-scale capture","yes","include","region_7","Eastern_Central_Gulf"
2020,11,"JALISCO","PUERTO VALLARTA",NA,"TILAPIA DE CULTIVO ENT. FCA.","TILAPIA",NA,"DE CULTIVO","ENT","FCA",NA,NA,"oreochromis amphimelas","oreochromis","Cichlidae","MOJARRA","MOJARRA","Freshwater fishes",257,257,257,9766,NA,"likely aquaculture","medium; no data from original report but flags suggest most likely aquaculture","sector details were not reported","freshwater: aquaculture","yes","include","region_9","Nayarit_Jalisco"
2020,4,"NAYARIT","PENITA JALTEMBA","AYALAS, LOS","MOJARRA DESV. FCA.","MOJARRA",NA,"DESV","FCA",NA,NA,NA,"nei","nei","Gerreidae","MOJARRA","MOJARRA","Marine or freshwater fishes NEI",80,88,88,960,"NO","possibly aquaculture","low; flags suggest possibly aquaculture but original report says no","small-scale fisheries","freshwater or marine: small-scale capture","yes","include","region_9","Nayarit_Jalisco"
2020,8,"SONORA","HUATABAMPO","SANTA BARBARA","SIERRA ENT. FCA.","SIERRA",NA,"ENT","FCA",NA,NA,NA,"scomberomorus sierra","scomberomorus","Scombridae","SIERRA","SIERRA","Pelagic marine fish (excl. anchovy & sardine)",200,200,200,3400,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_7","Eastern_Central_Gulf"
2020,10,"SINALOA","ESCUINAPA","PUNTA GRANO","CAMARON BLANCO ENT. FCO. (LITOPENAEUS VANNAMEI)","CAMARON BLANCO (LITOPENAEUS VANNAMEI)","Litopenaeus Vannamei","ENT","FCO",NA,NA,NA,"litopenaeus vannamei","litopenaeus","Penaeidae","CAMARON","CAMARON","Shrimps, prawns",200,200,200,20000,"NO","possibly aquaculture","low; flags suggest possibly aquaculture but original report says no","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,2,"SINALOA","MAZATLAN","EMBARCADERO ISLA LA PIEDRA","CORVINA ENT. FCA.","CORVINA",NA,"ENT","FCA",NA,NA,NA,"cynoscion acoupa","cynoscion","Sciaenidae","CORVINA","CORVINA","Demersal marine fishes",65,65,65,1625,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,2,"SINALOA","MAZATLAN","ISLA LA PIEDRA","PALOMETA ENT. FCA.","PALOMETA",NA,"ENT","FCA",NA,NA,NA,"trachinotus africanus","trachinotus","Carangidae","PAMPANO","PAMPANO","Pelagic marine fish (excl. anchovy & sardine)",26,26,26,260,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,8,"BAJA CALIFORNIA SUR","SANTA ROSALIA","SANTA ROSALIA","PARGO ALAZAN DESV. FCO.","PARGO ALAZAN",NA,"DESV","FCO",NA,NA,NA,"lutjanus argentiventris","lutjanus","Lutjanidae","PARGO","GUACHINANGO","Demersal marine fishes",650,715,715,32500,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_3","Baja_California_Sur_North"
2020,12,"BAJA CALIFORNIA SUR","GUERRERO NEGRO","LAS CASITAS","CALLO DE HACHA S.C. FCO.","CALLO HACHA",NA,"S.C.","FCO",NA,NA,NA,"unknown","unknown",NA,"OTRAS","OTRAS","Molluscs excl. Cephalopods",76,532,532,16720,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_4","Western_Southern_Gulf"
2020,5,"BAJA CALIFORNIA SUR","LA PAZ","EL SARGENTO","PARGO ALAZAN DESV. FCO.","PARGO ALAZAN",NA,"DESV","FCO",NA,NA,NA,"lutjanus argentiventris","lutjanus","Lutjanidae","PARGO","GUACHINANGO","Demersal marine fishes",247,271.7,271.7,12350,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_4","Western_Southern_Gulf"
2020,9,"BAJA CALIFORNIA SUR","SANTA ROSALIA","SANTA ROSALIA","PARGO ENT. FCO.","PARGO",NA,"ENT","FCO",NA,NA,NA,"lutjanus adetii","lutjanus","Lutjanidae","PARGO","GUACHINANGO","Demersal marine fishes",30,30,30,450,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_3","Baja_California_Sur_North"
2020,7,"SINALOA","LA REFORMA","LA REFORMA","LISA ENT. FCA. (MUGIL CEPHALUS)","LISA (MUGIL CEPHALUS)","Mugil Cephalus","ENT","FCA",NA,NA,NA,"mugil cephalus","mugil","Mugilidae","LISA","LISA","Demersal marine fishes",1000,1000,1000,20000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,3,"BAJA CALIFORNIA SUR","GUERRERO NEGRO","LAS CASITAS","CALLO DE HACHA S.C. FCO.","CALLO HACHA",NA,"S.C.","FCO",NA,NA,NA,"unknown","unknown",NA,"OTRAS","OTRAS","Molluscs excl. Cephalopods",96,672,672,21120,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_4","Western_Southern_Gulf"
2020,11,"SONORA","GUAYMAS","GUAYMAS","CAMARON CAFE DESC. FCO.","CAMARON CAFE",NA,"DESC","FCO",NA,NA,NA,"penaeus californiensis","penaeus","Penaeidae","CAMARON","CAMARON","Shrimps, prawns",3400,5440,5440,408000,NA,"possibly aquaculture","low; no data from original report but flags suggest possibly aquaculture","large-scale fisheries","marine: large-scale capture","yes","include","region_7","Eastern_Central_Gulf"
2020,9,"NAYARIT","SAN BLAS","ESTERO EL POZO","CHABELITA ENT. FCA.","CHABELITA",NA,"ENT","FCA",NA,NA,NA,"selene peruviana","selene","Carangidae","OTRAS","OTRAS","Pelagic marine fish (excl. anchovy & sardine)",1000,1000,1000,5000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_9","Nayarit_Jalisco"
2020,4,"NAYARIT","TUXPAN","EMBARCADERO LOS ESPEJOS","TILAPIA DESV. FCA.","TILAPIA",NA,"DESV","FCA",NA,NA,NA,"oreochromis amphimelas","oreochromis","Cichlidae","MOJARRA","MOJARRA","Freshwater fishes",420,462,462,4200,"NO","likely aquaculture","medium; flags suggest aquaculture but original report says no, report could be wrong","small-scale fisheries","freshwater: aquaculture","yes","include","region_9","Nayarit_Jalisco"
2020,2,"NAYARIT","SAN BLAS","LA NUEVA ""U""","CHABELITA ENT. FCA.","CHABELITA",NA,"ENT","FCA",NA,NA,NA,"selene peruviana","selene","Carangidae","OTRAS","OTRAS","Pelagic marine fish (excl. anchovy & sardine)",48,48,48,336,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_9","Nayarit_Jalisco"
2020,10,"NAYARIT","TECUALA","CALIXTRA, LA","CAMARON CAFE ENT. FCO.","CAMARON CAFE",NA,"ENT","FCO",NA,NA,NA,"penaeus californiensis","penaeus","Penaeidae","CAMARON","CAMARON","Shrimps, prawns",480,480,480,14400,"NO","possibly aquaculture","low; flags suggest possibly aquaculture but original report says no","small-scale fisheries","marine: small-scale capture","yes","include","region_9","Nayarit_Jalisco"
2020,2,"SONORA","PUERTO PENASCO","PUERTO PENASCO","CHANO ENT. FCO.","CHANO",NA,"ENT","FCO",NA,NA,NA,"micropogonias megalops","micropogonias","Sciaenidae","BERRUGATA","BERRUGATA","Demersal marine fishes",3000,3000,3000,45000,NA,"unlikely aquaculture","medium; no data from original report and flags do not suggest aquaculture","large-scale fisheries","marine: large-scale capture","yes","include","region_5","Eastern_Upper_Gulf"
2020,7,"BAJA CALIFORNIA SUR","LA PAZ","SAN EVARISTO","PARGO ALAZAN DESV. FCO.","PARGO ALAZAN",NA,"DESV","FCO",NA,NA,NA,"lutjanus argentiventris","lutjanus","Lutjanidae","PARGO","GUACHINANGO","Demersal marine fishes",56,61.6,61.6,2240,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_4","Western_Southern_Gulf"
2020,2,"BAJA CALIFORNIA","SAN FELIPE","SAN LUIS GONZAGA","BAQUETA ENT. FCA.","BAQUETA",NA,"ENT","FCA",NA,NA,NA,"hyporthodus acanthistius","hyporthodus","Serranidae","BAQUETA","MERO","Demersal marine fishes",782,782,782,70380,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_2","Western_Midriff_Islands"
2020,8,"BAJA CALIFORNIA SUR","CD. CONSTITUCION","PUERTO AGUA VERDE","PIERNA ENT. FCA.","PIERNA",NA,"ENT","FCA",NA,NA,NA,"caulolatilus princeps","caulolatilus","Malacanthidae","PIERNA","PIERNA","Demersal marine fishes",1362,1362,1362,27240,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_4","Western_Southern_Gulf"
2020,3,"BAJA CALIFORNIA","SAN FELIPE","EL MUERTO","BAQUETA DESV. FCA.","BAQUETA",NA,"DESV","FCA",NA,NA,NA,"hyporthodus acanthistius","hyporthodus","Serranidae","BAQUETA","MERO","Demersal marine fishes",680,748,748,88400,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_2","Western_Midriff_Islands"
2020,3,"SINALOA","LA REFORMA","LA REFORMA","TIBURON ZORRO DESV. FCO. (ALOPIAS PELAGICUS)","TIBURON ZORRO (ALOPIAS PELAGICUS)","Alopias Pelagicus","DESV","FCO",NA,NA,NA,"alopias pelagicus","alopias","Alopiidae","TIBURON","TIBURON","Sharks",300,330,330,15000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,10,"SINALOA","LOS MOCHIS","LA BALLENA","CAMARON AZUL DESC. FCO.","CAMARON AZUL",NA,"DESC","FCO",NA,NA,NA,"penaeus stylirostris","penaeus","Penaeidae","CAMARON","CAMARON","Shrimps, prawns",2100,3360,3360,210000,"NO","possibly aquaculture","low; flags suggest possibly aquaculture but original report says no","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,9,"NAYARIT","TECUALA",NA,"CAMARON BLANCO DE CULTIVO ENT. FCO. (LITOPENAEUS VANNAMEI)","CAMARON BLANCO (LITOPENAEUS VANNAMEI)","Litopenaeus Vannamei","DE CULTIVO","ENT","FCO",NA,NA,"litopenaeus vannamei","litopenaeus","Penaeidae","CAMARON","CAMARON","Shrimps, prawns",1000,1000,1000,50000,NA,"likely aquaculture","medium; no data from original report but flags suggest most likely aquaculture","sector details were not reported","marine: aquaculture","yes","include","region_9","Nayarit_Jalisco"
2020,2,"BAJA CALIFORNIA SUR","SANTA ROSALIA","MULEGE","EXTRANJERO DESV. FCO.","EXTRANJERO",NA,"DESV","FCO",NA,NA,NA,"paralabrax auroguttatus","paralabrax","Serranidae","OTRAS","OTRAS","Demersal marine fishes",475,522.5,522.5,4750,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_3","Baja_California_Sur_North"
2020,4,"JALISCO","PUERTO VALLARTA","BAHIA LOS PEINES Y EL SALADO","BACALAO ENT. FCO.","BACALAO",NA,"ENT","FCO",NA,NA,NA,"anoplopoma fimbria","anoplopoma","Anoplopomatidae","OTRAS","OTRAS","Demersal marine fishes",750,750,750,45000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_9","Nayarit_Jalisco"
2020,12,"NAYARIT","CRUZ HUANACAXTLE","CRUZ HUANACAXTLE, LA","FLAMENCO DESV. FCO.","FLAMENCO",NA,"DESV","FCO",NA,NA,NA,"lutjanus guttatus","lutjanus","Lutjanidae","GUACHINANGO","GUACHINANGO","Demersal marine fishes",45,49.5,49.5,4050,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_9","Nayarit_Jalisco"
