"year","month","state","office_name_clean","landing_site_clean","recorded_taxa_name","recorded_taxa_name_clean","recorded_scientific_name","keywords_1","keywords_2","keywords_3","keywords_4","keywords_5","estimated_species_name","estimated_genus_name","estimated_family_name","recorded_taxa_group","estimated_taxa_group","Major_Functional_Group","landed_weight","live_weight","weight_kg_corrected","value","reported_aquaculture_production","est_aquaculture_production","est_aquaculture_certainty","sector_estimate_reported","sector_estimate_draft","GOC_est","GOC_Include_Exclude","OHI_region_est","OHI_region_name"
2020,9,"NAYARIT","TUXPAN","CHIRIMOYO, EL","ROBALO DESV. FCO.","ROBALO",NA,"DESV","FCO",NA,NA,NA,"centropomus armatus","centropomus","Centropomidae","ROBALO","ROBALO","Demersal marine fishes",17,18.7,18.7,1360,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_9","Nayarit_Jalisco"
2020,11,"SINALOA","GUASAVE","GUSTAVO DIAZ ORDAZ","TILAPIA DESV. FCA.","TILAPIA",NA,"DESV","FCA",NA,NA,NA,"oreochromis amphimelas","oreochromis","Cichlidae","MOJARRA","MOJARRA","Freshwater fishes",3900,4290,4290,97500,"NO","likely aquaculture","medium; flags suggest aquaculture but original report says no, report could be wrong","small-scale fisheries","freshwater: aquaculture","yes","include","region_8","Sinaloan_Coast"
2020,5,"SONORA","PUERTO LIBERTAD","PUERTO LIBERTAD","LENGUADO DESV. FCO.","LENGUADO",NA,"DESV","FCO",NA,NA,NA,"nei","nei","Paralichthyidae","LENGUADO","LENGUADO","Demersal marine fishes",471,518.1,518.1,18840,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_6","Eastern_Midriff_Islands"
2020,11,"NAYARIT","TUXPAN","EMBARCADERO PERICOS","ROBALO DESV. FCO.","ROBALO",NA,"DESV","FCO",NA,NA,NA,"centropomus armatus","centropomus","Centropomidae","ROBALO","ROBALO","Demersal marine fishes",100,110,110,10000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_9","Nayarit_Jalisco"
2020,7,"SINALOA","GUASAVE","EL CARACOL","MOJARRA ENT. FCA.","MOJARRA",NA,"ENT","FCA",NA,NA,NA,"nei","nei","Gerreidae","MOJARRA","MOJARRA","Marine or freshwater fishes NEI",120,120,120,600,"NO","possibly aquaculture","low; flags suggest possibly aquaculture but original report says no","small-scale fisheries","freshwater or marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,1,"SINALOA","ESCUINAPA","PLAYA TEACAPAN","MOJARRA ENT. FCA.","MOJARRA",NA,"ENT","FCA",NA,NA,NA,"nei","nei","Gerreidae","MOJARRA","MOJARRA","Marine or freshwater fishes NEI",500,500,500,5000,"NO","possibly aquaculture","low; flags suggest possibly aquaculture but original report says no","small-scale fisheries","freshwater or marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,10,"SINALOA","MAZATLAN","PLAYA NORTE","CHIHUIL ENT. FCO.","CHIHUIL",NA,"ENT","FCO",NA,NA,NA,"nei","nei","Ariidae","BANDERA","BANDERA","Demersal marine fishes",90,90,90,540,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,10,"SONORA","GUAYMAS","GUAYMAS","CAMARON CAFE DESC. FCO.","CAMARON CAFE",NA,"DESC","FCO",NA,NA,NA,"penaeus californiensis","penaeus","Penaeidae","CAMARON","CAMARON","Shrimps, prawns",1100,1760,1760,66000,NA,"possibly aquaculture","low; no data from original report but flags suggest possibly aquaculture","large-scale fisheries","marine: large-scale capture","yes","include","region_7","Eastern_Central_Gulf"
2020,12,"SINALOA","LA REFORMA","LA REFORMA","LISA DESV. Y DESC. FCA.","LISA",NA,"DESV","DESC","FCA",NA,NA,"nei","nei","Mugilidae","LISA","LISA","Demersal marine fishes",716,895,895,17900,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,3,"SONORA","GOLFO SANTA CLARA","GOLFO SANTA CLARA","CORVINA GOLFINA DESV. FCA.","CORVINA GOLFINA",NA,"DESV","FCA",NA,NA,NA,"nei","nei","Sciaenidae","CORVINA","CORVINA","Demersal marine fishes",1500,1650,1650,21000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_5","Eastern_Upper_Gulf"
2020,3,"SINALOA","GUASAVE","GUSTAVO DIAZ ORDAZ","TILAPIA DESV. FCA.","TILAPIA",NA,"DESV","FCA",NA,NA,NA,"oreochromis amphimelas","oreochromis","Cichlidae","MOJARRA","MOJARRA","Freshwater fishes",105,115.5,115.5,3150,"NO","likely aquaculture","medium; flags suggest aquaculture but original report says no, report could be wrong","small-scale fisheries","freshwater: aquaculture","yes","include","region_8","Sinaloan_Coast"
2020,5,"SINALOA","LA REFORMA","LA REFORMA","BOTETE DESV. FCO.","BOTETE",NA,"DESV","FCO",NA,NA,NA,"sphoeroides andersonianus","sphoeroides","Tetraodontidae","OTRAS","OTRAS","Demersal marine fishes",220,242,242,11000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,11,"SINALOA","LA REFORMA","LA REFORMA","JAIBA ENT. FCA.","JAIBA",NA,"ENT","FCA",NA,NA,NA,"nei","nei","Portunidae","JAIBA","JAIBA","Crustaceans",1000,1000,1000,20000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,3,"SONORA","GUAYMAS","LA MANGA","SIERRA ENT. FCA.","SIERRA",NA,"ENT","FCA",NA,NA,NA,"scomberomorus sierra","scomberomorus","Scombridae","SIERRA","SIERRA","Pelagic marine fish (excl. anchovy & sardine)",100,100,100,5000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_7","Eastern_Central_Gulf"
2020,12,"NAYARIT","TECUALA","PLAYA NOVILLERO","ALETA DE TIBURON","TIBURON",NA,"ALETA DE",NA,NA,NA,NA,"nei","nei","NEI","TIBURON","TIBURON","Sharks",250,0,250,12500,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_9","Nayarit_Jalisco"
2020,1,"NAYARIT","TECUALA","MORILLOS, LOS","MOJARRA ALETA AMARILLA ENT. FCO.","MOJARRA ALETA AMARILLA",NA,"ENT","FCO",NA,NA,NA,"diapterus peruvianus","diapterus","Gerreidae","MOJARRA","MOJARRA","Demersal marine fishes",325,325,325,3250,"NO","possibly aquaculture","low; flags suggest possibly aquaculture but original report says no","small-scale fisheries","marine: small-scale capture","yes","include","region_9","Nayarit_Jalisco"
2020,2,"SONORA","PUERTO PENASCO","PUERTO PENASCO","CAMARON CAFE DESC. FCO.","CAMARON CAFE",NA,"DESC","FCO",NA,NA,NA,"penaeus californiensis","penaeus","Penaeidae","CAMARON","CAMARON","Shrimps, prawns",218,348.8,348.8,26160,NA,"possibly aquaculture","low; no data from original report but flags suggest possibly aquaculture","large-scale fisheries","marine: large-scale capture","yes","include","region_5","Eastern_Upper_Gulf"
2020,2,"SONORA","BAHIA KINO","PUNTA CHUECA","PULPO ENT. FCO.","PULPO",NA,"ENT","FCO",NA,NA,NA,"nei","nei","Octopodidae","PULPO","PULPO","Cephalopods",100,100,100,14000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_6","Eastern_Midriff_Islands"
2020,8,"BAJA CALIFORNIA SUR","GUERRERO NEGRO","LAS CASITAS","ANGELITO DESV. FCO. (SQUATINA SQUATINA)","ANGELITO (SQUATINA SQUATINA)","Squatina Squatina","DESV","FCO",NA,NA,NA,"squatina squatina","squatina","Squatinidae","TIBURON","TIBURON","Sharks",5,5.5,5.5,100,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_4","Western_Southern_Gulf"
2020,7,"SINALOA","LOS MOCHIS",NA,"CAMARON BLANCO DE CULTIVO ENT. FCO. (LITOPENAEUS VANNAMEI)","CAMARON BLANCO (LITOPENAEUS VANNAMEI)","Litopenaeus Vannamei","DE CULTIVO","ENT","FCO",NA,NA,"litopenaeus vannamei","litopenaeus","Penaeidae","CAMARON","CAMARON","Shrimps, prawns",127200,127200,127200,10557600,NA,"likely aquaculture","medium; no data from original report but flags suggest most likely aquaculture","sector details were not reported","marine: aquaculture","yes","include","region_8","Sinaloan_Coast"
2020,12,"SINALOA","MAZATLAN","MAZATLAN","CAMARON CAFE DESC. FCO.","CAMARON CAFE",NA,"DESC","FCO",NA,NA,NA,"penaeus californiensis","penaeus","Penaeidae","CAMARON","CAMARON","Shrimps, prawns",2161,3457.6,3457.6,259320,NA,"possibly aquaculture","low; no data from original report but flags suggest possibly aquaculture","large-scale fisheries","marine: large-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,10,"SONORA","CD. OBREGON","BAHIA LOBOS","CAMARON AZUL DESC. FCO.","CAMARON AZUL",NA,"DESC","FCO",NA,NA,NA,"penaeus stylirostris","penaeus","Penaeidae","CAMARON","CAMARON","Shrimps, prawns",250,400,400,27500,"NO","possibly aquaculture","low; flags suggest possibly aquaculture but original report says no","small-scale fisheries","marine: small-scale capture","yes","include","region_7","Eastern_Central_Gulf"
2020,3,"SINALOA","LOS MOCHIS","LA BALLENA","JAIBA ENT. FCA.","JAIBA",NA,"ENT","FCA",NA,NA,NA,"nei","nei","Portunidae","JAIBA","JAIBA","Crustaceans",815,815,815,22820,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,9,"SONORA","HUATABAMPO","BOCA DEL RIO MAYO","CAMARON AZUL DESC. FCO.","CAMARON AZUL",NA,"DESC","FCO",NA,NA,NA,"penaeus stylirostris","penaeus","Penaeidae","CAMARON","CAMARON","Shrimps, prawns",957,1531.2,1531.2,124410,"NO","possibly aquaculture","low; flags suggest possibly aquaculture but original report says no","small-scale fisheries","marine: small-scale capture","yes","include","region_7","Eastern_Central_Gulf"
2020,5,"NAYARIT","CRUZ HUANACAXTLE","CRUZ HUANACAXTLE, LA","SARANGOLA ENT. FCA.","SARANGOLA",NA,"ENT","FCA",NA,NA,NA,"microlepidotus brevipinnis","microlepidotus","Haemulidae","OTRAS","OTRAS","Demersal marine fishes",98,98,98,2450,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_9","Nayarit_Jalisco"
2020,8,"NAYARIT","PENITA JALTEMBA","AYALAS, LOS","SIERRA ENT. FCA.","SIERRA",NA,"ENT","FCA",NA,NA,NA,"scomberomorus sierra","scomberomorus","Scombridae","SIERRA","SIERRA","Pelagic marine fish (excl. anchovy & sardine)",150,150,150,5250,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_9","Nayarit_Jalisco"
2020,9,"SONORA","PUERTO PENASCO","PUERTO PENASCO","LENGUADO DESV. FCO.","LENGUADO",NA,"DESV","FCO",NA,NA,NA,"nei","nei","Paralichthyidae","LENGUADO","LENGUADO","Demersal marine fishes",412,453.2,453.2,7828,NA,"unlikely aquaculture","medium; no data from original report and flags do not suggest aquaculture","large-scale fisheries","marine: large-scale capture","yes","include","region_5","Eastern_Upper_Gulf"
2020,11,"SINALOA","MAZATLAN","MAZATLAN","CAMARON CAFE DESC. FCO.","CAMARON CAFE",NA,"DESC","FCO",NA,NA,NA,"penaeus californiensis","penaeus","Penaeidae","CAMARON","CAMARON","Shrimps, prawns",2614,4182.4,4182.4,418240,NA,"possibly aquaculture","low; no data from original report but flags suggest possibly aquaculture","large-scale fisheries","marine: large-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,11,"SINALOA","ESCUINAPA","PLAYA TEACAPAN","MANTA DESV. FCA.","MANTA",NA,"DESV","FCA",NA,NA,NA,"hypanus dipterurus","hypanus","Dasyatidae","RAYA Y SIMILARES","RAYA Y SIMILARES","Demersal marine fishes",3800,4180,4180,38000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,10,"JALISCO","PUERTO VALLARTA","BAHIA TEHUAMIXTLE","PAMPANO ENT. FCO.","PAMPANO",NA,"ENT","FCO",NA,NA,NA,"trachinotus rhodopus","trachinotus","Carangidae","PAMPANO","PAMPANO","Pelagic marine fish (excl. anchovy & sardine)",100,100,100,4000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_9","Nayarit_Jalisco"
2020,2,"SINALOA","LA REFORMA","CAMPO PESQUERO COSTA AZUL","JAIBA ENT. FCA.","JAIBA",NA,"ENT","FCA",NA,NA,NA,"nei","nei","Portunidae","JAIBA","JAIBA","Crustaceans",2500,2500,2500,62500,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,11,"SINALOA","MAZATLAN","ISLA LA PIEDRA","CHILE ENT. FCO.","CHILE",NA,"ENT","FCO",NA,NA,NA,"synodus scituliceps","synodus","Synodontidae","OTRAS","OTRAS","Demersal marine fishes",159,159,159,795,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,4,"BAJA CALIFORNIA SUR","CABO SAN LUCAS","LA RIBERA","COCHI DESV. FCO.","COCHI",NA,"DESV","FCO",NA,NA,NA,"balistes polylepis","balistes","Balistidae","OTRAS","OTRAS","Demersal marine fishes",200,220,220,5000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_4","Western_Southern_Gulf"
2020,4,"BAJA CALIFORNIA SUR","SANTA ROSALIA","MULEGE","CAZON ENT. FCO. (RHIZOPRIONODON LONGURIO)","CAZON (RHIZOPRIONODON LONGURIO)","Rhizoprionodon Longurio","ENT","FCO",NA,NA,NA,"rhizoprionodon longurio","rhizoprionodon","NEI","CAZON","CAZON","Sharks",1660,1660,1660,19920,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_3","Baja_California_Sur_North"
2020,5,"BAJA CALIFORNIA","EL ROSARIO","BAHIA LOS ANGELES","JUREL ENT. FCO. (SERIOLA LALANDI)","JUREL (SERIOLA LALANDI)","Seriola Lalandi","ENT","FCO",NA,NA,NA,"seriola lalandi","seriola","Carangidae","JUREL","ESMEDREGAL","Pelagic marine fish (excl. anchovy & sardine)",50,50,50,1500,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_2","Western_Midriff_Islands"
2020,2,"SINALOA","MAZATLAN","ISLA LA PIEDRA","SIERRA ENT. FCA.","SIERRA",NA,"ENT","FCA",NA,NA,NA,"scomberomorus sierra","scomberomorus","Scombridae","SIERRA","SIERRA","Pelagic marine fish (excl. anchovy & sardine)",202,202,202,6060,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,3,"SINALOA","LA REFORMA","LA REFORMA","JAIBA ENT. FCA.","JAIBA",NA,"ENT","FCA",NA,NA,NA,"nei","nei","Portunidae","JAIBA","JAIBA","Crustaceans",200,200,200,10000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,7,"BAJA CALIFORNIA SUR","SANTA ROSALIA","SANTA ROSALIA","PARGO ALAZAN DESV. FCO.","PARGO ALAZAN",NA,"DESV","FCO",NA,NA,NA,"lutjanus argentiventris","lutjanus","Lutjanidae","PARGO","GUACHINANGO","Demersal marine fishes",650,715,715,32500,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_3","Baja_California_Sur_North"
2020,6,"BAJA CALIFORNIA SUR","GUERRERO NEGRO","LAS CASITAS","ALMEJA CHOCOLATA ENT. FCA.","ALMEJA CHOCOLATA",NA,"ENT","FCA",NA,NA,NA,"megapitaria squalida","megapitaria","Veneridae","ALMEJA","ALMEJA","Molluscs excl. Cephalopods",359,359,359,3590,"NO","possibly aquaculture","low; flags suggest possibly aquaculture but original report says no","small-scale fisheries","marine: small-scale capture","yes","include","region_4","Western_Southern_Gulf"
2020,3,"SONORA","CD. OBREGON","PAREDON COLORADO","JAIBA ENT. FCA.","JAIBA",NA,"ENT","FCA",NA,NA,NA,"nei","nei","Portunidae","JAIBA","JAIBA","Crustaceans",325,325,325,6500,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_7","Eastern_Central_Gulf"
2020,6,"SONORA","GUAYMAS","GUAYMAS","SARDINA MONTERREY IND.(SARDINOPS SAGAX)","SARDINA MONTERREY (SARDINOPS SAGAX)","Sardinops Sagax","IND",NA,NA,NA,NA,"sardinops sagax","sardinops","Clupeidae","SARDINA","SARDINA","Anchovy & Sardine (small pelagics)",193870,224889.2,224889.2,581610,NA,"unlikely aquaculture","high; no data from original report and flags suggest probably not aquaculture","large-scale fisheries","marine: large-scale capture","yes","include","region_7","Eastern_Central_Gulf"
2020,2,"SINALOA","LOS MOCHIS","CAMPO EL HECHO","CAMARON CAFE ENT. FCO.","CAMARON CAFE",NA,"ENT","FCO",NA,NA,NA,"penaeus californiensis","penaeus","Penaeidae","CAMARON","CAMARON","Shrimps, prawns",3500,3500,3500,175000,"NO","possibly aquaculture","low; flags suggest possibly aquaculture but original report says no","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,4,"SONORA","GOLFO SANTA CLARA","GOLFO SANTA CLARA","CORVINA GOLFINA DESV. FCA.","CORVINA GOLFINA",NA,"DESV","FCA",NA,NA,NA,"nei","nei","Sciaenidae","CORVINA","CORVINA","Demersal marine fishes",2500,2750,2750,20000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_5","Eastern_Upper_Gulf"
2020,2,"SINALOA","MAZATLAN","PUENTE JUAREZ","CODORNIZ ENT. FCA.","CODORNIZ",NA,"ENT","FCA",NA,NA,NA,"cheilotrema saturnum","cheilotrema","family missing but genus available","OTRAS","OTRAS","Demersal marine fishes",45,45,45,450,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,6,"BAJA CALIFORNIA","EL ROSARIO","FARO SAN JOSE","ROCOTE ENT. FCO.","ROCOTE",NA,"ENT","FCO",NA,NA,NA,"nei","nei","Sebastidae","OTRAS","OTRAS","Demersal marine fishes",500,500,500,20000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_4","Western_Southern_Gulf"
2020,7,"SINALOA","NAVOLATO","DAUTILLOS","BERRUGATA DESV. FCA.","BERRUGATA",NA,"DESV","FCA",NA,NA,NA,"micropogonias ectenes","micropogonias","Sciaenidae","BERRUGATA","BERRUGATA","Demersal marine fishes",300,330,330,15000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,11,"SONORA","BAHIA KINO","BAHIA KINO","CORVINA DESV. FCA.","CORVINA",NA,"DESV","FCA",NA,NA,NA,"cynoscion acoupa","cynoscion","Sciaenidae","CORVINA","CORVINA","Demersal marine fishes",1300,1430,1430,26000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_6","Eastern_Midriff_Islands"
2020,2,"SINALOA","GUASAVE","BAHIA NAVACHISTE","CAMARON CAFE ENT. FCO.","CAMARON CAFE",NA,"ENT","FCO",NA,NA,NA,"penaeus californiensis","penaeus","Penaeidae","CAMARON","CAMARON","Shrimps, prawns",3700,3700,3700,222000,"NO","possibly aquaculture","low; flags suggest possibly aquaculture but original report says no","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
