"year","estimated_genus_name","Major_Functional_Group","total_biomass_kg","total_revenue"
2019,"Cetengraulis","Anchovy & Sardine (small pelagics)",17911105.28,24151708
2019,"Chanos","Diadromous fishes",503171.6,5068093
2019,"Chione","Molluscs excl. Cephalopods",388780,4523605
2019,"Coryphaena","Pelagic marine fish (excl. anchovy & sardine)",145836.65,4677236
2019,"Cynoscion","Demersal marine fishes",3310823.52,118036715.684
2019,"Diapterus","Demersal marine fishes",54715,692866
2019,"Diplectrum","Demersal marine fishes",77442,6429910
2019,"Dosidicus","Cephalopods",481400.7,6857153
2019,"Dosinia","Molluscs excl. Cephalopods",1004278,7321687
2019,"Epinephelus","Demersal marine fishes",25229.1,1382673
2019,"Especies","Echinoderms",69863,1057510
2019,"Etrumeus","Anchovy & Sardine (small pelagics)",12545467.28,22109872
2019,"Eucinostomus","Demersal marine fishes",198950.5,3068104.5
2019,"Eugerres","Demersal marine fishes",75208,734101
2019,"Euthynnus","Pelagic marine fish (excl. anchovy & sardine)",3135071,51863062
2019,"Farfantepenaeus","Shrimps, prawns",205071.4,12785259
2019,"Galeocerdo","Sharks",778,11044
2019,"Gelidium","Marine algae",825000,1237500
2019,"Gerres","Demersal marine fishes",287271.1,3243682
2019,"Ginglymostoma","Sharks",379,4810
2019,"Haemulon","Demersal marine fishes",1078799.1,14195781
2019,"Haemulopsis","Demersal marine fishes",202975.1,2804961
2019,"Haliotis","Molluscs excl. Cephalopods",109176.947,25665313
2019,"Hexaplex","Molluscs excl. Cephalopods",1113165,17298157
2019,"Hoplopagrus","Demersal marine fishes",141608.8,5387356
2019,"Hypanus","Demersal marine fishes",1976871.7,21632782
2019,"Hyporthodus","Demersal marine fishes",2357395.82,130223535.25
2019,"Istiophorus","Pelagic marine fish (excl. anchovy & sardine)",48645.7,1063002
2019,"Isurus","Sharks",635842,14820173
2019,"Katsuwonus","Pelagic marine fish (excl. anchovy & sardine)",10727408.2,145479635
2019,"Lamna","Demersal marine fishes",279.4,3810
2019,"Lamna","Sharks",37328.232,1655847.4
2019,"Larimus","Demersal marine fishes",12770,834665
2019,"Litopenaeus","Shrimps, prawns",160426559.58,12682108084.71
2019,"Lobatus","Molluscs excl. Cephalopods",50847,306040
2019,"Lutjanus","Demersal marine fishes",7844078.863,424591006.143
2019,"Megapitaria","Molluscs excl. Cephalopods",228307,2979090.38
2019,"Megastraea","Molluscs excl. Cephalopods",60431,381872
2019,"Menticirrhus","Demersal marine fishes",64829,768719
2019,"Merluccius","Demersal marine fishes",2768757.4,31763965
2019,"Mesocentrotus","Echinoderms",17622,291925
2019,"Microlepidotus","Demersal marine fishes",143880,2133239
2019,"Micropogonias","Demersal marine fishes",9896502.1,145145315.5
2019,"Mobula","Demersal marine fishes",623102,13087104.5
2019,"Mugil","Demersal marine fishes",3734976.23,62200209.76
2019,"Mustelus","Sharks",285730.65,6123413
2019,"Mycteroperca","Demersal marine fishes",2425031.48,158623320
2019,"Nasolamia","Sharks",68931.25,1468755
2019,"Nematistius","Demersal marine fishes",6818.5,63080
2019,"Nicholsina","Demersal marine fishes",141,1710
2019,"Oligoplites","Anchovy & Sardine (small pelagics)",967219.92,2247607
2019,"Oligoplites","Pelagic marine fish (excl. anchovy & sardine)",840,7280
2019,"Opisthonema","Anchovy & Sardine (small pelagics)",202506460.6,361821831
2019,"Orthopristis","Demersal marine fishes",47217,430445
2019,"Panopea","Molluscs excl. Cephalopods",1489128,53740840.92
2019,"Panulirus","Crustaceans",325724.9,79324896
2019,"Paralabrax","Demersal marine fishes",1327692.35,24835405
2019,"Paranthias","Demersal marine fishes",19516.6,302227
2019,"Parapsettus","Demersal marine fishes",29072,706600
2019,"Penaeus","Shrimps, prawns",33012059.264,2761454470.279
2019,"Prionace","Sharks",1356848.9,20255075
2019,"Pseudobatos","Demersal marine fishes",873418.9,11690294
2019,"Pseudupeneus","Demersal marine fishes",571.5,23370
2019,"Rimapenaeus","Shrimps, prawns",87683.15,3391088.6395
2019,"Sarda","Pelagic marine fish (excl. anchovy & sardine)",4431263,79532059
2019,"Sardinops","Anchovy & Sardine (small pelagics)",154742174.74,261767688.5
2019,"Scomber","Pelagic marine fish (excl. anchovy & sardine)",87784529.12,153661404
2019,"Scomberomorus","Pelagic marine fish (excl. anchovy & sardine)",8466679.411,182392213.76
2019,"Scorpaena","Demersal marine fishes",20155.6,376142
2019,"Selene","Pelagic marine fish (excl. anchovy & sardine)",712122.8,6671650
2019,"Seriola","Pelagic marine fish (excl. anchovy & sardine)",1358576.6,41008572.5
2019,"Sicyonia","Shrimps, prawns",8150.4,813060
2019,"Sphoeroides","Demersal marine fishes",1030124.7,60475494.6394
2019,"Sphyraena","Pelagic marine fish (excl. anchovy & sardine)",5211,153450
2019,"Sphyrna","Sharks",1064226.6,16127211
2019,"Squatina","Sharks",823680.35,11381644
2019,"Stereolepis","Demersal marine fishes",1847.4,37300
2019,"Stomolophus","Jellies",45417673,135426987.3
2019,"Synodus","Demersal marine fishes",512826.1,4891878
2019,"Thunnus","Pelagic marine fish (excl. anchovy & sardine)",74978715.52,892370279
2019,"Trachinotus","Pelagic marine fish (excl. anchovy & sardine)",277712.1,5036531
2019,"Trichiurus","Pelagic marine fish (excl. anchovy & sardine)",8283,573080
2019,"Turbo","Molluscs excl. Cephalopods",10073,343884.85
2019,"Xiphias","Pelagic marine fish (excl. anchovy & sardine)",599084,37749583
2020,"Ablennes","Pelagic marine fish (excl. anchovy & sardine)",14231,271186
2020,"Acanthurus","Demersal marine fishes",26199,977439
2020,"Aetobatus","Demersal marine fishes",55266.25,659255
2020,"Alopias","Sharks",1189933.45,20129876
2020,"Anisotremus","Demersal marine fishes",54134.3,1465967
2020,"Anoplopoma","Demersal marine fishes",6863.3,465590
2020,"Argopecten","Molluscs excl. Cephalopods",755530,5683019
2020,"Ariopsis","Demersal marine fishes",7800.4,89315
2020,"Balistes","Demersal marine fishes",2502574.65,37808967.6
2020,"Brotula","Demersal marine fishes",931644.5,86902207
2020,"Calamus","Demersal marine fishes",15151,238354
2020,"Callinectes","Crustaceans",1611933,53843296.85
2020,"Caranx","Pelagic marine fish (excl. anchovy & sardine)",37395.2,1350680
2020,"Carcharhinus","Sharks",3761901.25,53209918
2020,"Caulolatilus","Demersal marine fishes",308493.8,7129041
2020,"Centropomus","Demersal marine fishes",1238900,77478855.3
2020,"Cetengraulis","Anchovy & Sardine (small pelagics)",12589607.98,19722096
2020,"Chanos","Diadromous fishes",250275,2830134
2020,"Chione","Molluscs excl. Cephalopods",171420,2363925
2020,"Coryphaena","Pelagic marine fish (excl. anchovy & sardine)",126863.8,3873887
2020,"Cynoscion","Demersal marine fishes",3137935.191,105399979.1967
2020,"Diapterus","Demersal marine fishes",52863,563940
2020,"Diplectrum","Demersal marine fishes",111998.8,8884280
2020,"Dosidicus","Cephalopods",302444.4,6162464.4
2020,"Dosinia","Molluscs excl. Cephalopods",1202131,7938149.75
2020,"Epinephelus","Demersal marine fishes",49410.3,1840607
2020,"Especies","Echinoderms",110466,1252981
2020,"Etrumeus","Anchovy & Sardine (small pelagics)",6914008.32,14347342
2020,"Eucinostomus","Demersal marine fishes",106383.3,1690107
2020,"Eugerres","Demersal marine fishes",58767,482732
2020,"Euthynnus","Pelagic marine fish (excl. anchovy & sardine)",1431477,17299966
2020,"Farfantepenaeus","Shrimps, prawns",115814,7485542
2020,"Galeocerdo","Sharks",4511.4,66162
2020,"Gelidium","Marine algae",232728,669568
2020,"Gerres","Demersal marine fishes",199940.8,2266402
2020,"Ginglymostoma","Sharks",961,10977
2020,"Haemulon","Demersal marine fishes",785203.55,9781266
2020,"Haemulopsis","Demersal marine fishes",129577.6,2139140
2020,"Haliotis","Molluscs excl. Cephalopods",45459.8,10591890
2020,"Hexaplex","Molluscs excl. Cephalopods",1703916,19256192
2020,"Hoplopagrus","Demersal marine fishes",142828.2,5633623
2020,"Hypanus","Demersal marine fishes",2156764.2,22649967
2020,"Hyporthodus","Demersal marine fishes",2566944.95,141134457
2020,"Istiophorus","Pelagic marine fish (excl. anchovy & sardine)",27058.4,606149
2020,"Isurus","Sharks",647138.1,12149250
2020,"Katsuwonus","Pelagic marine fish (excl. anchovy & sardine)",5282919,62876861
2020,"Lamna","Sharks",68920.75,3368598
2020,"Larimus","Demersal marine fishes",4015,185810
2020,"Litopenaeus","Shrimps, prawns",156504244.1,14886035689.41
2020,"Lobatus","Molluscs excl. Cephalopods",14116,1108010
2020,"Lutjanus","Demersal marine fishes",6227918.27,336286027.51
2020,"Megapitaria","Molluscs excl. Cephalopods",242844,3887825
2020,"Megastraea","Molluscs excl. Cephalopods",106104,743400
2020,"Menticirrhus","Demersal marine fishes",36222.5,386636
2020,"Merluccius","Demersal marine fishes",4945353.5,56963048
2020,"Mesocentrotus","Echinoderms",2856,185300
2020,"Microlepidotus","Demersal marine fishes",157533,1267576
2020,"Micropogonias","Demersal marine fishes",4424973.95,65933520
2020,"Mugil","Demersal marine fishes",2383624.2,35093960.6
2020,"Mustelus","Sharks",351542,4795080
2020,"Mycteroperca","Demersal marine fishes",915405.8,42482234
2020,"Nasolamia","Sharks",32813.25,993600
2020,"Nematistius","Demersal marine fishes",7313.5,84980
2020,"Nicholsina","Demersal marine fishes",1171.9,23640
2020,"Oligoplites","Anchovy & Sardine (small pelagics)",845172.52,1212948
2020,"Oligoplites","Pelagic marine fish (excl. anchovy & sardine)",1575,14085
2020,"Opisthonema","Anchovy & Sardine (small pelagics)",168548647.28,305595347
2020,"Orthopristis","Demersal marine fishes",102802,939068
2020,"Panopea","Molluscs excl. Cephalopods",1833176,54946976.62
2020,"Panulirus","Crustaceans",237444.3,81943763
2020,"Paralabrax","Demersal marine fishes",1509984.8,29013793.1
2020,"Paranthias","Demersal marine fishes",48529,779904
2020,"Parapsettus","Demersal marine fishes",6368,120715
2020,"Penaeus","Shrimps, prawns",29692882.044,2533506379.6791
2020,"Prionace","Sharks",1021208.8,13892063
2020,"Pseudobatos","Demersal marine fishes",605310,7248098.5
2020,"Pseudupeneus","Demersal marine fishes",1499.2,110250
2020,"Rimapenaeus","Shrimps, prawns",97055.4,3013747
2020,"Sarda","Pelagic marine fish (excl. anchovy & sardine)",2648724.7,38686579
2020,"Sardinops","Anchovy & Sardine (small pelagics)",241538082.6,414967366
2020,"Scomber","Pelagic marine fish (excl. anchovy & sardine)",46107519.76,495614538
2020,"Scomberomorus","Pelagic marine fish (excl. anchovy & sardine)",7623371.51,170397880.5
2020,"Scorpaena","Demersal marine fishes",2505.9,36947
2020,"Selene","Pelagic marine fish (excl. anchovy & sardine)",514379.9,4482707
2020,"Seriola","Pelagic marine fish (excl. anchovy & sardine)",1012553.4,26355562
2020,"Sicyonia","Shrimps, prawns",8881.2,801480
2020,"Sphoeroides","Demersal marine fishes",666519.25,37707469.35
2020,"Sphyraena","Pelagic marine fish (excl. anchovy & sardine)",4970,122803
2020,"Sphyrna","Sharks",1243052.15,19979396
2020,"Squatina","Sharks",584932.5,8591073
2020,"Stereolepis","Demersal marine fishes",1018.8,37860
2020,"Stomolophus","Jellies",12369021,30577238.1
2020,"Strongylocentrotus","Echinoderms",900,62000
2020,"Synodus","Demersal marine fishes",304551.2,2397472
2020,"Thunnus","Pelagic marine fish (excl. anchovy & sardine)",77638455.74,892436194
2020,"Trachinotus","Pelagic marine fish (excl. anchovy & sardine)",157287.2,3051361
2020,"Trichiurus","Pelagic marine fish (excl. anchovy & sardine)",9433,511330
2020,"Turbo","Molluscs excl. Cephalopods",7351,392750.63
2020,"Xiphias","Pelagic marine fish (excl. anchovy & sardine)",611032.5,41182944
2021,"Ablennes","Pelagic marine fish (excl. anchovy & sardine)",23762.5,514195
2021,"Acanthurus","Demersal marine fishes",8128,393077
2021,"Aetobatus","Demersal marine fishes",17651.1,230880
2021,"Alopias","Sharks",1005623.1,13171073
2021,"Anisotremus","Demersal marine fishes",71136,1758215
2021,"Anoplopoma","Demersal marine fishes",3249.6,226010
2021,"Argopecten","Molluscs excl. Cephalopods",3118406,29944021
2021,"Ariopsis","Demersal marine fishes",10714.7,93168
2021,"Balistes","Demersal marine fishes",2599955.25,40844821
2021,"Brotula","Demersal marine fishes",1597091.2,38768219
2021,"Calamus","Demersal marine fishes",9946,150130
2021,"Callinectes","Crustaceans",2261087,76449322.5
2021,"Caranx","Pelagic marine fish (excl. anchovy & sardine)",55714.1,1633438
2021,"Carcharhinus","Sharks",3211628.25,39819159
2021,"Caulolatilus","Demersal marine fishes",527526,10032041
2021,"Centropomus","Demersal marine fishes",1648457.38,113991052
2021,"Cetengraulis","Anchovy & Sardine (small pelagics)",117062060.04,207934159
2021,"Chanos","Diadromous fishes",422050.8,4449058
2021,"Chione","Molluscs excl. Cephalopods",231602,3438045
2021,"Coryphaena","Pelagic marine fish (excl. anchovy & sardine)",117276.8,3682607
2021,"Cynoscion","Demersal marine fishes",4530806.05,94599715.29
2021,"Diapterus","Demersal marine fishes",35376,599172
2021,"Diplectrum","Demersal marine fishes",100063.5,8854073
2021,"Dosidicus","Cephalopods",692971.75,17180291
2021,"Dosinia","Molluscs excl. Cephalopods",1327512,10260278.84
2021,"Epinephelus","Demersal marine fishes",59909.5,2285712
2021,"Especies","Echinoderms",104708,1072630
2021,"Etrumeus","Anchovy & Sardine (small pelagics)",3543139.96,6543623
2021,"Eucinostomus","Demersal marine fishes",100859.5,1619747
2021,"Eugerres","Demersal marine fishes",44521,476181
2021,"Euthynnus","Pelagic marine fish (excl. anchovy & sardine)",2078659,20849113
2021,"Farfantepenaeus","Shrimps, prawns",339417.6,23304279
2021,"Galeocerdo","Sharks",2387.75,34506
2021,"Gelidium","Marine algae",150000,175000
2021,"Gerres","Demersal marine fishes",105775.1,1404519
2021,"Ginglymostoma","Sharks",381.4,5677
2021,"Haemulon","Demersal marine fishes",724375.45,9038362
2021,"Haemulopsis","Demersal marine fishes",130517.2,2271578
2021,"Haliotis","Molluscs excl. Cephalopods",37465,9351500
2021,"Hexaplex","Molluscs excl. Cephalopods",1189550,13428050
2021,"Hoplopagrus","Demersal marine fishes",143173.9,5818694
2021,"Hypanus","Demersal marine fishes",2710962.6,29046451
2021,"Hyporthodus","Demersal marine fishes",1874853.95,102173029
2021,"Istiophorus","Pelagic marine fish (excl. anchovy & sardine)",22896.75,396900
2021,"Isurus","Sharks",796511,9888285
2021,"Katsuwonus","Pelagic marine fish (excl. anchovy & sardine)",5004082.2,46002414
2021,"Lamna","Sharks",294906.85,4426644
2021,"Larimus","Demersal marine fishes",4264,83956
2021,"Litopenaeus","Shrimps, prawns",167952882.6,16810759190.05
2021,"Lobatus","Molluscs excl. Cephalopods",49155,907042
2021,"Lutjanus","Demersal marine fishes",5217189.6,295828289.39
2021,"Megapitaria","Molluscs excl. Cephalopods",404875,5646283
2021,"Megastraea","Molluscs excl. Cephalopods",36181,428415
2021,"Menticirrhus","Demersal marine fishes",37380.9,561206
2021,"Merluccius","Demersal marine fishes",8074232.2,78619061
2021,"Mesocentrotus","Echinoderms",336,10000
2021,"Microlepidotus","Demersal marine fishes",49473,880965
2021,"Micropogonias","Demersal marine fishes",11872738.8,148524513.9
2021,"Mugil","Demersal marine fishes",1552090.7,19555707
2021,"Mustelus","Sharks",457872.5,6404254
2021,"Mycteroperca","Demersal marine fishes",1161390.85,51954173.64
2021,"Nasolamia","Sharks",56642.5,1689025
2021,"Nematistius","Demersal marine fishes",8841.1,104125
2021,"Nicholsina","Demersal marine fishes",583,10583
2021,"Oligoplites","Anchovy & Sardine (small pelagics)",905621.96,2639516
2021,"Oligoplites","Pelagic marine fish (excl. anchovy & sardine)",673,6550
2021,"Opisthonema","Anchovy & Sardine (small pelagics)",171821495.64,425572127
2021,"Orthopristis","Demersal marine fishes",125155,1350696
2021,"Panopea","Molluscs excl. Cephalopods",1944951,62293764.31
2021,"Panulirus","Crustaceans",185713,45386890
2021,"Paralabrax","Demersal marine fishes",1712477.7,32996265
2021,"Paranthias","Demersal marine fishes",37123.8,797254
2021,"Parapsettus","Demersal marine fishes",17631,351557
2021,"Penaeus","Shrimps, prawns",36547463.69,3178911269.53
2021,"Prionace","Sharks",964986.6,13895074
2021,"Pseudobatos","Demersal marine fishes",828288.1,10491157.5
2021,"Pseudupeneus","Demersal marine fishes",1603.1,129990
2021,"Rimapenaeus","Shrimps, prawns",70639.2,2439320
2021,"Sarda","Pelagic marine fish (excl. anchovy & sardine)",5395028.55,84990593
2021,"Sardinops","Anchovy & Sardine (small pelagics)",246899399.6,465828095
2021,"Scomber","Pelagic marine fish (excl. anchovy & sardine)",26327682.52,58047794
2021,"Scomberomorus","Pelagic marine fish (excl. anchovy & sardine)",9207270.83,217089805.93
2021,"Scorpaena","Demersal marine fishes",10753,191844
2021,"Selene","Pelagic marine fish (excl. anchovy & sardine)",595681.7,5474236
2021,"Seriola","Pelagic marine fish (excl. anchovy & sardine)",1490677.6,32636336
2021,"Sicyonia","Shrimps, prawns",22857.6,2100080
2021,"Sphoeroides","Demersal marine fishes",510478.4,20886352.35
2021,"Sphyraena","Pelagic marine fish (excl. anchovy & sardine)",4300,106099
2021,"Sphyrna","Sharks",1321476.65,15362006
2021,"Squatina","Sharks",678864.9,10572022
2021,"Stereolepis","Demersal marine fishes",4614.5,235820
2021,"Stomolophus","Jellies",78489089,283939991.6
2021,"Synodus","Demersal marine fishes",371446.7,2988486
2021,"Thunnus","Pelagic marine fish (excl. anchovy & sardine)",78241993.2,811821337
2021,"Trachinotus","Pelagic marine fish (excl. anchovy & sardine)",247339.4,3089977
2021,"Trichiurus","Pelagic marine fish (excl. anchovy & sardine)",6043,317240
2021,"Turbo","Molluscs excl. Cephalopods",6941,260559.83
2021,"Xiphias","Pelagic marine fish (excl. anchovy & sardine)",431339,25283345
2022,"Ablennes","Pelagic marine fish (excl. anchovy & sardine)",30911.45,733322
2022,"Acanthurus","Demersal marine fishes",14828,686155
2022,"Aetobatus","Demersal marine fishes",76634.3,1694866
2022,"Alopias","Sharks",1003197.1,15281767
2022,"Anisotremus","Demersal marine fishes",121578.45,5341669
2022,"Anoplopoma","Demersal marine fishes",5911.4,381600
2022,"Argopecten","Molluscs excl. Cephalopods",6231301,50340969
2022,"Ariopsis","Demersal marine fishes",8059,179793
2022,"Balistes","Demersal marine fishes",2445170.9,45559853
2022,"Brotula","Demersal marine fishes",1570605,35571167
2022,"Calamus","Demersal marine fishes",12445,144110
2022,"Callinectes","Crustaceans",2341690,90065895
2022,"Caranx","Pelagic marine fish (excl. anchovy & sardine)",98695.1,1391707
2022,"Carcharhinus","Sharks",2944689.8,30077273.55
2022,"Caulolatilus","Demersal marine fishes",441946.05,11235003
2022,"Centropomus","Demersal marine fishes",1254776.64,76353893
2022,"Cetengraulis","Anchovy & Sardine (small pelagics)",63428994.88,121312245.32
2022,"Chanos","Diadromous fishes",397430.7,4764643
2022,"Chione","Molluscs excl. Cephalopods",649963,5374220
2022,"Coryphaena","Pelagic marine fish (excl. anchovy & sardine)",165685.05,5132670
2022,"Cynoscion","Demersal marine fishes",3338950.45,104433651
2022,"Diapterus","Demersal marine fishes",71749,1029018
2022,"Diplectrum","Demersal marine fishes",111938.45,9278393
2022,"Dosidicus","Cephalopods",848586.35,26712195
2022,"Dosinia","Molluscs excl. Cephalopods",1661011,12796502.08
2022,"Epinephelus","Demersal marine fishes",29583.3,1151667
2022,"Especies","Echinoderms",13724,643810
2022,"Etrumeus","Anchovy & Sardine (small pelagics)",4103045.28,8457495.5
2022,"Eucinostomus","Demersal marine fishes",264175,3514155
2022,"Eugerres","Demersal marine fishes",85586,918729
2022,"Euthynnus","Pelagic marine fish (excl. anchovy & sardine)",2521459,26941160
2022,"Farfantepenaeus","Shrimps, prawns",283780.2,19509719
2022,"Galeocerdo","Sharks",6007.3,126996
2022,"Gelidium","Marine algae",1400,8400
2022,"Gerres","Demersal marine fishes",156512.5,3321000
2022,"Ginglymostoma","Sharks",1325.8,25174
2022,"Haemulon","Demersal marine fishes",745138.25,9174161
2022,"Haemulopsis","Demersal marine fishes",143721.3,2484706
2022,"Haliotis","Molluscs excl. Cephalopods",31860.06,7998900
2022,"Hexaplex","Molluscs excl. Cephalopods",741521,14616688.8
2022,"Hoplopagrus","Demersal marine fishes",182264.6,10160785
2022,"Hypanus","Demersal marine fishes",2439022.5,32446301
2022,"Hyporthodus","Demersal marine fishes",1588719.5,96264999
2022,"Istiophorus","Pelagic marine fish (excl. anchovy & sardine)",32216,609889
2022,"Isurus","Sharks",855813.85,25114750
2022,"Katsuwonus","Pelagic marine fish (excl. anchovy & sardine)",7828357.4,70714711
2022,"Lamna","Demersal marine fishes",30113.3,96180
2022,"Lamna","Sharks",15437.1,665070
2022,"Larimus","Demersal marine fishes",3409,95865
2022,"Litopenaeus","Shrimps, prawns",184015047,21613836083.48
2022,"Lobatus","Molluscs excl. Cephalopods",34072,1195160
2022,"Lutjanus","Demersal marine fishes",5034521.35,335836294.81
2022,"Megapitaria","Molluscs excl. Cephalopods",875108,11409680
2022,"Megastraea","Molluscs excl. Cephalopods",116628,769100
2022,"Menticirrhus","Demersal marine fishes",43210.2,501402
2022,"Merluccius","Demersal marine fishes",18466921.1,176557270.5
2022,"Mesocentrotus","Echinoderms",1862,261100
2022,"Microlepidotus","Demersal marine fishes",40871,807448
2022,"Micropogonias","Demersal marine fishes",10831920.8,162851151.96
2022,"Mugil","Demersal marine fishes",2197419.6,30007620
2022,"Mustelus","Sharks",545945.35,8307635
2022,"Mycteroperca","Demersal marine fishes",1112037.25,57058612
2022,"Nasolamia","Sharks",23594.5,531635
2022,"Nematistius","Demersal marine fishes",2372,26454
2022,"Nicholsina","Demersal marine fishes",892.1,18873
2022,"Oligoplites","Anchovy & Sardine (small pelagics)",975407.48,3960226.25
2022,"Oligoplites","Pelagic marine fish (excl. anchovy & sardine)",1950,20400
2022,"Opisthonema","Anchovy & Sardine (small pelagics)",211423765.72,494413003.65
2022,"Orthopristis","Demersal marine fishes",71499,908759
2022,"Panopea","Molluscs excl. Cephalopods",1928729,80891140.88
2022,"Panulirus","Crustaceans",211767,59668549
2022,"Paralabrax","Demersal marine fishes",1669730.7,33048973
2022,"Paranthias","Demersal marine fishes",6450.6,133241
2022,"Parapsettus","Demersal marine fishes",35705,1970330
2022,"Penaeus","Shrimps, prawns",40418276.54,3587692610.86
2022,"Prionace","Sharks",1822697.85,34831829
2022,"Pseudobatos","Demersal marine fishes",535438.2,7035138
2022,"Pseudupeneus","Demersal marine fishes",22,800
2022,"Rimapenaeus","Shrimps, prawns",88096,3513512
2022,"Sarda","Pelagic marine fish (excl. anchovy & sardine)",2456871,40354007
2022,"Sardinops","Anchovy & Sardine (small pelagics)",74797178.16,144955948.67
2022,"Scomber","Pelagic marine fish (excl. anchovy & sardine)",31721364.24,66963853.43
2022,"Scomberomorus","Pelagic marine fish (excl. anchovy & sardine)",10889337.89,244883938.06
2022,"Scorpaena","Demersal marine fishes",5297.7,174882
2022,"Selene","Pelagic marine fish (excl. anchovy & sardine)",414112.1,3819415
2022,"Seriola","Pelagic marine fish (excl. anchovy & sardine)",1584792.8,45610061
2022,"Sicyonia","Shrimps, prawns",528,7050
2022,"Sphoeroides","Demersal marine fishes",864007.55,42020641
2022,"Sphyraena","Pelagic marine fish (excl. anchovy & sardine)",4998,147661
2022,"Sphyrna","Sharks",488853.65,7724219
2022,"Squatina","Sharks",475360.2,8984447
2022,"Stereolepis","Demersal marine fishes",2185.2,97562
2022,"Stomolophus","Jellies",55280697,169231014.6
2022,"Strongylocentrotus","Echinoderms",900,5400
2022,"Synodus","Demersal marine fishes",417309.9,6843091
2022,"Thunnus","Pelagic marine fish (excl. anchovy & sardine)",88288623.9,978078918
2022,"Trachinotus","Pelagic marine fish (excl. anchovy & sardine)",185762.6,4113308
2022,"Trichiurus","Pelagic marine fish (excl. anchovy & sardine)",3477,205670
2022,"Turbo","Molluscs excl. Cephalopods",8451,290690.45
2022,"Xiphias","Pelagic marine fish (excl. anchovy & sardine)",569216.25,33253797
2023,"Ablennes","Pelagic marine fish (excl. anchovy & sardine)",32112,804009
2023,"Acanthurus","Demersal marine fishes",10614,539510
2023,"Aetobatus","Demersal marine fishes",39225,687796
2023,"Alopias","Sharks",1728924,25690031
2023,"Anisotremus","Demersal marine fishes",227163,6282338
2023,"Anoplopoma","Demersal marine fishes",33343,1005875
2023,"Argopecten","Molluscs excl. Cephalopods",317164,4632759
2023,"Ariopsis","Demersal marine fishes",6274,60625
2023,"Balistes","Demersal marine fishes",3018157,52410947
2023,"Brotula","Demersal marine fishes",1535647,35005041
2023,"Calamus","Demersal marine fishes",12459,166150
2023,"Callinectes","Crustaceans",3691041,143127965
2023,"Caranx","Pelagic marine fish (excl. anchovy & sardine)",164200,3609542
2023,"Carcharhinus","Sharks",3853435,50344812
2023,"Caulolatilus","Demersal marine fishes",401009,9970522
2023,"Centropomus","Demersal marine fishes",1117669,69848568
2023,"Cetengraulis","Anchovy & Sardine (small pelagics)",223069249,482662459
2023,"Chanos","Diadromous fishes",586440,5401683
2023,"Chione","Molluscs excl. Cephalopods",280833,4150493
2023,"Coryphaena","Pelagic marine fish (excl. anchovy & sardine)",184486,5472058
2023,"Cynoscion","Demersal marine fishes",4577327,126308409
2023,"Diapterus","Demersal marine fishes",33576,483092
2023,"Diplectrum","Demersal marine fishes",94389,7380560
2023,"Dosidicus","Cephalopods",1117009,34045789
2023,"Dosinia","Molluscs excl. Cephalopods",1419905,10386661
2023,"Epinephelus","Demersal marine fishes",24522,291771
2023,"Especies","Echinoderms",5,125
2023,"Etrumeus","Anchovy & Sardine (small pelagics)",4099559,8924284
2023,"Eucinostomus","Demersal marine fishes",248613,5358865
2023,"Eugerres","Demersal marine fishes",75998,907851
2023,"Euthynnus","Pelagic marine fish (excl. anchovy & sardine)",1007120,11235746
2023,"Farfantepenaeus","Shrimps, prawns",45136,2796140
2023,"Galeocerdo","Sharks",11521,232019
2023,"Gerres","Demersal marine fishes",174858,2579856
2023,"Ginglymostoma","Sharks",1956,34288
2023,"Haemulon","Demersal marine fishes",629199,8074820
2023,"Haemulopsis","Demersal marine fishes",122287,2484126
2023,"Haliotis","Molluscs excl. Cephalopods",39161,10197075
2023,"Hexaplex","Molluscs excl. Cephalopods",925719,10581186
2023,"Hoplopagrus","Demersal marine fishes",151964,7380104
2023,"Hypanus","Demersal marine fishes",2818128,38498825
2023,"Hyporthodus","Demersal marine fishes",2096469,128032555
2023,"Istiophorus","Pelagic marine fish (excl. anchovy & sardine)",51186,946740
2023,"Isurus","Sharks",863995,22566559
2023,"Katsuwonus","Pelagic marine fish (excl. anchovy & sardine)",9198837,86100527
2023,"Lamna","Sharks",2732,42610
2023,"Larimus","Demersal marine fishes",1866,75720
2023,"Lobatus","Molluscs excl. Cephalopods",34857,657200
2023,"Lutjanus","Demersal marine fishes",4968180,341942096
2023,"Megapitaria","Molluscs excl. Cephalopods",486355,7556150
2023,"Megastraea","Molluscs excl. Cephalopods",43785,312750
2023,"Menticirrhus","Demersal marine fishes",62532,1065180
2023,"Merluccius","Demersal marine fishes",19807540,176015551
2023,"Mesocentrotus","Echinoderms",17840,270375
2023,"Microlepidotus","Demersal marine fishes",37009,760298
2023,"Micropogonias","Demersal marine fishes",14643950,222354975
2023,"Mugil","Demersal marine fishes",395627,5455819
2023,"Mustelus","Sharks",435350,7418672
2023,"Mycteroperca","Demersal marine fishes",1201306,63475102
2023,"Nasolamia","Sharks",24404,502820
2023,"Nematistius","Demersal marine fishes",1871,50811
2023,"Nicholsina","Demersal marine fishes",7749,268960
2023,"Oligoplites","Pelagic marine fish (excl. anchovy & sardine)",905,9050
2023,"Opisthonema","Anchovy & Sardine (small pelagics)",200706537,483938894
2023,"Orthopristis","Demersal marine fishes",66553,690998
