"year","estimated_genus_name","Major_Functional_Group","total_biomass_kg","total_revenue"
2010,"Balistes","Demersal marine fishes",1301160.05,13551431
2010,"Brotula","Demersal marine fishes",174922.3,2843053
2010,"Calamus","Demersal marine fishes",204366,377234
2010,"Caranx","Pelagic marine fish (excl. anchovy & sardine)",86484.7,4366896
2010,"Carcharhinus","Sharks",352618.3,2739251
2010,"Caulolatilus","Demersal marine fishes",539085.55,5035220
2010,"Centropomus","Demersal marine fishes",677608.55,19905230
2010,"Cetengraulis","Anchovy & Sardine (small pelagics)",13635495.36,10400647
2010,"Chanos","Diadromous fishes",38040,245390
2010,"Coryphaena","Pelagic marine fish (excl. anchovy & sardine)",260114.75,4799443
2010,"Cynoscion","Demersal marine fishes",5205540.55,64878592
2010,"Diapterus","Demersal marine fishes",7236,87076
2010,"Diplectrum","Demersal marine fishes",9959.95,181105
2010,"Dosidicus","Cephalopods",42785130.05,103691735
2010,"Dosinia","Molluscs excl. Cephalopods",1320468,5851548
2010,"Epinephelus","Demersal marine fishes",20185.2,671135
2010,"Especies","Echinoderms",22703,8420504
2010,"Etrumeus","Anchovy & Sardine (small pelagics)",10763495,9329075
2010,"Eucinostomus","Demersal marine fishes",203327,1655586
2010,"Eugerres","Demersal marine fishes",8136,68638
2010,"Euthynnus","Pelagic marine fish (excl. anchovy & sardine)",2216197,10797148
2010,"Farfantepenaeus","Shrimps, prawns",46803.8,1991910
2010,"Galeocerdo","Sharks",13557.1,109047
2010,"Gelidium","Marine algae",140162,359405
2010,"Gerres","Demersal marine fishes",243080.1,1519243
2010,"Ginglymostoma","Sharks",2154.9,8011
2010,"Haemulon","Demersal marine fishes",734090.85,5270010
2010,"Haemulopsis","Demersal marine fishes",112466.5,763068
2010,"Haliotis","Molluscs excl. Cephalopods",43115.88,3479493
2010,"Hexaplex","Molluscs excl. Cephalopods",19889,148915
2010,"Hoplopagrus","Demersal marine fishes",100664,2218307
2010,"Hypanus","Demersal marine fishes",867790.8,8674724
2010,"Hyporthodus","Demersal marine fishes",536353.2,17295561
2010,"Istiophorus","Pelagic marine fish (excl. anchovy & sardine)",12849.35,208718
2010,"Isurus","Sharks",37657.45,177624
2010,"Katsuwonus","Pelagic marine fish (excl. anchovy & sardine)",2760053.2,45417753
2010,"Lamna","Demersal marine fishes",129.8,1180
2010,"Lamna","Sharks",309,6942
2010,"Larimus","Demersal marine fishes",1375,36418
2010,"Litopenaeus","Shrimps, prawns",194252.6,12593423
2010,"Lobatus","Molluscs excl. Cephalopods",2728,45920
2010,"Lutjanus","Demersal marine fishes",3041510.65,92804490
2010,"Megapitaria","Molluscs excl. Cephalopods",330951,1622757
2010,"Megastraea","Molluscs excl. Cephalopods",177646,389170
2010,"Menticirrhus","Demersal marine fishes",53240.5,314805
2010,"Merluccius","Demersal marine fishes",1112636.2,8406957
2010,"Mesocentrotus","Echinoderms",13773,288675
2010,"Microlepidotus","Demersal marine fishes",153165,246393
2010,"Micropogonias","Demersal marine fishes",7549002,57739221
2010,"Mobula","Demersal marine fishes",728105.75,6565782
2010,"Mugil","Demersal marine fishes",1980012.7,13232296
2010,"Mustelus","Sharks",24615.8,374286
2010,"Mycteroperca","Demersal marine fishes",380174.45,8977421
2010,"Nasolamia","Sharks",38.75,775
2010,"Nematistius","Demersal marine fishes",751.3,12915
2010,"Nicholsina","Demersal marine fishes",499.9,5521
2010,"Oligoplites","Pelagic marine fish (excl. anchovy & sardine)",960,6180
2010,"Opisthonema","Anchovy & Sardine (small pelagics)",200878732.36,677564588
2010,"Orthopristis","Demersal marine fishes",6908,42350
2010,"Panopea","Molluscs excl. Cephalopods",1137234,27338831
2010,"Panulirus","Crustaceans",169506,20842238
2010,"Paralabrax","Demersal marine fishes",841073.3,6393551
2010,"Paranthias","Demersal marine fishes",1009,19515
2010,"Parapsettus","Demersal marine fishes",2621,35022
2010,"Penaeus","Shrimps, prawns",21011721.8,1155989550
2010,"Prionace","Sharks",757606.2,5674587
2010,"Pseudobatos","Demersal marine fishes",490250.4,5100765
2010,"Pseudupeneus","Demersal marine fishes",2828.5,28510
2010,"Rimapenaeus","Shrimps, prawns",99958.2,1310458
2010,"Sarda","Pelagic marine fish (excl. anchovy & sardine)",2153309.4,14080005
2010,"Sardinops","Anchovy & Sardine (small pelagics)",264559999.4,365934851
2010,"Scomber","Pelagic marine fish (excl. anchovy & sardine)",14082930.36,35101996
2010,"Scomberomorus","Pelagic marine fish (excl. anchovy & sardine)",7033291.82,82023737
2010,"Scorpaena","Demersal marine fishes",20994.4,127214
2010,"Selene","Pelagic marine fish (excl. anchovy & sardine)",394184.6,1748391
2010,"Seriola","Pelagic marine fish (excl. anchovy & sardine)",927038.1,10331400
2010,"Sicyonia","Shrimps, prawns",16533,302500
2010,"Sphoeroides","Demersal marine fishes",326079.9,8670520
2010,"Sphyraena","Pelagic marine fish (excl. anchovy & sardine)",7403,98483
2010,"Sphyrna","Sharks",90749.15,835791
2010,"Squatina","Sharks",387719.95,4221956
2010,"Stereolepis","Demersal marine fishes",309,9823
2010,"Strongylocentrotus","Echinoderms",15914,201619
2010,"Synodus","Demersal marine fishes",113266.9,637144
2010,"Thunnus","Pelagic marine fish (excl. anchovy & sardine)",64475987.5,622062817
2010,"Trachinotus","Pelagic marine fish (excl. anchovy & sardine)",172878,1659975
2010,"Trichiurus","Pelagic marine fish (excl. anchovy & sardine)",9772,410687
2010,"Turbo","Molluscs excl. Cephalopods",14970,312650
2010,"Xiphias","Pelagic marine fish (excl. anchovy & sardine)",110322.25,1234687
2011,"Ablennes","Pelagic marine fish (excl. anchovy & sardine)",3308.4,37881
2011,"Acanthurus","Demersal marine fishes",38290,976474
2011,"Aetobatus","Demersal marine fishes",11205.4,57071
2011,"Alopias","Sharks",59465.8,537381
2011,"Anisotremus","Demersal marine fishes",104646.6,1780397
2011,"Anoplopoma","Demersal marine fishes",2477.5,67823
2011,"Argopecten","Molluscs excl. Cephalopods",6284873,20254452
2011,"Ariopsis","Demersal marine fishes",4202,46096
2011,"Balistes","Demersal marine fishes",1266966.35,13989509
2011,"Brotula","Demersal marine fishes",586138.4,8386475
2011,"Calamus","Demersal marine fishes",28517.5,195543
2011,"Callinectes","Crustaceans",4191,77097
2011,"Caranx","Pelagic marine fish (excl. anchovy & sardine)",114585.1,4320065
2011,"Carcharhinus","Sharks",359714.55,2642722
2011,"Caulolatilus","Demersal marine fishes",611218.5,5889578
2011,"Centropomus","Demersal marine fishes",626693,18441583
2011,"Cetengraulis","Anchovy & Sardine (small pelagics)",113179462.72,82459729
2011,"Chanos","Diadromous fishes",85616,558349
2011,"Coryphaena","Pelagic marine fish (excl. anchovy & sardine)",242337.4,4940010
2011,"Cynoscion","Demersal marine fishes",1760750.7,25333965
2011,"Diapterus","Demersal marine fishes",10140,98400
2011,"Diplectrum","Demersal marine fishes",13020.6,319910
2011,"Dosidicus","Cephalopods",19096479.25,72923534
2011,"Dosinia","Molluscs excl. Cephalopods",816714,2615843
2011,"Epinephelus","Demersal marine fishes",14227.6,343629
2011,"Especies","Echinoderms",26908,1298590
2011,"Etrumeus","Anchovy & Sardine (small pelagics)",978338.2,843395
2011,"Eucinostomus","Demersal marine fishes",253790,1723756
2011,"Eugerres","Demersal marine fishes",35355,211419
2011,"Euthynnus","Pelagic marine fish (excl. anchovy & sardine)",2738935,17324978
2011,"Farfantepenaeus","Shrimps, prawns",69525.6,2203225
2011,"Galeocerdo","Sharks",2551.75,27146
2011,"Gelidium","Marine algae",192804,582774
2011,"Gerres","Demersal marine fishes",286257.8,1798827
2011,"Ginglymostoma","Sharks",784.4,7010
2011,"Haemulon","Demersal marine fishes",866232.4,6766615
2011,"Haemulopsis","Demersal marine fishes",105497.2,843469
2011,"Haliotis","Molluscs excl. Cephalopods",53376.86,6266103
2011,"Hexaplex","Molluscs excl. Cephalopods",19802,111610
2011,"Hoplopagrus","Demersal marine fishes",91064.4,2074733
2011,"Hypanus","Demersal marine fishes",879751.3,8332625
2011,"Hyporthodus","Demersal marine fishes",409536.45,12154105
2011,"Istiophorus","Pelagic marine fish (excl. anchovy & sardine)",18094.75,179760
2011,"Isurus","Sharks",2692.5,30400
2011,"Katsuwonus","Pelagic marine fish (excl. anchovy & sardine)",6397664.2,51377225
2011,"Lamna","Sharks",72,2160
2011,"Larimus","Demersal marine fishes",3048,96150
2011,"Litopenaeus","Shrimps, prawns",2017449.4,69196201
2011,"Lobatus","Molluscs excl. Cephalopods",9288,65475
2011,"Lutjanus","Demersal marine fishes",2747890.4,88190425
2011,"Megapitaria","Molluscs excl. Cephalopods",421218,1818489
2011,"Megastraea","Molluscs excl. Cephalopods",78855,224850
2011,"Menticirrhus","Demersal marine fishes",95448.7,600189
2011,"Merluccius","Demersal marine fishes",2000969,17996868
2011,"Mesocentrotus","Echinoderms",65407,1451633
2011,"Microlepidotus","Demersal marine fishes",16606,265839
2011,"Micropogonias","Demersal marine fishes",10632131.3,111550590
2011,"Mobula","Demersal marine fishes",1009482.6,10086466
2011,"Mugil","Demersal marine fishes",2442910,16066969
2011,"Mustelus","Sharks",50015.8,649154
2011,"Mycteroperca","Demersal marine fishes",360684.4,9366245
2011,"Nasolamia","Sharks",2375,41600
2011,"Nematistius","Demersal marine fishes",7325.7,53260
2011,"Nicholsina","Demersal marine fishes",62507.5,205169
2011,"Oligoplites","Pelagic marine fish (excl. anchovy & sardine)",3510,19980
2011,"Opisthonema","Anchovy & Sardine (small pelagics)",194494932.2,163719940
2011,"Orthopristis","Demersal marine fishes",7426.75,54269
2011,"Panopea","Molluscs excl. Cephalopods",1261919,28783398
2011,"Panulirus","Crustaceans",287228,44440679
2011,"Paralabrax","Demersal marine fishes",718182.1,6348092
2011,"Paranthias","Demersal marine fishes",626,23070
2011,"Parapsettus","Demersal marine fishes",2566,31398
2011,"Penaeus","Shrimps, prawns",33677323.76,1853813999
2011,"Prionace","Sharks",691606.95,5617458
2011,"Pseudobatos","Demersal marine fishes",611886.4,6335122
2011,"Pseudupeneus","Demersal marine fishes",4554,42950
2011,"Rimapenaeus","Shrimps, prawns",65975.6,870331
2011,"Sarda","Pelagic marine fish (excl. anchovy & sardine)",5614134,44977013
2011,"Sardinops","Anchovy & Sardine (small pelagics)",158653541.04,150714513.5
2011,"Scomber","Pelagic marine fish (excl. anchovy & sardine)",36160450.52,37018044
2011,"Scomberomorus","Pelagic marine fish (excl. anchovy & sardine)",6973279.85,84073876
2011,"Scorpaena","Demersal marine fishes",18609.2,138043
2011,"Selene","Pelagic marine fish (excl. anchovy & sardine)",636639.1,2972638
2011,"Seriola","Pelagic marine fish (excl. anchovy & sardine)",719041.7,8084438
2011,"Sicyonia","Shrimps, prawns",162578.6,1943595
2011,"Sphoeroides","Demersal marine fishes",255432.75,6970338
2011,"Sphyraena","Pelagic marine fish (excl. anchovy & sardine)",1829,12787
2011,"Sphyrna","Sharks",35209.75,367925
2011,"Squatina","Sharks",621172.2,6083652
2011,"Stereolepis","Demersal marine fishes",24.2,880
2011,"Stomolophus","Jellies",13861479,16540385
2011,"Synodus","Demersal marine fishes",107400.1,610467
2011,"Thunnus","Pelagic marine fish (excl. anchovy & sardine)",66741894.4,570305371
2011,"Trachinotus","Pelagic marine fish (excl. anchovy & sardine)",135047,1511991
2011,"Trichiurus","Pelagic marine fish (excl. anchovy & sardine)",4406,164237
2011,"Turbo","Molluscs excl. Cephalopods",11985,244540
2011,"Xiphias","Pelagic marine fish (excl. anchovy & sardine)",51236.75,767729
2012,"Ablennes","Pelagic marine fish (excl. anchovy & sardine)",3899.5,50626
2012,"Acanthurus","Demersal marine fishes",22773,422255
2012,"Aetobatus","Demersal marine fishes",9926.6,70635
2012,"Alopias","Sharks",174265.4,1469754
2012,"Anisotremus","Demersal marine fishes",136767.8,2651025
2012,"Anoplopoma","Demersal marine fishes",993.2,38473
2012,"Argopecten","Molluscs excl. Cephalopods",246853,874717
2012,"Ariopsis","Demersal marine fishes",3782.8,35480
2012,"Balistes","Demersal marine fishes",1237017.25,13686488
2012,"Brotula","Demersal marine fishes",1043836,14094436
2012,"Calamus","Demersal marine fishes",34318,226952
2012,"Callinectes","Crustaceans",714,12852
2012,"Caranx","Pelagic marine fish (excl. anchovy & sardine)",81667,6091763
2012,"Carcharhinus","Sharks",389656.05,2733993
2012,"Caulolatilus","Demersal marine fishes",1354417.6,10917295
2012,"Centropomus","Demersal marine fishes",805005,25729971
2012,"Cetengraulis","Anchovy & Sardine (small pelagics)",297306807.52,266175093
2012,"Chanos","Diadromous fishes",82345,479054
2012,"Chione","Molluscs excl. Cephalopods",8600,34400
2012,"Coryphaena","Pelagic marine fish (excl. anchovy & sardine)",113821,2264301
2012,"Cynoscion","Demersal marine fishes",2672233.55,47992606
2012,"Diapterus","Demersal marine fishes",180504,760600
2012,"Diplectrum","Demersal marine fishes",35615.9,804937
2012,"Dosidicus","Cephalopods",8924050,41533275
2012,"Dosinia","Molluscs excl. Cephalopods",939293,2365806
2012,"Epinephelus","Demersal marine fishes",13652.6,368670
2012,"Especies","Echinoderms",29258,2789446
2012,"Etrumeus","Anchovy & Sardine (small pelagics)",2011720.72,2064235
2012,"Eucinostomus","Demersal marine fishes",590027,2653048
2012,"Eugerres","Demersal marine fishes",19241,149824
2012,"Euthynnus","Pelagic marine fish (excl. anchovy & sardine)",3821741,22229415
2012,"Farfantepenaeus","Shrimps, prawns",156316.6,4534590
2012,"Galeocerdo","Sharks",4262.25,30048
2012,"Gelidium","Marine algae",52182,141909
2012,"Gerres","Demersal marine fishes",171286.2,1139055
2012,"Ginglymostoma","Sharks",541.3,2740
2012,"Haemulon","Demersal marine fishes",919494.4,7325141
2012,"Haemulopsis","Demersal marine fishes",146388.1,1142738
2012,"Haliotis","Molluscs excl. Cephalopods",46657.84,5499794
2012,"Hexaplex","Molluscs excl. Cephalopods",15130,75650
2012,"Hoplopagrus","Demersal marine fishes",89492.4,2275722
2012,"Hypanus","Demersal marine fishes",1233218.6,11376801
2012,"Hyporthodus","Demersal marine fishes",623134.95,17559645
2012,"Istiophorus","Pelagic marine fish (excl. anchovy & sardine)",15879.65,173329
2012,"Isurus","Sharks",1160.5,18990
2012,"Katsuwonus","Pelagic marine fish (excl. anchovy & sardine)",10687521.1,84231226
2012,"Lamna","Sharks",1323.1,33066
2012,"Larimus","Demersal marine fishes",3930,85999
2012,"Litopenaeus","Shrimps, prawns",486771,21778392
2012,"Lobatus","Molluscs excl. Cephalopods",23026,95630
2012,"Lutjanus","Demersal marine fishes",2807446.55,97145610
2012,"Megapitaria","Molluscs excl. Cephalopods",213925,993497
2012,"Megastraea","Molluscs excl. Cephalopods",128618,375580
2012,"Menticirrhus","Demersal marine fishes",106656.1,908711
2012,"Merluccius","Demersal marine fishes",2591417.3,23688472
2012,"Mesocentrotus","Echinoderms",38424,845495
2012,"Microlepidotus","Demersal marine fishes",20415.8,287005
2012,"Micropogonias","Demersal marine fishes",10687859.4,125957751
2012,"Mobula","Demersal marine fishes",1337893.1,12605595
2012,"Mugil","Demersal marine fishes",2542376,17641757
2012,"Mustelus","Sharks",53898.6,729990
2012,"Mycteroperca","Demersal marine fishes",423323.5,10858940
2012,"Nasolamia","Sharks",3400,32640
2012,"Nematistius","Demersal marine fishes",4336.7,56169
2012,"Nicholsina","Demersal marine fishes",2757.6,25328
2012,"Oligoplites","Pelagic marine fish (excl. anchovy & sardine)",19535,122045
2012,"Opisthonema","Anchovy & Sardine (small pelagics)",132460326.92,104591796
2012,"Orthopristis","Demersal marine fishes",18612,149204
2012,"Panopea","Molluscs excl. Cephalopods",1684293.01,57372908.2
2012,"Panulirus","Crustaceans",218920,29346460
2012,"Paralabrax","Demersal marine fishes",893499.8,7286299
2012,"Paranthias","Demersal marine fishes",740,19400
2012,"Parapsettus","Demersal marine fishes",14595,233571
2012,"Penaeus","Shrimps, prawns",22919208.2,1247952548
2012,"Prionace","Sharks",643871.1,5030882
2012,"Pseudobatos","Demersal marine fishes",536711.25,5347635
2012,"Pseudupeneus","Demersal marine fishes",7125.6,162273
2012,"Rimapenaeus","Shrimps, prawns",196664.6,2763293
2012,"Sarda","Pelagic marine fish (excl. anchovy & sardine)",3686847,29403584
2012,"Sardinops","Anchovy & Sardine (small pelagics)",99546476.48,107686423
2012,"Scomber","Pelagic marine fish (excl. anchovy & sardine)",44733781.2,50761322
2012,"Scomberomorus","Pelagic marine fish (excl. anchovy & sardine)",6147174.75,90749714
2012,"Scorpaena","Demersal marine fishes",11004.4,88091
2012,"Selene","Pelagic marine fish (excl. anchovy & sardine)",563930.7,2818801
2012,"Seriola","Pelagic marine fish (excl. anchovy & sardine)",1264678.2,17799748
2012,"Sicyonia","Shrimps, prawns",287076.4,3428591
2012,"Sphoeroides","Demersal marine fishes",191206.05,6220890
2012,"Sphyraena","Pelagic marine fish (excl. anchovy & sardine)",967,13420
2012,"Sphyrna","Sharks",51196.85,493731
2012,"Squatina","Sharks",652266.5,6540643
2012,"Stereolepis","Demersal marine fishes",81.8,2630
2012,"Stomolophus","Jellies",20987768,33446256
2012,"Strongylocentrotus","Echinoderms",13705,185910
2012,"Synodus","Demersal marine fishes",154596.8,1083677
2012,"Thunnus","Pelagic marine fish (excl. anchovy & sardine)",56012153.5,487736466
2012,"Trachinotus","Pelagic marine fish (excl. anchovy & sardine)",188576.7,2064150
2012,"Trichiurus","Pelagic marine fish (excl. anchovy & sardine)",3668,172346
2012,"Turbo","Molluscs excl. Cephalopods",300,6000
2012,"Xiphias","Pelagic marine fish (excl. anchovy & sardine)",33495,382860
2013,"Ablennes","Pelagic marine fish (excl. anchovy & sardine)",15125.7,173970
2013,"Acanthurus","Demersal marine fishes",53597,1096319
2013,"Aetobatus","Demersal marine fishes",10008,72090
2013,"Alopias","Sharks",68645.1,674653
2013,"Anisotremus","Demersal marine fishes",139184.6,2921915
2013,"Anoplopoma","Demersal marine fishes",2471.9,130525
2013,"Argopecten","Molluscs excl. Cephalopods",35204,163120
2013,"Ariopsis","Demersal marine fishes",7925,75567
2013,"Balistes","Demersal marine fishes",1542909.6,18072399
2013,"Brotula","Demersal marine fishes",730098.9,11071160
2013,"Calamus","Demersal marine fishes",28883,198495
2013,"Callinectes","Crustaceans",425543,7509245
2013,"Caranx","Pelagic marine fish (excl. anchovy & sardine)",171514.4,6435768
2013,"Carcharhinus","Sharks",504626.15,4011733
2013,"Caulolatilus","Demersal marine fishes",653816,6115491
2013,"Centropomus","Demersal marine fishes",959579.65,33261539
2013,"Cetengraulis","Anchovy & Sardine (small pelagics)",179129084.62,156337942
2013,"Chanos","Diadromous fishes",83743,498115
2013,"Chione","Molluscs excl. Cephalopods",146080,1383010
2013,"Coryphaena","Pelagic marine fish (excl. anchovy & sardine)",182562.3,2849867
2013,"Cynoscion","Demersal marine fishes",1988966.7,42578006
2013,"Diapterus","Demersal marine fishes",28565,286870
2013,"Diplectrum","Demersal marine fishes",34242.5,896695
2013,"Dosidicus","Cephalopods",14857316.3,67118169
2013,"Dosinia","Molluscs excl. Cephalopods",1952224,4450460
2013,"Epinephelus","Demersal marine fishes",13803.95,485678
2013,"Especies","Echinoderms",2010,49650
2013,"Etrumeus","Anchovy & Sardine (small pelagics)",16864686.68,18965504
2013,"Eucinostomus","Demersal marine fishes",695165,4427462
2013,"Eugerres","Demersal marine fishes",16541,124853
2013,"Euthynnus","Pelagic marine fish (excl. anchovy & sardine)",2876802,13792003
2013,"Farfantepenaeus","Shrimps, prawns",122203.4,4709030
2013,"Galeocerdo","Sharks",886.2,8904
2013,"Gelidium","Marine algae",94044,233762
2013,"Gerres","Demersal marine fishes",129304.8,861475
2013,"Ginglymostoma","Sharks",530,3648
2013,"Haemulon","Demersal marine fishes",1099507.55,8727087
2013,"Haemulopsis","Demersal marine fishes",170685.2,1570169
2013,"Haliotis","Molluscs excl. Cephalopods",54920.78,8313607
2013,"Hexaplex","Molluscs excl. Cephalopods",4623,40274
2013,"Hoplopagrus","Demersal marine fishes",106639.9,2768719
2013,"Hypanus","Demersal marine fishes",1540542.3,10886327
2013,"Hyporthodus","Demersal marine fishes",816418.9,28210997
2013,"Istiophorus","Pelagic marine fish (excl. anchovy & sardine)",36506.05,347419
2013,"Isurus","Sharks",39688.3,391724
2013,"Katsuwonus","Pelagic marine fish (excl. anchovy & sardine)",8142255.1,64765361
2013,"Lamna","Sharks",1471.2,49657
2013,"Larimus","Demersal marine fishes",11574,455205
2013,"Litopenaeus","Shrimps, prawns",3643953,177236738
2013,"Lobatus","Molluscs excl. Cephalopods",21486,101870
2013,"Lutjanus","Demersal marine fishes",3051439.55,111708821
2013,"Megapitaria","Molluscs excl. Cephalopods",569624,2394878
2013,"Megastraea","Molluscs excl. Cephalopods",133168,526300
2013,"Menticirrhus","Demersal marine fishes",89515.4,654452
2013,"Merluccius","Demersal marine fishes",6277231.5,49063127
2013,"Mesocentrotus","Echinoderms",41418,1656079
2013,"Microlepidotus","Demersal marine fishes",19426,284923
2013,"Micropogonias","Demersal marine fishes",6218244.3,69858320
2013,"Mobula","Demersal marine fishes",1051449.5,11805439
2013,"Mugil","Demersal marine fishes",2820845,21418492
2013,"Mustelus","Sharks",43075.7,663043
2013,"Mycteroperca","Demersal marine fishes",445762.2,11750916
2013,"Nasolamia","Sharks",29423.25,402147
2013,"Nematistius","Demersal marine fishes",654,6544
2013,"Nicholsina","Demersal marine fishes",251,5242
2013,"Oligoplites","Pelagic marine fish (excl. anchovy & sardine)",18100,127050
2013,"Opisthonema","Anchovy & Sardine (small pelagics)",220482458.6,161808983
2013,"Orthopristis","Demersal marine fishes",29686,208559
2013,"Panopea","Molluscs excl. Cephalopods",2117107,73887838
2013,"Panulirus","Crustaceans",209477,29417285
2013,"Paralabrax","Demersal marine fishes",652309.5,6945740
2013,"Paranthias","Demersal marine fishes",799,35480
2013,"Parapsettus","Demersal marine fishes",5185,81827
2013,"Penaeus","Shrimps, prawns",27286335.2,1752658974
2013,"Prionace","Sharks",512807.25,3993108
2013,"Pseudobatos","Demersal marine fishes",586580.85,5275384
2013,"Pseudupeneus","Demersal marine fishes",17077.7,560091
2013,"Rimapenaeus","Shrimps, prawns",74585.2,1458916
2013,"Sarda","Pelagic marine fish (excl. anchovy & sardine)",813517.6,5964489
2013,"Sardinops","Anchovy & Sardine (small pelagics)",84790339.2,84431812
2013,"Scomber","Pelagic marine fish (excl. anchovy & sardine)",25279021.68,21475827
2013,"Scomberomorus","Pelagic marine fish (excl. anchovy & sardine)",6067705.4,92696703
2013,"Scorpaena","Demersal marine fishes",9960.2,64822
2013,"Selene","Pelagic marine fish (excl. anchovy & sardine)",553293.7,2680016
2013,"Seriola","Pelagic marine fish (excl. anchovy & sardine)",883688.4,11012832
2013,"Sicyonia","Shrimps, prawns",6807,97105
2013,"Sphoeroides","Demersal marine fishes",454608.45,16351281
2013,"Sphyraena","Pelagic marine fish (excl. anchovy & sardine)",13841,186531
2013,"Sphyrna","Sharks",136289.05,1047868
2013,"Squatina","Sharks",699505.1,6464979
2013,"Stereolepis","Demersal marine fishes",376.8,26140
2013,"Stomolophus","Jellies",14999109,20997974
2013,"Strongylocentrotus","Echinoderms",10003,152513
2013,"Synodus","Demersal marine fishes",145325.6,981990
2013,"Thunnus","Pelagic marine fish (excl. anchovy & sardine)",67610409,573570309
2013,"Trachinotus","Pelagic marine fish (excl. anchovy & sardine)",3927615.8,2048072
2013,"Trichiurus","Pelagic marine fish (excl. anchovy & sardine)",2494,108425
2013,"Turbo","Molluscs excl. Cephalopods",1719,41128
2013,"Xiphias","Pelagic marine fish (excl. anchovy & sardine)",38429.25,830286
2014,"Ablennes","Pelagic marine fish (excl. anchovy & sardine)",17663.85,215863
2014,"Acanthurus","Demersal marine fishes",24223,484065
2014,"Aetobatus","Demersal marine fishes",39314,382898
2014,"Alopias","Sharks",543814.45,5629403
2014,"Anisotremus","Demersal marine fishes",102170.67,2419739.5
2014,"Anoplopoma","Demersal marine fishes",2465.05,122873.5
2014,"Argopecten","Molluscs excl. Cephalopods",816476,3039456
2014,"Ariopsis","Demersal marine fishes",3277.6,44963
2014,"Balistes","Demersal marine fishes",2027190.325,25085836
2014,"Brotula","Demersal marine fishes",1060771.4,17033530
2014,"Calamus","Demersal marine fishes",26283,229964
2014,"Callinectes","Crustaceans",619867,16769044
2014,"Caranx","Pelagic marine fish (excl. anchovy & sardine)",132854.5,7005868
2014,"Carcharhinus","Sharks",734096.9,7045768
2014,"Caulolatilus","Demersal marine fishes",528747.85,5592371
2014,"Centropomus","Demersal marine fishes",1174642.72,46876610.2
2014,"Cetengraulis","Anchovy & Sardine (small pelagics)",60719386.84,62234903.6
2014,"Chanos","Diadromous fishes",230100.6,1304021
2014,"Chione","Molluscs excl. Cephalopods",192171,1873765
2014,"Coryphaena","Pelagic marine fish (excl. anchovy & sardine)",158017.85,3084365
2014,"Cynoscion","Demersal marine fishes",2010228.78,47980993.23
2014,"Diapterus","Demersal marine fishes",32361,372077
2014,"Diplectrum","Demersal marine fishes",32678.95,884705
2014,"Dosidicus","Cephalopods",24475530.05,149168130
2014,"Dosinia","Molluscs excl. Cephalopods",905431,3183340
2014,"Epinephelus","Demersal marine fishes",13881.9,463046.5
2014,"Especies","Echinoderms",35588,1988925
2014,"Etrumeus","Anchovy & Sardine (small pelagics)",7568697.24,7998389
2014,"Eucinostomus","Demersal marine fishes",237337,2787713
2014,"Eugerres","Demersal marine fishes",35923,352835
2014,"Euthynnus","Pelagic marine fish (excl. anchovy & sardine)",3714911,14995636
2014,"Farfantepenaeus","Shrimps, prawns",357971,11496135
2014,"Galeocerdo","Sharks",2775.05,28262
2014,"Gelidium","Marine algae",64338,145399
2014,"Gerres","Demersal marine fishes",146250.8,1048622
2014,"Ginglymostoma","Sharks",3851.5,21438
2014,"Haemulon","Demersal marine fishes",929696.6,7640784
2014,"Haemulopsis","Demersal marine fishes",211947.4,2137509
2014,"Haliotis","Molluscs excl. Cephalopods",51200.86,7919757
2014,"Hexaplex","Molluscs excl. Cephalopods",1012006,6063662.5
2014,"Hoplopagrus","Demersal marine fishes",108358.5,2960885
2014,"Hypanus","Demersal marine fishes",1480658.85,10900053.75
2014,"Hyporthodus","Demersal marine fishes",968723.3,35912324.5
2014,"Istiophorus","Pelagic marine fish (excl. anchovy & sardine)",23746.15,255135
2014,"Isurus","Sharks",429825.5,6232581
2014,"Katsuwonus","Pelagic marine fish (excl. anchovy & sardine)",4492837.2,33968889
2014,"Lamna","Sharks",2311.8,54955
2014,"Larimus","Demersal marine fishes",9653,456430
2014,"Litopenaeus","Shrimps, prawns",4163418.34,210249491.6
2014,"Lobatus","Molluscs excl. Cephalopods",19996,72505
2014,"Lutjanus","Demersal marine fishes",3287675.4,130585426.69
2014,"Megapitaria","Molluscs excl. Cephalopods",488697,2647890
2014,"Megastraea","Molluscs excl. Cephalopods",36855,157950
2014,"Menticirrhus","Demersal marine fishes",106432.8,562449
2014,"Merluccius","Demersal marine fishes",7262581,54628115.5
2014,"Mesocentrotus","Echinoderms",15863,502581
2014,"Microlepidotus","Demersal marine fishes",60052,457890
2014,"Micropogonias","Demersal marine fishes",8857066.56,89234388
2014,"Mobula","Demersal marine fishes",1055850.65,12915735
2014,"Mugil","Demersal marine fishes",2053056.8,17378910
2014,"Mustelus","Sharks",48744.2,655158
2014,"Mycteroperca","Demersal marine fishes",462417.85,12881117
2014,"Nasolamia","Sharks",32920.25,542277
2014,"Nematistius","Demersal marine fishes",8306,80659
2014,"Nicholsina","Demersal marine fishes",1809,31640
2014,"Oligoplites","Pelagic marine fish (excl. anchovy & sardine)",18020,126400
2014,"Opisthonema","Anchovy & Sardine (small pelagics)",225600754.44,232564823.4
2014,"Orthopristis","Demersal marine fishes",53083,448639.5
2014,"Panopea","Molluscs excl. Cephalopods",2429061.92,77153944.48
