"state","landing_site","est_habitat","lat_final","lon_final","FLAGS","HemKey_lat","HemKey_lon","MelKey_lat","MelKey_lon","OHI_region_draft","site_notes_Mel"
"JALISCO","LAS CASITAS","freshwater",20.45,-103.27,NA,NA,NA,20.45,-103.27,"Nayarit/Jalisco","near the 14048xx cluster"
"JALISCO","LUIS CORTINEZ","freshwater",20.43,-103.25,NA,NA,NA,20.43,-103.25,"Nayarit/Jalisco","inland (not PV “Ruiz Cortínez,” which you already had)"
"JALISCO","EL MALECON","marine",20.654,-105.228,NA,NA,NA,20.654,-105.228,"Nayarit/Jalisco","Puerto Vallarta shoreline (note 2708xxx and 1404855 both used “malecón”)"
"JALISCO","VERTIDOR","freshwater",20.44,-103.26,NA,NA,NA,20.44,-103.26,"Nayarit/Jalisco","appears to refer to “vertedor/vertidor” structure inland"
"BAJA CALIFORNIA","CAMPO SAHUARO",NA,30.9,-114.78,NA,NA,NA,30.9,-114.78,"Baja_California_South",NA
"JALISCO","EL VALLE","freshwater",20.4617068055556,-103.127571180556,"high confidence",20.4617068055556,-103.127571180556,20.48,-103.3,"Nayarit/Jalisco","inland locality"
"JALISCO","SANTO DOMINGO","freshwater",20.8555880555556,-103.195104722222,"alert 2: multiple lat-long values in Hem's key that are more than 1 degree apart",20.8555880555556,-103.195104722222,20.455,-103.24,"Nayarit/Jalisco","inland"
"BAJA CALIFORNIA SUR","CENTENARIO",NA,24.10245,-110.413,"high confidence",24.10245,-110.413,24.14,-110.42,"Baja_California_Sur_South",NA
"BAJA CALIFORNIA SUR","ISLA LA GALLINA",NA,24.4698,-110.3935,NA,NA,NA,24.4698,-110.3935,"Baja_California_Sur_South",NA
"SINALOA","LA ENSENADA",NA,24.7472013888889,-107.649602777778,"high confidence",24.7472013888889,-107.649602777778,NA,NA,NA,NA
"NAYARIT","EL LIMON",NA,21.5299313888889,-104.596553765432,"high confidence",21.5299313888889,-104.596553765432,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","EL PULPITO",NA,26.446,-111.47,NA,NA,NA,26.446,-111.47,"Baja_California_Sur_North",NA
"JALISCO","FRENTE MESA DE FLORES","freshwater",20.465,-103.25,NA,NA,NA,20.465,-103.25,"Nayarit/Jalisco","same cluster"
"NAYARIT","EL CUACOYOLT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","PLAYA DE NOVILLERO",NA,22.379325,-105.684168,"high confidence",22.379325,-105.684168,NA,NA,NA,NA
"NAYARIT","LAGUNA DE LOS COYOTES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","LOS JIOTES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JALISCO","BARRANQUILLA","freshwater",21.8216666666667,-103.968055555556,"high confidence",21.8216666666667,-103.968055555556,20.43,-103.23,"Nayarit/Jalisco","interior"
"NAYARIT","MESA DE LAS YEGUAS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","AGUAPAN",NA,21.598489,-104.5928421,"high confidence",21.598489,-104.5928421,NA,NA,NA,NA
"NAYARIT","LA SIERRA MOJADA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","PUERTO VALLARTA",NA,20.653,-105.225,NA,NA,NA,20.653,-105.225,"Sonora_South",NA
"NAYARIT","SAN JUAN",NA,21.4340140277778,-104.598543472222,"high confidence",21.4340140277778,-104.598543472222,NA,NA,NA,NA
"SINALOA","SAN BUENA VENTURA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","EL TEPETATE",NA,21.6575487962963,-104.56430537037,"high confidence",21.6575487962963,-104.56430537037,NA,NA,NA,NA
"NAYARIT","LAGUNA DE ZOQUIPA, LA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JALISCO","LA ALAMEDA","freshwater",20.4952777777778,-103.248333333333,"alert 2: multiple lat-long values in Hem's key that are more than 1 degree apart",20.4952777777778,-103.248333333333,20.45,-103.24,"Nayarit/Jalisco","interior locality"
"SINALOA","PRESA LUIS DONALDO COLOSIO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","EL BRAZIL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","LAS TAUNAS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","EL CIRUELITO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","CAPOMO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","CORBETENA, LA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","EL COLORADO",NA,21.967528,-104.958692555556,"alert 1: multiple lat-long values in Hem's key that are more than 0.5 degree apart",21.967528,-104.958692555556,NA,NA,NA,NA
"SINALOA","LA PIONIA (CULT)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","BAHIA DE ALTATA",NA,24.568,-107.832,"high confidence",24.568,-107.832,NA,NA,NA,NA
"SINALOA","LA TINAJA",NA,25.48316,-108.025,"high confidence",25.48316,-108.025,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","CANAL CERRALVO",NA,24.1897,-109.9446,NA,NA,NA,24.1897,-109.9446,"Baja_California_Sur_South",NA
"BAJA CALIFORNIA SUR","CELESTUN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","LO DE MARCOS",NA,20.9545015277778,-105.3522625,"high confidence",20.9545015277778,-105.3522625,NA,NA,NA,NA
"NAYARIT","PLAYA DE GOLONDRINAS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","EL RANCHO",NA,29.1939525,-110.753505833333,"high confidence",29.1939525,-110.753505833333,NA,NA,NA,NA
"SINALOA","GRANJA SILVANO GAXIOLA (CULT)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","PRESIDIO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","LA PERLA",NA,24.85255,-107.788,"high confidence",24.85255,-107.788,NA,NA,NA,NA
"SINALOA","SITIO AGUA DULCE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","EL ARBOLITO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","LAS JARILLAS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JALISCO","EL MEZQUITAN","freshwater",20.43,-103.2,NA,NA,NA,20.43,-103.2,"Nayarit/Jalisco","inland north of Chapala"
"SINALOA","CRISTO REY (CULT)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","BORDO PRIETO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","EL RINCON",NA,22.7493822222222,-105.030398518519,"high confidence",22.7493822222222,-105.030398518519,NA,NA,NA,NA
"SINALOA","AGUSTINA RAMIREZ (PRESA EL PE¬∫ON)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","RIO CULIACAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JALISCO","MESA DE FLORES","freshwater",22.1075,-103.375833333333,"alert 1: multiple lat-long values in Hem's key that are more than 0.5 degree apart",22.1075,-103.375833333333,20.46,-103.225,"Nayarit/Jalisco","interior"
"SONORA","SAN PEDRO NOLASCO",NA,27.96799485,-111.3764559,"high confidence",27.96799485,-111.3764559,27.973,-111.376,"Sonora_South",NA
"SINALOA","SAN IGNACIO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","PASO DE ALICA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","PUNTA EL AGUILILLA",NA,25.7048,-111.2102,NA,NA,NA,25.7048,-111.2102,"Baja_California_Sur_South",NA
"JALISCO","LAS PUERTAS","freshwater",20.44,-103.23,NA,NA,NA,20.44,-103.23,"Nayarit/Jalisco","inland Chapala cluster"
"SINALOA","SITIO ESTACADA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","TAZAJAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","PLAYA COLORADA",NA,25.2860383333333,-108.330110555556,"high confidence",25.2860383333333,-108.330110555556,NA,NA,NA,NA
"NAYARIT","LA PE%ITAS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","PENITA, LA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","CAMARICULTORES DE SINALOA (CULT)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","LAS MOJARRAS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","PUNTA LOBOS",NA,27.314,-110.598,NA,NA,NA,27.314,-110.598,"Sonora_South",NA
"SINALOA","VILLA DEL SOL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","DAUTILLOS (CULT)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","LA TARRAYA (CULT)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","LA PITAHAYA",NA,25.5551791666667,-108.511665833333,"high confidence",25.5551791666667,-108.511665833333,NA,NA,NA,NA
"BAJA CALIFORNIA","MATANCITAS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","ESTERO SAN LUCAS",NA,27.2316,-112.1985,"alert 4: the lat-long values in Hem's key do not match the lat-long values in Mel's key by more than 2 degrees",22.9051436,-109.9682813,27.2316,-112.1985,"Baja_California_Sur_North",NA
"SINALOA","EL CHUPADERO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","PALAPITA, LA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","BARRA GRANDE DE BOCA DE CAMICHIN",NA,21.7463888,-105.4894444,"high confidence",21.7463888,-105.4894444,NA,NA,NA,NA
"BAJA CALIFORNIA","CAMPO COLORADA",NA,28.9968,-113.1442,NA,NA,NA,28.9968,-113.1442,"Baja_California_South",NA
"SINALOA","LA CRUZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","VAREJONAL",NA,25.0939933,-107.39613885,"high confidence",25.0939933,-107.39613885,NA,NA,NA,NA
"SONORA","COZUMEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","BAHIA DE SAYULITA",NA,20.8690862,-105.4410109,"high confidence",20.8690862,-105.4410109,NA,NA,NA,NA
"JALISCO","DESAGUE","freshwater",20.435,-103.23,NA,NA,NA,20.435,-103.23,"Nayarit/Jalisco","inland; likely canal/desagüe into agricultural area"
"JALISCO","EL DESAGUE","freshwater",20.438,-103.235,NA,NA,NA,20.438,-103.235,"Nayarit/Jalisco","similar to above; treat as separate node by key"
"JALISCO","MARGEN DE LA PRESA","freshwater",20.43,-103.24,NA,NA,NA,20.43,-103.24,"Nayarit/Jalisco","inland"
"JALISCO","LAS BARRANCAS","freshwater",21.04,-104.12,"high confidence",21.04,-104.12,20.43,-103.26,"Nayarit/Jalisco","interior"
"JALISCO","TOLUCA","freshwater",21.4620566666667,-101.772183055556,"high confidence",21.4620566666667,-101.772183055556,20.45,-103.255,"Nayarit/Jalisco","inland Toluca (not Estado de México), consistent with Chapala ring"
"SINALOA","PENINSULA DE LUCENILLA (CULT)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","20 DE NOVIEMBRE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","AGUAS CONTINENTALES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","SABINOS, LOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","VENA EL AZUELEADERO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","MAZATLAN",NA,30.7213,-114.7082,NA,NA,NA,30.7213,-114.7082,"Baja_California_South",NA
"NAYARIT","PERICOS",NA,22.45383,-105.639,"high confidence",22.45383,-105.639,NA,NA,NA,NA
"BAJA CALIFORNIA","RIO COLORADO",NA,31.8009,-114.8169,NA,NA,NA,31.8009,-114.8169,"Baja_California_North",NA
"SONORA","LA ARENITAS",NA,26.7978,-109.775,NA,NA,NA,26.7978,-109.775,"Sonora_South",NA
"SONORA","PUERTO JUAREZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","BARRIO LOS CERRITOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","EL MUERTO",NA,29.417,-113.7905,NA,NA,NA,29.417,-113.7905,"Baja_California_South",NA
"NAYARIT","BANQUITO, EL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","LOS DRAGUITOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JALISCO","BAHIA DE BANDERA","marine",20.65,-105.3,NA,NA,NA,20.65,-105.3,"Nayarit/Jalisco","unusual code, but clearly “Bahía de Banderas;” assign marine"
"SINALOA","BAHIA DE MACAPULE",NA,25.38,-108.703,"high confidence",25.38,-108.703,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","CAMPO PUNTA EL PERICO",NA,24.0323,-109.8094,NA,NA,NA,24.0323,-109.8094,"Baja_California_Sur_South",NA
"BAJA CALIFORNIA SUR","PUNTA SALINAS",NA,24.888,-110.683,NA,NA,NA,24.888,-110.683,"Baja_California_Sur_South",NA
"JALISCO","EL CORRAL","marine",20.0021,-105.389,"high confidence",20.0021,-105.389,20.705,-105.33,"Nayarit/Jalisco","Bahía de Banderas small landing (El Corral beach/estuary area)"
"NAYARIT","LOS LOPEZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","RIO ELOTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","BAHIA DE BARADITO Y ALTAMURA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","LA ORQUETA (CULT.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JALISCO","PRESA CIENEGA DE GALVANEZ","freshwater",20.69,-103.4,NA,NA,NA,20.69,-103.4,"Nayarit/Jalisco","interior; you have a prior “Cienega de Galvanes” with 1404037 (keep separate IDs)"
"SINALOA","ESTERO BANDERILLAS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","RANCHO ZIMARRON KM 68",NA,30.63,-114.707,NA,NA,NA,30.63,-114.707,"Baja_California_South",NA
"SINALOA","LOPEZ PORTILLO (PRESA)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","ENSENADA LA CHABELA (EN ISLA SAN MARCOS)",NA,27.18,-112.04,NA,NA,NA,27.18,-112.04,"Baja_California_Sur_North",NA
"JALISCO","PRESA EL HORNO","freshwater",20.82,-103.33,NA,NA,NA,20.82,-103.33,"Nayarit/Jalisco","Jalisco"
"BAJA CALIFORNIA SUR","PUNTA COLORADA (EN ISLA SAN JOSE)",NA,25.037,-110.598,NA,NA,NA,25.037,-110.598,"Baja_California_Sur_South",NA
"JALISCO","PRESA DE LA LUZ","freshwater",20.825,-103.045,NA,NA,NA,20.825,-103.045,"Nayarit/Jalisco","Los Altos region"
"SONORA","RIO EL NARANJO Y EL SALADO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","ACUIC. MAR Y SOL.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JALISCO","MONTE NEGRO","freshwater",20.46,-103.245,NA,NA,NA,20.46,-103.245,"Nayarit/Jalisco","interior"
"SINALOA","DIQUE LA ENSENADA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","LOS DE A CABALLO",NA,23.007,-106.027,"high confidence",23.007,-106.027,NA,NA,NA,NA
"NAYARIT","LAGUNA DE AGUA BRAVA",NA,22.1206,-105.5386,"high confidence",22.1206,-105.5386,NA,NA,NA,NA
"BAJA CALIFORNIA","LAGUNA SALADA",NA,32.45607935,-115.73018945,"high confidence",32.45607935,-115.73018945,32.5007,-115.7502,"Baja_California_North",NA
"BAJA CALIFORNIA","ISLA PARTIDA",NA,28.87,-113.031,"high confidence",28.87,-113.031,28.87,-113.031,"Baja_California_South",NA
"NAYARIT","LA NUEVA """"U""""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","PUNTA CALABOZO (EN ISLA SAN JOSE)",NA,25.06,-110.68,NA,NA,NA,25.06,-110.68,"Sonora_South",NA
"BAJA CALIFORNIA SUR","ISLA SAN MARCOS",NA,27.1891708333333,-112.081222222222,"high confidence",27.1891708333333,-112.081222222222,27.221,-112.0746,"Baja_California_Sur_North",NA
"NAYARIT","PASEO DE SAN JUAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","VIVEROS DE CAMARON DE AGUA DULCE (CULT)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JALISCO","PRESA PALO VERDE","freshwater",20.67,-103.33,NA,NA,NA,20.67,-103.33,"Nayarit/Jalisco","interior"
"SINALOA","DRENES Y CANALES DIST. NO.74",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","ESTERO RANCHO BUENO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","MATITA, LA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","ARROYO DEL CAPOMO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","COLORIN, EL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","EL CIRUELO",NA,21.2589775,-104.348542777778,"high confidence",21.2589775,-104.348542777778,NA,NA,NA,NA
"NAYARIT","LAS BLANCAS",NA,21.5402151851852,-104.73897962963,"high confidence",21.5402151851852,-104.73897962963,NA,NA,NA,NA
"SINALOA","ORILLA DEL RIO HUMAYA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","EL BRASIL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","LITORAL DEL ESTADO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","CENTRO RECEPCION COOP. OSTRICAMICHIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","GUAMUCHIL",NA,24.1494,-110.3229,NA,NA,NA,24.1494,-110.3229,"Baja_California_Sur_South",NA
"NAYARIT","LOMA DEL COYOTE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","CUACOYOTL, EL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","LA CORTINA (EL CAJON)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","EL PUENTE",NA,21.6110179861111,-105.059310486111,"high confidence",21.6110179861111,-105.059310486111,NA,NA,NA,NA
"SINALOA","VARIOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","RESPONDEREMOS A MEXICO (CULT)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","EL CENTENARIO",NA,24.1024486111111,-110.4131275,"high confidence",24.1024486111111,-110.4131275,24.1494,-110.3229,"Baja_California_Sur_South",NA
"SINALOA","BAJO BALLENAS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","SAN PEDRO LAS PLAYAS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","LAS CUEVITAS",NA,29.6183239583333,-110.819660694444,"high confidence",29.6183239583333,-110.819660694444,29.694,-112.557,"Sonora_Mid",NA
"SINALOA","PUNTILLA ANCHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","CALETA SANTA MARIA",NA,22.929,-109.815,NA,NA,NA,22.929,-109.815,"Baja_California_Sur_South",NA
"NAYARIT","JUAN PEREZ, (ESTERO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","VENA PUERCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","PRESA ABELARDO L. RODRIGUEZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","NO ESPECIFICADO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","LA SAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","SAN JORGE",NA,31.217,-113.159,NA,NA,NA,31.217,-113.159,"Sonora_Mid",NA
"NAYARIT","EMBARCADERO ZOMATLAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","CURVINAS, LAS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","PRESA IGNACIO L. ALATORRE (PUNTA DE AGUA)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","ENSENADA DE MUERTOS",NA,23.9944626,-109.82338895,"high confidence",23.9944626,-109.82338895,23.9893,-109.8355,"Baja_California_Sur_South",NA
"SONORA","AGIAMPO",NA,27.1947,-109.5419,NA,NA,NA,27.1947,-109.5419,"Sonora_South",NA
"BAJA CALIFORNIA SUR","EL REMATE (BAHIA CONCEPCION)",NA,26.81,-111.89,NA,NA,NA,26.81,-111.89,"Baja_California_Sur_North",NA
"BAJA CALIFORNIA SUR","Faro Santo Domingo",NA,27.03,-114.15,NA,NA,NA,27.03,-114.15,"Baja_California_Sur_North",NA
"SINALOA","EL VERDE",NA,23.4123412962963,-106.404456388889,"high confidence",23.4123412962963,-106.404456388889,NA,NA,NA,NA
"NAYARIT","AGUAMILPA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","BAHIA ADAIR",NA,31.56001115,-113.8255353,"high confidence",31.56001115,-113.8255353,31.5796,-113.911,"Sonora_North",NA
"BAJA CALIFORNIA","VICENTE GUERRERO",NA,30.7320238888889,-115.989285833333,"high confidence",30.7320238888889,-115.989285833333,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","SANTA ROSALILLITA",NA,27.3397,-112.2631,NA,NA,NA,27.3397,-112.2631,"Baja_California_Sur_North",NA
"SINALOA","MUELLE ESCAMERO DE EL FUERTE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","HOBO, EL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","LITORAL DEL ESTADO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","Santa Rosa (Aguas Litorales)",NA,23.3,-109.9,NA,NA,NA,23.3,-109.9,"Baja_California_Sur_South",NA
"SONORA","PRESA SAN JOSE ATLANGA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","ESTERO EL BARRIL",NA,23.6773,-109.6975,NA,NA,NA,23.6773,-109.6975,"Baja_California_Sur_South",NA
"BAJA CALIFORNIA","CERRO PRIETO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","PANTEON, EL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","PUERTA DEL FLOJO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","REV. CALIHUEY, POCHOTES VARIOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","ACUACULTORES DE DIMAS (CULT)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","PRESA ADOLFO LOPEZ MATEOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","LITORAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","2 ARBOLITOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","EL ROBLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","CRUZ DE ELOTA",NA,23.89858685,-106.9112974,"high confidence",23.89858685,-106.9112974,NA,NA,NA,NA
"NAYARIT","VENA EL PUYEQUE",NA,22.5986111,-105.2244444,"high confidence",22.5986111,-105.2244444,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","BOCA EL MOJON",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","LIT.GOLFO DE CALIFORNIA",NA,29.65,-113.86,NA,NA,NA,29.65,-113.86,"Baja_California_South",NA
"JALISCO","PRESA EL SAUCILLO","freshwater",20.815,-103.04,NA,NA,NA,20.815,-103.04,"Nayarit/Jalisco","inland Los Altos"
"SONORA","TAMIAHUA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","CUEVAS, LAS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","HECHOTEHUECA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","LOS POCHOTES",NA,24.8407498555556,-107.771430327778,"high confidence",24.8407498555556,-107.771430327778,NA,NA,NA,NA
"SINALOA","EL RASTRO",NA,25.69041,-109.039,"high confidence",25.69041,-109.039,NA,NA,NA,NA
"BAJA CALIFORNIA","SAN SEBASTIAN",NA,26.617,-111.568,NA,NA,NA,26.617,-111.568,"Baja_California_South",NA
"BAJA CALIFORNIA SUR","COSTAS DE CELESTUN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","PUNTA RAZA",NA,21.0129296,-105.317355533333,"high confidence",21.0129296,-105.317355533333,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","LAS TINAS",NA,23.8167,-109.7172,NA,NA,NA,23.8167,-109.7172,"Baja_California_Sur_South",NA
"BAJA CALIFORNIA SUR","SAN MIGUEL",NA,26.527,-111.411,NA,NA,NA,26.527,-111.411,"Baja_California_Sur_North",NA
"BAJA CALIFORNIA SUR","EL MOJON",NA,27.0645,-111.9926,NA,NA,NA,27.0645,-111.9926,"Baja_California_Sur_North",NA
"SINALOA","LA CALETA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","PRESA EL CAJON",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","PAREDON ROJO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","PLAYA EL CARACOL",NA,24.2973,-110.1982,NA,NA,NA,24.2973,-110.1982,"Baja_California_Sur_South",NA
"JALISCO","EL PASADERO DE PIEDRA","marine",NA,NA,NA,NA,NA,NA,NA,NA,"1202 prefix _ Sonora area, looks like landing in coastal Sonora near Guaymas"
"SINALOA","EBANITO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","CRUZ DE ELOTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","EMBARCADERO LA COMPRA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","EL TREBOL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","PUNTA LUPONA (EN ISLA ESPIRITU SANTO)",NA,24.49,-110.3,NA,NA,NA,24.49,-110.3,"Baja_California_Sur_South",NA
"BAJA CALIFORNIA","BAHIA DE MACAPULE",NA,25.25,-108.52,NA,NA,NA,25.25,-108.52,"Baja_California_South",NA
"BAJA CALIFORNIA SUR","EL BARRIL",NA,28.3,-112.933,NA,NA,NA,28.3,-112.933,"Baja_California_Sur_North",NA
"JALISCO","CHICURA","marine",NA,NA,NA,NA,NA,NA,NA,NA,"2507 _ Sinaloa, likely near Culiacán / Altata"
"SINALOA","BUENOS AIRES ELOTA SINALOA (CULT)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","ALVARADO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","PRESA EL CAJON",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
