"state","landing_site","est_habitat","lat_final","lon_final","FLAGS","HemKey_lat","HemKey_lon","MelKey_lat","MelKey_lon","OHI_region_draft","site_notes_Mel"
"JALISCO","PUNTA PE√ëITAS","marine",20.699,-105.2,NA,NA,NA,20.699,-105.2,"Nayarit/Jalisco","Punta Peñitas, Bahía de Banderas (approx)"
"NAYARIT","ANEXO EMBARCADERO SAN MIGUEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","EL PARDITO",NA,24.863,-110.588,NA,NA,NA,24.863,-110.588,"Baja_California_Sur_South",NA
"BAJA CALIFORNIA SUR","SAN JAVIER",NA,26.005,-111.337,NA,NA,NA,26.005,-111.337,"Baja_California_Sur_South",NA
"BAJA CALIFORNIA SUR","BAHIA SANTA INES",NA,27.0306,-111.9739,NA,NA,NA,27.0306,-111.9739,"Baja_California_Sur_North",NA
"BAJA CALIFORNIA SUR","TEMBABICHE",NA,25.2567641,-110.9507227,"high confidence",25.2567641,-110.9507227,25.313,-111.089,"Baja_California_Sur_South",NA
"JALISCO","BORDO MIRAPLANES","freshwater",20.645,-103.385,NA,NA,NA,20.645,-103.385,"Nayarit/Jalisco","inland agricultural waterbody"
"JALISCO","BORDO LOS ORGANOS","freshwater",20.72,-103.28,NA,NA,NA,20.72,-103.28,"Nayarit/Jalisco","small agricultural reservoir"
"JALISCO","BORDO DON GIL","freshwater",20.22,-104.16,"high confidence",20.22,-104.16,20.69,-103.14,"Nayarit/Jalisco","inland; centroid"
"SINALOA","BOCA DE LUGO",NA,26.353,-108.514,"high confidence",26.353,-108.514,NA,NA,NA,NA
"SINALOA","EL PATOLE",NA,23.7283013888889,-106.814005,"high confidence",23.7283013888889,-106.814005,NA,NA,NA,NA
"NAYARIT","ESPINO, EL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","MEXICALI",NA,32.6459879166667,-115.471139444444,"high confidence",32.6459879166667,-115.471139444444,32.6508,-115.4667,"Baja_California_North",NA
"BAJA CALIFORNIA SUR","ISLA SANTA CATALINA",NA,25.6345,-110.8175,NA,NA,NA,25.6345,-110.8175,"Baja_California_Sur_South",NA
"JALISCO","CORRALES","marine",20.679,-105.295,"alert 4: the lat-long values in Hem's key do not match the lat-long values in Mel's key by more than 2 degrees",20.0141651388889,-102.819913194444,20.679,-105.295,"Nayarit/Jalisco","likely coastal Corrales area near Boca de Tomates"
"NAYARIT","EMBARCADERO EL CORDON",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","PUERTO AGUA VERDE",NA,25.5120663888889,-111.071265277778,"high confidence",25.5120663888889,-111.071265277778,25.5277,-111.0814,"Baja_California_Sur_South",NA
"SONORA","CABO HARO",NA,27.842,-110.88805555,"high confidence",27.842,-110.88805555,27.839,-110.89,"Sonora_South",NA
"JALISCO","PRESA LA SAUCEDA","freshwater",20.78,-103.23,NA,NA,NA,20.78,-103.23,"Nayarit/Jalisco","interior Jalisco reservoir"
"SONORA","LAS SALINAS",NA,26.4218,-109.326,"alert 4: the lat-long values in Hem's key do not match the lat-long values in Mel's key by more than 2 degrees",31.5117541666667,-114.135735833333,26.4218,-109.326,"Sonora_South",NA
"SONORA","R. PORTUARIO PCO",NA,31.317,-113.538,NA,NA,NA,31.317,-113.538,"Sonora_North",NA
"SINALOA","EL TAPAHUITO",NA,23.3691683333333,-106.494954166667,"high confidence",23.3691683333333,-106.494954166667,NA,NA,NA,NA
"NAYARIT","SAYULITA",NA,20.8690726851852,-105.438321851852,"high confidence",20.8690726851852,-105.438321851852,NA,NA,NA,NA
"JALISCO","PRESA TEXCALAME","freshwater",20.7,-103.42,NA,NA,NA,20.7,-103.42,"Nayarit/Jalisco","basin west Chapala area"
"SONORA","LITORAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JALISCO","PRESA JUIQUINAQUE","freshwater",20.63,-103.48,NA,NA,NA,20.63,-103.48,"Nayarit/Jalisco","smaller inland presa with limited references"
"JALISCO","PRESA POTRERILLOS","freshwater",20.717,-103.653,NA,NA,NA,20.717,-103.653,"Nayarit/Jalisco","west of Chapala region"
"JALISCO","PRESA SANTA ROSA","freshwater",20.61,-103.3,NA,NA,NA,20.61,-103.3,"Nayarit/Jalisco","inland, NW Chapala region"
"JALISCO","PRESA LA BOQUILLA","freshwater",20.9,-102.89,NA,NA,NA,20.9,-102.89,"Nayarit/Jalisco","Los Altos region"
"JALISCO","PRESA LAS PIEDRAS","freshwater",20.695,-103.425,NA,NA,NA,20.695,-103.425,"Nayarit/Jalisco","interior west-Chapala"
"JALISCO","PRESA EL NOGAL","freshwater",20.592,-103.265,NA,NA,NA,20.592,-103.265,"Nayarit/Jalisco","near Tlajomulco basin"
"JALISCO","PRESA DE PARTIDAS","freshwater",20.8,-103.05,NA,NA,NA,20.8,-103.05,"Nayarit/Jalisco","smaller dam; centroid"
"JALISCO","PRESA SAN ANTONIO DE LA CALERA","freshwater",20.735,-103.22,NA,NA,NA,20.735,-103.22,"Nayarit/Jalisco","interior between GDL & Chapala"
"SONORA","LA CINITA",NA,26.8113,-109.7495,"alert 4: the lat-long values in Hem's key do not match the lat-long values in Mel's key by more than 2 degrees",30.8508702951696,-113.016280866365,26.8113,-109.7495,"Sonora_South",NA
"NAYARIT","PLATANITOS",NA,21.3991988888889,-104.978006111111,"high confidence",21.3991988888889,-104.978006111111,NA,NA,NA,NA
"SINALOA","LOS PUENTES CUATES",NA,25.3546152777778,-108.331549166667,"high confidence",25.3546152777778,-108.331549166667,NA,NA,NA,NA
"SONORA","LAS PALMAS SAN CARLOS",NA,28.3156,-111.456,NA,NA,NA,28.3156,-111.456,"Sonora_South",NA
"SINALOA","ALTA MAR",NA,22.877,-106.475,"high confidence",22.877,-106.475,NA,NA,NA,NA
"JALISCO","PRESA SAN ANDRES","freshwater",20.61,-103.36,NA,NA,NA,20.61,-103.36,"Nayarit/Jalisco","inland"
"JALISCO","RIO TULE","freshwater",20.68,-103.33,NA,NA,NA,20.68,-103.33,"Nayarit/Jalisco","flows interior; freshwater (not coastal Tule in Oaxaca—this one is the Jalisco entry)"
"SINALOA","LAS GRULLAS",NA,25.853345,-109.322,"high confidence",25.853345,-109.322,NA,NA,NA,NA
"JALISCO","PRESA LOS PEREZ","freshwater",20.78,-103.22,NA,NA,NA,20.78,-103.22,"Nayarit/Jalisco","Interior Jalisco presa in the same “presa belt” as other 14040xx dams"
"JALISCO","BOQUILLA DE ZARAGOZA","freshwater",20.43,-103.23,NA,NA,NA,20.43,-103.23,"Nayarit/Jalisco","Inland “boquilla” site (upstream narrowing) in Chapala basin; not the coastal Veracruz one"
"JALISCO","BOCA NEGRA","marine",20.705,-105.32,NA,NA,NA,20.705,-105.32,"Nayarit/Jalisco","14060xx pattern = Bahía de Banderas coast; Boca Negra is a small coastal site north of PV"
"JALISCO","PRESA ACHIMEC","freshwater",20.85,-103.05,NA,NA,NA,20.85,-103.05,"Nayarit/Jalisco","Inland presa in Los Altos/NE region"
"JALISCO","PRESA SAN ISIDRO","freshwater",20.41,-103.22,NA,NA,NA,20.41,-103.22,"Nayarit/Jalisco","Small reservoir near Chapala basin (same 14048xx “bordo/presa” cluster)"
"SINALOA","CANDELONES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","PUERTO VIEJO (EN B.C.N.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","ENSENADA DE LA PAZ",NA,24.1361,-110.3887,NA,NA,NA,24.1361,-110.3887,"Baja_California_Sur_South",NA
"BAJA CALIFORNIA SUR","LA TRINIDAD",NA,26.990935,-112.516345277778,"high confidence",26.990935,-112.516345277778,27.7026,-112.6432,"Baja_California_Sur_North",NA
"BAJA CALIFORNIA","PUNTA ARENA",NA,29.3849,-113.96675,NA,NA,NA,29.3849,-113.96675,"Baja_California_South",NA
"BAJA CALIFORNIA","MUELLE DE SAN FELIPE",NA,31.0173,-114.8335,NA,NA,NA,31.0173,-114.8335,"Baja_California_North",NA
"BAJA CALIFORNIA","ESTERO SAN JOSE B.C.N.",NA,23.05,-109.68306,NA,NA,NA,23.05,-109.68306,"Baja_California_South",NA
"SINALOA","EN MOCHIS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","BAHIA DE LOS ANGELES B.C.N.",NA,28.95192,-113.56243,NA,NA,NA,28.95192,-113.56243,"Baja_California_South",NA
"NAYARIT","VENA DEL PUYEQUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","EL COCHORIT",NA,27.9186,-110.776,NA,NA,NA,27.9186,-110.776,"Sonora_South",NA
"SONORA","EL JAGUEY",NA,30.8611111111111,-113.103333333333,"high confidence",30.8611111111111,-113.103333333333,30.8127,-113.127,"Sonora_Mid",NA
"SINALOA","BAHIA DE LECHUGUILLA",NA,25.715,-109.339,"high confidence",25.715,-109.339,NA,NA,NA,NA
"SINALOA","DREN CINCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","EL COLORADO",NA,25.6813559259259,-109.021987037037,"alert 1: multiple lat-long values in Hem's key that are more than 0.5 degree apart",25.6813559259259,-109.021987037037,NA,NA,NA,NA
"SINALOA","LA BALLENA",NA,25.9675461111111,-109.386728888889,"high confidence",25.9675461111111,-109.386728888889,NA,NA,NA,NA
"JALISCO","LOS ARRAYANES","freshwater",20.37,-103.16,"alert 1: multiple lat-long values in Hem's key that are more than 0.5 degree apart",20.37,-103.16,20.66,-103.39,"Nayarit/Jalisco","Interior agricultural waterbody west of Chapala"
"BAJA CALIFORNIA","EL BARRIL",NA,28.3013047222222,-112.872435,"high confidence",28.3013047222222,-112.872435,28.301,-112.8725,"Baja_California_South",NA
"BAJA CALIFORNIA SUR","LA PITHAYA",NA,25.03,-110.95,NA,NA,NA,25.03,-110.95,"Baja_California_Sur_South",NA
"SONORA","LA SALINITA",NA,27.8863,-110.952,NA,NA,NA,27.8863,-110.952,"Sonora_South",NA
"BAJA CALIFORNIA","PUNTA FINAL (B. DE LOS ANGELES)",NA,28.95192,-113.56243,NA,NA,NA,28.95192,-113.56243,"Baja_California_South",NA
"SINALOA","LA HERRADURA",NA,24.7184578703704,-107.395631481481,"high confidence",24.7184578703704,-107.395631481481,NA,NA,NA,NA
"SINALOA","CULTIVADORES DE LAS MARISMAS (CULT)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","ESCOLLERA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","SAN LUIS GONZAGA B.C.N.",NA,29.7924,-114.38,NA,NA,NA,29.7924,-114.38,"Baja_California_South",NA
"BAJA CALIFORNIA","EL BARRIL B.C.N.",NA,28.3009,-112.8741,NA,NA,NA,28.3009,-112.8741,"Baja_California_South",NA
"NAYARIT","EL PERDON",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","EL SALADO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","LA ATANASIA",NA,27.2657226,-110.140275566667,"high confidence",27.2657226,-110.140275566667,27.1524,-110.207,"Sonora_South",NA
"NAYARIT","BLANCAS, LAS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","DALITAR",NA,23.3466,-109.601,NA,NA,NA,23.3466,-109.601,"Baja_California_Sur_South",NA
"SINALOA","POZO DE LASA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","PUERTO SAN JOSE",NA,27.12,-110.136,NA,NA,NA,27.12,-110.136,"Sonora_South",NA
"SONORA","PRESA OVIACHI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","MUELLE DE SANIMAR (LA PAZ)",NA,24.155,-110.32,NA,NA,NA,24.155,-110.32,"Baja_California_Sur_South",NA
"NAYARIT","SAN RAFAEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","CALAMAJUE",NA,29.633333,-114.416667,"high confidence",29.633333,-114.416667,29.6904,-114.1555,"Baja_California_South",NA
"SINALOA","ALAMITO Y CAIMANERO (CULT)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","PRESA JINCORIS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","TAPO EL PUENTE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","SITIO LAS COYOTAS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","BOQUITAS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","POZO DE HACIENDA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","LAZARO CARDENAS",NA,25.9418766666667,-108.937836805556,"high confidence",25.9418766666667,-108.937836805556,NA,NA,NA,NA
"SONORA","EL COLORADO",NA,28.2899536111111,-111.414901388889,"alert 2: multiple lat-long values in Hem's key that are more than 1 degree apart",28.2899536111111,-111.414901388889,29.8142,-112.638,"Sonora_Mid",NA
"NAYARIT","LAS FLORES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","LA MATITA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","NOTIENE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JALISCO","PRESA LA ROSITA","freshwater",20.65,-103.4,NA,NA,NA,20.65,-103.4,"Nayarit/Jalisco","interior presa near west-Chapala zone"
"NAYARIT","SAN FRANCISCO",NA,20.9022469444444,-105.413344166667,"alert 1: multiple lat-long values in Hem's key that are more than 0.5 degree apart",20.9022469444444,-105.413344166667,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","SAN LUIS",NA,23.1837,-109.4668,NA,NA,NA,23.1837,-109.4668,"Baja_California_Sur_South",NA
"BAJA CALIFORNIA SUR","CABO PULMO",NA,23.445,-109.42,NA,NA,NA,23.445,-109.42,"Baja_California_Sur_South",NA
"BAJA CALIFORNIA","FRONTERA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","BAJO SAN MIGUEL",NA,28.1921,-112.7871,NA,NA,NA,28.1921,-112.7871,"Baja_California_South",NA
"SINALOA","LAS LAJITAS",NA,26.0924922222222,-109.380414583333,"alert 2: multiple lat-long values in Hem's key that are more than 1 degree apart",26.0924922222222,-109.380414583333,NA,NA,NA,NA
"SINALOA","ESTERO LA HERRADURA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","LA CAIMANERA",NA,25.85058,-109.353,"high confidence",25.85058,-109.353,NA,NA,NA,NA
"SONORA","PAREDON",NA,27.51,-110.1,NA,NA,NA,27.51,-110.1,"Sonora_South",NA
"SINALOA","ESTERO DE PLAYA COLORADO",NA,25.282,-108.348,"high confidence",25.282,-108.348,NA,NA,NA,NA
"NAYARIT","LAGUNA LA PESCA",NA,22.074051,-105.29006855,"high confidence",22.074051,-105.29006855,NA,NA,NA,NA
"SONORA","LA CAIMANZA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JALISCO","PRESA EL POCHOTE","freshwater",20.6,-103.25,NA,NA,NA,20.6,-103.25,"Nayarit/Jalisco","small dam in interior"
"BAJA CALIFORNIA","CA?ADA DE LAS MUJERES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","RIO FUERTE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","AGIABAMPO",NA,26.347,-109.218,"high confidence",26.347,-109.218,NA,NA,NA,NA
"SINALOA","EL QUELELE (CULT)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","JARRETADERAS",NA,20.6903171333333,-105.273025966667,"high confidence",20.6903171333333,-105.273025966667,NA,NA,NA,NA
"SONORA","PRESA CAJON DE ONAPA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","PUNTA TRINIDAD",NA,27.8214,-112.7245,NA,NA,NA,27.8214,-112.7245,"Baja_California_Sur_North",NA
"NAYARIT","PRESA LA REDONDA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","BAHIA GUAYMAS",NA,27.909,-110.858,NA,NA,NA,27.909,-110.858,"Sonora_South",NA
"SINALOA","CEPA-OHUIRA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","LAS SALINITAS",NA,27.93,-110.94,NA,NA,NA,27.93,-110.94,"Sonora_South",NA
"BAJA CALIFORNIA SUR","BAHIA SAN NICOLAS",NA,26.599,-111.541,NA,NA,NA,26.599,-111.541,"Baja_California_Sur_North",NA
"NAYARIT","MUELLE PESQUERO NO. 1 (NORTE)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","PUNTA DELASTRO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","CRUZ BLANCA (CULT)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","EL SOMBRERETE",NA,32.1669,-115.057,NA,NA,NA,32.1669,-115.057,"Baja_California_North",NA
"BAJA CALIFORNIA","CANADA, LA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","PUNTA BALLENAS",NA,28.4706,-112.9017,NA,NA,NA,28.4706,-112.9017,"Baja_California_South",NA
"SINALOA","BACOREHUIS",NA,26.3038896138889,-109.096550622222,"high confidence",26.3038896138889,-109.096550622222,NA,NA,NA,NA
"BAJA CALIFORNIA","BAHIA SAN SEBASTIAN",NA,26.61715,-111.56762,NA,NA,NA,26.61715,-111.56762,"Baja_California_South",NA
"SONORA","SAN CARLOS",NA,27.9574525,-111.043032966667,"alert 3: multiple lat-long values in Hem's key that are more than 2 degrees apart",27.9574525,-111.043032966667,27.9622,-111.04,"Sonora_South",NA
"SINALOA","EL VEINTITRES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","BAHIA SALINAS (EN ISLA DEL CARMEN)",NA,25.943,-111.172,NA,NA,NA,25.943,-111.172,"Baja_California_Sur_South",NA
"JALISCO","PRESA LABOR DE GUADALUPE","freshwater",20.44,-103.32,NA,NA,NA,20.44,-103.32,"Nayarit/Jalisco","small inland presa"
"BAJA CALIFORNIA","EL CHUPADERO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","SAN LUIS GONZAGA",NA,29.79359,-114.3806,"high confidence",29.79359,-114.3806,29.7675,-114.3672,"Baja_California_South",NA
"SONORA","PRESA LA ANGOSTURA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","SAN FRANCISQUITO B.C.N.",NA,28.41063,-112.85712,NA,NA,NA,28.41063,-112.85712,"Baja_California_South",NA
"BAJA CALIFORNIA","LA MERCED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","CORTINA DE LA PRESA LA CAMPANA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","PUERTO ANGEL",NA,29.03,-113.551,NA,NA,NA,29.03,-113.551,"Baja_California_South",NA
"BAJA CALIFORNIA","POB. LUIS GIL PEREZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JALISCO","MALECON","marine",20.654,-105.229,NA,NA,NA,20.654,-105.229,"Nayarit/Jalisco","“El Malecón” in Puerto Vallarta; note key pattern different from Jalisco block"
"JALISCO","EL GUAMUCHIL","freshwater",21.1563641666667,-103.836319722222,"alert 2: multiple lat-long values in Hem's key that are more than 1 degree apart",21.1563641666667,-103.836319722222,20.7,-103.2,"Nayarit/Jalisco","interior Jalisco (not Sinaloa’s Guamúchil)"
"SINALOA","BAHIA DE BANDERA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","MULAS, LAS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","BAJO DEL 23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","LAS SALINAS",NA,23.073,-109.628,NA,NA,NA,23.073,-109.628,"Baja_California_Sur_South",NA
"SINALOA","BAHIA DE LA VINORAMA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JALISCO","ESTERO EL CHORRO","marine",19.89125,-105.3997222,"high confidence",19.89125,-105.3997222,20.679,-105.283,"Nayarit/Jalisco","north part of Bahía de Banderas lagoon system"
"BAJA CALIFORNIA","BAJO BALLENAS",NA,29.33,-113.55,NA,NA,NA,29.33,-113.55,"Baja_California_South",NA
"SINALOA","NOTIENE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","AQUIROPO",NA,26.81833,-109.849,"high confidence",26.81833,-109.849,26.8315,-109.858,"Sonora_South",NA
"SINALOA","NO TIENE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","CAMPO PESQUERO COROBOCHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","LAS GARZAS",NA,23.05889,-106.214,"high confidence",23.05889,-106.214,NA,NA,NA,NA
"SINALOA","LOS CANDELONES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","ELEHUTE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","PRESA AGUAMILPA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","BOCA DEL ASADERO",NA,21.6429994444444,-105.425155833333,"high confidence",21.6429994444444,-105.425155833333,NA,NA,NA,NA
"BAJA CALIFORNIA","LAS ANIMAS",NA,28.8001,-113.3504,NA,NA,NA,28.8001,-113.3504,"Baja_California_South",NA
"SINALOA","EL SABINAL (PRESA GUILLERMO BLAKE)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","TASTIOTA",NA,28.366,-111.46,NA,NA,NA,28.366,-111.46,"Sonora_Mid",NA
"SONORA","PRESA ALVARO OBREGON",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","PRESA BACHOCO",NA,27.5835,-109.8057,NA,NA,NA,27.5835,-109.8057,"Sonora_South",NA
"NAYARIT","LAGUNA DE SAN PEDRO LAGUNILLAS",NA,21.2060275,-104.7316772,"high confidence",21.2060275,-104.7316772,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","BAHIA DE LOS ANGELES B.C.N.",NA,28.95,-113.56,NA,NA,NA,28.95,-113.56,"Baja_California_Sur_North",NA
"SINALOA","PRESA VINORAMAS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","BAHIA VENECIA",NA,28.1442,-111.316,NA,NA,NA,28.1442,-111.316,"Sonora_South",NA
"SONORA","MIRAMAR",NA,29.4057930555556,-111.509061666667,"high confidence",29.4057930555556,-111.509061666667,29.4833,-112.372,"Sonora_Mid",NA
"JALISCO","PRESA DE ALCALA","freshwater",20.82,-103.24,NA,NA,NA,20.82,-103.24,"Nayarit/Jalisco","interior Jalisco presa"
"SONORA","LOS ALGODONES",NA,27.658,-110.608,"high confidence",27.658,-110.608,27.658,-110.608,"Sonora_South",NA
"SINALOA","LA JARRILLA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","PUERTO ESCONDIDO (EN LORETO)",NA,25.822,-111.307,NA,NA,NA,25.822,-111.307,"Baja_California_South",NA
"JALISCO","ESTERO LA SABANITA","marine",19.94,-105.24,"high confidence",19.94,-105.24,20.7,-105.27,"Nayarit/Jalisco","near Boca de Tomates/Banderas lagoon system"
"SINALOA","ACUACOP (CULT)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","MUELLE F. RANCHO KUL",NA,26.62,-109.58,NA,NA,NA,26.62,-109.58,"Sonora_South",NA
"SINALOA","ACUACULTURA EN AVANCE (CULT.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","ACUIC. MAR Y SOL.",NA,26.7,-109.53,NA,NA,NA,26.7,-109.53,"Sonora_South",NA
"BAJA CALIFORNIA","VARDERO LAGUNITAS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","EL MALECON",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","EL BARRIL B.C.N.",NA,28.3,-112.93,NA,NA,NA,28.3,-112.93,"Baja_California_Sur_North",NA
"SONORA","BOCA DEL RIO",NA,26.706,-109.443,NA,NA,NA,26.706,-109.443,"Sonora_South",NA
"SONORA","EL CARDONAL",NA,28.4470081944444,-111.6643575,"high confidence",28.4470081944444,-111.6643575,28.4414,-111.643,"Sonora_Mid",NA
"SINALOA","AGUA VERDE",NA,22.8881467592593,-105.971027037037,"high confidence",22.8881467592593,-105.971027037037,NA,NA,NA,NA
"NAYARIT","ZOQUIPAN",NA,22.0028038888889,-104.542488055556,"high confidence",22.0028038888889,-104.542488055556,NA,NA,NA,NA
"BAJA CALIFORNIA","BAHIA CONCEPCION B.C.SUR.",NA,26.757,-111.893,NA,NA,NA,26.757,-111.893,"Baja_California_South",NA
"BAJA CALIFORNIA SUR","SAN ISIDRO",NA,23.8676,-109.7836,NA,NA,NA,23.8676,-109.7836,"Baja_California_Sur_South",NA
"SINALOA","BAHIA DE AGIABAMPO",NA,26.2710852,-109.1285472,"high confidence",26.2710852,-109.1285472,NA,NA,NA,NA
"JALISCO","CAMPAMENTO DE BENITO","marine",20.693,-105.315,NA,NA,NA,20.693,-105.315,"Nayarit/Jalisco","small landing area north of PV"
"BAJA CALIFORNIA","SAN MARTIN DE LA LUZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","LA PLAYITA",NA,23.062,-109.67,NA,NA,NA,23.062,-109.67,"Baja_California_Sur_South",NA
"SINALOA","BORDO DEL HORMIGUERO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JALISCO","ATRACADERO HOTEL ROSITA","marine",20.613,-105.234,NA,NA,NA,20.613,-105.234,"Nayarit/Jalisco","Puerto Vallarta waterfront (near Hotel Rosita)"
"BAJA CALIFORNIA","GOLFO DE SANTA CLARA",NA,31.6876,-114.4975,NA,NA,NA,31.6876,-114.4975,"Baja_California_North",NA
"NAYARIT","RINCON DE GUAYABITOS",NA,21.0242733333333,-105.265997777778,"high confidence",21.0242733333333,-105.265997777778,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","AGUA VERDE",NA,25.5277,-111.0814,NA,NA,NA,25.5277,-111.0814,"Baja_California_Sur_South",NA
"BAJA CALIFORNIA","EL CAIMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","ORILLA DEL ESTERO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","AGUAMILPA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","PUNTA ARENA ( EN LOS CABOS)",NA,23.554,-109.4685,NA,NA,NA,23.554,-109.4685,"Baja_California_South",NA
"SINALOA","EL AGUAJITO",NA,25.9664915277778,-109.352992361111,"high confidence",25.9664915277778,-109.352992361111,NA,NA,NA,NA
"SINALOA","YAMETO",NA,24.7854481944444,-108.040446666667,"high confidence",24.7854481944444,-108.040446666667,NA,NA,NA,NA
"BAJA CALIFORNIA","CAMPO CUCAPA",NA,32.6170604,-115.4770176,"high confidence",32.6170604,-115.4770176,32.219,-115.093,"Baja_California_North",NA
"BAJA CALIFORNIA SUR","PAREDON AMARILLO",NA,26.8822,-111.8498,NA,NA,NA,26.8822,-111.8498,"Baja_California_Sur_North",NA
