state,landing_site,OHI_rgn,long,lat,GulfCal
SONORA,PUNTA DE LASTRE,Sonora_South,-110.882,27.9213,yes
SONORA,EL TORNILLAL,Sonora_North,-114.297,31.5619,yes
SONORA,EL BORRASCOSO,Sonora_North,-114.05,31.484,yes
SONORA,EL MERO,Sonora_South,-110.859,27.894,yes
SONORA,LA CHOYA,Sonora_North,-113.64,31.3423,yes
SONORA,BOCA DEL RIO MAYO,Sonora_South,-109.805,26.715,yes
SONORA,LA MANGA,Sonora_South,-111.123,27.9765,yes
SONORA,LA BANDERA,Sonora_South,-110.953,27.894,yes
SONORA,CABO HARO,Sonora_South,-110.89,27.839,yes
SONORA,LAS SALINAS,Sonora_South,-109.326,26.4218,yes
SONORA,R. PORTUARIO PCO,Sonora_North,-113.538,31.317,yes
SONORA,LA CINITA,Sonora_South,-109.7495,26.8113,yes
SONORA,LAS PALMAS SAN CARLOS,Sonora_South,-111.456,28.3156,yes
SONORA,EL COCHORIT,Sonora_South,-110.776,27.9186,yes
SONORA,EL JAGUEY,Sonora_South,-113.127,30.8127,yes
SONORA,LA SALINITA,Sonora_South,-110.952,27.8863,yes
SONORA,LA ATANASIA,Sonora_South,-110.207,27.1524,yes
SONORA,PUERTO SAN JOSE,Sonora_South,-110.136,27.12,yes
SONORA,EL COLORADO,Sonora_South,-112.638,29.8142,yes
SONORA,PAREDON,Sonora_South,-110.1,27.51,yes
SONORA,BAHIA GUAYMAS,Sonora_South,-110.858,27.909,yes
SONORA,LAS SALINITAS,Sonora_South,-110.94,27.93,yes
SONORA,SAN CARLOS,Sonora_South,-111.04,27.9622,yes
SONORA,AQUIROPO,Sonora_South,-109.858,26.8315,yes
SONORA,TASTIOTA,Sonora_South,-111.46,28.366,yes
SONORA,PRESA BACHOCO,Sonora_South,-109.8057,27.5835,yes
SONORA,BAHIA VENECIA,Sonora_South,-111.316,28.1442,yes
SONORA,MIRAMAR,Sonora_South,-112.372,29.4833,yes
SONORA,LOS ALGODONES,Sonora_South,-110.608,27.658,yes
SONORA,MUELLE F. RANCHO KUL,Sonora_South,-109.58,26.62,yes
SONORA,ACUIC. MAR Y SOL.,Sonora_South,-109.53,26.7,yes
SONORA,BOCA DEL RIO,Sonora_South,-109.443,26.706,yes
SONORA,EL CARDONAL,Sonora_South,-111.643,28.4414,yes
SONORA,CABO TEPOPA,Sonora_South,-112.417,29.3734,yes
SONORA,BAHIA DEL TOBARI,Sonora_South,-109.9985,27.0652,yes
SONORA,HUATABAMPITO,Sonora_South,-109.6097,26.6961,yes
SONORA,VALLE DEL YAQUI,Sonora_South,-110.56,27.3183,yes
SONORA,PUERTO VALLARTA,Sonora_South,-105.225,20.653,yes
SONORA,SAN PEDRO NOLASCO,Sonora_South,-111.376,27.973,yes
SONORA,PUNTA LOBOS,Sonora_South,-110.598,27.314,yes
SONORA,LA ARENITAS,Sonora_South,-109.775,26.7978,yes
SONORA,PUNTA CALABOZO (EN ISLA SAN JOSE),Sonora_South,-110.68,25.06,yes
SONORA,LAS CUEVITAS,Sonora_South,-112.557,29.694,yes
SONORA,SAN JORGE,Sonora_South,-113.159,31.217,yes
SONORA,AGIAMPO,Sonora_South,-109.5419,27.1947,yes
SONORA,BAHIA ADAIR,Sonora_North,-113.911,31.5796,yes
SONORA,PUNTA CHUECA,Sonora_South,-112.156,29.008,yes
SONORA,LA ATANACIA,Sonora_South,-110.2149,27.1412,yes
SONORA,LA ESPERANZA,Sonora_South,-111.76,28.4652,yes
SONORA,EL TOMATE,Sonora_South,-110.35,27.5622,yes
SONORA,"GUASIMA, LA",Sonora_South,-109.3451,27.8551,yes
SONORA,SANTO TOMAS,Sonora_South,-113.107,30.7599,yes
SONORA,BORRASCOSO,Sonora_North,-114.05,31.484,yes
SONORA,TOPOLOBAMPO,Sonora_South,-109.05,25.6,yes
SONORA,LA REFORMA,Sonora_South,-108.054,25.047,yes
SONORA,BAHIA ALMEJAS,Sonora_South,-113.099,31.2199,yes
SONORA,SAN FELIPE,Sonora_South,-114.845,31.025,yes
SONORA,LA PINTA,Sonora_South,-113.21,31.254,yes
SONORA,BAHIA LOS MUERTOS,Sonora_South,-109.8092,23.9489,yes
SONORA,BAHIA DE LOS ANGELES,Sonora_South,-113.557,28.956,yes
SONORA,ESTERO SAN JORGE,Sonora_South,-112.0804,25.7077,yes
SONORA,EL SARGENTO,Sonora_South,-112.276,29.3439,yes
SONORA,CERRO PRIETO,Sonora_South,-111.341,28.2016,yes
SONORA,LA VIUDA,Sonora_South,-110.301,27.1863,yes
SONORA,LA PAZ,Sonora_South,-110.3108,24.1422,yes
SONORA,CANAL DEL INFIERNILLO,Sonora_South,-112.2,29.1046,yes
SONORA,ISLA TIBURON,Sonora_South,-112.356,29.04,yes
SONORA,EL MEZQUITE,Sonora_South,-111.15,28.0691,yes
SONORA,PUERTO PE�ASCO,Sonora_North,-113.54,31.31,yes
SONORA,PE�ASCO,Sonora_North,-113.54,31.31,yes
SONORA,LOS BA�OS,Sonora_South,-109.164,26.3755,yes
SONORA,LOS VALLECITOS,Sonora_South,-109.42,23.31,yes
SONORA,ENSENADA,Sonora_North,-116.6077,31.8659,yes
SONORA,LOS PINITOS,Sonora_South,-110.898,27.872,yes
