state,landing_site_catch,landing_site_primary,lat,long,GulfCal
BAJA CALIFORNIA SUR,BOCA DEL CARRIZAL,CARRIZAL BOCA DEL,22.9189,-110.0143,no
BAJA CALIFORNIA SUR,P. SANTA ROSA CONSTITUCION,P. SANTA ROSA CONSTITUCION,23.3,-109.9,yes
BAJA CALIFORNIA SUR,SAN LAZARO,LAZARO SAN,24.7629,-112.2713,no
BAJA CALIFORNIA SUR,PUNTA CONCEPCION,CONCEPCION PUNTA,26.8965,-111.8201,yes
BAJA CALIFORNIA SUR,HOMBRES SOLOS,HOMBRES SOLOS,24.9,-112.02,no
BAJA CALIFORNIA SUR,AGUAS LITORALES (LOPEZ MATEOS),LOPEZ MATEOS AGUAS LITORALES,25.019,-112.14,no
BAJA CALIFORNIA SUR,RIO LA FLORIDA,RIO LA FLORIDA,24.9893,-112.1052,no
BAJA CALIFORNIA SUR,ROCA LOBOS,LOBOS ROCA,27.1674,-112.0679,yes
BAJA CALIFORNIA SUR,PUNTA COYOTE II (CERCA DE PUERTO MEJIA),PUNTA COYOTE II (CERCA DE PUERTO MEJIA),24.6,-112.02,no
BAJA CALIFORNIA SUR,LAS TINAJAS,LAS TINAJAS,26.1259,-111.7363,no
BAJA CALIFORNIA SUR,DATILES VERDES,DATILES VERDES,25.0892,-112.1741,no
BAJA CALIFORNIA SUR,LAS RAMADITAS,LAS RAMADITAS,25.129,-111.966,no
BAJA CALIFORNIA SUR,PUNTA PALMILLA,PALMILLA PUNTA,23.008,-109.714,yes
BAJA CALIFORNIA SUR,LEY FEDERAL DE AGUAS N0. 5,LEY FEDERAL DE AGUAS N0. 5,NA,NA,NA
BAJA CALIFORNIA SUR,LOS BURRITOS (CAMPO PESQUERO),LOS BURRITOS (CAMPO PESQUERO),25.03,-112.11,no
BAJA CALIFORNIA SUR,SAN JORGE,SAN JORGE,26.55,-112.2,no
BAJA CALIFORNIA SUR,PUNTA ENTRADA,ENTRADA PUNTA,24.54,-112.055,no
BAJA CALIFORNIA SUR,ADOLFO LOPEZ MATEOS (PRESA),ADOLFO LOPEZ MATEOS (PRESA),25.1889,-112.1185,no
BAJA CALIFORNIA SUR,AGUAS LITORALES (PUNTA ABREOJOS),AGUAS LITORALES (PUNTA ABREOJOS),26.72,-113.56,no
BAJA CALIFORNIA SUR,PUERTO CUCHILLO,PUERTO CUCHILLO,24.97,-110.93,yes
BAJA CALIFORNIA SUR,ESTERO SAN IGNACIO,IGNACIO ESTERO SAN,26.775,-113.1518,no
BAJA CALIFORNIA SUR,ESTERO EL CAYUCO,CAYUCO ESTERO EL,24.5719,-111.6548,no
BAJA CALIFORNIA SUR,CIUDAD CONSTITUCION,CONSTITUCION CIUDAD,25.05,-111.65,no
BAJA CALIFORNIA SUR,LA JOYA,JOYA LA,23.8038,-110.7183,no
BAJA CALIFORNIA SUR,LAGUNA DE SAN JUANICO,SAN JUANICO LAGUNA DE,26.191,-112.361,no
BAJA CALIFORNIA SUR,ESTERO SANTA ROSA,ESTERO SANTA ROSA,23.3,-109.9,yes
BAJA CALIFORNIA SUR,SAN JUANITO,SAN JUANITO,26.56,-112.29,no
BAJA CALIFORNIA SUR,ESTERO SANTA ELENITA,ELENITA SANTA ESTERO,25.2377,-112.1084,no
BAJA CALIFORNIA SUR,BAHIA LOS MUERTOS,MUERTOS BAHÍA LOS,23.95,-109.8105,yes
BAJA CALIFORNIA SUR,EMBARCADERO DE SAN ANDRES,EMBARCADERO DE SAN ANDRES,26.79,-112.22,no
BAJA CALIFORNIA SUR,ARROYO LA PITAYA,ARROYO LA PITAYA,25.05,-110.95,yes
BAJA CALIFORNIA SUR,PUNTA CLAM BAY,CLAM PUNTA BAY,27.6216,-114.8441,no
BAJA CALIFORNIA SUR,AGUA CHALE,AGUA CHALE,25.1,-112.02,no
BAJA CALIFORNIA SUR,EL TULE,TULE EL,22.958,-109.811,yes
BAJA CALIFORNIA SUR,LAS ANIMAS,ANIMAS LAS,25.128,-110.509,no
BAJA CALIFORNIA SUR,BAHIA DE LOS ANGELES,BAHIA DE LOS ANGELES,28.95,-113.56,yes
BAJA CALIFORNIA SUR,ESTERO MULEGE,MULEGE ESTERO,27.0321,-112.0267,yes
BAJA CALIFORNIA SUR,LA LICOMITA,LA LICOMITA,25.06,-112.02,no
BAJA CALIFORNIA SUR,PLUTARCO ELIAS CALLES,CALLES PLUTARCO ELIAS,23.2148,-110.147,no
BAJA CALIFORNIA SUR,LA CRUZ,LA CRUZ,24.16,-110.31,yes
BAJA CALIFORNIA SUR,BAHIA LA VENTANA,VENTANA BAHÍA LA,24.0453,-109.929,yes
BAJA CALIFORNIA SUR,BAHIA ALMEJAS,ALMEJAS BAHÍA LAS,24.441,-111.678,no
BAJA CALIFORNIA SUR,PUERTO ASTORGA,ASTORGA PUERTO,25.1895,-112.1188,no
BAJA CALIFORNIA SUR,PUNTA COYOTE (EN LORETO),PUNTA COYOTE (EN LORETO),26.005,-111.337,yes
BAJA CALIFORNIA SUR,R/A. PUEBLO NUEVO,R/A. PUEBLO NUEVO,NA,NA,NA
BAJA CALIFORNIA SUR,PUNTA CHOROS,CHOROS PUNTA,27.1268,-114.154,no
BAJA CALIFORNIA SUR,MUELLE DE PROD. PESQUERO MATANCITAS,MUELLE DE PROD. PESQUERO MATANCITAS,25.147,-111.998,no
BAJA CALIFORNIA SUR,LOPEZ MATEOS,LOPEZ MATEOS,25.192,-112.117,no
BAJA CALIFORNIA SUR,BUENAVISTA,BUENAVISTA CAMPO,25.6691,-112.0808,no
BAJA CALIFORNIA SUR,ESTERO SAN JOSE B.C.N.,ESTERO SAN JOSE B.C.N.,30.42,-115.93,no
BAJA CALIFORNIA SUR,PUNTA EL LIMON (EN ISLA CERRALVO),PUNTA EL LIMON (EN ISLA CERRALVO),24.2357,-109.8693,yes
BAJA CALIFORNIA SUR,CAMPO EL COLORADO,COLORADO EL CAMPO,24.733,-110.685,yes
BAJA CALIFORNIA SUR,CAMPO CHESTER,CHESTER CAMPO,27.8583,-115.0444,no
BAJA CALIFORNIA SUR,BOCA DE FLOR DE MALVA,FLOR DE MALVA BOCA DE,24.132,-111.077,no
BAJA CALIFORNIA SUR,PTO CANCUN,PTO CANCUN,24.5597,-111.6402,no
BAJA CALIFORNIA SUR,EL PALMAR,PALMAR EL,23.2884,-110.1692,no
BAJA CALIFORNIA SUR,CAMPO EL DATIL (EN LA LAGUNA OJO DE LIEBRE),CAMPO EL DATIL (EN LA LAGUNA OJO DE LIEBRE),27.76,-113.91,no
BAJA CALIFORNIA SUR,LAGUNA ESCONDIDA,ESCONDIDA LAGUNA LA,26.8255,-113.4079,no
BAJA CALIFORNIA SUR,NO TIENE,NO TIENE,NA,NA,NA
BAJA CALIFORNIA SUR,ISLA SAN ROQUE,ROQUE ISLA SAN,27.1478,-114.3918,no
BAJA CALIFORNIA SUR,PUNTA AMARILLA (O SANTA ROSA),PUNTA AMARILLA (O SANTA ROSA),23.3,-109.9,yes
BAJA CALIFORNIA SUR,PUERTO DATIL,DATIL PUERTO,24.3721,-111.4977,no
BAJA CALIFORNIA SUR,EL HORCONCITO,HORCONCITO EL,25.5203,-112.0781,no
BAJA CALIFORNIA SUR,PUNTA PICKETSON,PICKETSON PUNTA,24.5542,-111.6877,no
BAJA CALIFORNIA SUR,PUNTA BELCHER (O PUNTA ARENAS),PUNTA BELCHER (O PUNTA ARENAS),24.62,-112.12,no
BAJA CALIFORNIA SUR,MARISCAL,MARISCAL,24.6,-111.98,no
BAJA CALIFORNIA SUR,BAJO EL TIBURON,BAJO EL TIBURON,26.8487,-111.8988,yes
BAJA CALIFORNIA SUR,SANTA ROSALIITA,ROSALITA SANTA,26.5668,-111.7905,yes
BAJA CALIFORNIA SUR,PRIMER ARROYO,ARROYO PRIMER,27.8311,-114.3941,no
BAJA CALIFORNIA SUR,PUERTO ESCONDIDO (EN LORETO),PUERTO ESCONDIDO (EN LORETO),26.005,-111.337,yes
BAJA CALIFORNIA SUR,ENSENADA EL MUERTO,MUERTO ENSENADA EL,27.0994,-111.9924,yes
BAJA CALIFORNIA SUR,LOS DIFUNTOS,DIFUNTOS LOS,23.3414,-110.1886,no
BAJA CALIFORNIA SUR,EL CARDONAL,EL CARDONAL,24.031,-110.367,yes
BAJA CALIFORNIA SUR,PEÑASCO,PEÑASCO,31.31,-113.54,yes
BAJA CALIFORNIA SUR,SAN LUIS GONZAGA B.C.N.,SAN LUIS GONZAGA B.C.N.,29.79,-114.39,yes
BAJA CALIFORNIA SUR,SAN MARCOS (EN ISLA SAN MARCOS),SAN MARCOS (EN ISLA SAN MARCOS),27.17,-112.06,yes
BAJA CALIFORNIA SUR,ISLA SAN JOSE,ISLA SAN JOSE,24.92,-110.58,yes
BAJA CALIFORNIA SUR,AGUAS LITORALES (CD. CONSTITUCION),AGUAS LITORALES (CD. CONSTITUCION),25.2,-112,no
BAJA CALIFORNIA SUR,EL QUEEN,EL QUEEN,NA,NA,NA
BAJA CALIFORNIA SUR,PUERTO ALMEJA,ALMEJA PUERTO,26.379,-111.43,yes
BAJA CALIFORNIA SUR,BAHIA BALLENAS,BALLENAS BAHÍA,26.76,-113.391,no
BAJA CALIFORNIA SUR,ESTERO SAN RAFAEL,RAFAEL ESTERO SAN,25.7396,-112.1024,no
BAJA CALIFORNIA SUR,ISLA SAN DIEGO,DIEGO ISLA SAN,25.208,-110.703,yes
BAJA CALIFORNIA SUR,BOCA DE LOS CARDONES,BOCA DE LOS CARDONES,23.33,-110.21,no
BAJA CALIFORNIA SUR,BOCA SAN DIEGO,BOCA SAN DIEGO,27.72,-113.57,no
BAJA CALIFORNIA SUR,ENSENADA DE CORTEZ,ENSENADA DE CORTEZ,25.92,-111.32,yes
BAJA CALIFORNIA SUR,ESTERO BUENAVISTA,BUENAVISTA ESTERO,25.6354,-112.0703,no
BAJA CALIFORNIA SUR,ISLA SANTA INES,INES ISLA SANTA,27.0277,-111.9276,yes
BAJA CALIFORNIA SUR,PUNTA LOS TULES,TULES PUNTA,24.2705,-110.613,yes
BAJA CALIFORNIA SUR,LAGUNA SAN IGNACIO,LAGUNA SAN IGNACIO,26.75,-113.117,no
BAJA CALIFORNIA SUR,PARAJE EL CARDON,CARDÓN PARAJE EL,24.4008,-111.5221,no
BAJA CALIFORNIA SUR,HORNITOS NUEVOS,HORNITOS NUEVOS,27.828,-114.9958,no
BAJA CALIFORNIA SUR,LOMITA AMARILLA,LOMITA AMARILLA,25.05,-112.07,no
BAJA CALIFORNIA SUR,CANCUN,CANCUN PUERTO,24.5451,-111.745,no
BAJA CALIFORNIA SUR,CENTENARIO,CENTENARIO,24.14,-110.42,yes
BAJA CALIFORNIA SUR,ISLA LA GALLINA,GALLINA ISLA LA,24.4698,-110.3935,yes
BAJA CALIFORNIA SUR,BANDERITAS,BANDERITAS,24.87,-112.1143,no
BAJA CALIFORNIA SUR,EL PULPITO,PULPITO PUNTA,26.446,-111.47,yes
BAJA CALIFORNIA SUR,PUERTO VIEJO,PUERTO VIEJO,23.405,-110.201,no
BAJA CALIFORNIA SUR,EL DATILAR,DATILAR EL,24.1002,-111.0334,no
BAJA CALIFORNIA SUR,PUNTA SAN HIPOLITO,HIPOLITO PUNTA SAN,26.9796,-114.9788,no
BAJA CALIFORNIA SUR,PUERTO VIEJO (EN SAN CARLOS),PUERTO VIEJO (EN SAN CARLOS),24.7661,-111.9669,no
BAJA CALIFORNIA SUR,SAN IGNACIO,IGNACIO SAN,26.8077,-113.1266,no
BAJA CALIFORNIA SUR,LOS PRADITOS,LOS PRADITOS,25.2,-112.1,no
BAJA CALIFORNIA SUR,CANAL CERRALVO,CERRALVO CANAL,24.1897,-109.9446,yes
BAJA CALIFORNIA SUR,CELESTUN,CELESTUN,NA,NA,NA
BAJA CALIFORNIA SUR,CAMPO EL CHAPARRITO,CHAPARRITO CAMPO,27.8463,-114.1611,no
BAJA CALIFORNIA SUR,ESTERO PUNTA VERDE,VERDE ESTERO PUNTA,24.7942,-112.1726,no
BAJA CALIFORNIA SUR,ESTERO SAN LAZARO,LAZARO ESTERO SAN,24.3961,-111.581,no
BAJA CALIFORNIA SUR,CANAL PUNTA EUGENIA,EUGENIA CANAL PUNTA,27.8583,-115.0869,no
BAJA CALIFORNIA SUR,LAS PIEDRITAS,PIEDRITAS LAS,26.7124,-113.5919,no
BAJA CALIFORNIA SUR,CANAL SAN CARLOS,CARLOS CANAL SAN,24.742,-112.111,no
BAJA CALIFORNIA SUR,BOCA LAS MANZANILLAS,MANZANILLAS BOCA LAS,23.182,-110.1411,no
BAJA CALIFORNIA SUR,PUNTA ALGUATE,ALGUATE PUNTA,24.5487,-111.7791,no
BAJA CALIFORNIA SUR,PUNTA CISNE,CISNE PUNTA,24.5123,-111.8463,no
BAJA CALIFORNIA SUR,PUNTA EL AGUILILLA,AGUILILLA EL PUNTA,25.7048,-111.2102,yes
BAJA CALIFORNIA SUR,LAGUNA TLAQUE,TLAQUE LAGUNA,24.8578,-112.0624,no
BAJA CALIFORNIA SUR,PUNTA ALTA,PUNTA ALTA,25.63,-112.3,no
BAJA CALIFORNIA SUR,ESTERO SAN LUCAS,LUCAS ESTERO SAN,27.2316,-112.1985,yes
BAJA CALIFORNIA SUR,EL CEDRO,CEDRO EL,23.9532,-110.868,no
BAJA CALIFORNIA SUR,LAGO PALMER,PALMER LAGO,24.5743,-111.6695,no
BAJA CALIFORNIA SUR,PUNTA CONEJO (EN ESTERO RANCHO BUENO),PUNTA CONEJO (EN ESTERO RANCHO BUENO),24.1,-111.19,no
BAJA CALIFORNIA SUR,PUNTA SAN CRISTOBAL,CRISTOBAL PUNTA SAN,22.876,-109.967,no
BAJA CALIFORNIA SUR,PUNTA GORDA (EN LOS CABOS),PUNTA GORDA (EN LOS CABOS),23.3,-109.9,yes
BAJA CALIFORNIA SUR,BOCA DE PLAYITA,PLAYITA BOCA DE,22.9333,-110.0403,no
BAJA CALIFORNIA SUR,ISLA DE ASUNCION,ISLA DE ASUNCION,27.1035,-114.29,no
BAJA CALIFORNIA SUR,PUNTA POZO DE COTA,POZO DE COTA PUNTA,23.0542,-110.1162,no
BAJA CALIFORNIA SUR,CAMPO PUNTA EL PERICO,PERICO CAMPO PUNTA,24.0323,-109.8094,yes
BAJA CALIFORNIA SUR,PUNTA SALINAS,SALINAS PUNTA,24.888,-110.683,yes
BAJA CALIFORNIA SUR,LAS CRUCES (EN GUERRERO NEGRO),LAS CRUCES (EN GUERRERO NEGRO),27.9441,-114.1066,no
BAJA CALIFORNIA SUR,EL TEMBLOR,EL TEMBLOR,24.6,-111.9,no
BAJA CALIFORNIA SUR,ENSENADA LA CHABELA (EN ISLA SAN MARCOS),ENSENADA LA CHABELA (EN ISLA SAN MARCOS),27.18,-112.04,yes
BAJA CALIFORNIA SUR,BAHIA SAN PABLO,PABLO BAHÍA SAN,27.1974,-114.4633,no
BAJA CALIFORNIA SUR,PUNTA COLORADA (EN ISLA SAN JOSE),PUNTA COLORADA (EN ISLA SAN JOSE),25.037,-110.598,yes
BAJA CALIFORNIA SUR,EL ZARGAZAL,ZARGAZAL EL,27.7369,-115.0322,no
BAJA CALIFORNIA SUR,ISLA SAN MARCOS,MARCOS ISLA SAN,27.221,-112.0746,yes
BAJA CALIFORNIA SUR,"SANTA ELENITA, COMONDU","SANTA ELENITA, COMONDU",25.1,-112.01,no
BAJA CALIFORNIA SUR,LAGUNA TORTUGAS,TORTUGAS LAGUNA,24.5725,-111.7474,no
BAJA CALIFORNIA SUR,GUAMUCHIL,GUAMUCHIL,24.1494,-110.3229,yes
BAJA CALIFORNIA SUR,EL CENTENARIO,EL CENTENARIO,24.1494,-110.3229,yes
BAJA CALIFORNIA SUR,CALETA SANTA MARIA,SANTA MARÍA CALETA,22.929,-109.815,yes
BAJA CALIFORNIA SUR,BAHIA SAN HIPOLITO,HIPOLITO BAHÍA SAN,26.9124,-113.8424,no
BAJA CALIFORNIA SUR,ENSENADA DE MUERTOS,MUERTOS ENSENADA DE,23.9893,-109.8355,yes
BAJA CALIFORNIA SUR,EL REMATE (BAHIA CONCEPCION),EL REMATE (BAHIA CONCEPCION),26.81,-111.89,yes
BAJA CALIFORNIA SUR,Faro Santo Domingo,Faro Santo Domingo,27.03,-114.15,yes
BAJA CALIFORNIA SUR,PUNTA COVE,COVE PUNTA,24.616,-112.101,no
BAJA CALIFORNIA SUR,SANTA ROSALILLITA,SANTA ROSALILLITA,27.3397,-112.2631,yes
BAJA CALIFORNIA SUR,PUNTA CONEJO,CONEJO EL,27.445,-114.5577,no
BAJA CALIFORNIA SUR,Santa Rosa (Aguas Litorales),Santa Rosa (Aguas Litorales),23.3,-109.9,yes
BAJA CALIFORNIA SUR,ESTERO EL BARRIL,ESTERO EL BARRIL,23.6773,-109.6975,yes
BAJA CALIFORNIA SUR,ESTEO LAS TIJERAS,ESTEO LAS TIJERAS,24.8183,-112.1532,no
BAJA CALIFORNIA SUR,BOCA EL MOJON,BOCA EL MOJON,NA,NA,NA
BAJA CALIFORNIA SUR,PUNTA LOS LOBOS (EN BAHIA ASUNCION),PUNTA LOS LOBOS (EN BAHIA ASUNCION),27.1436,-114.2905,no
BAJA CALIFORNIA SUR,COSTAS DE CELESTUN,COSTAS DE CELESTUN,NA,NA,NA
BAJA CALIFORNIA SUR,LAS TINAS,TINAS LAS,23.8167,-109.7172,yes
BAJA CALIFORNIA SUR,SAN MIGUEL,MIGUEL SAN,26.527,-111.411,yes
BAJA CALIFORNIA SUR,EL MOJON,MOJON EL,27.0645,-111.9926,yes
BAJA CALIFORNIA SUR,SAN ANDRES,SAN ANDRES,26.8,-112.05,no
BAJA CALIFORNIA SUR,PUNTA SAN ROQUE,ROQUE PUNTA SAN,27.1749,-114.4316,no
BAJA CALIFORNIA SUR,PLAYA EL CARACOL,CARACOL PLAYA EL,24.2973,-110.1982,yes
BAJA CALIFORNIA SUR,PUNTA RENAS (CAMPO PESQUERO EN SAN CARLOS),PUNTA RENAS (CAMPO PESQUERO EN SAN CARLOS),24.62,-112.12,no
BAJA CALIFORNIA SUR,PUNTA LUPONA (EN ISLA ESPIRITU SANTO),PUNTA LUPONA (EN ISLA ESPIRITU SANTO),24.49,-110.3,yes
BAJA CALIFORNIA SUR,EL BARRIL,EL BARRIL,28.3,-112.933,yes
BAJA CALIFORNIA SUR,ROCA BALLENAS,ROCA BALLENAS,26.7432,-113.6676,no
BAJA CALIFORNIA SUR,PUERTO SAN CARLOS,CARLOS PUERTO SAN,24.7661,-111.9669,no
BAJA CALIFORNIA SUR,LAGO DE CUITZEO,LAGO DE CUITZEO,NA,NA,NA
BAJA CALIFORNIA SUR,CORTINA DE LA PRESA,CORTINA DE LA PRESA,NA,NA,NA
BAJA CALIFORNIA SUR,GUERRERO NEGRO (B.C.S.),GUERRERO NEGRO (B.C.S.),27.97,-114.04,no
BAJA CALIFORNIA SUR,EL MANGLITO,EL MANGLITO,24.16,-110.32,yes
BAJA CALIFORNIA SUR,LAS BARRANCAS (EN LOS CABOS),LAS BARRANCAS (EN LOS CABOS),23.3,-109.9,yes
BAJA CALIFORNIA SUR,LA LOBERA,LOBERA LA,27.8127,-115.0497,no
BAJA CALIFORNIA SUR,ARROYO EL FRIJOL,ARROYO EL FRIJOL,24.9,-112.01,no
BAJA CALIFORNIA SUR,LA SALINITA,LA SALINITA,27.101,-114.104,no
BAJA CALIFORNIA SUR,ESTERO EL CURRY,CURRY ESTERO EL,24.7804,-111.9495,no
BAJA CALIFORNIA SUR,BOCANA OJO DE LIEBRE,OJO DE LIEBRE BOCANA DE,27.8777,-114.2872,no
BAJA CALIFORNIA SUR,EL TIBURON,TIBURÓN EL,26.8487,-111.8988,yes
BAJA CALIFORNIA SUR,LOS DOLORES,DOLORES LOS,25.075,-110.855,yes
BAJA CALIFORNIA SUR,ESTERO EL CAREY,CAREY ESTERO EL,24.5201,-111.6329,no
BAJA CALIFORNIA SUR,ARROYO ANCHO,ARROYO ANCHO,26.24,-112.29,no
BAJA CALIFORNIA SUR,ESTERO EL SOLDADO,SOLDADO ESTERO EL,24.4411,-111.5933,no
BAJA CALIFORNIA SUR,ISLA DEL CARMEN,CARMEN ISLA,25.943,-111.172,yes
BAJA CALIFORNIA SUR,EL SALADITO,SALADITO EL,24.4448,-110.6858,yes
BAJA CALIFORNIA SUR,SANTA MARTA,MARTA SANTA,25.4515,-111.0283,yes
BAJA CALIFORNIA SUR,PUNTA QUEBRADA,PUNTA QUEBRADA,26.67,-113.43,no
BAJA CALIFORNIA SUR,ESTERO EL AHUETE,ESTERO EL AHUETE,24.6,-112,no
BAJA CALIFORNIA SUR,AGUAS LITORALES (BAHIA TORTUGAS),AGUAS LITORALES (BAHIA TORTUGAS),27.69,-114.9,no
BAJA CALIFORNIA SUR,PUERTO GUERRERO NEGRO,GUERRERO NEGRO,27.98,-114.044,no
BAJA CALIFORNIA SUR,LAS AGUILAS,ÁGUILAS LAS,27.762,-114.054,no
BAJA CALIFORNIA SUR,COLORADITA O PUERTO ESCONDIDO (I. DE CEDROS),COLORADITA O PUERTO ESCONDIDO (I. DE CEDROS),28.08,-115.21,no
BAJA CALIFORNIA SUR,LAGUNA MANUELA.,LAGUNA MANUELA.,27.7,-114.35,no
BAJA CALIFORNIA SUR,ISLA ESPIRITU SANTO,ISLA ESPIRITU SANTO,24.49,-110.3,yes
BAJA CALIFORNIA SUR,BAJO MORGAN,MORGAN BAJO,23.41,-110.68,no
BAJA CALIFORNIA SUR,PLAYA TLALOC,PLAYA TLALOC,NA,NA,NA
BAJA CALIFORNIA SUR,SANTO DOMINGO (VARADERO),SANTO DOMINGO (VARADERO),26.79,-113.2,no
BAJA CALIFORNIA SUR,PLAYITA DE ENMEDIO,PLAYITA DE ENMEDIO,NA,NA,NA
BAJA CALIFORNIA SUR,TAMIAHUA,TAMIAHUA,21.27,-97.45,NA
BAJA CALIFORNIA SUR,AGUAS LITORALES (LOS CABOS),AGUAS LITORALES (LOS CABOS),23.3,-109.9,yes
BAJA CALIFORNIA SUR,ISLA RAZA,ISLA RAZA,28.83,-112.99,yes
BAJA CALIFORNIA SUR,SAN RAFAEL,SAN RAFAEL,28.52,-113.01,no
BAJA CALIFORNIA SUR,CHUPALODO (CAMPO PESQUERO),CHUPALODO (CAMPO PESQUERO),25.1,-112.05,no
BAJA CALIFORNIA SUR,GUERRERO NEGRO,GUERRERO NEGRO,27.98,-114.044,no
BAJA CALIFORNIA SUR,PUNTA VERDE I (PACIFICO),PUNTA VERDE I (PACIFICO),26.7,-113.3,no
BAJA CALIFORNIA SUR,PUNTA PEQUENA,PEQUEÑA PUNTA,26.2283,-112.4912,no
BAJA CALIFORNIA SUR,MORRO SANTO DOMINGO,MORRO SANTO DOMINGO,28.2551,-114.124,no
BAJA CALIFORNIA SUR,ISLA LA ASUNCION,ASUNCIÓN ISLA LA,27.1035,-114.29,no
BAJA CALIFORNIA SUR,PUNTA CONO (VARADERO),PUNTA CONO (VARADERO),27.45,-114.6,no
BAJA CALIFORNIA SUR,AGUAS LITORALES (SAN SAN CARLOS),CARLOS SAN AGUAS LITORALES,24.7902,-112.1012,no
BAJA CALIFORNIA SUR,AGUAS LITORALES (BAHIA ASUNSION),AGUAS LITORALES (BAHIA ASUNSION),27.13,-114.29,no
BAJA CALIFORNIA SUR,LOS MUERTITOS,MUERTITOS LOS,27.8766,-115.178,no
BAJA CALIFORNIA SUR,EL UNO,EL UNO,26.9,-113.2,no
BAJA CALIFORNIA SUR,PIEDRA BOLAS,BOLAS PIEDRA,23.244,-109.438,yes
BAJA CALIFORNIA SUR,PUNTA CABEZA MECHUDA,CABEZA MECHUDA PUNTA,24.809,-110.657,yes
BAJA CALIFORNIA SUR,PUNTA EL PATO,PATO PUNTA EL,27.7855,-114.5891,no
BAJA CALIFORNIA SUR,BAHIA SAN RAFAEL,BAHIA SAN RAFAEL,28.5235,-113.0066,no
BAJA CALIFORNIA SUR,LAGUNA MANUELA,LAGUNA MANUELA,27.7,-114.35,no
BAJA CALIFORNIA SUR,ENSENADA,ENSENADA,25.7252,-111.2205,yes
BAJA CALIFORNIA SUR,PUNTA CONO,PUNTA CONO,27.45,-114.6,no
BAJA CALIFORNIA SUR,PUNTA VERDE II (GOLFO DE CALIFORNIA),PUNTA VERDE II (GOLFO DE CALIFORNIA),26.67,-111.81,yes
BAJA CALIFORNIA SUR,ISLA SAN ILDEFONSO,ILDEFONSO ISLA SAN,26.623,-111.408,yes
BAJA CALIFORNIA SUR,EL CAJETE,CAJETE EL,24.2512,-110.5951,yes
BAJA CALIFORNIA SUR,VILLA DE JESUS MARIA,VILLA DE JESUS MARIA,28.28,-114,no
BAJA CALIFORNIA SUR,EL CAMPITO (EN BAHIA TORTUGAS),EL CAMPITO (EN BAHIA TORTUGAS),27.7,-114.9,no
BAJA CALIFORNIA SUR,ESTERO LAGUNA MANUELA B.C.N.,MANUELA ESTERO LAGUNA B.C.N.,28.1308,-114.068,no
BAJA CALIFORNIA SUR,LAS OCHO BOMBAS,LAS OCHO BOMBAS,25.1,-112.05,no
BAJA CALIFORNIA SUR,MORRO LOS FRAILES,FRAILES MORRO LOS,23.32,-109.424,yes
BAJA CALIFORNIA SUR,LA CALAVERA,LA CALAVERA,24.17,-110.32,yes
BAJA CALIFORNIA SUR,PLAYA SALINAS,PLAYA SALINAS,23.073,-109.628,yes
BAJA CALIFORNIA SUR,LOMA AMARILLA,LOMA AMARILLA,25.6695,-112.137,no
BAJA CALIFORNIA SUR,ROSALILLITA,ROSALILLITA,26.5668,-111.7905,yes
BAJA CALIFORNIA SUR,AGUA BLANCA,BLANCA AGUA,23.5507,-110.3169,no
BAJA CALIFORNIA SUR,BOCA SANTO DOMINGO,DOMINGO BOCA SANTO,25.4993,-112.0988,no
BAJA CALIFORNIA SUR,PUNTA LOBOS (EN LORETO),PUNTA LOBOS (EN LORETO),26.005,-111.337,yes
BAJA CALIFORNIA SUR,ENSENADA EL PULGUERO,PULGUERO ENSENADA EL,24.3494,-110.2498,yes
BAJA CALIFORNIA SUR,PUNTA ELEFANTE,ELEFANTE PUNTA,27.8644,-115.0686,no
BAJA CALIFORNIA SUR,ISLA DE CEDROS,ISLA DE CEDROS,28.19,-115.23,no
BAJA CALIFORNIA SUR,ESTERO SAN CARLOS,CARLOS ESTERO SAN,24.7907,-112.0809,no
BAJA CALIFORNIA SUR,GUAYMAS,GUAYMAS,27.92,-110.9,yes
BAJA CALIFORNIA SUR,PRESA ALBERTO ANDRES ALVARADO ARAMBURO (PRESA LA HIGUERILLA),PRESA ALBERTO ANDRES ALVARADO ARAMBURO (PRESA LA HIGUERILLA),NA,NA,NA
BAJA CALIFORNIA SUR,BAJO DEL TETIS,BAJO DEL TETIS,24.8,-112.5,no
BAJA CALIFORNIA SUR,PUERTO MEJIA,MEJIA PUERTO,24.3039,-110.214,yes
BAJA CALIFORNIA SUR,ISLA MONSERRAT,MONSERRAT ISLA,25.6808,-111.0492,yes
BAJA CALIFORNIA SUR,EL RINCON,RINCON EL,27.674,-114.86,no
BAJA CALIFORNIA SUR,PORVENIR,PORVENIR,26.5274,-112.9266,no
BAJA CALIFORNIA SUR,LOS TRONCONES,TRONCONES LOS,25.7209,-112.1024,no
BAJA CALIFORNIA SUR,LAS BOTELLAS (CAMPO PESQUERO),LAS BOTELLAS (CAMPO PESQUERO),25,-112,no
BAJA CALIFORNIA SUR,EL SAUZAL,EL SAUZAL,31.9,-116.7,no
BAJA CALIFORNIA SUR,BAHIA SAN FRANCISQUITO,BAHIA SAN FRANCISQUITO,28.4,-112.9,yes
BAJA CALIFORNIA SUR,LOS HORNITOS,HORNITOS LOS,27.828,-114.9958,no
BAJA CALIFORNIA SUR,EL EQUIPALITO,EQUIPALITO EL,26.8786,-111.9167,yes
