"year","estimated_genus_name","Major_Functional_Group","estimated_taxa_group","total_biomass_kg","total_revenue"
2012,"Gelidium","Marine algae","ALGAS",52182,141909
2012,"Gerres","Demersal marine fishes","BANDERA",171319.2,1139355
2012,"Ginglymostoma","Sharks","TIBURON",541.3,2740
2012,"Haemulon","Demersal marine fishes","OTRAS",919494.4,7325141
2012,"Haemulopsis","Demersal marine fishes","RONCO",146388.1,1142738
2012,"Haliotis","Molluscs excl. Cephalopods","ABULON",46657.84,5499794
2012,"Hexaplex","Molluscs excl. Cephalopods","CARACOL",15130,75650
2012,"Hoplopagrus","Demersal marine fishes","PARGO",89492.4,2275722
2012,"Hypanus","Demersal marine fishes","RAYA Y SIMILARES",1233218.6,11376801
2012,"Hyporthodus","Demersal marine fishes","MERO",623134.95,17559645
2012,"Istiophorus","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",15879.65,173329
2012,"Isurus","Sharks","TIBURON",1160.5,18990
2012,"Katsuwonus","Pelagic marine fish (excl. anchovy & sardine)","BARRILETE",10687521.1,84231226
2012,"Lamna","Sharks","TIBURON",1323.1,33066
2012,"Larimus","Demersal marine fishes","CORVINA",3930,85999
2012,"Litopenaeus","Shrimps, prawns","CAMARON",486771,21778392
2012,"Lobatus","Molluscs excl. Cephalopods","CARACOL",23026,95630
2012,"Lutjanus","Demersal marine fishes","GUACHINANGO",2807446.55,97145610
2012,"Megapitaria","Molluscs excl. Cephalopods","ALMEJA",213925,993497
2012,"Megastraea","Molluscs excl. Cephalopods","CARACOL",128618,375580
2012,"Menticirrhus","Demersal marine fishes","BERRUGATA",106656.1,908711
2012,"Merluccius","Demersal marine fishes","OTRAS",2591417.3,23688472
2012,"Mesocentrotus","Echinoderms","ERIZO",38424,845495
2012,"Microlepidotus","Demersal marine fishes","OTRAS",20415.8,287005
2012,"Micropogonias","Demersal marine fishes","BERRUGATA",10687859.4,125957751
2012,"Mobula","Demersal marine fishes","RAYA Y SIMILARES",1337893.1,12605595
2012,"Mugil","Demersal marine fishes","LISA",2542376,17641757
2012,"Mustelus","Sharks","TIBURON",53898.6,729990
2012,"Mycteroperca","Demersal marine fishes","CABRILLA",423323.5,10858940
2012,"Nasolamia","Sharks","TIBURON",3400,32640
2012,"Nematistius","Demersal marine fishes","OTRAS",4336.7,56169
2012,"Nicholsina","Demersal marine fishes","OTRAS",2757.6,25328
2012,"Oligoplites","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",19535,122045
2012,"Opisthonema","Anchovy & Sardine (small pelagics)","SARDINA",132460326.92,104591796
2012,"Orthopristis","Demersal marine fishes","OTRAS",18612,149204
2012,"Panopea","Molluscs excl. Cephalopods","ALMEJA",1684293.01,57372908.2
2012,"Panulirus","Crustaceans","LANGOSTA",218920,29346460
2012,"Paralabrax","Demersal marine fishes","OTRAS",893499.8,7286299
2012,"Paranthias","Demersal marine fishes","OTRAS",740,19400
2012,"Parapsettus","Demersal marine fishes","OTRAS",14595,233571
2012,"Penaeus","Shrimps, prawns","CAMARON",22919208.2,1247952548
2012,"Prionace","Sharks","TIBURON",643871.1,5030882
2012,"Pseudobatos","Demersal marine fishes","RAYA Y SIMILARES",536711.25,5347635
2012,"Pseudupeneus","Demersal marine fishes","OTRAS",7125.6,162273
2012,"Rimapenaeus","Shrimps, prawns","CAMARON",196664.6,2763293
2012,"Sarda","Pelagic marine fish (excl. anchovy & sardine)","BONITO",3686847,29403584
2012,"Sardinops","Anchovy & Sardine (small pelagics)","SARDINA",99546476.48,107686423
2012,"Scomber","Pelagic marine fish (excl. anchovy & sardine)","MACARELA",44733781.2,50761322
2012,"Scomberomorus","Pelagic marine fish (excl. anchovy & sardine)","SIERRA",6147174.75,90749714
2012,"Scorpaena","Demersal marine fishes","OTRAS",11004.4,88091
2012,"Selene","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",563930.7,2818801
2012,"Seriola","Pelagic marine fish (excl. anchovy & sardine)","ESMEDREGAL",1264678.2,17799748
2012,"Sicyonia","Shrimps, prawns","CAMARON",287076.4,3428591
2012,"Sphoeroides","Demersal marine fishes","OTRAS",191206.05,6220890
2012,"Sphyraena","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",967,13420
2012,"Sphyrna","Sharks","TIBURON",51196.85,493731
2012,"Squatina","Sharks","TIBURON",652266.5,6540643
2012,"Stereolepis","Demersal marine fishes","OTRAS",81.8,2630
2012,"Stomolophus","Jellies","OTRAS",20987768,33446256
2012,"Strongylocentrotus","Echinoderms","ERIZO",13705,185910
2012,"Synodus","Demersal marine fishes","OTRAS",154596.8,1083677
2012,"Thunnus","Pelagic marine fish (excl. anchovy & sardine)","ATUN",56012153.5,487736466
2012,"Trachinotus","Pelagic marine fish (excl. anchovy & sardine)","PAMPANO",188576.7,2064150
2012,"Trichiurus","Pelagic marine fish (excl. anchovy & sardine)","CINTILLA",3668,172346
2012,"Turbo","Molluscs excl. Cephalopods","CARACOL",300,6000
2012,"Xiphias","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",33495,382860
2013,"Ablennes","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",15125.7,173970
2013,"Acanthurus","Demersal marine fishes","OTRAS",53597,1096319
2013,"Aetobatus","Demersal marine fishes","RAYA Y SIMILARES",10008,72090
2013,"Alopias","Sharks","TIBURON",68645.1,674653
2013,"Anisotremus","Demersal marine fishes","OTRAS",139184.6,2921915
2013,"Anoplopoma","Demersal marine fishes","OTRAS",2471.9,130525
2013,"Argopecten","Molluscs excl. Cephalopods","ALMEJA",35204,163120
2013,"Ariopsis","Demersal marine fishes","BAGRE",7925,75567
2013,"Balistes","Demersal marine fishes","OTRAS",1543012.6,18073635
2013,"Brotula","Demersal marine fishes","LENGUADO",730098.9,11071160
2013,"Calamus","Demersal marine fishes","MOJARRA",28883,198495
2013,"Callinectes","Crustaceans","JAIBA",425543,7509245
2013,"Caranx","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",171514.4,6435768
2013,"Carcharhinus","Sharks","TIBURON",504626.15,4011733
2013,"Caulolatilus","Demersal marine fishes","PIERNA",653816,6115491
2013,"Centropomus","Demersal marine fishes","ROBALO",977729.95,34062465
2013,"Cetengraulis","Anchovy & Sardine (small pelagics)","SARDINA",179129084.62,156337942
2013,"Chanos","Diadromous fishes","OTRAS",83743,498115
2013,"Chione","Molluscs excl. Cephalopods","ALMEJA",146080,1383010
2013,"Coryphaena","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",183758.5,2867387
2013,"Cynoscion","Demersal marine fishes","CORVINA",1988966.7,42578006
2013,"Diapterus","Demersal marine fishes","MOJARRA",28565,286870
2013,"Diplectrum","Demersal marine fishes","OTRAS",34242.5,896695
2013,"Dosidicus","Cephalopods","CALAMAR",14857316.3,67118169
2013,"Dosinia","Molluscs excl. Cephalopods","ALMEJA",1952224,4450460
2013,"Epinephelus","Demersal marine fishes","MERO",13803.95,485678
2013,"Especies","Echinoderms","PEPINO DE MAR",2010,49650
2013,"Etrumeus","Anchovy & Sardine (small pelagics)","SARDINA",16864686.68,18965504
2013,"Eucinostomus","Demersal marine fishes","MOJARRA",695165,4427462
2013,"Eugerres","Demersal marine fishes","MOJARRA",16541,124853
2013,"Euthynnus","Pelagic marine fish (excl. anchovy & sardine)","BARRILETE",2876802,13792003
2013,"Farfantepenaeus","Shrimps, prawns","CAMARON",122203.4,4709030
2013,"Galeocerdo","Sharks","TIBURON",886.2,8904
2013,"Gelidium","Marine algae","ALGAS",94044,233762
2013,"Gerres","Demersal marine fishes","BANDERA",129704.8,863075
2013,"Ginglymostoma","Sharks","TIBURON",530,3648
2013,"Haemulon","Demersal marine fishes","OTRAS",1099507.55,8727087
2013,"Haemulopsis","Demersal marine fishes","RONCO",170685.2,1570169
2013,"Haliotis","Molluscs excl. Cephalopods","ABULON",54920.78,8313607
2013,"Hexaplex","Molluscs excl. Cephalopods","CARACOL",4623,40274
2013,"Hoplopagrus","Demersal marine fishes","PARGO",106639.9,2768719
2013,"Hypanus","Demersal marine fishes","RAYA Y SIMILARES",1540542.3,10886327
2013,"Hyporthodus","Demersal marine fishes","MERO",816418.9,28210997
2013,"Istiophorus","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",36506.05,347419
2013,"Isurus","Sharks","TIBURON",39688.3,391724
2013,"Katsuwonus","Pelagic marine fish (excl. anchovy & sardine)","BARRILETE",8142255.1,64765361
2013,"Lamna","Sharks","TIBURON",1471.2,49657
2013,"Larimus","Demersal marine fishes","CORVINA",11574,455205
2013,"Litopenaeus","Shrimps, prawns","CAMARON",3643953,177236738
2013,"Lobatus","Molluscs excl. Cephalopods","CARACOL",21486,101870
2013,"Lutjanus","Demersal marine fishes","GUACHINANGO",3051439.55,111708821
2013,"Megapitaria","Molluscs excl. Cephalopods","ALMEJA",569624,2394878
2013,"Megastraea","Molluscs excl. Cephalopods","CARACOL",133168,526300
2013,"Menticirrhus","Demersal marine fishes","BERRUGATA",89515.4,654452
2013,"Merluccius","Demersal marine fishes","OTRAS",6277231.5,49063127
2013,"Mesocentrotus","Echinoderms","ERIZO",41418,1656079
2013,"Microlepidotus","Demersal marine fishes","OTRAS",19426,284923
2013,"Micropogonias","Demersal marine fishes","BERRUGATA",6218244.3,69858320
2013,"Mobula","Demersal marine fishes","RAYA Y SIMILARES",1051449.5,11805439
2013,"Mugil","Demersal marine fishes","LISA",2820845,21418492
2013,"Mustelus","Sharks","TIBURON",43075.7,663043
2013,"Mycteroperca","Demersal marine fishes","CABRILLA",445762.2,11750916
2013,"Nasolamia","Sharks","TIBURON",29423.25,402147
2013,"Nematistius","Demersal marine fishes","OTRAS",654,6544
2013,"Nicholsina","Demersal marine fishes","OTRAS",251,5242
2013,"Oligoplites","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",18100,127050
2013,"Opisthonema","Anchovy & Sardine (small pelagics)","SARDINA",220482458.6,161808983
2013,"Orthopristis","Demersal marine fishes","OTRAS",29686,208559
2013,"Panopea","Molluscs excl. Cephalopods","ALMEJA",2117107,73887838
2013,"Panulirus","Crustaceans","LANGOSTA",209477,29417285
2013,"Paralabrax","Demersal marine fishes","OTRAS",652309.5,6945740
2013,"Paranthias","Demersal marine fishes","OTRAS",799,35480
2013,"Parapsettus","Demersal marine fishes","OTRAS",5185,81827
2013,"Penaeus","Shrimps, prawns","CAMARON",27286335.2,1752658974
2013,"Prionace","Sharks","TIBURON",512807.25,3993108
2013,"Pseudobatos","Demersal marine fishes","RAYA Y SIMILARES",586580.85,5275384
2013,"Pseudupeneus","Demersal marine fishes","OTRAS",17077.7,560091
2013,"Rimapenaeus","Shrimps, prawns","CAMARON",74585.2,1458916
2013,"Sarda","Pelagic marine fish (excl. anchovy & sardine)","BONITO",813517.6,5964489
2013,"Sardinops","Anchovy & Sardine (small pelagics)","SARDINA",84790339.2,84431812
2013,"Scomber","Pelagic marine fish (excl. anchovy & sardine)","MACARELA",25279021.68,21475827
2013,"Scomberomorus","Pelagic marine fish (excl. anchovy & sardine)","SIERRA",6067705.4,92696703
2013,"Scorpaena","Demersal marine fishes","OTRAS",9960.2,64822
2013,"Selene","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",553293.7,2680016
2013,"Seriola","Pelagic marine fish (excl. anchovy & sardine)","ESMEDREGAL",883688.4,11012832
2013,"Sicyonia","Shrimps, prawns","CAMARON",6807,97105
2013,"Sphoeroides","Demersal marine fishes","OTRAS",454608.45,16351281
2013,"Sphyraena","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",13841,186531
2013,"Sphyrna","Sharks","TIBURON",136289.05,1047868
2013,"Squatina","Sharks","TIBURON",699505.1,6464979
2013,"Stereolepis","Demersal marine fishes","OTRAS",376.8,26140
2013,"Stomolophus","Jellies","OTRAS",14999109,20997974
2013,"Strongylocentrotus","Echinoderms","ERIZO",10003,152513
2013,"Synodus","Demersal marine fishes","OTRAS",145325.6,981990
2013,"Thunnus","Pelagic marine fish (excl. anchovy & sardine)","ATUN",67610409,573570309
2013,"Trachinotus","Pelagic marine fish (excl. anchovy & sardine)","PAMPANO",3927615.8,2048072
2013,"Trichiurus","Pelagic marine fish (excl. anchovy & sardine)","CINTILLA",2494,108425
2013,"Turbo","Molluscs excl. Cephalopods","CARACOL",1719,41128
2013,"Xiphias","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",38429.25,830286
2014,"Ablennes","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",17663.85,215863
2014,"Acanthurus","Demersal marine fishes","OTRAS",24223,484065
2014,"Aetobatus","Demersal marine fishes","RAYA Y SIMILARES",39314,382898
2014,"Alopias","Sharks","TIBURON",543814.45,5629403
2014,"Anisotremus","Demersal marine fishes","OTRAS",102170.67,2419739.5
2014,"Anoplopoma","Demersal marine fishes","OTRAS",2465.05,122873.5
2014,"Argopecten","Molluscs excl. Cephalopods","ALMEJA",816476,3039456
2014,"Ariopsis","Demersal marine fishes","BAGRE",3277.6,44963
2014,"Balistes","Demersal marine fishes","OTRAS",2027190.325,25085836
2014,"Brotula","Demersal marine fishes","LENGUADO",1060771.4,17033530
2014,"Calamus","Demersal marine fishes","MOJARRA",26283,229964
2014,"Callinectes","Crustaceans","JAIBA",619867,16769044
2014,"Caranx","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",132854.5,7005868
2014,"Carcharhinus","Sharks","TIBURON",734096.9,7045768
2014,"Caulolatilus","Demersal marine fishes","PIERNA",528747.85,5592371
2014,"Centropomus","Demersal marine fishes","ROBALO",1188553.12,47618197.2
2014,"Cetengraulis","Anchovy & Sardine (small pelagics)","SARDINA",60719386.84,62234903.6
2014,"Chanos","Diadromous fishes","OTRAS",230100.6,1304021
2014,"Chione","Molluscs excl. Cephalopods","ALMEJA",192171,1873765
2014,"Coryphaena","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",160780.85,3151926
2014,"Cynoscion","Demersal marine fishes","CORVINA",2010228.78,47980993.23
2014,"Diapterus","Demersal marine fishes","MOJARRA",32361,372077
2014,"Diplectrum","Demersal marine fishes","OTRAS",32678.95,884705
2014,"Dosidicus","Cephalopods","CALAMAR",24475530.05,149168130
2014,"Dosinia","Molluscs excl. Cephalopods","ALMEJA",905431,3183340
2014,"Epinephelus","Demersal marine fishes","MERO",13881.9,463046.5
2014,"Especies","Echinoderms","PEPINO DE MAR",35588,1988925
2014,"Etrumeus","Anchovy & Sardine (small pelagics)","SARDINA",7568697.24,7998389
2014,"Eucinostomus","Demersal marine fishes","MOJARRA",237337,2787713
2014,"Eugerres","Demersal marine fishes","MOJARRA",35923,352835
2014,"Euthynnus","Pelagic marine fish (excl. anchovy & sardine)","BARRILETE",3714911,14995636
2014,"Farfantepenaeus","Shrimps, prawns","CAMARON",357971,11496135
2014,"Galeocerdo","Sharks","TIBURON",2775.05,28262
2014,"Gelidium","Marine algae","ALGAS",64338,145399
2014,"Gerres","Demersal marine fishes","BANDERA",146550.8,1049822
2014,"Ginglymostoma","Sharks","TIBURON",3851.5,21438
2014,"Haemulon","Demersal marine fishes","OTRAS",929696.6,7640784
2014,"Haemulopsis","Demersal marine fishes","RONCO",211947.4,2137509
2014,"Haliotis","Molluscs excl. Cephalopods","ABULON",51200.86,7919757
2014,"Hexaplex","Molluscs excl. Cephalopods","CARACOL",1012006,6063662.5
2014,"Hoplopagrus","Demersal marine fishes","PARGO",108358.5,2960885
2014,"Hypanus","Demersal marine fishes","RAYA Y SIMILARES",1480658.85,10900053.75
2014,"Hyporthodus","Demersal marine fishes","MERO",968723.3,35912324.5
2014,"Istiophorus","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",23746.15,255135
2014,"Isurus","Sharks","TIBURON",429825.5,6232581
2014,"Katsuwonus","Pelagic marine fish (excl. anchovy & sardine)","BARRILETE",4492837.2,33968889
2014,"Lamna","Sharks","TIBURON",2311.8,54955
2014,"Larimus","Demersal marine fishes","CORVINA",9653,456430
2014,"Litopenaeus","Shrimps, prawns","CAMARON",4163418.34,210249491.6
2014,"Lobatus","Molluscs excl. Cephalopods","CARACOL",19996,72505
2014,"Lutjanus","Demersal marine fishes","GUACHINANGO",3287675.4,130585426.69
2014,"Megapitaria","Molluscs excl. Cephalopods","ALMEJA",488697,2647890
2014,"Megastraea","Molluscs excl. Cephalopods","CARACOL",36855,157950
2014,"Menticirrhus","Demersal marine fishes","BERRUGATA",106432.8,562449
2014,"Merluccius","Demersal marine fishes","OTRAS",7262581,54628115.5
2014,"Mesocentrotus","Echinoderms","ERIZO",15863,502581
2014,"Microlepidotus","Demersal marine fishes","OTRAS",60052,457890
2014,"Micropogonias","Demersal marine fishes","BERRUGATA",8857066.56,89234388
2014,"Mobula","Demersal marine fishes","RAYA Y SIMILARES",1055850.65,12915735
2014,"Mugil","Demersal marine fishes","LISA",2053056.8,17378910
2014,"Mustelus","Sharks","TIBURON",48744.2,655158
2014,"Mycteroperca","Demersal marine fishes","CABRILLA",462417.85,12881117
2014,"Nasolamia","Sharks","TIBURON",32920.25,542277
2014,"Nematistius","Demersal marine fishes","OTRAS",8306,80659
2014,"Nicholsina","Demersal marine fishes","OTRAS",1809,31640
2014,"Oligoplites","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",18020,126400
2014,"Opisthonema","Anchovy & Sardine (small pelagics)","SARDINA",225600754.44,232564823.4
2014,"Orthopristis","Demersal marine fishes","OTRAS",53083,448639.5
2014,"Panopea","Molluscs excl. Cephalopods","ALMEJA",2429061.92,77153944.48
2014,"Panulirus","Crustaceans","LANGOSTA",135765.9,20754199
2014,"Paralabrax","Demersal marine fishes","OTRAS",851542.65,10008055.5
2014,"Paranthias","Demersal marine fishes","OTRAS",2033.3,48015
2014,"Parapsettus","Demersal marine fishes","OTRAS",9438,173513
2014,"Penaeus","Shrimps, prawns","CAMARON",28256995.83,2031085292.46
2014,"Prionace","Sharks","TIBURON",1392770.65,14042779
2014,"Pseudobatos","Demersal marine fishes","RAYA Y SIMILARES",648210.7,6327157.5
2014,"Pseudupeneus","Demersal marine fishes","OTRAS",2304,67940
2014,"Rimapenaeus","Shrimps, prawns","CAMARON",72040,1682790
2014,"Sarda","Pelagic marine fish (excl. anchovy & sardine)","BONITO",986117.7,8404956
2014,"Sardinops","Anchovy & Sardine (small pelagics)","SARDINA",4023552.8,4486740
2014,"Scomber","Pelagic marine fish (excl. anchovy & sardine)","MACARELA",40393077.76,48757469
2014,"Scomberomorus","Pelagic marine fish (excl. anchovy & sardine)","SIERRA",5753831.2,87405788.65
2014,"Scorpaena","Demersal marine fishes","OTRAS",4217.5,63348
2014,"Selene","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",446759.2,2386610
2014,"Seriola","Pelagic marine fish (excl. anchovy & sardine)","ESMEDREGAL",1201816.1,15696001.5
2014,"Sphoeroides","Demersal marine fishes","OTRAS",393579.45,15811744.64
2014,"Sphyraena","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",18162,281688
2014,"Sphyrna","Sharks","TIBURON",359005,4423935
2014,"Squatina","Sharks","TIBURON",610644.72,5852347.5
2014,"Stereolepis","Demersal marine fishes","OTRAS",505,14445
2014,"Stomolophus","Jellies","OTRAS",34567988,80033750
2014,"Strongylocentrotus","Echinoderms","ERIZO",5062,93870
2014,"Synodus","Demersal marine fishes","OTRAS",133844.1,1209105
2014,"Thunnus","Pelagic marine fish (excl. anchovy & sardine)","ATUN",75346319.2,642428302
2014,"Trachinotus","Pelagic marine fish (excl. anchovy & sardine)","PAMPANO",141053.32,1728993
2014,"Trichiurus","Pelagic marine fish (excl. anchovy & sardine)","CINTILLA",2792,80815
2014,"Turbo","Molluscs excl. Cephalopods","CARACOL",1756,44900
2014,"Xiphias","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",61949,1278392
2015,"Ablennes","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",31507.75,443363
2015,"Acanthurus","Demersal marine fishes","OTRAS",29494,705681
2015,"Aetobatus","Demersal marine fishes","RAYA Y SIMILARES",24879,329906
2015,"Alopias","Sharks","TIBURON",549037.318,6964387
2015,"Anisotremus","Demersal marine fishes","OTRAS",65671.38,1616667
2015,"Anoplopoma","Demersal marine fishes","OTRAS",464.3,17540
2015,"Argopecten","Molluscs excl. Cephalopods","ALMEJA",413726,1708712
2015,"Ariopsis","Demersal marine fishes","BAGRE",8853,106590
2015,"Balistes","Demersal marine fishes","OTRAS",3241838.33,38637077.5
2015,"Brotula","Demersal marine fishes","LENGUADO",906695.1,13804188
2015,"Calamus","Demersal marine fishes","MOJARRA",24733,200815
2015,"Callinectes","Crustaceans","JAIBA",832879,18334788
2015,"Caranx","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",85019.8,5634820
2015,"Carcharhinus","Sharks","TIBURON",1140862.6,10846155
2015,"Caulolatilus","Demersal marine fishes","PIERNA",498048.6,5658506.6
2015,"Centropomus","Demersal marine fishes","ROBALO",1091259.985,47746459.39
2015,"Cetengraulis","Anchovy & Sardine (small pelagics)","SARDINA",60839858.64,71333960.58
2015,"Chanos","Diadromous fishes","OTRAS",380420.4,2705212
2015,"Chione","Molluscs excl. Cephalopods","ALMEJA",57747,546203
2015,"Coryphaena","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",122104.85,2779584
2015,"Cynoscion","Demersal marine fishes","CORVINA",2125875.251,56586817.02
2015,"Diapterus","Demersal marine fishes","MOJARRA",35185,350760
2015,"Diplectrum","Demersal marine fishes","OTRAS",87594.78,2672899
2015,"Dosidicus","Cephalopods","CALAMAR",1589608.95,13961217.5
2015,"Dosinia","Molluscs excl. Cephalopods","ALMEJA",757428,3572299.5
2015,"Epinephelus","Demersal marine fishes","MERO",58325.6,1241003
2015,"Especies","Echinoderms","PEPINO DE MAR",14935,600250
2015,"Etrumeus","Anchovy & Sardine (small pelagics)","SARDINA",7029227.06,9591466.2
2015,"Eucinostomus","Demersal marine fishes","MOJARRA",199340.7,2393382
2015,"Eugerres","Demersal marine fishes","MOJARRA",38358,409785
2015,"Euthynnus","Pelagic marine fish (excl. anchovy & sardine)","BARRILETE",2535062,71792289
2015,"Farfantepenaeus","Shrimps, prawns","CAMARON",170185.2,6746280
2015,"Galeocerdo","Sharks","TIBURON",2157.5,26736
2015,"Gelidium","Marine algae","ALGAS",387234,595607
2015,"Gerres","Demersal marine fishes","BANDERA",197470.2,1445111
2015,"Ginglymostoma","Sharks","TIBURON",4610.3,25081
2015,"Haemulon","Demersal marine fishes","OTRAS",1149882.9,11111175
2015,"Haemulopsis","Demersal marine fishes","RONCO",177049,1736629
2015,"Haliotis","Molluscs excl. Cephalopods","ABULON",62074.72,9191193
2015,"Hexaplex","Molluscs excl. Cephalopods","CARACOL",1472723,10769101
2015,"Hoplopagrus","Demersal marine fishes","PARGO",129975.1,3692537
2015,"Hypanus","Demersal marine fishes","RAYA Y SIMILARES",1588476.85,12808854
2015,"Hyporthodus","Demersal marine fishes","MERO",1151124.93,47869341.8
2015,"Istiophorus","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",30664.75,389984
2015,"Isurus","Sharks","TIBURON",439293.3,7107120
2015,"Katsuwonus","Pelagic marine fish (excl. anchovy & sardine)","BARRILETE",15462616,122622558
2015,"Lamna","Sharks","TIBURON",7635.05,216881
2015,"Larimus","Demersal marine fishes","CORVINA",11573,664170
2015,"Litopenaeus","Shrimps, prawns","CAMARON",2816687.924,136860545.4
2015,"Lobatus","Molluscs excl. Cephalopods","CARACOL",4090,6580
2015,"Lutjanus","Demersal marine fishes","GUACHINANGO",4642536.135,185841014.97
2015,"Megapitaria","Molluscs excl. Cephalopods","ALMEJA",317577,1623480
2015,"Megastraea","Molluscs excl. Cephalopods","CARACOL",94031,482710
2015,"Menticirrhus","Demersal marine fishes","BERRUGATA",57880.9,426253
2015,"Merluccius","Demersal marine fishes","OTRAS",4980937.6,36951140.5
2015,"Mesocentrotus","Echinoderms","ERIZO",95591,1619299
2015,"Microlepidotus","Demersal marine fishes","OTRAS",112346,1163352
2015,"Micropogonias","Demersal marine fishes","BERRUGATA",8098251.5,89286539
2015,"Mobula","Demersal marine fishes","RAYA Y SIMILARES",1507699.6,16385767.5
2015,"Mugil","Demersal marine fishes","LISA",3126495.2,28398906.74
2015,"Mustelus","Sharks","TIBURON",144566.65,2820912
2015,"Mycteroperca","Demersal marine fishes","CABRILLA",726205.77,23191353.7
2015,"Nasolamia","Sharks","TIBURON",45899.65,615706
2015,"Nematistius","Demersal marine fishes","OTRAS",18332,204774
2015,"Nicholsina","Demersal marine fishes","OTRAS",1546,57750
2015,"Oligoplites","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",22570,138200
2015,"Opisthonema","Anchovy & Sardine (small pelagics)","SARDINA",164653409.62,217857252.505
2015,"Orthopristis","Demersal marine fishes","OTRAS",26831.5,255289
2015,"Panopea","Molluscs excl. Cephalopods","ALMEJA",1544185.7,49043883.19
2015,"Panulirus","Crustaceans","LANGOSTA",162764.4,26380242.5
2015,"Paralabrax","Demersal marine fishes","OTRAS",924751.04,13322303.3
2015,"Paranthias","Demersal marine fishes","OTRAS",4732,114922
2015,"Parapsettus","Demersal marine fishes","OTRAS",3007,68858
2015,"Penaeus","Shrimps, prawns","CAMARON",24749120.04,1707806136.73
2015,"Prionace","Sharks","TIBURON",1297803.4,15023876
2015,"Pseudobatos","Demersal marine fishes","RAYA Y SIMILARES",782435.75,8097896.6
2015,"Pseudupeneus","Demersal marine fishes","OTRAS",1202,60605
2015,"Rimapenaeus","Shrimps, prawns","CAMARON",23624.6,417415
2015,"Sarda","Pelagic marine fish (excl. anchovy & sardine)","BONITO",546369.8,3975033.9
2015,"Sardinops","Anchovy & Sardine (small pelagics)","SARDINA",5119613.02,7650689.665
2015,"Scomber","Pelagic marine fish (excl. anchovy & sardine)","MACARELA",39312861.48,69118167.535
2015,"Scomberomorus","Pelagic marine fish (excl. anchovy & sardine)","SIERRA",5317169.3,90541007.4
2015,"Scorpaena","Demersal marine fishes","OTRAS",4959,52342
2015,"Selene","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",582168.9,3252971
2015,"Seriola","Pelagic marine fish (excl. anchovy & sardine)","ESMEDREGAL",1235611.2,21615207.3
2015,"Sicyonia","Shrimps, prawns","CAMARON",4280,107350
2015,"Sphoeroides","Demersal marine fishes","OTRAS",571709.05,24522702
2015,"Sphyraena","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",14045,263530
2015,"Sphyrna","Sharks","TIBURON",868723.2875,10009940.75
2015,"Squatina","Sharks","TIBURON",616167.2,5660695
2015,"Stereolepis","Demersal marine fishes","OTRAS",1694.8,57670
2015,"Stomolophus","Jellies","OTRAS",21929654,31960055.4
2015,"Strongylocentrotus","Echinoderms","ERIZO",30000,462900
2015,"Synodus","Demersal marine fishes","OTRAS",241382.4,2373861
2015,"Thunnus","Pelagic marine fish (excl. anchovy & sardine)","ATUN",68816554.88,635358517
2015,"Trachinotus","Pelagic marine fish (excl. anchovy & sardine)","PAMPANO",209395.7,2479864
2015,"Trichiurus","Pelagic marine fish (excl. anchovy & sardine)","CINTILLA",1993,86655
2015,"Turbo","Molluscs excl. Cephalopods","CARACOL",12530,286480
2015,"Xiphias","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",47825.75,1017078
2016,"Ablennes","Pelagic marine fish (excl. anchovy & sardine)","OTRAS",40220.15,603348
2016,"Acanthurus","Demersal marine fishes","OTRAS",14918,390185
2016,"Aetobatus","Demersal marine fishes","RAYA Y SIMILARES",122536.9,1829505
2016,"Alopias","Sharks","TIBURON",871651.85,13254612
2016,"Anisotremus","Demersal marine fishes","OTRAS",67135.3,1615030
2016,"Anoplopoma","Demersal marine fishes","OTRAS",3096.7,148480
2016,"Argopecten","Molluscs excl. Cephalopods","ALMEJA",148532,856899
