common_name,species,species_synonym
Carpa de israel,Cyprinus carpio,Cyprinus nordmannii 
Carpa de israel,Cyprinus carpio,Cyprinus nudus
Carpa de israel,Cyprinus carpio,Cyprinus regina 
Carpa de israel,Cyprinus carpio,Cyprinus regius
Carpa de israel,Cyprinus carpio,Cyprinus rex 
Carpa de israel,Cyprinus carpio,Cyprinus rexcyprinorum 
Carpa de israel,Cyprinus carpio,Cyprinus rondeletii 
Carpa de israel,Cyprinus carpio,Cyprinus specularis 
Carpa de israel,Cyprinus carpio,Cyprinus thermalis
Carpa de israel,Cyprinus carpio,Cyprinus tossicole
Carpa de israel,Cyprinus carpio,Cyprinus viridescens
Carpa de israel,Cyprinus carpio,Cyprinus vittatus
Carpa dorada,Carassius auratus ,Cyprinus auratus
Carpa escamuda,NA,NA  
Carpa espejo,Cyprinus carpio,Cyprinus acuminatus
Carpa espejo,Cyprinus carpio,Cyprinus alepidotus
Carpa espejo,Cyprinus carpio,Cyprinus angulatus
Carpa espejo,Cyprinus carpio,Cyprinus atrovirens 
Carpa espejo,Cyprinus carpio,Cyprinus bithynicus 
Carpa espejo,Cyprinus carpio,Cyprinus carpio anatolicus
Carpa espejo,Cyprinus carpio,Cyprinus carpio aralensis
Carpa espejo,Cyprinus carpio,Cyprinus carpio brevicirri 
Carpa espejo,Cyprinus carpio,Cyprinus carpio carpio
Carpa espejo,Cyprinus carpio,Cyprinus carpio caspicus 
Carpa espejo,Cyprinus carpio,Cyprinus carpio communis 
Carpa espejo,Cyprinus carpio,Cyprinus carpio elongatus
Carpa espejo,Cyprinus carpio,Cyprinus carpio fluviatilis
Carpa espejo,Cyprinus carpio,Cyprinus carpio haematopterus
Carpa espejo,Cyprinus carpio,Cyprinus carpio lacustris
Carpa espejo,Cyprinus carpio,Cyprinus carpio longicirri
Carpa espejo,Cyprinus carpio,Cyprinus carpio monstrosus 
Carpa espejo,Cyprinus carpio,Cyprinus carpio oblongus
Carpa espejo,Cyprinus carpio,Cyprinus carpio specularis
Carpa espejo,Cyprinus carpio,Cyprinus chinensis
Carpa espejo,Cyprinus carpio,Cyprinus cirrosus 
Carpa espejo,Cyprinus carpio,Cyprinus conirostris
Carpa espejo,Cyprinus carpio,Cyprinus coriaceus
Carpa espejo,Cyprinus carpio,Cyprinus elatus 
Carpa espejo,Cyprinus carpio,Cyprinus festetitsii 
Carpa espejo,Cyprinus carpio,Cyprinus hungaricus
Carpa espejo,Cyprinus carpio,Cyprinus macrolepidotus
Carpa espejo,Cyprinus carpio,Cyprinus macrolepidotus
Carpa espejo,Cyprinus carpio,Cyprinus mahuensis 
Carpa espejo,Cyprinus carpio,Cyprinus melanotus 
Carpa espejo,Cyprinus carpio,Cyprinus nigroauratus
Carpa espejo,Cyprinus carpio,Cyprinus nordmannii 
Carpa espejo,Cyprinus carpio,Cyprinus nudus
Carpa espejo,Cyprinus carpio,Cyprinus regina 
Carpa espejo,Cyprinus carpio,Cyprinus regius
Carpa espejo,Cyprinus carpio,Cyprinus rex 
Carpa espejo,Cyprinus carpio,Cyprinus rexcyprinorum 
Carpa espejo,Cyprinus carpio,Cyprinus rondeletii 
Carpa espejo,Cyprinus carpio,Cyprinus specularis 
Carpa espejo,Cyprinus carpio,Cyprinus thermalis
Carpa espejo,Cyprinus carpio,Cyprinus tossicole
Carpa espejo,Cyprinus carpio,Cyprinus viridescens
Carpa espejo,Cyprinus carpio,Cyprinus vittatus
Carpa herbivora,Cyprinus carpio,Cyprinus acuminatus
Carpa herbivora,Cyprinus carpio,Cyprinus alepidotus
Carpa herbivora,Cyprinus carpio,Cyprinus angulatus
Carpa herbivora,Cyprinus carpio,Cyprinus atrovirens 
Carpa herbivora,Cyprinus carpio,Cyprinus bithynicus 
Carpa herbivora,Cyprinus carpio,Cyprinus carpio anatolicus
Carpa herbivora,Cyprinus carpio,Cyprinus carpio aralensis
Carpa herbivora,Cyprinus carpio,Cyprinus carpio brevicirri 
Carpa herbivora,Cyprinus carpio,Cyprinus carpio carpio
Carpa herbivora,Cyprinus carpio,Cyprinus carpio caspicus 
Carpa herbivora,Cyprinus carpio,Cyprinus carpio communis 
Carpa herbivora,Cyprinus carpio,Cyprinus carpio elongatus
Carpa herbivora,Cyprinus carpio,Cyprinus carpio fluviatilis
Carpa herbivora,Cyprinus carpio,Cyprinus carpio haematopterus
Carpa herbivora,Cyprinus carpio,Cyprinus carpio lacustris
Carpa herbivora,Cyprinus carpio,Cyprinus carpio longicirri
Carpa herbivora,Cyprinus carpio,Cyprinus carpio monstrosus 
Carpa herbivora,Cyprinus carpio,Cyprinus carpio oblongus
Carpa herbivora,Cyprinus carpio,Cyprinus carpio specularis
Carpa herbivora,Cyprinus carpio,Cyprinus chinensis
Carpa herbivora,Cyprinus carpio,Cyprinus cirrosus 
Carpa herbivora,Cyprinus carpio,Cyprinus conirostris
Carpa herbivora,Cyprinus carpio,Cyprinus coriaceus
Carpa herbivora,Cyprinus carpio,Cyprinus elatus 
Carpa herbivora,Cyprinus carpio,Cyprinus festetitsii 
Carpa herbivora,Cyprinus carpio,Cyprinus hungaricus
Carpa herbivora,Cyprinus carpio,Cyprinus macrolepidotus
Carpa herbivora,Cyprinus carpio,Cyprinus macrolepidotus
Carpa herbivora,Cyprinus carpio,Cyprinus mahuensis 
Carpa herbivora,Cyprinus carpio,Cyprinus melanotus 
Carpa herbivora,Cyprinus carpio,Cyprinus nigroauratus
Carpa herbivora,Cyprinus carpio,Cyprinus nordmannii 
Carpa herbivora,Cyprinus carpio,Cyprinus nudus
Carpa herbivora,Cyprinus carpio,Cyprinus regina 
Carpa herbivora,Cyprinus carpio,Cyprinus regius
Carpa herbivora,Cyprinus carpio,Cyprinus rex 
Carpa herbivora,Cyprinus carpio,Cyprinus rexcyprinorum 
Carpa herbivora,Cyprinus carpio,Cyprinus rondeletii 
Carpa herbivora,Cyprinus carpio,Cyprinus specularis 
Carpa herbivora,Cyprinus carpio,Cyprinus thermalis
Carpa herbivora,Cyprinus carpio,Cyprinus tossicole
Carpa herbivora,Cyprinus carpio,Cyprinus viridescens
Carpa herbivora,Cyprinus carpio,Cyprinus vittatus
Carpa hocicona,NA,NA  
Carpa negra,Mylopharyngodon piceus,Myloleuciscus aethiops
Carpa negra,Mylopharyngodon piceus,Myloleucus aethiops 
Carpa negra,Mylopharyngodon piceus,Mylopharyngodon aethiops
Carpa negra,Mylopharyngodon piceus,Leuciscus dubius 
Carpa negra,Mylopharyngodon piceus,Myloleuciscus atripinnis
Carpa negra,Mylopharyngodon piceus,Leuciscus aethiops 
Carpa negra,Mylopharyngodon piceus,Leucisculus fuscus 
Carpa negra,Mylopharyngodon piceus,Mylopharyngodon pisceus
Carpa negra,Mylopharyngodon piceus,Barbus tonkinensis 
Carpa negra,Mylopharyngodon piceus,Leuciscus piceus 
Carpa plateada,Hypophthalmichthys molitrix,Abramocephalus microlepis 
Carpa plateada,Hypophthalmichthys molitrix,Leuciscus molitrix 
Carpa plateada,Hypophthalmichthys molitrix,Onychodon mantschuricus
Carpa plateada,Hypophthalmichthys molitrix,Hypophthalmichthys dabry
Carpa plateada,Hypophthalmichthys molitrix,Hypothamicthys molitrix
Carpa plateada,Hypophthalmichthys molitrix,Leuciscus hypophthalmus 
Carpa plateada,Hypophthalmichthys molitrix,Hypothalmichthys molitrix
Carpa plateada,Hypophthalmichthys molitrix,Cephalus mantschuricus
Carpa plateada,Hypophthalmichthys molitrix,Hypophthalmichthys dybowskii
Carpa se,Cyprinus carpio,Carpio vulgaris 
Carpa se,Cyprinus carpio,Cyprinus acuminatus
Carpa se,Cyprinus carpio,Cyprinus alepidotus
Carpa se,Cyprinus carpio,Cyprinus angulatus
Carpa se,Cyprinus carpio,Cyprinus atrovirens 
Carpa se,Cyprinus carpio,Cyprinus bithynicus 
Carpa se,Cyprinus carpio,Cyprinus carpio anatolicus
Carpa se,Cyprinus carpio,Cyprinus carpio aralensis
Carpa se,Cyprinus carpio,Cyprinus carpio brevicirri 
Carpa se,Cyprinus carpio,Cyprinus carpio carpio
Carpa se,Cyprinus carpio,Cyprinus carpio caspicus 
Carpa se,Cyprinus carpio,Cyprinus carpio communis 
Carpa se,Cyprinus carpio,Cyprinus carpio elongatus
Carpa se,Cyprinus carpio,Cyprinus carpio fluviatilis
Carpa se,Cyprinus carpio,Cyprinus carpio haematopterus
Carpa se,Cyprinus carpio,Cyprinus carpio lacustris
Carpa se,Cyprinus carpio,Cyprinus carpio longicirri
Carpa se,Cyprinus carpio,Cyprinus carpio monstrosus 
Carpa se,Cyprinus carpio,Cyprinus carpio oblongus
Carpa se,Cyprinus carpio,Cyprinus carpio specularis
Carpa se,Cyprinus carpio,Cyprinus chinensis
Carpa se,Cyprinus carpio,Cyprinus cirrosus 
Carpa se,Cyprinus carpio,Cyprinus conirostris
Carpa se,Cyprinus carpio,Cyprinus coriaceus
Carpa se,Cyprinus carpio,Cyprinus elatus 
Carpa se,Cyprinus carpio,Cyprinus festetitsii 
Carpa se,Cyprinus carpio,Cyprinus hungaricus
Carpa se,Cyprinus carpio,Cyprinus macrolepidotus
Carpa se,Cyprinus carpio,Cyprinus macrolepidotus
Carpa se,Cyprinus carpio,Cyprinus mahuensis 
Carpa se,Cyprinus carpio,Cyprinus melanotus 
Carpa se,Cyprinus carpio,Cyprinus nigroauratus
Carpa se,Cyprinus carpio,Cyprinus nordmannii 
Carpa se,Cyprinus carpio,Cyprinus nudus
Carpa se,Cyprinus carpio,Cyprinus regina 
Carpa se,Cyprinus carpio,Cyprinus regius
Carpa se,Cyprinus carpio,Cyprinus rex 
Carpa se,Cyprinus carpio,Cyprinus rexcyprinorum 
Carpa se,Cyprinus carpio,Cyprinus rondeletii 
Carpa se,Cyprinus carpio,Cyprinus specularis 
Carpa se,Cyprinus carpio,Cyprinus thermalis
Carpa se,Cyprinus carpio,Cyprinus tossicole
Carpa se,Cyprinus carpio,Cyprinus viridescens
Carpa se,Cyprinus carpio,Cyprinus vittatus
CATALINETA,Anisotremus surinamensis,Lutjanus surinamensis
CATAN SE,Lepisosteus osseus,Lepidosteus clintonii
CATAN SE,Lepisosteus osseus,Lepisosteus gracilis
CATAN SE,Lepisosteus osseus,Lepidosteus bison
CATAN SE,Lepisosteus osseus,Lepidosteus louisianensis
CATAN SE,Lepisosteus osseus,Esox osseus
CATAN SE,Lepisosteus osseus,Lepidosteus horatii
CATAN SE,Lepisosteus osseus,Lepidosteus treculi
CATAN SE,Lepisosteus osseus,Macrognathus loricatus 
CATAN SE,Lepisosteus osseus,Lepisosteus gavial
CATAN SE,Lepisosteus osseus,Lepisosteus treculii 
CATAN SE,Lepisosteus osseus,Lepidosteus thompsonii 
CATAN SE,Lepisosteus osseus,Lepisosteus gavialis 
CATAN SE,Lepisosteus osseus,Lepisosteus huronensis
CATAN SE,Lepisosteus osseus,Lepidosteus gracilis 
CATAN SE,Lepisosteus osseus,Lepidosteus lesueurii 
CATAN SE,Lepisosteus osseus,Lepidosteus crassus
CATAN SE,Lepisosteus osseus,Sarchirus vittatus 
CATAN SE,Lepisosteus osseus,Lepisosteus stenorhynchus 
CATAN SE,Lepisosteus osseus,Lepidosteus harlani 
CATAN SE,Lepisosteus osseus,Lepidosteus leptorhynchus 
CATAN SE,Lepisosteus osseus,Lepisosteus lineatus 
CATAN SE,Lepisosteus osseus,Lepisosteus longirostris 
CATAN SE,Lepisosteus osseus,Lepisosteus oxyurus 
CATAN SE,Lepisosteus osseus,Lepidosteus milberti 
CATAN SE,Lepisosteus osseus,Lepidosteus mulberti
CATAN SE,Lepisosteus osseus,Lepidosteus copei 
CATAN SE,Lepisosteus osseus,Lepidosteus elisabeth
CATAN SE,Lepisosteus osseus,Lepidosteus lamarii 
CATAN SE,Lepisosteus osseus,Lepidosteus thompsoni
CATAN SE,Lepisosteus osseus,Lepidosteus troostii 
CATAN SE,Lepisosteus osseus,Sarchirus argenteus 
CATAN SE,Lepisosteus osseus,Lepidosteus otarius
CATAN SE,Lepisosteus osseus,Lepidosteus piquotianus
CATAN SE,Lepisosteus osseus,Lepidosteus rostratus 
CATAN SE,Lepisosteus osseus,Lepidosteus ayresii
CATAN SE,Lepisosteus osseus,Lepidosteus smithii 
CATAN SE,Lepisosteus osseus,Lepidosteus smithi
CATAN SE,Lepisosteus osseus,Esox viridis 
CAZA HUECA,NA,NA  
CAZON,Carcharhinus brachyurus,Carcharhinus improvisus 
CAZON,Carcharhinus brachyurus,Carcharhinus acarenatus 
CAZON,Carcharhinus brachyurus,Carcharhinus acarenatus 
CAZON,Carcharhinus brachyurus,Carcharhinus ahenea 
CAZON,Carcharhinus brachyurus,Galeolamna greyi 
CAZON,Carcharhinus brachyurus,Eulamia ahenea 
CAZON,Carcharhinus brachyurus,Carcharias lamiella 
CAZON,Carcharhinus brachyurus,Carcharhinus rochensis 
CAZON,Carcharhinus brachyurus,Carcharhinus remotoides 
CAZON,Carcharhinus brachyurus,Galeolamna ahenea 
CAZON,Carcharhinus brachyurus,Carcharias remotus 
CAZON,Carcharhinus brachyurus,Carcharhinus remotus 
CAZON,Carcharhinus brachyurus,Carcharias brachyurus 
CAZON,Rhizoprionodon longurio,Scoliodon longurio 
CAZON,Rhizoprionodon longurio,Carcharias longurio 
CAZON,Carcharhinus falciformis,Aprionodon sitankaiensis 
CAZON,Carcharhinus falciformis,Squalus tiburo 
CAZON,Carcharhinus falciformis,Carcharhinus floridanus 
CAZON,Carcharhinus falciformis,Carcharias menisorrah 
CAZON,Carcharhinus falciformis,Eulamia menisorrah 
CAZON,Carcharhinus falciformis,Carcharhinus atrodorsus 
CAZON,Carcharhinus falciformis,Carcharias falcipinnis 
CAZON,Carcharhinus falciformis,Carcharias falciformis 
CAZON,Carcharhinus falciformis,Carcharins menisorrah 
CAZON,Carcharhinus falciformis,Carcharhinus falciformes 
CAZON,Carcharhinus falciformis,Prionodon tiburo 
CAZON,Carcharhinus falciformis,Eulamia malpeloensis 
CAZON,Carcharhinus falciformis,Gymnorhinus pharaonis 
CAZON,Carcharhinus falciformis,Carcharhinus menisorrah 
CAZON,Carcharhinus limbatus,Carcharias ehrenbergi 
CAZON,Carcharhinus limbatus,Carcharias aethalorus 
CAZON,Carcharhinus limbatus,Gymnorhinus abbreviatus 
CAZON,Carcharhinus limbatus,Carcharhinus natator 
CAZON,Carcharhinus limbatus,Carcharias microps 
CAZON,Carcharhinus limbatus,Carcharias abbreviatus 
CAZON,Carcharhinus limbatus,Galeolamna pleurotaenia 
CAZON,Carcharhinus limbatus,Carcharias maculipinna 
CAZON,Carcharhinus limbatus,Carcharias limbatus 
CAZON,Carcharhinus limbatus,Carcharias muelleri 
CAZON,Carcharhinus limbatus,Carcharias phorcys 
CAZON,Carcharhinus limbatus,Carcharinus limbatus 
CAZON,Carcharhinus limbatus,Eulamia pleurotaenia 
CAZON,Carcharhinus limbatus,Eulamia pleurotaenia 
CAZON,Carcharhinus limbatus,Carcharhinus tilstoni 
CAZON,Carcharhinus limbatus,Carcharhinus amblyrhynchoides 
CAZON,Carcharhinus limbatus,Carcharhinus melanopterus 
CAZON,Carcharhinus limbatus,Carcharhinus brevipinna 
CAZON,Carcharhinus limbatus,Carcharias pleurotaenia 
CAZON,Carcharhinus porosus,Carcharias porosus 
CAZON,Carcharhinus porosus,Carcharhinus cerdale 
CAZON,Carcharhinus porosus,Carcharias henlei 
CAZON,Nasolamia velox,Carcharhinus velox 
CAZON,Sphyrna tiburo,Sphyrna vespertina 
CAZON,Sphyrna tiburo,Sphyrna tiburo tiburo
CAZON,Sphyrna tiburo,Squalus tiburo 
CAZON,Squalus acanthias,Squalus acanthias 
CAZON,Squalus acanthias,Acanthias antiguorum 
CAZON,Squalus acanthias,Acanthias commun 
CAZON,Squalus acanthias,Acanthias lebruni 
CAZON,Squalus acanthias,Acanthias linnei 
CAZON,Squalus acanthias,Acanthias sucklii 
CAZON,Squalus acanthias,Squalus fernandinus 
CAZON,Squalus acanthias,Squalus whitleyi 
CAZON,Squalus acanthias,Squalus suckleyi 
CAZON,Squalus acanthias,Squalus barbouri 
CAZON,Squalus acanthias,Squalus wakiyae 
CAZON,Squalus acanthias,Squalus sucklii 
CAZON,Squalus acanthias,Squalus acanthias africana
CAZON,Squalus acanthias,Squalus antiquorum 
CAZON,Squalus acanthias,Squalus kirki 
CAZON,Squalus acanthias,Squalus kirki 
CAZON,Squalus acanthias,Acanthias vulgaris 
CAZON,Squalus acanthias,Squalus achantias 
CAZON,Squalus acanthias,Spinax suckleyi 
CAZON,Squalus acanthias,Spinax mediterraneus 
CAZON,Squalus acanthias,Squalus tasmaniensis 
CAZON,Squalus acanthias,Squalus canis 
CAZON,Squalus acanthias,Squalus spinax 
CAZON,Squalus acanthias,Acanthias suckleyi 
CAZON,Squalus acanthias,Acanthias acanthias 
CAZON,Squalus acanthias,Koinga kirki 
CAZON,Galeorhinus galeus,Galeorhinus zyopterus 
CAZON,Galeorhinus galeus,Galeus nilssoni 
CAZON,Galeorhinus galeus,Galeus zyopterus 
CAZON,Galeorhinus galeus,Galeus chilensis 
CAZON,Galeorhinus galeus,Squalus galeus 
CAZON,Galeorhinus galeus,Squalus rhinophanes 
CAZON,Galeorhinus galeus,Galeus vulgaris 
CAZON,Galeorhinus galeus,Galeorhinus australis 
CAZON,Galeorhinus galeus,Galeus canis 
CAZON,Galeorhinus galeus,Galeorhinus vitaminicus 
CAZON,Galeorhinus galeus,Galeus molinae 
CAZON,Galeorhinus galeus,Galeorhinus chilensis 
CAZON,Galeorhinus galeus,Notogaleus australis 
CAZON,Galeorhinus galeus,Galeus communis 
CAZON,Galeorhinus galeus,Eugaleus galeus 
CAZON,Galeorhinus galeus,Galeus australis 
CAZON,Galeorhinus galeus,Galeus linnei 
CAZON,Galeorhinus galeus,Notogaleus rhinophanes 
CAZON,Galeorhinus galeus,Carcharhinus cyrano 
CAZON,Mustelus californicus,Mustelus californicus 
CAZON,Mustelus henlei,Rhinotriacis henlei 
CAZON,Mustelus henlei,Triakis henlei 
CAZON,Mustelus lunulatus,Mustelus lunulatus 
CAZON DE LEY,Rhizoprionodon terraenovae,Rhizoprionodon terraenova 
CAZON DE LEY,Rhizoprionodon terraenovae,Scoliodon terraenovae 
CAZON DE LEY,Rhizoprionodon terraenovae,Squalus terraenovae 
CAZON DE PLAYA,Rhizoprionodon porosus,Rhizopriodon porosus 
CAZON LIMON,Carcharhinus acronotus,Prionodon curcuri 
CAZON LIMON,Carcharhinus acronotus,Squalus acronotus 
CAZON SE,Carcharhinus porosus,Carcharias porosus 
CEBADAI,NA,NA  
CHABELITA,Holacanthus ciliaris,NA
CHABELITA,Chaetodipterus zonatus,Chaetodipterus zonatus 
CHABELITA,Chaetodipterus zonatus,Ephippus zonatus 
CHABELITA,Selene brevoortii,Argyreiosus pacificus 
CHABELITA,Selene brevoortii,Argyriosus brevoortii 
CHABELITA,Selene brevoortii,Vomer brevoortii 
CHABELITA,Selene brevoortii,Vomer pacificus 
CHACAL,Macrobrachium tenellum,Palaemon tenellus 
CHACALCAY,NA,NA
CHAC-CHI,Haemulon plumierii,Labrus plumierii 
CHAC-CHI,Haemulon plumierii,Haemulon plumieri 
Chancab,NA,NA
CHANCAY,Hemirhamphus brasiliensis,NA
CHANCLA,Caranx vinctus ,Carangoides vinctus
CHANCLA,Hemicaranx leucurus,Hemicaranx atrimanus
CHANCLA,Hemicaranx leucurus,Caranx atrimanus
CHANCLA,Hemicaranx leucurus,Caranx leucurus
CHANCLA,Selene orstedii ,Vomer orstedii 
CHANCLA,Selene orstedii ,Vomer oerstedii
CHANCLA,Selene orstedii ,Selene oerstedii 
CHANCLA,Selene orstedii ,Selene oerstedi
CHANO,Chanos chanos ,Chanos arabicus
CHANO,Chanos chanos ,Butirinus argenteus 
CHANO,Chanos chanos ,Chanos orientalis 
CHANO,Chanos chanos ,Chanos salmoneus 
CHANO,Chanos chanos ,Lutodeira chloropterus 
CHANO,Chanos chanos ,Chanos cyprinella
CHANO,Chanos chanos ,Mugil chanos
CHANO,Chanos chanos,Lutodeira indica 
CHANO,Chanos chanos ,Chanos lubina
CHANO,Chanos chanos ,Channo chanos 
CHANO,Chanos chanos ,Lutodeira salmonea 
CHANO,Chanos chanos ,Chanos nuchalis 
CHANO,Chanos chanos ,Mugil salmoneus 
CHANO,Chanos chanos ,Lutodeira mossambicus 
CHANO,Chanos chanos ,Chanos indicus 
CHANO,Chanos chanos ,Chanos chloropterus 
CHANO,Chanos chanos ,Mugile chani 
CHANO,Chanos chanos ,Chanos salmonoides 
CHANO,Chanos chanos ,Chanos mento 
CHANO,Chanos chanos ,Leuciscus salmoneus 
CHANO,Chanos chanos ,Lutodeira chanos 
CHANO,Chanos chanos ,Cyprinus palah 
CHANO,Chanos chanos ,Leuciscus palah 
CHANO,Chanos chanos ,Chanos mossambicus
CHANO,Macrobrachium michoacanus,NA
CHANO,Haemulon flaviguttatum ,Haemulon flaviguttatus 
CHANO,Menticirrhus elongatus ,Menticirrhus rostratus 
CHANO,Menticirrhus elongatus ,Umbrina elongata
CHANO,Menticirrhus nasus ,Menticirrhus simus 
CHANO,Menticirrhus nasus ,Umbrina nasus 
CHANO,Menticirrhus panamensis ,Umbrina panamensis 
CHANO,Menticirrhus panamensis ,Menticirrhus agassizi 
CHANO,Menticirrhus undulatus ,Umbrina undulata
CHANO,Micropogonias altipinnis ,Micropogonias altipinus 
CHANO,Micropogonias altipinnis ,Micropogon altipinnis 
CHANO,Micropogonias ectenes,Micropogon ectenes
CHANO,Micropogonias megalops,Micropogon megalops
CHANO,Umbrina xanti,Umbrina sinaloae 
CHAPETA,Selene oerstedii,Vomer orstedii 
CHAPETA,Selene oerstedii,Vomer oerstedii
CHAPETA,Selene oerstedii,Selene oerstedii 
CHAPETA,Selene oerstedii,Selene oerstedi
CHARAL,Chirostoma grandocule,Atherinichthys grandoculis 
CHARAL SE,Chirostoma attenuatum,Chirostoma bartoni 
CHARAL SE,Chirostoma attenuatum,Chirostoma samani 
CHARAL SE,Chirostoma attenuatum,Chirostoma attenuatum attenuatum
CHARAL SE,Chirostoma jordani,Atherinichthys brevis 
CHARAL SE,Chirostoma jordani,Poblana hidalgoi 
CHARAL SE,Chirostoma jordani,Chirostoma mezquital 
CHARAL SE,Chirostoma labarcae,Chirostoma labarcae 
CHARAL SE,Chirostoma chapalae,Chirostoma chapalae 
CHARAL SE,Chirostoma sphyraena,Chirostoma diazi 
CHARAL SE,Chirostoma sphyraena,Chirostoma lermae 
Charchina,NA,NA
CHARRA,NA,NA
CHARRITO,Selar crumenophthalmus,Caranx blochii 
CHARRITO,Selar crumenophthalmus,Trachiurops crumenophthalmus 
CHARRITO,Selar crumenophthalmus,Scomber plumieri 
CHARRITO,Selar crumenophthalmus,Caranx macrophthalmus 
CHARRITO,Selar crumenophthalmus,Trachurops crumenophthalmus 
CHARRITO,Selar crumenophthalmus,Trachurops crumenophthalmus crockeri
CHARRITO,Selar crumenophthalmus,Scomber balantiophthalmus 
CHARRITO,Selar crumenophthalmus,Caranx plumieri 
CHARRITO,Selar crumenophthalmus,Selar crumenophtalmus 
CHARRITO,Selar crumenophthalmus,Caranx mauritianus 
CHARRITO,Selar crumenophthalmus,Caranx torvus 
CHARRITO,Selar crumenophthalmus,Selar crumenopthalmus 
CHARRITO,Selar crumenophthalmus,Scomber crumenophthalmus 
CHARRITO,Selar crumenophthalmus,Trachurus crumenophthalmus 
CHARRITO,Selar crumenophthalmus,Caranx crumenophthalmus 
CHARRITO,Selar crumenophthalmus,Caranx crumenophtalmus 
CHARRITO,Selar crumenophthalmus,Trachurops brachychirus 
CHARRITO,Selar crumenophthalmus,Caranx daubentonii 
CHARRITO,Trachurus symmetricus,Trachurus symmetricus 
CHARRITO,Trachurus symmetricus,Caranx symmetricus 
CHARRITO,Trachurus symmetricus,Trachurus symmetricus symmetricus
CHARRITO,Trachurus symmetricus,Trachurus picturatus symmetricus
CHARRITO,Trachurus symmetricus,Decapterus polyaspis 
CHARRITO,Decapterus muroadsi,Decapterus muroadsi 
CHARRITO,Decapterus muroadsi,Decapterus moruadsi 
CHARRITO,Decapterus muroadsi,Decapterus muruadsi 
CHARRITO,Decapterus muroadsi,Decapterus sanctaehelenae 
CHARRITO,Decapterus muroadsi,Decapterus leptosomus 
CHARRITO,Decapterus muroadsi,Decapterus hypodus 
CHARRITO,Decapterus muroadsi,Decapterus maru-adsi 
CHARRITO,Decapterus muroadsi,Caranx muroadsi 
CHARRITO,Decapterus muroadsi,Decapterus macarellus 
CHARRITO,Decapterus muroadsi,Caranx scombrinus 
Chencay,Hemirhamphus brasiliensis,NA
CHENCAY,Hemirhamphus brasiliensis,NA
CHEPE,Paralabrax auroguttatus ,NA  
CHERNA DE LO ALTO,Hyporthodus niphobles,Epinephelus niphobles 
CHERNA DE LO ALTO,Hyporthodus niphobles,Epinephelus peruanus 
CHERNA DE LO ALTO,Hyporthodus niphobles,Epinephelus niveatus 
CHERNA SE,Hyporthodus nigritus,Epinephelus nigritus 
CHERNA SE,Hyporthodus nigritus,Serranus nigritus 
CHERNA SE,Hyporthodus nigritus,Centropristis merus 
CHERNA SE,Hyporthodus nigritus,Garrupa nigrita 
CHERNA SE,Hyporthodus niphobles,Epinephelus niphobles 
CHERNA SE,Hyporthodus niphobles,Epinephelus peruanus 
CHERNA SE,Hyporthodus niphobles,Epinephelus niveatus 
CHERNA SE,Hyporthodus nigritus,Epinephelus nigritus 
CHERNA SE,Hyporthodus nigritus,Serranus nigritus 
CHERNA SE,Hyporthodus nigritus,Centropristis merus 
CHERNA SE,Hyporthodus nigritus,Garrupa nigrita 
CHERNA SE,Hyporthodus niveatus,Epinephelus niveatus 
CHERNA SE,Hyporthodus niveatus,Alphestes scholanderi 
CHERNA SE,Hyporthodus niveatus,Hyporthodus flavicauda 
CHERNA SE,Hyporthodus niveatus,Serranus conspersus 
CHERNA SE,Hyporthodus niveatus,Serranus margaritifer 
CHERNA SE,Hyporthodus niveatus,Serranus niveatus 
CHICHARRO,Selar crumenophthalmus,Caranx blochii 
CHICHARRO,Selar crumenophthalmus,Trachiurops crumenophthalmus 
CHICHARRO,Selar crumenophthalmus,Scomber plumieri 
CHICHARRO,Selar crumenophthalmus,Caranx macrophthalmus 
CHICHARRO,Selar crumenophthalmus,Trachurops crumenophthalmus 
CHICHARRO,Selar crumenophthalmus,Trachurops crumenophthalmus 
CHICHARRO,Selar crumenophthalmus,Scomber balantiophthalmus 
CHICHARRO,Selar crumenophthalmus,Caranx plumieri 
CHICHARRO,Selar crumenophthalmus,Selar crumenophtalmus 
CHICHARRO,Selar crumenophthalmus,Caranx mauritianus 
CHICHARRO,Selar crumenophthalmus,Caranx torvus 
CHICHARRO,Selar crumenophthalmus,Selar crumenopthalmus 
CHICHARRO,Selar crumenophthalmus,Scomber crumenophthalmus 
CHICHARRO,Selar crumenophthalmus,Trachurus crumenophthalmus 
CHICHARRO,Selar crumenophthalmus,Caranx crumenophthalmus 
CHICHARRO,Selar crumenophthalmus,Caranx crumenophtalmus 
CHICHARRO,Selar crumenophthalmus,Trachurops brachychirus 
CHICHARRO,Selar crumenophthalmus,Caranx daubentonii 
Chihua,NA,NA
CHIHUIL,Notarius kessleri,Hexanematichthys kessleri 
CHIHUIL,Notarius kessleri,Ariopsis kessleri 
CHIHUIL,Notarius kessleri,Arius elatturus 
CHIHUIL,Notarius kessleri,Arius insculpta 
CHIHUIL,Notarius kessleri,Arius insculptus 
CHIHUIL,Notarius kessleri,Arius kessleri 
CHIHUIL,Notarius kessleri,Galeichthys kessleri 
CHIHUIL,Notarius kessleri,Galeichthys elatturus 
CHIHUIL,Notarius kessleri,Netuma insularum 
CHIHUIL,Notarius kessleri,Tachisurus elatturus 
