"year","OHI_Region_No","estimated_genus_name","Annual_Catch_kg","Avg_Catch_Ref2018.22","n_years_Ref2018.22","status","control","notes","Stock_Status"
2024,"region_5","argopecten",272242,1630495.6,5,"unclear",NA,NA,NA
2022,"region_5","callinectes",2500,2500,1,"maximally harvested","no increase",NA,1
2023,"region_5","callinectes",2500,2500,1,"maximally harvested","no increase",NA,1
2020,"region_5","carcharhinus",5758.75,6290.41666666667,3,"maximally harvested","no increase",NA,1
2021,"region_5","carcharhinus",11812.5,6290.41666666667,3,"maximally harvested","no increase",NA,0.532522045855379
2022,"region_5","carcharhinus",1300,6290.41666666667,3,"maximally harvested","no increase",NA,1
2023,"region_5","carcharhinus",2090,6290.41666666667,3,"maximally harvested","no increase",NA,1
2024,"region_5","carcharhinus",206097.85,6290.41666666667,3,"maximally harvested","no increase",NA,0.0305215055211234
2024,"region_5","centropomus",2000,NA,0,"maximally harvested","no increase",NA,NA
2018,"region_5","chione",41963,113820.25,4,"maximally harvested","no increase","Sonora was undetermined, but decided to go with the value of surrounding regions",1
2019,"region_5","chione",3749,113820.25,4,"maximally harvested","no increase","Sonora was undetermined, but decided to go with the value of surrounding regions",1
2021,"region_5","chione",24430,113820.25,4,"maximally harvested","no increase","Sonora was undetermined, but decided to go with the value of surrounding regions",1
2022,"region_5","chione",385139,113820.25,4,"maximally harvested","no increase","Sonora was undetermined, but decided to go with the value of surrounding regions",0.295530315029119
2023,"region_5","chione",53631,113820.25,4,"maximally harvested","no increase","Sonora was undetermined, but decided to go with the value of surrounding regions",1
2018,"region_5","cynoscion",55620.2,106379.43,5,"maximally harvested","no increase",NA,1
2019,"region_5","cynoscion",53590.6,106379.43,5,"maximally harvested","no increase",NA,1
2020,"region_5","cynoscion",53871.3,106379.43,5,"maximally harvested","no increase",NA,1
2021,"region_5","cynoscion",240747.95,106379.43,5,"maximally harvested","no increase",NA,0.441870553830261
2022,"region_5","cynoscion",128067.1,106379.43,5,"maximally harvested","no increase",NA,0.830653852550733
2023,"region_5","cynoscion",227192,106379.43,5,"maximally harvested","no increase",NA,0.468235809359485
2024,"region_5","cynoscion",1122400.9,106379.43,5,"maximally harvested","no increase",NA,0.0947784610650259
2018,"region_5","dosinia",679972,446946.8,5,"maximally harvested","no increase","highly variable catch",0.657301771249404
2019,"region_5","dosinia",320555,446946.8,5,"maximally harvested","no increase","highly variable catch",1
2020,"region_5","dosinia",189012,446946.8,5,"maximally harvested","no increase","highly variable catch",1
2021,"region_5","dosinia",506946,446946.8,5,"maximally harvested","no increase","highly variable catch",0.881645776867753
2022,"region_5","dosinia",538249,446946.8,5,"maximally harvested","no increase","highly variable catch",0.830371816761387
2023,"region_5","dosinia",398445,446946.8,5,"maximally harvested","no increase","highly variable catch",1
2024,"region_5","dosinia",137190,446946.8,5,"maximally harvested","no increase","highly variable catch",1
2023,"region_5","hoplopagrus",86,NA,0,"maximally harvested","no increase",NA,NA
2024,"region_5","hoplopagrus",951,NA,0,"maximally harvested","no increase",NA,NA
2021,"region_5","isurus",128.75,128.75,1,"maximally harvested","no increase",NA,1
2023,"region_5","isurus",6000,128.75,1,"maximally harvested","no increase",NA,0.0214583333333333
2024,"region_5","isurus",5660,128.75,1,"maximally harvested","no increase",NA,0.0227473498233216
2018,"region_5","lutjanus",21373.9,25451.42,5,"maximally harvested","no increase",NA,1
2019,"region_5","lutjanus",24525.2,25451.42,5,"maximally harvested","no increase",NA,1
2020,"region_5","lutjanus",12603.6,25451.42,5,"maximally harvested","no increase",NA,1
2021,"region_5","lutjanus",33487.9,25451.42,5,"maximally harvested","no increase",NA,0.760018394703759
2022,"region_5","lutjanus",35266.5,25451.42,5,"maximally harvested","no increase",NA,0.721688287751833
2023,"region_5","lutjanus",73168,25451.42,5,"maximally harvested","no increase",NA,0.347849059698229
2024,"region_5","lutjanus",47183,25451.42,5,"maximally harvested","no increase",NA,0.53941928236865
2018,"region_5","megapitaria",4077,4185,5,"unclear",NA,"Within region variation in status, took most conservative",NA
2019,"region_5","megapitaria",450,4185,5,"unclear",NA,"Within region variation in status, took most conservative",NA
2020,"region_5","megapitaria",2024,4185,5,"unclear",NA,"Within region variation in status, took most conservative",NA
2021,"region_5","megapitaria",2474,4185,5,"unclear",NA,"Within region variation in status, took most conservative",NA
2022,"region_5","megapitaria",11900,4185,5,"unclear",NA,"Within region variation in status, took most conservative",NA
2023,"region_5","megapitaria",300,4185,5,"unclear",NA,"Within region variation in status, took most conservative",NA
2018,"region_5","mugil",3455,4708,5,"deteriorating","decrease",NA,0.633071367884452
2019,"region_5","mugil",5685,4708,5,"deteriorating","decrease",NA,0.414072119613017
2020,"region_5","mugil",300,4708,5,"deteriorating","decrease",NA,0.968139337298216
2021,"region_5","mugil",5200,4708,5,"deteriorating","decrease",NA,0.452692307692308
2022,"region_5","mugil",8900,4708,5,"deteriorating","decrease",NA,0.264494382022472
2023,"region_5","mugil",2767,4708,5,"deteriorating","decrease",NA,0.706138487680544
2018,"region_5","mustelus",5650,11976.5625,4,"maximally harvested","no increase",NA,1
2019,"region_5","mustelus",262.5,11976.5625,4,"maximally harvested","no increase",NA,1
2020,"region_5","mustelus",4235,11976.5625,4,"maximally harvested","no increase",NA,1
2022,"region_5","mustelus",37758.75,11976.5625,4,"maximally harvested","no increase",NA,0.317186413745158
2023,"region_5","mustelus",31031,11976.5625,4,"maximally harvested","no increase",NA,0.385954771035416
2024,"region_5","mustelus",183876.75,11976.5625,4,"maximally harvested","no increase",NA,0.0651336425078211
2023,"region_5","negaprion",748,NA,0,"maximally harvested","no increase",NA,NA
2018,"region_5","panopea",14659,29742.6,5,"maximally harvested","no increase","Only in Baja California",1
2019,"region_5","panopea",82003,29742.6,5,"maximally harvested","no increase","Only in Baja California",0.362701364584223
2020,"region_5","panopea",3120,29742.6,5,"maximally harvested","no increase","Only in Baja California",1
2021,"region_5","panopea",44495,29742.6,5,"maximally harvested","no increase","Only in Baja California",0.668448140240476
2022,"region_5","panopea",4436,29742.6,5,"maximally harvested","no increase","Only in Baja California",1
2023,"region_5","panopea",28607,29742.6,5,"maximally harvested","no increase","Only in Baja California",1
2024,"region_5","panopea",37673,29742.6,5,"maximally harvested","no increase","Only in Baja California",0.78949380192711
2018,"region_5","paralabrax",101216,95291.26,5,NA,NA,NA,NA
2019,"region_5","paralabrax",101302,95291.26,5,NA,NA,NA,NA
2020,"region_5","paralabrax",87538.6,95291.26,5,NA,NA,NA,NA
2021,"region_5","paralabrax",101995.6,95291.26,5,NA,NA,NA,NA
2022,"region_5","paralabrax",84404.1,95291.26,5,NA,NA,NA,NA
2023,"region_5","paralabrax",148031,95291.26,5,NA,NA,NA,NA
2024,"region_5","paralabrax",152601.5,95291.26,5,NA,NA,NA,NA
2024,"region_5","prionace",55873.75,NA,0,"maximally harvested","no increase",NA,NA
2018,"region_5","rhizoprionodon",921553.25,664893.42,5,"maximally harvested","no increase",NA,0.721492132983091
2019,"region_5","rhizoprionodon",870242.65,664893.42,5,"maximally harvested","no increase",NA,0.764032215612508
2020,"region_5","rhizoprionodon",623114.2,664893.42,5,"maximally harvested","no increase",NA,1
2021,"region_5","rhizoprionodon",464571.25,664893.42,5,"maximally harvested","no increase",NA,1
2022,"region_5","rhizoprionodon",444985.75,664893.42,5,"maximally harvested","no increase",NA,1
2023,"region_5","rhizoprionodon",5000,664893.42,5,"maximally harvested","no increase",NA,1
2024,"region_5","rhizoprionodon",16500,664893.42,5,"maximally harvested","no increase",NA,1
2018,"region_5","scomberomorus",156769,1059044.146,5,"maximally harvested","no increase",NA,1
2019,"region_5","scomberomorus",134570.1,1059044.146,5,"maximally harvested","no increase",NA,1
2020,"region_5","scomberomorus",39005,1059044.146,5,"maximally harvested","no increase",NA,1
2021,"region_5","scomberomorus",1292722,1059044.146,5,"maximally harvested","no increase",NA,0.819235803212137
2022,"region_5","scomberomorus",3672154.63,1059044.146,5,"maximally harvested","no increase",NA,0.288398570514445
2023,"region_5","scomberomorus",4515639,1059044.146,5,"maximally harvested","no increase",NA,0.234528080300485
2024,"region_5","scomberomorus",2452402.32,1059044.146,5,"maximally harvested","no increase",NA,0.431839481378406
2018,"region_5","sphoeroides",8026.25,5326.9,5,"maximally harvested","no increase","Seems they might lump these Botetes into one species?",0.663684784301511
2019,"region_5","sphoeroides",12013.75,5326.9,5,"maximally harvested","no increase","Seems they might lump these Botetes into one species?",0.443400270523359
2020,"region_5","sphoeroides",1790.5,5326.9,5,"maximally harvested","no increase","Seems they might lump these Botetes into one species?",1
2021,"region_5","sphoeroides",4625.8,5326.9,5,"maximally harvested","no increase","Seems they might lump these Botetes into one species?",1
2022,"region_5","sphoeroides",178.2,5326.9,5,"maximally harvested","no increase","Seems they might lump these Botetes into one species?",1
2023,"region_5","sphoeroides",2581,5326.9,5,"maximally harvested","no increase","Seems they might lump these Botetes into one species?",1
2024,"region_5","sphoeroides",6180,5326.9,5,"maximally harvested","no increase","Seems they might lump these Botetes into one species?",0.861957928802589
2019,"region_5","sphyrna",375,375,1,"maximally harvested","no increase",NA,1
2024,"region_5","sphyrna",6964,375,1,"maximally harvested","no increase",NA,0.0538483630097645
2018,"region_6","argopecten",19500,125924.75,4,"unclear",NA,NA,NA
2020,"region_6","argopecten",12212,125924.75,4,"unclear",NA,NA,NA
2021,"region_6","argopecten",115609,125924.75,4,"unclear",NA,NA,NA
2022,"region_6","argopecten",356378,125924.75,4,"unclear",NA,NA,NA
2023,"region_6","argopecten",6050,125924.75,4,"unclear",NA,NA,NA
2024,"region_6","argopecten",20797,125924.75,4,"unclear",NA,NA,NA
2023,"region_6","atrina",100,NA,0,"maximally harvested","no increase",NA,NA
2019,"region_6","callinectes",19400,13711.25,4,"maximally harvested","no increase",NA,0.706765463917526
2020,"region_6","callinectes",33600,13711.25,4,"maximally harvested","no increase",NA,0.408072916666667
2021,"region_6","callinectes",1780,13711.25,4,"maximally harvested","no increase",NA,1
2022,"region_6","callinectes",65,13711.25,4,"maximally harvested","no increase",NA,1
2023,"region_6","callinectes",300,13711.25,4,"maximally harvested","no increase",NA,1
2018,"region_6","carcharhinus",16240.3,41686.16,5,"maximally harvested","no increase",NA,1
2019,"region_6","carcharhinus",54957,41686.16,5,"maximally harvested","no increase",NA,0.758523209054352
2020,"region_6","carcharhinus",28037,41686.16,5,"maximally harvested","no increase",NA,1
2021,"region_6","carcharhinus",51709,41686.16,5,"maximally harvested","no increase",NA,0.806168365274904
2022,"region_6","carcharhinus",57487.5,41686.16,5,"maximally harvested","no increase",NA,0.725134333550772
2024,"region_6","carcharhinus",560,41686.16,5,"maximally harvested","no increase",NA,1
2019,"region_6","centropomus",26500,13750,2,"maximally harvested","no increase",NA,0.518867924528302
2021,"region_6","centropomus",1000,13750,2,"maximally harvested","no increase",NA,1
2023,"region_6","centropomus",550,13750,2,"maximally harvested","no increase",NA,1
2018,"region_6","chione",4202,6707.5,4,"maximally harvested","no increase","Sonora was undetermined, but decided to go with the value of surrounding regions",1
2019,"region_6","chione",4440,6707.5,4,"maximally harvested","no increase","Sonora was undetermined, but decided to go with the value of surrounding regions",1
2021,"region_6","chione",11768,6707.5,4,"maximally harvested","no increase","Sonora was undetermined, but decided to go with the value of surrounding regions",0.569977906186268
2022,"region_6","chione",6420,6707.5,4,"maximally harvested","no increase","Sonora was undetermined, but decided to go with the value of surrounding regions",1
2018,"region_6","cynoscion",141520.7,258691.68,5,"maximally harvested","no increase",NA,1
2019,"region_6","cynoscion",225780.2,258691.68,5,"maximally harvested","no increase",NA,1
2020,"region_6","cynoscion",314615.6,258691.68,5,"maximally harvested","no increase",NA,0.822246830735666
2021,"region_6","cynoscion",361776.2,258691.68,5,"maximally harvested","no increase",NA,0.715059973541654
2022,"region_6","cynoscion",249765.7,258691.68,5,"maximally harvested","no increase",NA,1
2023,"region_6","cynoscion",393632,258691.68,5,"maximally harvested","no increase",NA,0.657191691732379
2024,"region_6","cynoscion",517634.8,258691.68,5,"maximally harvested","no increase",NA,0.499757126066485
2018,"region_6","dosinia",8059,48056,5,"maximally harvested","no increase","highly variable catch",1
2019,"region_6","dosinia",18362,48056,5,"maximally harvested","no increase","highly variable catch",1
2020,"region_6","dosinia",8999,48056,5,"maximally harvested","no increase","highly variable catch",1
2021,"region_6","dosinia",86350,48056,5,"maximally harvested","no increase","highly variable catch",0.556525767226404
2022,"region_6","dosinia",118510,48056,5,"maximally harvested","no increase","highly variable catch",0.405501645430765
2023,"region_6","dosinia",18537,48056,5,"maximally harvested","no increase","highly variable catch",1
2024,"region_6","dosinia",8672,48056,5,"maximally harvested","no increase","highly variable catch",1
2020,"region_6","hoplopagrus",336.8,164.6,3,"maximally harvested","no increase",NA,0.488717339667458
2021,"region_6","hoplopagrus",77,164.6,3,"maximally harvested","no increase",NA,1
2022,"region_6","hoplopagrus",80,164.6,3,"maximally harvested","no increase",NA,1
2023,"region_6","hoplopagrus",291,164.6,3,"maximally harvested","no increase",NA,0.565635738831615
2024,"region_6","hoplopagrus",470.5,164.6,3,"maximally harvested","no increase",NA,0.349840595111583
2022,"region_6","isurus",995,995,1,"maximally harvested","no increase",NA,1
2018,"region_6","lutjanus",48945.7,133908.77,5,"maximally harvested","no increase",NA,1
2019,"region_6","lutjanus",71442.9,133908.77,5,"maximally harvested","no increase",NA,1
2020,"region_6","lutjanus",195506.2,133908.77,5,"maximally harvested","no increase",NA,0.684933623588408
2021,"region_6","lutjanus",214408,133908.77,5,"maximally harvested","no increase",NA,0.624551182791687
2022,"region_6","lutjanus",139241.05,133908.77,5,"maximally harvested","no increase",NA,1
2023,"region_6","lutjanus",126097,133908.77,5,"maximally harvested","no increase",NA,1
2024,"region_6","lutjanus",98881.051,133908.77,5,"maximally harvested","no increase",NA,1
2018,"region_6","megapitaria",16470,30968.6,5,"unclear",NA,"Within region variation in status, took most conservative",NA
2019,"region_6","megapitaria",15226,30968.6,5,"unclear",NA,"Within region variation in status, took most conservative",NA
2020,"region_6","megapitaria",16348,30968.6,5,"unclear",NA,"Within region variation in status, took most conservative",NA
2021,"region_6","megapitaria",47018,30968.6,5,"unclear",NA,"Within region variation in status, took most conservative",NA
2022,"region_6","megapitaria",59781,30968.6,5,"unclear",NA,"Within region variation in status, took most conservative",NA
2023,"region_6","megapitaria",28319,30968.6,5,"unclear",NA,"Within region variation in status, took most conservative",NA
2024,"region_6","megapitaria",10372,30968.6,5,"unclear",NA,"Within region variation in status, took most conservative",NA
2018,"region_6","mugil",50756,52924.4,5,"deteriorating","decrease",NA,0.5
2019,"region_6","mugil",62194,52924.4,5,"deteriorating","decrease",NA,0.425478341962247
2020,"region_6","mugil",50410,52924.4,5,"deteriorating","decrease",NA,0.5
2021,"region_6","mugil",46651,52924.4,5,"deteriorating","decrease",NA,0.559267559008699
2022,"region_6","mugil",54611,52924.4,5,"deteriorating","decrease",NA,0.5
2023,"region_6","mugil",3675,52924.4,5,"deteriorating","decrease",NA,0.965280664495016
2018,"region_6","mustelus",373750,331079.43,5,"maximally harvested","no increase",NA,0.88583125083612
2019,"region_6","mustelus",274241.15,331079.43,5,"maximally harvested","no increase",NA,1
2020,"region_6","mustelus",300207.5,331079.43,5,"maximally harvested","no increase",NA,1
2021,"region_6","mustelus",347341.5,331079.43,5,"maximally harvested","no increase",NA,1
2022,"region_6","mustelus",359857,331079.43,5,"maximally harvested","no increase",NA,1
2023,"region_6","mustelus",265614,331079.43,5,"maximally harvested","no increase",NA,1
2024,"region_6","mustelus",367840.5,331079.43,5,"maximally harvested","no increase",NA,0.900062472729349
2020,"region_6","negaprion",625,412.5,2,"maximally harvested","no increase",NA,0.66
2022,"region_6","negaprion",200,412.5,2,"maximally harvested","no increase",NA,1
2023,"region_6","negaprion",6003,412.5,2,"maximally harvested","no increase",NA,0.0687156421789105
2024,"region_6","negaprion",3712.5,412.5,2,"maximally harvested","no increase",NA,0.111111111111111
2020,"region_6","octopus",780,417.5,2,"maximally harvested","no increase",NA,0.53525641025641
2022,"region_6","octopus",55,417.5,2,"maximally harvested","no increase",NA,1
2018,"region_6","panopea",159513.2,183531.04,5,"maximally harvested","no increase","Only in Baja California",1
2019,"region_6","panopea",292894,183531.04,5,"maximally harvested","no increase","Only in Baja California",0.626612494622628
2020,"region_6","panopea",101169,183531.04,5,"maximally harvested","no increase","Only in Baja California",1
2021,"region_6","panopea",180381,183531.04,5,"maximally harvested","no increase","Only in Baja California",1
2022,"region_6","panopea",183698,183531.04,5,"maximally harvested","no increase","Only in Baja California",1
2023,"region_6","panopea",84533,183531.04,5,"maximally harvested","no increase","Only in Baja California",1
2024,"region_6","panopea",19864,183531.04,5,"maximally harvested","no increase","Only in Baja California",1
2018,"region_6","panulirus",23141,15042.2,5,"development potential","increase",NA,1
2019,"region_6","panulirus",18190,15042.2,5,"development potential","increase",NA,1
2020,"region_6","panulirus",11310,15042.2,5,"development potential","increase",NA,1
2021,"region_6","panulirus",7420,15042.2,5,"development potential","increase",NA,1
2022,"region_6","panulirus",15150,15042.2,5,"development potential","increase",NA,1
2023,"region_6","panulirus",18353,15042.2,5,"development potential","increase",NA,1
2024,"region_6","panulirus",23760,15042.2,5,"development potential","increase",NA,1
2018,"region_6","paralabrax",133996.3,534830.48,5,NA,NA,NA,NA
2019,"region_6","paralabrax",441095.5,534830.48,5,NA,NA,NA,NA
2020,"region_6","paralabrax",657887.9,534830.48,5,NA,NA,NA,NA
2021,"region_6","paralabrax",749640,534830.48,5,NA,NA,NA,NA
2022,"region_6","paralabrax",691532.7,534830.48,5,NA,NA,NA,NA
2023,"region_6","paralabrax",656290,534830.48,5,NA,NA,NA,NA
2024,"region_6","paralabrax",679687.1,534830.48,5,NA,NA,NA,NA
2022,"region_6","prionace",1000,1000,1,"maximally harvested","no increase",NA,1
2024,"region_6","prionace",9870,1000,1,"maximally harvested","no increase",NA,0.101317122593718
2018,"region_6","rhizoprionodon",110050.75,278637.63,5,"maximally harvested","no increase",NA,1
2019,"region_6","rhizoprionodon",227074.15,278637.63,5,"maximally harvested","no increase",NA,1
2020,"region_6","rhizoprionodon",290693.9,278637.63,5,"maximally harvested","no increase",NA,1
2021,"region_6","rhizoprionodon",431008.6,278637.63,5,"maximally harvested","no increase",NA,0.646478121318229
2022,"region_6","rhizoprionodon",334360.75,278637.63,5,"maximally harvested","no increase",NA,0.833344314486673
2018,"region_6","scomberomorus",410711,652489.92,5,"maximally harvested","no increase",NA,1
2019,"region_6","scomberomorus",736886,652489.92,5,"maximally harvested","no increase",NA,0.885469285615414
2020,"region_6","scomberomorus",913006.6,652489.92,5,"maximally harvested","no increase",NA,0.714660682628143
2021,"region_6","scomberomorus",684147,652489.92,5,"maximally harvested","no increase",NA,1
2022,"region_6","scomberomorus",517699,652489.92,5,"maximally harvested","no increase",NA,1
2023,"region_6","scomberomorus",550337,652489.92,5,"maximally harvested","no increase",NA,1
2024,"region_6","scomberomorus",536075,652489.92,5,"maximally harvested","no increase",NA,1
2018,"region_6","sphoeroides",16329.5,20493.55,5,"maximally harvested","no increase","Seems they might lump these Botetes into one species?",1
2019,"region_6","sphoeroides",17073.5,20493.55,5,"maximally harvested","no increase","Seems they might lump these Botetes into one species?",1
2020,"region_6","sphoeroides",31156.05,20493.55,5,"maximally harvested","no increase","Seems they might lump these Botetes into one species?",0.657771123104501
2021,"region_6","sphoeroides",24658.7,20493.55,5,"maximally harvested","no increase","Seems they might lump these Botetes into one species?",0.831088013561137
2022,"region_6","sphoeroides",13250,20493.55,5,"maximally harvested","no increase","Seems they might lump these Botetes into one species?",1
2023,"region_6","sphoeroides",13352,20493.55,5,"maximally harvested","no increase","Seems they might lump these Botetes into one species?",1
2024,"region_6","sphoeroides",6146,20493.55,5,"maximally harvested","no increase","Seems they might lump these Botetes into one species?",1
2024,"region_6","sphyrna",8104,NA,0,"maximally harvested","no increase",NA,NA
2019,"region_7","alopias",42125,68128.5,4,"maximally harvested","no increase",NA,1
2020,"region_7","alopias",56625,68128.5,4,"maximally harvested","no increase",NA,1
2021,"region_7","alopias",40625,68128.5,4,"maximally harvested","no increase",NA,1
2022,"region_7","alopias",133139,68128.5,4,"maximally harvested","no increase",NA,0.511709566693456
2023,"region_7","alopias",278008,68128.5,4,"maximally harvested","no increase",NA,0.2450594946908
2024,"region_7","alopias",251375,68128.5,4,"maximally harvested","no increase",NA,0.271023371456987
2018,"region_7","argopecten",823568,729401.4,5,"unclear",NA,NA,NA
2019,"region_7","argopecten",525018,729401.4,5,"unclear",NA,NA,NA
2020,"region_7","argopecten",322593,729401.4,5,"unclear",NA,NA,NA
2021,"region_7","argopecten",433021,729401.4,5,"unclear",NA,NA,NA
2022,"region_7","argopecten",1542807,729401.4,5,"unclear",NA,NA,NA
2023,"region_7","argopecten",131274,729401.4,5,"unclear",NA,NA,NA
2024,"region_7","argopecten",50581,729401.4,5,"unclear",NA,NA,NA
2018,"region_7","callinectes",450,14472.6,5,"maximally harvested","no increase",NA,1
2019,"region_7","callinectes",65747,14472.6,5,"maximally harvested","no increase",NA,0.220125633108735
2020,"region_7","callinectes",2983,14472.6,5,"maximally harvested","no increase",NA,1
2021,"region_7","callinectes",783,14472.6,5,"maximally harvested","no increase",NA,1
2022,"region_7","callinectes",2400,14472.6,5,"maximally harvested","no increase",NA,1
2023,"region_7","callinectes",20100,14472.6,5,"maximally harvested","no increase",NA,0.720029850746269
2018,"region_7","carcharhinus",19750,139525.2,5,"maximally harvested","no increase",NA,1
2019,"region_7","carcharhinus",55238,139525.2,5,"maximally harvested","no increase",NA,1
2020,"region_7","carcharhinus",210188,139525.2,5,"maximally harvested","no increase",NA,0.663811444992102
2021,"region_7","carcharhinus",79165,139525.2,5,"maximally harvested","no increase",NA,1
2022,"region_7","carcharhinus",333285,139525.2,5,"maximally harvested","no increase",NA,0.418636302263828
2023,"region_7","carcharhinus",154397,139525.2,5,"maximally harvested","no increase",NA,0.903678180275524
2024,"region_7","carcharhinus",117770,139525.2,5,"maximally harvested","no increase",NA,1
2018,"region_7","centropomus",6449,12083.68,5,"maximally harvested","no increase",NA,1
2019,"region_7","centropomus",9657,12083.68,5,"maximally harvested","no increase",NA,1
2020,"region_7","centropomus",11281.9,12083.68,5,"maximally harvested","no increase",NA,1
2021,"region_7","centropomus",8523,12083.68,5,"maximally harvested","no increase",NA,1
2022,"region_7","centropomus",24507.5,12083.68,5,"maximally harvested","no increase",NA,0.493060491686219
2023,"region_7","centropomus",10354,12083.68,5,"maximally harvested","no increase",NA,1
2024,"region_7","centropomus",9108.7,12083.68,5,"maximally harvested","no increase",NA,1
2018,"region_7","chione",34034,34537.25,4,"maximally harvested","no increase","Sonora was undetermined, but decided to go with the value of surrounding regions",1
2019,"region_7","chione",56330,34537.25,4,"maximally harvested","no increase","Sonora was undetermined, but decided to go with the value of surrounding regions",0.613123557606959
2020,"region_7","chione",27085,34537.25,4,"maximally harvested","no increase","Sonora was undetermined, but decided to go with the value of surrounding regions",1
2022,"region_7","chione",20700,34537.25,4,"maximally harvested","no increase","Sonora was undetermined, but decided to go with the value of surrounding regions",1
2023,"region_7","chione",243,34537.25,4,"maximally harvested","no increase","Sonora was undetermined, but decided to go with the value of surrounding regions",1
2018,"region_7","cynoscion",219955.8,296125.96,5,"maximally harvested","no increase",NA,1
2019,"region_7","cynoscion",155110.2,296125.96,5,"maximally harvested","no increase",NA,1
2020,"region_7","cynoscion",414168.6,296125.96,5,"maximally harvested","no increase",NA,0.714988919971239
2021,"region_7","cynoscion",402527.4,296125.96,5,"maximally harvested","no increase",NA,0.735666590646997
2022,"region_7","cynoscion",288867.8,296125.96,5,"maximally harvested","no increase",NA,1
2023,"region_7","cynoscion",226684,296125.96,5,"maximally harvested","no increase",NA,1
2024,"region_7","cynoscion",407812.3,296125.96,5,"maximally harvested","no increase",NA,0.726132978333415
2018,"region_7","dosinia",200129,140024.4,5,"maximally harvested","no increase","highly variable catch",0.699670712390508
2019,"region_7","dosinia",66037,140024.4,5,"maximally harvested","no increase","highly variable catch",1
2020,"region_7","dosinia",39234,140024.4,5,"maximally harvested","no increase","highly variable catch",1
2021,"region_7","dosinia",121011,140024.4,5,"maximally harvested","no increase","highly variable catch",1
2022,"region_7","dosinia",273711,140024.4,5,"maximally harvested","no increase","highly variable catch",0.511577539813891
2023,"region_7","dosinia",354461,140024.4,5,"maximally harvested","no increase","highly variable catch",0.395034714679471
2024,"region_7","dosinia",298409,140024.4,5,"maximally harvested","no increase","highly variable catch",0.469236517665352
2021,"region_7","haliotis",119,119,1,NA,NA,"specifically says to not increase fishing effort on the Pacific Coast, but will assume standard throughout Baja",NA
2018,"region_7","hoplopagrus",558,1774.88,5,"maximally harvested","no increase",NA,1
2019,"region_7","hoplopagrus",490,1774.88,5,"maximally harvested","no increase",NA,1
2020,"region_7","hoplopagrus",1830,1774.88,5,"maximally harvested","no increase",NA,1
2021,"region_7","hoplopagrus",1848,1774.88,5,"maximally harvested","no increase",NA,1
2022,"region_7","hoplopagrus",4148.4,1774.88,5,"maximally harvested","no increase",NA,0.427846880725099
2023,"region_7","hoplopagrus",3079,1774.88,5,"maximally harvested","no increase",NA,0.576446898343618
2024,"region_7","hoplopagrus",3344,1774.88,5,"maximally harvested","no increase",NA,0.530765550239234
2019,"region_7","isurus",625,94596.25,3,"maximally harvested","no increase",NA,1
2020,"region_7","isurus",881.25,94596.25,3,"maximally harvested","no increase",NA,1
2022,"region_7","isurus",282282.5,94596.25,3,"maximally harvested","no increase",NA,0.335111988876392
2018,"region_7","lutjanus",479723.9,448730.95,5,"maximally harvested","no increase",NA,1
2019,"region_7","lutjanus",514763.15,448730.95,5,"maximally harvested","no increase",NA,0.871723141021264
2020,"region_7","lutjanus",552144.95,448730.95,5,"maximally harvested","no increase",NA,0.812704979009588
2021,"region_7","lutjanus",406982.6,448730.95,5,"maximally harvested","no increase",NA,1
2022,"region_7","lutjanus",290040.15,448730.95,5,"maximally harvested","no increase",NA,1
2023,"region_7","lutjanus",296564,448730.95,5,"maximally harvested","no increase",NA,1
2024,"region_7","lutjanus",235602.55,448730.95,5,"maximally harvested","no increase",NA,1
2018,"region_7","megapitaria",48733,106016.2,5,"unclear",NA,"Within region variation in status, took most conservative",NA
2019,"region_7","megapitaria",96851,106016.2,5,"unclear",NA,"Within region variation in status, took most conservative",NA
2020,"region_7","megapitaria",129832,106016.2,5,"unclear",NA,"Within region variation in status, took most conservative",NA
2021,"region_7","megapitaria",138919,106016.2,5,"unclear",NA,"Within region variation in status, took most conservative",NA
2022,"region_7","megapitaria",115746,106016.2,5,"unclear",NA,"Within region variation in status, took most conservative",NA
2023,"region_7","megapitaria",94353,106016.2,5,"unclear",NA,"Within region variation in status, took most conservative",NA
2018,"region_7","mugil",79568,70676.4,5,"deteriorating","decrease",NA,0.444125779207722
2019,"region_7","mugil",67608,70676.4,5,"deteriorating","decrease",NA,0.5
2020,"region_7","mugil",56345,70676.4,5,"deteriorating","decrease",NA,0.601387450407774
2021,"region_7","mugil",59816,70676.4,5,"deteriorating","decrease",NA,0.576831870327295
2022,"region_7","mugil",90045,70676.4,5,"deteriorating","decrease",NA,0.392450441445944
2024,"region_7","mugil",1300,70676.4,5,"deteriorating","decrease",NA,0.99080315352791
2018,"region_7","mustelus",3842.2,22167.54,5,"maximally harvested","no increase",NA,1
2019,"region_7","mustelus",117.5,22167.54,5,"maximally harvested","no increase",NA,1
2020,"region_7","mustelus",3679.25,22167.54,5,"maximally harvested","no increase",NA,1
2021,"region_7","mustelus",50301.25,22167.54,5,"maximally harvested","no increase",NA,0.44069560895604
2022,"region_7","mustelus",52897.5,22167.54,5,"maximally harvested","no increase",NA,0.419065929391748
2023,"region_7","mustelus",69000,22167.54,5,"maximally harvested","no increase",NA,0.321268695652174
2024,"region_7","mustelus",173488.4,22167.54,5,"maximally harvested","no increase",NA,0.127775344057585
