RNP ACTIVO,NOMBRE ACTIVO,CLAVE SITIO DESEMBARQUE,NOMBRE SITIO DESEMBARQUE,RNPA UNIDAD ECONOMICA,UNIDAD ECONOMICA,NOMBRE ESTADO,CLAVE OFICINA,NOMBRE OFICINA,TIPO AVISO,FOLIO AVISO,FECHA AVISO,ORIGEN PESCA,CLAVE LUGARCAPTURA,NOMBRE LUGARCAPTURA,NUMERO EMBARCACIONES,MES CORTE,A—O CORTE,PERIODO INICIO,PERIODO FIN,DURACION,DIAS EFECTIVOS,TIPO ZONA,PRODUCCION ACUACULTURAL,NUMERO PERMISO,FECHA EXPEDICION,FECHA VIGENCIA,NOMBRE PRINCIPAL,CLAVE ESPECIE,NOMBRE ESPECIE,PESO DESEMBARCADO_KILOGRAMOS,PESO VIVO_KILOGRAMOS,PRECIO_PESOS,VALOR_PESOS,LITORAL
,,2603001,GOLFO DE SANTA CLARA,2603000155,SCPP RAMATLA SCL,SONORA,2603,GOLFO DE SANTA CLARA,MENORES,BE2025039714,3/26/25,CAPTURA,2603001,GOLFO DE SANTA CLARA,8,MARZO,2025,3/25/25,3/26/25,2,2,LITORAL,NO,1.26E+11,3/4/21,3/4/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,322,0,100,32200,PACIFICO
,,2603001,GOLFO DE SANTA CLARA,2603000486,SCPP Y A PLAYA CURVINA SC DE RL,SONORA,2603,GOLFO DE SANTA CLARA,MENORES,BE2025039715,3/26/25,CAPTURA,2603001,GOLFO DE SANTA CLARA,14,MARZO,2025,3/25/25,3/26/25,2,2,LITORAL,NO,1.26E+11,8/14/23,8/14/28,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,414,0,100,41400,PACIFICO
,,2603001,GOLFO DE SANTA CLARA,2603000486,SCPP Y A PLAYA CURVINA SC DE RL,SONORA,2603,GOLFO DE SANTA CLARA,MENORES,BE2025039716,3/26/25,CAPTURA,2603001,GOLFO DE SANTA CLARA,14,MARZO,2025,3/24/25,3/26/25,3,3,LITORAL,NO,1.26E+11,8/14/23,8/14/28,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,437,0,100,43700,PACIFICO
,,2603001,GOLFO DE SANTA CLARA,2603000841,SCPP SOL Y MAR DE SANTA CLARA SC DE RL,SONORA,2603,GOLFO DE SANTA CLARA,MENORES,BE2025039717,3/26/25,CAPTURA,2603005,ZONA DE AMORTIGUAMIENTO (GOLFO SANTA CLARA),6,MARZO,2025,3/24/25,3/25/25,2,2,LITORAL,NO,1.26E+11,2/15/21,2/15/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,125,0,300,37500,PACIFICO
,,2603001,GOLFO DE SANTA CLARA,2607004195,SCPP ARENA Y MAR DE PE—ASCO SC DE RL,SONORA,2603,GOLFO DE SANTA CLARA,MENORES,BE2025039718,3/26/25,CAPTURA,2603001,GOLFO DE SANTA CLARA,8,MARZO,2025,3/24/25,3/26/25,3,3,LITORAL,NO,1.26E+11,3/5/21,3/5/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,368,0,100,36800,PACIFICO
,,2603001,GOLFO DE SANTA CLARA,2603000866,CPP A Y T GOLFO DE CALIFORNIA SC DE RL DE CV,SONORA,2603,GOLFO DE SANTA CLARA,MENORES,BE2025039719,3/26/25,CAPTURA,2603005,ZONA DE AMORTIGUAMIENTO (GOLFO SANTA CLARA),7,MARZO,2025,3/24/25,3/25/25,2,2,LITORAL,NO,1.26E+11,3/5/21,3/5/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,178,0,300,53400,PACIFICO
,,2603001,GOLFO DE SANTA CLARA,2603000627,SCPP RIOS VALLES DEL GOLFO SC DE RL,SONORA,2603,GOLFO DE SANTA CLARA,MENORES,BE2025039720,3/26/25,CAPTURA,2603001,GOLFO DE SANTA CLARA,14,MARZO,2025,3/24/25,3/26/25,3,3,LITORAL,NO,1.26E+11,2/19/21,2/19/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,414,0,100,41400,PACIFICO
,,2603001,GOLFO DE SANTA CLARA,2603007671,LOS DELFINES DEL ALTO GOLFO LDAG SC DE RL DE CV,SONORA,2603,GOLFO DE SANTA CLARA,MENORES,BE2025039721,3/26/25,CAPTURA,2603005,ZONA DE AMORTIGUAMIENTO (GOLFO SANTA CLARA),4,MARZO,2025,3/24/25,3/25/25,2,2,LITORAL,NO,1.26E+11,2/15/21,2/15/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,52,0,300,15600,PACIFICO
,,2603001,GOLFO DE SANTA CLARA,2603007655,DANIEL ALFARO ZAMORA,SONORA,2603,GOLFO DE SANTA CLARA,MENORES,BE2025039722,3/26/25,CAPTURA,2603005,ZONA DE AMORTIGUAMIENTO (GOLFO SANTA CLARA),1,MARZO,2025,3/24/25,3/25/25,2,2,LITORAL,NO,1.26E+11,2/16/21,2/16/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,17,0,300,5100,PACIFICO
,,2603001,GOLFO DE SANTA CLARA,2603000924,SCPP. COSTA DE SANTA CLARA SC DE RL DE CV,SONORA,2603,GOLFO DE SANTA CLARA,MENORES,BE2025039724,3/26/25,CAPTURA,2603001,GOLFO DE SANTA CLARA,8,MARZO,2025,3/26/25,3/26/25,1,1,LITORAL,NO,1.26E+11,2/18/21,2/18/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,410,0,200,82000,PACIFICO
,,2603001,GOLFO DE SANTA CLARA,2603001096,SCPP. BAJAMAR DEL TORNILLAL SC DE RL DE CV,SONORA,2603,GOLFO DE SANTA CLARA,MENORES,BE2025039725,3/27/25,CAPTURA,2603005,ZONA DE AMORTIGUAMIENTO (GOLFO SANTA CLARA),2,MARZO,2025,3/24/25,3/25/25,2,2,LITORAL,NO,1.26E+11,3/4/21,3/4/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,19,0,10,190,PACIFICO
,,2603001,GOLFO DE SANTA CLARA,2607101710,SCPP PESQUERA GALLARDO SC DE RL DE CV,SONORA,2603,GOLFO DE SANTA CLARA,MENORES,BE2025039726,3/27/25,CAPTURA,2603005,ZONA DE AMORTIGUAMIENTO (GOLFO SANTA CLARA),6,MARZO,2025,3/27/25,3/27/25,1,1,LITORAL,NO,1.26E+11,2/11/21,2/11/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,115,0,350,40250,PACIFICO
,,2603001,GOLFO DE SANTA CLARA,2607101710,SCPP PESQUERA GALLARDO SC DE RL DE CV,SONORA,2603,GOLFO DE SANTA CLARA,MENORES,BE2025039727,3/27/25,CAPTURA,2603005,ZONA DE AMORTIGUAMIENTO (GOLFO SANTA CLARA),6,MARZO,2025,3/27/25,3/27/25,1,1,LITORAL,NO,1.26E+11,2/11/21,2/11/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,230,0,380,87400,PACIFICO
,,2603001,GOLFO DE SANTA CLARA,2603000304,SOCIEDAD DE PRODUCCION PESQUERA Y ACUICOLA MORALES S.C.L.,SONORA,2603,GOLFO DE SANTA CLARA,MENORES,BE2025039735,3/27/25,CAPTURA,2603005,ZONA DE AMORTIGUAMIENTO (GOLFO SANTA CLARA),8,MARZO,2025,3/26/25,3/26/25,1,1,LITORAL,NO,1.26E+11,2/23/21,2/23/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,295,0,370,109150,PACIFICO
,,2603001,GOLFO DE SANTA CLARA,2603000304,SOCIEDAD DE PRODUCCION PESQUERA Y ACUICOLA MORALES S.C.L.,SONORA,2603,GOLFO DE SANTA CLARA,MENORES,BE2025039736,3/27/25,CAPTURA,2603005,ZONA DE AMORTIGUAMIENTO (GOLFO SANTA CLARA),3,MARZO,2025,3/26/25,3/26/25,1,1,LITORAL,NO,1.26E+11,2/23/21,2/23/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,230,0,370,85100,PACIFICO
,,2603001,GOLFO DE SANTA CLARA,2603000304,SOCIEDAD DE PRODUCCION PESQUERA Y ACUICOLA MORALES S.C.L.,SONORA,2603,GOLFO DE SANTA CLARA,MENORES,BE2025039738,3/27/25,CAPTURA,2603005,ZONA DE AMORTIGUAMIENTO (GOLFO SANTA CLARA),2,MARZO,2025,3/27/25,3/27/25,1,1,LITORAL,NO,1.26E+11,2/23/21,2/23/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,53,0,370,19610,PACIFICO
,,2603001,GOLFO DE SANTA CLARA,2603000296,SCPP BRISAMAR SCL,SONORA,2603,GOLFO DE SANTA CLARA,MENORES,BE2025039835,3/27/25,CAPTURA,2603005,ZONA DE AMORTIGUAMIENTO (GOLFO SANTA CLARA),2,MARZO,2025,3/25/25,3/26/25,2,2,LITORAL,NO,1.26E+11,2/8/21,2/8/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,108,0,400,43200,PACIFICO
,,2603001,GOLFO DE SANTA CLARA,2603000627,SCPP RIOS VALLES DEL GOLFO SC DE RL,SONORA,2603,GOLFO DE SANTA CLARA,MENORES,BE2025039845,3/27/25,CAPTURA,2603001,GOLFO DE SANTA CLARA,14,MARZO,2025,3/26/25,3/27/25,2,2,LITORAL,NO,1.26E+11,2/19/21,2/19/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,414,0,200,82800,PACIFICO
,,2603001,GOLFO DE SANTA CLARA,2603000726,SCPP EL NUEVO GOLFO SC DE RL,SONORA,2603,GOLFO DE SANTA CLARA,MENORES,BE2025039872,3/27/25,CAPTURA,2603005,ZONA DE AMORTIGUAMIENTO (GOLFO SANTA CLARA),6,MARZO,2025,3/26/25,3/26/25,1,1,LITORAL,NO,1.26E+11,4/1/24,4/1/29,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,23,0,400,9200,PACIFICO
,,2603001,GOLFO DE SANTA CLARA,2603001120,PESQUERA SANCHEZ JR SCL DE RL,SONORA,2603,GOLFO DE SANTA CLARA,MENORES,BE2025039877,3/27/25,CAPTURA,2603005,ZONA DE AMORTIGUAMIENTO (GOLFO SANTA CLARA),3,MARZO,2025,3/26/25,3/26/25,1,1,LITORAL,NO,1.26E+11,2/11/21,2/11/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,85,0,100,8500,PACIFICO
,,2603001,GOLFO DE SANTA CLARA,2603000296,SCPP BRISAMAR SCL,SONORA,2603,GOLFO DE SANTA CLARA,MENORES,BE2025039943,3/27/25,CAPTURA,2603001,GOLFO DE SANTA CLARA,13,MARZO,2025,3/24/25,3/27/25,4,4,LITORAL,NO,1.26E+11,2/8/21,2/8/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,445,0,50,22250,PACIFICO
,,2603001,GOLFO DE SANTA CLARA,2603000718,SCPP. Y ST. CERRO DE MATIAS SC DE RL,SONORA,2603,GOLFO DE SANTA CLARA,MENORES,BE2025039949,3/27/25,CAPTURA,2603001,GOLFO DE SANTA CLARA,12,MARZO,2025,3/25/25,3/26/25,2,2,LITORAL,NO,1.26E+11,4/11/22,4/11/27,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,445,0,50,22250,PACIFICO
,,2603001,GOLFO DE SANTA CLARA,2603007879,SCP. Y SERVICIOS TURISTICOS ALTO GOLFO ECOTOURS SC DE RL,SONORA,2603,GOLFO DE SANTA CLARA,MENORES,BE2025039951,3/27/25,CAPTURA,2603001,GOLFO DE SANTA CLARA,2,MARZO,2025,3/25/25,3/26/25,2,2,LITORAL,NO,1.26E+11,2/15/21,2/15/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,179,0,50,8950,PACIFICO
,,2603001,GOLFO DE SANTA CLARA,2603007879,SCP. Y SERVICIOS TURISTICOS ALTO GOLFO ECOTOURS SC DE RL,SONORA,2603,GOLFO DE SANTA CLARA,MENORES,BE2025039954,3/27/25,CAPTURA,2603001,GOLFO DE SANTA CLARA,2,MARZO,2025,3/26/25,3/27/25,2,2,LITORAL,NO,1.26E+11,2/15/21,2/15/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,178,0,50,8900,PACIFICO
,,2603001,GOLFO DE SANTA CLARA,2603001138,SCPP. BRISAS DE LA RESERVA SC DE RL DE CV,SONORA,2603,GOLFO DE SANTA CLARA,MENORES,BE2025040102,3/27/25,CAPTURA,2603005,ZONA DE AMORTIGUAMIENTO (GOLFO SANTA CLARA),12,MARZO,2025,3/24/25,3/26/25,3,3,LITORAL,NO,1.26E+11,3/1/21,3/1/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,250,0,350,87500,PACIFICO
,,2603001,GOLFO DE SANTA CLARA,2603000593,SCPP BAJAMAR SC DE RL,SONORA,2603,GOLFO DE SANTA CLARA,MENORES,BE2025040129,3/27/25,CAPTURA,2603005,ZONA DE AMORTIGUAMIENTO (GOLFO SANTA CLARA),2,MARZO,2025,3/26/25,3/27/25,2,2,LITORAL,NO,1.26E+11,2/9/21,2/9/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,40,0,400,16000,PACIFICO
,,2603001,GOLFO DE SANTA CLARA,2603000593,SCPP BAJAMAR SC DE RL,SONORA,2603,GOLFO DE SANTA CLARA,MENORES,BE2025040133,3/27/25,CAPTURA,2603005,ZONA DE AMORTIGUAMIENTO (GOLFO SANTA CLARA),4,MARZO,2025,3/25/25,3/27/25,3,3,LITORAL,NO,1.26E+11,2/9/21,2/9/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,125,0,400,50000,PACIFICO
,,2603001,GOLFO DE SANTA CLARA,2603000593,SCPP BAJAMAR SC DE RL,SONORA,2603,GOLFO DE SANTA CLARA,MENORES,BE2025040137,3/27/25,CAPTURA,2603005,ZONA DE AMORTIGUAMIENTO (GOLFO SANTA CLARA),2,MARZO,2025,3/22/25,3/27/25,6,6,LITORAL,NO,1.26E+11,2/9/21,2/9/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,485,0,400,194000,PACIFICO
,,2603001,GOLFO DE SANTA CLARA,2603001047,SCPP. PURO ZABALA DEL GOLFO SC DE RL DE CV,SONORA,2603,GOLFO DE SANTA CLARA,MENORES,BE2025040311,3/27/25,CAPTURA,2603005,ZONA DE AMORTIGUAMIENTO (GOLFO SANTA CLARA),6,MARZO,2025,3/26/25,3/27/25,2,2,LITORAL,NO,1.26E+12,6/4/24,6/4/29,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,105,0,400,42000,PACIFICO
,,2603001,GOLFO DE SANTA CLARA,2603000932,SCPP TIBURONES DE SANTA CLARA SC DE RL DE CV,SONORA,2603,GOLFO DE SANTA CLARA,MENORES,BE2025040826,3/28/25,CAPTURA,2603005,ZONA DE AMORTIGUAMIENTO (GOLFO SANTA CLARA),3,MARZO,2025,3/25/25,3/27/25,3,3,LITORAL,NO,1.26E+11,2/8/21,2/8/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,245,0,400,98000,PACIFICO
,,2603001,GOLFO DE SANTA CLARA,2603001062,SCPP. EL NUEVO AMANECER DEL GOLFO SC DE RL CV,SONORA,2603,GOLFO DE SANTA CLARA,MENORES,BE2025040831,3/28/25,CAPTURA,2603005,ZONA DE AMORTIGUAMIENTO (GOLFO SANTA CLARA),3,MARZO,2025,3/26/25,3/27/25,2,2,LITORAL,NO,1.26E+11,2/8/21,2/8/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,271,0,400,108400,PACIFICO
,,2603001,GOLFO DE SANTA CLARA,2603000452,SCPP Y S T PLAYA DEL FUTURO SC DE RL,SONORA,2603,GOLFO DE SANTA CLARA,MENORES,BE2025040841,3/28/25,CAPTURA,2603005,ZONA DE AMORTIGUAMIENTO (GOLFO SANTA CLARA),2,MARZO,2025,3/26/25,3/27/25,2,2,LITORAL,NO,1.26E+11,4/6/21,4/6/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,98,0,400,39200,PACIFICO
,,2603001,GOLFO DE SANTA CLARA,2603000452,SCPP Y S T PLAYA DEL FUTURO SC DE RL,SONORA,2603,GOLFO DE SANTA CLARA,MENORES,BE2025047212,4/10/25,CAPTURA,2603001,GOLFO DE SANTA CLARA,4,ABRIL,2025,4/9/25,4/10/25,2,2,LITORAL,NO,1.26E+11,4/6/21,4/6/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,50,0,50,2500,PACIFICO
,,2603001,GOLFO DE SANTA CLARA,2603000783,SCPP RIBERE—OS DE LA RIVA SC DE RL DE CV,SONORA,2603,GOLFO DE SANTA CLARA,MENORES,BE2025047219,4/10/25,CAPTURA,2603001,GOLFO DE SANTA CLARA,7,ABRIL,2025,4/9/25,4/10/25,2,2,LITORAL,NO,1.26E+11,2/8/21,2/8/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,98,0,50,4900,PACIFICO
,,2603001,GOLFO DE SANTA CLARA,2603000585,SCPP ESTERO DEL GUERO VETA SC DE RL,SONORA,2603,GOLFO DE SANTA CLARA,MENORES,BE2025047234,4/10/25,CAPTURA,2603005,ZONA DE AMORTIGUAMIENTO (GOLFO SANTA CLARA),20,ABRIL,2025,4/9/25,4/10/25,2,2,LITORAL,NO,1.26E+11,2/24/21,2/24/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,370,0,400,148000,PACIFICO
,,2603001,GOLFO DE SANTA CLARA,2603000106,SCPP EL TORNILLALITO SC DE RL DE CV,SONORA,2603,GOLFO DE SANTA CLARA,MENORES,BE2025047240,4/10/25,CAPTURA,2603005,ZONA DE AMORTIGUAMIENTO (GOLFO SANTA CLARA),3,ABRIL,2025,4/9/25,4/10/25,2,2,LITORAL,NO,1.26E+11,2/15/21,2/15/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,50,0,400,20000,PACIFICO
,,2603001,GOLFO DE SANTA CLARA,2607101710,SCPP PESQUERA GALLARDO SC DE RL DE CV,SONORA,2603,GOLFO DE SANTA CLARA,MENORES,BE2025047247,4/10/25,CAPTURA,2603005,ZONA DE AMORTIGUAMIENTO (GOLFO SANTA CLARA),6,ABRIL,2025,4/10/25,4/10/25,1,1,LITORAL,NO,1.26E+11,2/11/21,2/11/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,63,0,400,25200,PACIFICO
,,2603001,GOLFO DE SANTA CLARA,2607101710,SCPP PESQUERA GALLARDO SC DE RL DE CV,SONORA,2603,GOLFO DE SANTA CLARA,MENORES,BE2025047249,4/10/25,CAPTURA,2603005,ZONA DE AMORTIGUAMIENTO (GOLFO SANTA CLARA),6,ABRIL,2025,4/10/25,4/10/25,1,1,LITORAL,NO,1.26E+11,2/11/21,2/11/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,63,0,400,25200,PACIFICO
,,2603001,GOLFO DE SANTA CLARA,2607101710,SCPP PESQUERA GALLARDO SC DE RL DE CV,SONORA,2603,GOLFO DE SANTA CLARA,MENORES,BE2025047251,4/10/25,CAPTURA,2603005,ZONA DE AMORTIGUAMIENTO (GOLFO SANTA CLARA),6,ABRIL,2025,4/10/25,4/10/25,1,1,LITORAL,NO,1.26E+11,2/11/21,2/11/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,63,0,400,25200,PACIFICO
,,2603001,GOLFO DE SANTA CLARA,2603001138,SCPP. BRISAS DE LA RESERVA SC DE RL DE CV,SONORA,2603,GOLFO DE SANTA CLARA,MENORES,BE2025047255,4/10/25,CAPTURA,2603005,ZONA DE AMORTIGUAMIENTO (GOLFO SANTA CLARA),12,ABRIL,2025,4/8/25,4/9/25,2,2,LITORAL,NO,1.26E+11,3/1/21,3/1/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,220,0,400,88000,PACIFICO
,,2603001,GOLFO DE SANTA CLARA,2603001039,SCPP Y PST DON JOSE GARAY S DE RL DE CV,SONORA,2603,GOLFO DE SANTA CLARA,MENORES,BE2025047264,4/10/25,CAPTURA,2603005,ZONA DE AMORTIGUAMIENTO (GOLFO SANTA CLARA),8,ABRIL,2025,4/9/25,4/10/25,2,2,LITORAL,NO,1.26E+11,2/8/21,2/8/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,308,0,400,123200,PACIFICO
,,2603001,GOLFO DE SANTA CLARA,2603000940,SCPP. LA ENSENADITA DE SANTA CLARA SC DE RL DE CV.,SONORA,2603,GOLFO DE SANTA CLARA,MENORES,BE2025047266,4/10/25,CAPTURA,2603005,ZONA DE AMORTIGUAMIENTO (GOLFO SANTA CLARA),2,ABRIL,2025,4/9/25,4/9/25,1,1,LITORAL,NO,1.26E+11,2/8/21,2/8/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,49,0,400,19600,PACIFICO
,,2603001,GOLFO DE SANTA CLARA,2603000304,SOCIEDAD DE PRODUCCION PESQUERA Y ACUICOLA MORALES S.C.L.,SONORA,2603,GOLFO DE SANTA CLARA,MENORES,BE2025047272,4/10/25,CAPTURA,2603005,ZONA DE AMORTIGUAMIENTO (GOLFO SANTA CLARA),6,ABRIL,2025,4/9/25,4/9/25,1,1,LITORAL,NO,1.26E+11,2/23/21,2/23/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,135,0,400,54000,PACIFICO
,,2603001,GOLFO DE SANTA CLARA,2603000726,SCPP EL NUEVO GOLFO SC DE RL,SONORA,2603,GOLFO DE SANTA CLARA,MENORES,BE2025047282,4/10/25,CAPTURA,2603005,ZONA DE AMORTIGUAMIENTO (GOLFO SANTA CLARA),6,ABRIL,2025,4/8/25,4/9/25,2,2,LITORAL,NO,1.26E+11,4/1/24,4/1/29,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,98,0,400,39200,PACIFICO
,,2603001,GOLFO DE SANTA CLARA,2603007739,SCPP. GOLSOMAX SC DE RL DE CV,SONORA,2603,GOLFO DE SANTA CLARA,MENORES,BE2025047296,4/10/25,CAPTURA,2603005,ZONA DE AMORTIGUAMIENTO (GOLFO SANTA CLARA),13,ABRIL,2025,4/9/25,4/10/25,2,2,LITORAL,NO,1.26E+11,2/29/24,2/28/29,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,320,0,300,96000,PACIFICO
,,2603001,GOLFO DE SANTA CLARA,2603000338,SCPP ESCAMERA VILLEGAS SCL,SONORA,2603,GOLFO DE SANTA CLARA,MENORES,BE2025047305,4/10/25,CAPTURA,2603005,ZONA DE AMORTIGUAMIENTO (GOLFO SANTA CLARA),8,ABRIL,2025,4/8/25,4/9/25,2,2,LITORAL,NO,1.26E+11,8/16/21,8/16/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,350,0,450,157500,PACIFICO
,,2603001,GOLFO DE SANTA CLARA,2603000117,SCPP RIBERE—A SANCHEZ SCL DE RL,SONORA,2603,GOLFO DE SANTA CLARA,MENORES,BE2025047306,4/10/25,CAPTURA,2603005,ZONA DE AMORTIGUAMIENTO (GOLFO SANTA CLARA),10,ABRIL,2025,4/9/25,4/10/25,2,2,LITORAL,NO,1.26E+11,2/11/21,2/11/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,200,0,100,20000,PACIFICO
,,2603001,GOLFO DE SANTA CLARA,2603001120,PESQUERA SANCHEZ JR SCL DE RL,SONORA,2603,GOLFO DE SANTA CLARA,MENORES,BE2025047314,4/10/25,CAPTURA,2603005,ZONA DE AMORTIGUAMIENTO (GOLFO SANTA CLARA),5,ABRIL,2025,4/9/25,4/10/25,2,2,LITORAL,NO,1.26E+11,2/11/21,2/11/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,100,0,100,10000,PACIFICO
,,2603001,GOLFO DE SANTA CLARA,2603000759,SCPP ENSENADA DELTA DEL ALTO GOLFO SC DE RL DE CV,SONORA,2603,GOLFO DE SANTA CLARA,MENORES,BE2025047321,4/10/25,CAPTURA,2603005,ZONA DE AMORTIGUAMIENTO (GOLFO SANTA CLARA),3,ABRIL,2025,4/9/25,4/10/25,2,2,LITORAL,NO,1.26E+11,8/6/21,8/6/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,80,0,300,24000,PACIFICO
,,2603001,GOLFO DE SANTA CLARA,2603008778,ROSA MARIA ARREOLA MORALES,SONORA,2603,GOLFO DE SANTA CLARA,MENORES,BE2025047341,4/10/25,CAPTURA,2603005,ZONA DE AMORTIGUAMIENTO (GOLFO SANTA CLARA),1,ABRIL,2025,4/9/25,4/10/25,2,2,LITORAL,NO,1.26E+11,4/7/22,2/18/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,49,0,450,22050,PACIFICO
,,2603001,GOLFO DE SANTA CLARA,2603007747,ANGUS DEL MAR AM SC DE RL DE CV,SONORA,2603,GOLFO DE SANTA CLARA,MENORES,BE2025047344,4/10/25,CAPTURA,2603005,ZONA DE AMORTIGUAMIENTO (GOLFO SANTA CLARA),1,ABRIL,2025,4/9/25,4/10/25,2,2,LITORAL,NO,1.26E+11,3/28/25,3/28/30,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,69,0,400,27600,PACIFICO
,,2603001,GOLFO DE SANTA CLARA,2603000767,TRES VECES M SC DE RL DE CV,SONORA,2603,GOLFO DE SANTA CLARA,MENORES,BE2025047347,4/10/25,CAPTURA,2603005,ZONA DE AMORTIGUAMIENTO (GOLFO SANTA CLARA),4,ABRIL,2025,4/9/25,4/10/25,2,2,LITORAL,NO,1.26E+11,2/8/21,2/8/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,100,0,300,30000,PACIFICO
,,2603001,GOLFO DE SANTA CLARA,2603008778,ROSA MARIA ARREOLA MORALES,SONORA,2603,GOLFO DE SANTA CLARA,MENORES,BE2025047349,4/10/25,CAPTURA,2603005,ZONA DE AMORTIGUAMIENTO (GOLFO SANTA CLARA),1,ABRIL,2025,4/8/25,4/9/25,2,2,LITORAL,NO,1.26E+11,4/7/22,2/18/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,20,0,450,9000,PACIFICO
,,2603001,GOLFO DE SANTA CLARA,2603001161,SCPP PLAYA GORE SC DE RL DE CV,SONORA,2603,GOLFO DE SANTA CLARA,MENORES,BE2025047351,4/10/25,CAPTURA,2603005,ZONA DE AMORTIGUAMIENTO (GOLFO SANTA CLARA),2,ABRIL,2025,4/9/25,4/9/25,1,1,LITORAL,NO,1.26E+11,2/15/21,2/15/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,46,0,400,18400,PACIFICO
,,2603001,GOLFO DE SANTA CLARA,2603000742,SCPP Y ST. CIENEGA DE SANTA CLARA SC DE RL,SONORA,2603,GOLFO DE SANTA CLARA,MENORES,BE2025047368,4/10/25,CAPTURA,2603005,ZONA DE AMORTIGUAMIENTO (GOLFO SANTA CLARA),7,ABRIL,2025,4/8/25,4/10/25,3,3,LITORAL,NO,1.26E+11,2/11/21,2/11/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,115,0,450,51750,PACIFICO
,,2603002,EL TORNILLAL,2603000569,SCPP ESTERO SANTA ISABEL SC DE RL,SONORA,2603,GOLFO DE SANTA CLARA,MENORES,BE2025047372,4/10/25,CAPTURA,2603005,ZONA DE AMORTIGUAMIENTO (GOLFO SANTA CLARA),6,ABRIL,2025,4/9/25,4/9/25,1,1,LITORAL,NO,1.26E+11,2/9/21,2/9/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,145,0,450,65250,PACIFICO
,,2603001,GOLFO DE SANTA CLARA,2603007812,MARTHA ARACELI CASTRO OCEGUEDA,SONORA,2603,GOLFO DE SANTA CLARA,MENORES,BE2025047378,4/10/25,CAPTURA,2603005,ZONA DE AMORTIGUAMIENTO (GOLFO SANTA CLARA),1,ABRIL,2025,4/9/25,4/10/25,2,2,LITORAL,NO,1.26E+11,2/8/21,2/8/26,CORVINA,2862928H,BUCHE DE CORVINA GOLFINA,30,0,300,9000,PACIFICO
