state,office_name_clean,landing_site_clean,final_lat,final_lon,final_lat.lon_level,final_lat.lon_source,location,OHI.region_geo.est,OHI_state.assign,OHI_region_est,GOC_mel.est,GOC_state.assign,GOC_region.assign,GOC_est
NAYARIT,TEPIC,EL BRAZIL,21.48266492,-104.5479942,state_office,Hem's state.office key,NA,NA,Region_9,Region_9,NA,yes,yes,yes
NAYARIT,TEPIC,LAS TAUNAS,21.48266492,-104.5479942,state_office,Hem's state.office key,NA,NA,Region_9,Region_9,NA,yes,yes,yes
NAYARIT,TEPIC,EL CIRUELITO,21.24148889,-104.0822303,state_office_site,Hem's state.site.office key,NA,NA,Region_9,Region_9,NA,yes,yes,yes
NAYARIT,TEPIC,CAPOMO,21.48266492,-104.5479942,state_office,Hem's state.office key,NA,NA,Region_9,Region_9,NA,yes,yes,yes
BAJA CALIFORNIA SUR,SANTA ROSALIA,SAN IGNACIO,27.28186056,-112.8948005,state_office_site,Hem's state.site.office key,NA,NA,NA,NA,no,NA,NA,no
NAYARIT,CRUZ HUANACAXTLE,"CORBETENA, LA",20.79144145,-105.3371448,state_office,Hem's state.office key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
NAYARIT,TUXPAN,EL COLORADO,21.88042,-105.579,state_office_site,Hem's state.site.office key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
BAJA CALIFORNIA,VILLA JESUS MARIA,PUNTA ROSARITO,28.5708765,-114.1447105,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA,ENSENADA,PUERTO SALINAA.,32.05,-116.885,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
SINALOA,CULIACAN,BAHIA ALTATA,24.568,-107.832,state_site,Hem's state.site key,sea,Region_8,Region_8,Region_8,NA,yes,yes,yes
BAJA CALIFORNIA SUR,CD. CONSTITUCION,LOS PRADITOS,25.2,-112.1,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
SINALOA,MAZATLAN,LA TINAJA,25.48316,-108.025,state_site,Hem's state.site key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
BAJA CALIFORNIA,ENSENADA,TOPOLOBAMPO,25.602,-109.056,state_site,Mel's state.site key,land,Region_8,NA,Region_8,yes,NA,yes,yes
JALISCO,OCOTLAN,LA HUERTA,20.3859175,-102.853195,state_office_site,Hem's state.site.office key,NA,NA,NA,NA,no,NA,NA,no
JALISCO,CHAPALA,LA CUESTA,20.225,-103.12,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,CD. CONSTITUCION,CANAL CERRALVO,24.1897,-109.9446,state_site,Mel's state.site key,sea,Region_4,NA,Region_4,yes,NA,NA,yes
BAJA CALIFORNIA SUR,BAHIA TORTUGAS,CELESTUN,27.68888126,-114.7602288,state_office,Hem's state.office key,NA,NA,NA,NA,NA,NA,NA,NA
SONORA,GUAYMAS,ASTILLERO NAVARRO,27.99268803,-110.8650876,state_office,Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level,land,Region_7,NA,Region_7,NA,yes,yes,yes
SONORA,GUAYMAS,PUERTO PENASCO,31.31208951,-113.5391123,state_site,Hem's state.site key,land,Region_5,NA,Region_5,yes,yes,yes,yes
BAJA CALIFORNIA,VILLA JESUS MARIA,BAHIA SAN RAFAEL,28.5003,-114.077,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,LORETO,CAMPO EL CHAPARRITO,27.8463,-114.1611,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
NAYARIT,PENITA JALTEMBA,LO MARCOS,20.95450153,-105.3522625,state_site,Hem's state.site key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
NAYARIT,TEPIC,PLAYA GOLONDRINAS,21.63977972,-104.5945813,state_office_site,Hem's state.site.office key,NA,NA,Region_9,Region_9,NA,yes,yes,yes
BAJA CALIFORNIA,VILLA JESUS MARIA,EL FARO,31.7739,-116.6159,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
SONORA,GUAYMAS,EL RANCHO,29.1939525,-110.7535058,state_site,Hem's state.site key,NA,NA,NA,NA,NA,yes,NA,yes
BAJA CALIFORNIA,SAN QUINTIN,VICENTE GUERRERO,30.73202389,-115.9892858,state_office_site,Hem's state.site.office key,NA,NA,NA,NA,NA,NA,NA,NA
SINALOA,MAZATLAN,GRANJA SILVANO GAXIOLA,24.838,-107.754,state_site,Hem's state.site key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
BAJA CALIFORNIA SUR,CD. CONSTITUCION,PUERTO VIEJO,24.08555,-111.08395,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
SINALOA,MAZATLAN,PRESIDIO,23.49411631,-106.3796491,state_office,Hem's state.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
BAJA CALIFORNIA SUR,CD. CONSTITUCION,ESTERO PUNTA VERDE,24.7942,-112.1726,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
SINALOA,CULIACAN,LA PERLA,24.85255,-107.788,state_site,Hem's state.site key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SINALOA,ESCUINAPA,SITIO AGUA DULCE,24.15813585,-107.1783172,state_office,Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level,sea,Region_8,Region_8,Region_8,NA,yes,yes,yes
BAJA CALIFORNIA SUR,SAN CARLOS,ESTERO SAN LAZARO,24.3961,-111.581,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,SANTA ROSALIA,PUNTA CHOROS,27.1268,-114.154,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
JALISCO,OCOTLAN,RIO LERMA,20.35,-102.33,state_office_site,Hem's state.site.office key,NA,NA,NA,NA,no,NA,NA,no
SINALOA,EL FUERTE,EL ARBOLITO,26.43663942,-108.3939474,state_office,Hem's state.office key,NA,NA,Region_8,Region_8,NA,yes,yes,yes
SINALOA,MAZATLAN,LAS JARILLAS,23.49411631,-106.3796491,state_office,Hem's state.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
BAJA CALIFORNIA SUR,LA PAZ,PUERTO MAGDALENA,24.63445167,-112.1398736,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
JALISCO,GUADALAJARA,EL MEZQUITAN,20.43,-103.2,state_site,Mel's state.site key,NA,NA,NA,NA,yes,NA,NA,yes
SINALOA,ESCUINAPA,CRISTO REY,22.57495833,-105.7214518,state_site,Hem's state.site key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SINALOA,CULIACAN,BORDO PRIETO,24.57540235,-107.4244193,state_office,Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
NAYARIT,TEPIC,EL RINCON,21.51135722,-104.5870213,state_office_site,Hem's state.site.office key,NA,NA,Region_9,Region_9,NA,yes,yes,yes
BAJA CALIFORNIA SUR,BAHIA TORTUGAS,CANAL PUNTA EUGENIA,27.8583,-115.0869,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
JALISCO,OCOTLAN,EL PROGRESO,20.265,-103.12,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,PUNTA ABREOJOS,LAS PIEDRITAS,23.20338333,-110.1389981,state_site,Hem's state.site key,land,Region_4,NA,Region_4,no,NA,NA,no
BAJA CALIFORNIA SUR,SAN CARLOS,CANAL SAN CARLOS,24.742,-112.111,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
SINALOA,ESCUINAPA,AGUSTINA RAMIREZ,24.05966056,-106.8911272,state_site,Hem's state.site key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
BAJA CALIFORNIA SUR,LA PAZ,BOCA LAS MANZANILLAS,23.182,-110.1411,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,SAN CARLOS,PUNTA ALGUATE,24.5487,-111.7791,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
SINALOA,CULIACAN,RIO CULIACAN,24.65007016,-107.5624088,state_site,Hem's state.site key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
JALISCO,CHAPALA,RAMPA MUNICIPAL,20.27,-103.1,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
JALISCO,GUADALAJARA,MESA FLORES,22.1075,-103.3758333,state_office_site,Hem's state.site.office key,NA,NA,NA,NA,yes,NA,NA,yes
BAJA CALIFORNIA SUR,LA PAZ,PUNTA CISNE,24.5123,-111.8463,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,SAN CARLOS,LOPEZ MATEOS,25.192,-112.117,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
SINALOA,CULIACAN,ALTA MAR,22.877,-106.475,state_site,Hem's state.site key,sea,Region_8,Region_8,Region_8,NA,yes,yes,yes
SONORA,GUAYMAS,SAN PEDRO NOLASCO,27.96799485,-111.3764559,state_site,Hem's state.site key,land,Region_7,NA,Region_7,yes,yes,yes,yes
SINALOA,EL FUERTE,SAN IGNACIO,25.13912764,-107.8881786,state_site,Hem's state.site key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
NAYARIT,TEPIC,PASO ALICA,21.55341625,-104.5380188,state_office_site,Hem's state.site.office key,NA,NA,Region_9,Region_9,NA,yes,yes,yes
BAJA CALIFORNIA SUR,LORETO,PUNTA EL AGUILILLA,25.7048,-111.2102,state_site,Mel's state.site key,sea,Region_4,NA,Region_4,yes,NA,NA,yes
JALISCO,GUADALAJARA,LAS PUERTAS,20.6919875,-102.9778219,state_office_site,Hem's state.site.office key,NA,NA,NA,NA,yes,NA,NA,yes
BAJA CALIFORNIA SUR,SAN CARLOS,PUERTO CHALE,24.42417028,-111.5527131,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
SINALOA,ESCUINAPA,SITIO ESTACADA,26.26,-108.773,state_site,Hem's state.site key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SINALOA,MAZATLAN,TAZAJAL,22.92598028,-105.8391436,state_site,Hem's state.site key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SINALOA,LA REFORMA,PLAYA COLORADA,25.28603833,-108.3301106,state_site,Hem's state.site key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SINALOA,EL ROSARIO,TAPO POZO LA HACIENDA,23.009387,-106.1562639,state_office_site,Hem's state.site.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
NAYARIT,TUXPAN,LA PE%ITAS,22.08709693,-105.1177705,state_office,Hem's state.office key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
BAJA CALIFORNIA SUR,CD. CONSTITUCION,LAGUNA TLAQUE,24.8578,-112.0624,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
NAYARIT,PENITA JALTEMBA,"PENITA, LA",21.16238367,-105.2115404,state_office,Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
SINALOA,ESCUINAPA,CAMARICULTORES SINALOA,24.15813585,-107.1783172,state_office,Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level,sea,Region_8,Region_8,Region_8,NA,yes,yes,yes
SINALOA,ESCUINAPA,LAS MOJARRAS,24.15813585,-107.1783172,state_office,Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level,sea,Region_8,Region_8,Region_8,NA,yes,yes,yes
SONORA,GUAYMAS,PUNTA LOBOS,27.314,-110.598,state_site,Mel's state.site key,land,Region_7,NA,Region_7,yes,yes,yes,yes
JALISCO,CHAPALA,PRESA CORONA,20.39816472,-103.0916533,state_office_site,Hem's state.site.office key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,CABO SAN LUCAS,BANDERITAS,24.872432,-112.111613,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
SONORA,PUERTO PENASCO,LAS PLAYITAS,27.8943,-110.883,state_site,Mel's state.site key,land,Region_7,NA,Region_7,yes,yes,yes,yes
SONORA,HUATABAMPO,PUERTO PENASCO,31.31208951,-113.5391123,state_site,Hem's state.site key,land,Region_5,NA,Region_5,yes,yes,yes,yes
NAYARIT,TECUALA,"RANCHITO, EL",22.49844421,-105.2661546,state_office,Hem's state.office key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
SINALOA,ESCUINAPA,BAHIA DEL CONCHAL,24.216,-107.351,state_site,Hem's state.site key,sea,Region_8,Region_8,Region_8,NA,yes,yes,yes
SINALOA,CULIACAN,VILLA DEL SOL,24.57540235,-107.4244193,state_office,Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
BAJA CALIFORNIA,EL ROSARIO,BAJAMAR,32.027,-116.87,state_office_site,Hem's state.site.office key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,LA PAZ,PUNTA ALTA,25.013385,-110.7600653,state_site,Hem's state.site key,land,Region_4,NA,Region_4,no,NA,NA,no
SINALOA,NAVOLATO,LA TARRAYA,24.76185658,-107.6833974,state_office,Hem's state.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SINALOA,GUASAVE,LA PITAHAYA,25.55517917,-108.5116658,state_office_site,Hem's state.site.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SINALOA,NAVOLATO,ALTA MAR,22.877,-106.475,state_site,Hem's state.site key,sea,Region_8,Region_8,Region_8,NA,yes,yes,yes
BAJA CALIFORNIA SUR,SAN CARLOS,PUERTO VIEJO,24.08555,-111.08395,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,LA PAZ,PUERTO CORTEZ,24.4777777,-111.8219444,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA,ENSENADA,MATANCITAS,31.68036483,-116.4415546,state_office,Hem's state.office key,NA,NA,NA,NA,NA,NA,NA,NA
BAJA CALIFORNIA SUR,SANTA ROSALIA,ESTERO SAN LUCAS,22.9051436,-109.9682813,state_site,Hem's state.site key,land,Region_4,NA,Region_4,yes,NA,NA,yes
SINALOA,CULIACAN,EL CHUPADERO,23.72823472,-106.3350732,state_site,Hem's state.site key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
NAYARIT,TUXPAN,"PALAPITA, LA",22.08709693,-105.1177705,state_office,Hem's state.office key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
NAYARIT,SANTIAGO IXCUINTLA,BARRA GRANDE BOCA CAMICHIN,21.7463888,-105.4894444,state_site,Hem's state.site key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
NAYARIT,PENITA JALTEMBA,PLAYA CALETILLA,21.16238367,-105.2115404,state_office,Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
BAJA CALIFORNIA,ISLA CEDROS,CAMPO COLORADA,28.9968,-113.1442,state_site,Mel's state.site key,sea,Region_2,NA,Region_2,yes,NA,NA,yes
BAJA CALIFORNIA SUR,LA PAZ,EL CEDRO,23.9532,-110.868,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
SINALOA,CULIACAN,LA CRUZ,25.42418565,-107.8125437,state_site,Hem's state.site key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
BAJA CALIFORNIA SUR,SAN CARLOS,LAGO PALMER,24.5743,-111.6695,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
SINALOA,CULIACAN,VAREJONAL,25.0939933,-107.3961389,state_site,Hem's state.site key,NA,NA,Region_8,Region_8,NA,yes,yes,yes
SONORA,GUAYMAS,COZUMEL,27.99268803,-110.8650876,state_office,Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level,land,Region_7,NA,Region_7,NA,yes,yes,yes
NAYARIT,PENITA JALTEMBA,BAHIA SAYULITA,20.8690862,-105.4410109,state_site,Hem's state.site key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
SONORA,GUAYMAS,LITORAL,27.99268803,-110.8650876,state_office,Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level,land,Region_7,NA,Region_7,NA,yes,yes,yes
BAJA CALIFORNIA SUR,SAN CARLOS,PUNTA CONEJO,25.7725,-112.87385,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
JALISCO,GUADALAJARA,DESAGUE,20.435,-103.23,state_site,Mel's state.site key,NA,NA,NA,NA,yes,NA,NA,yes
JALISCO,GUADALAJARA,EL DESAGUE,20.232505,-102.6264347,state_site,Hem's state.site key,NA,NA,NA,NA,yes,NA,NA,yes
JALISCO,GUADALAJARA,MARGEN LA PRESA,20.43,-103.24,state_site,Mel's state.site key,NA,NA,NA,NA,yes,NA,NA,yes
JALISCO,GUADALAJARA,LAS BARRANCAS,21.04,-104.12,state_office_site,Hem's state.site.office key,NA,NA,NA,NA,yes,NA,NA,yes
JALISCO,GUADALAJARA,TOLUCA,21.46205667,-101.7721831,state_site,Hem's state.site key,NA,NA,NA,NA,yes,NA,NA,yes
BAJA CALIFORNIA SUR,CABO SAN LUCAS,PUNTA SAN CRISTOBAL,22.876,-109.967,state_site,Mel's state.site key,land,Region_4,NA,Region_4,no,NA,NA,no
SINALOA,NAVOLATO,PENINSULA LUCENILLA,24.417,-107.667,state_office_site,Hem's state.site.office key,sea,Region_8,Region_8,Region_8,NA,yes,yes,yes
BAJA CALIFORNIA,SAN FELIPE,20 NOVIEMBRE,30.82327619,-114.8508127,state_office,Hem's state.office key,land,Region_2,NA,Region_2,NA,NA,NA,NA
BAJA CALIFORNIA SUR,CABO SAN LUCAS,PUNTA GORDA,27.05125333,-112.9065361,state_site,Hem's state.site key,NA,NA,NA,NA,yes,NA,NA,yes
BAJA CALIFORNIA SUR,CD. CONSTITUCION,BAHIA CONCEPCION B.C.SUR.,26.81,-111.89,state_site,Mel's state.site key,land,Region_3,NA,Region_3,yes,NA,NA,yes
BAJA CALIFORNIA,SAN FELIPE,EL MOLINO VIEJO,30.4859081,-115.9758053,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
SINALOA,MAZATLAN,AGUAS CONTINENTALES,23.49411631,-106.3796491,state_office,Hem's state.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
NAYARIT,TEPIC,"SABINOS, LOS",21.48266492,-104.5479942,state_office,Hem's state.office key,NA,NA,Region_9,Region_9,NA,yes,yes,yes
NAYARIT,TECUALA,VENA EL AZUELEADERO,22.49844421,-105.2661546,state_office,Hem's state.office key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
SINALOA,CULIACAN,LA BRECHA TEACAPAN,23.9530601,-107.0870763,state_site,Hem's state.site key,sea,Region_8,Region_8,Region_8,NA,yes,yes,yes
BAJA CALIFORNIA SUR,LORETO,BOCA PLAYITA,22.9333,-110.0403,state_site,Mel's state.site key,land,Region_4,NA,Region_4,no,NA,NA,no
BAJA CALIFORNIA,SAN FELIPE,MAZATLAN,30.7213,-114.7082,state_site,Mel's state.site key,land,Region_2,NA,Region_2,yes,NA,NA,yes
NAYARIT,TECUALA,PERICOS,22.45383,-105.639,state_office_site,Hem's state.site.office key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
BAJA CALIFORNIA,MEXICALI,RIO COLORADO,32.59445,-115.595,state_office_site,Hem's state.site.office key,NA,NA,NA,NA,yes,NA,NA,yes
SONORA,HUATABAMPO,LA ARENITAS,26.7978,-109.775,state_site,Mel's state.site key,land,Region_7,NA,Region_7,yes,yes,yes,yes
SONORA,BAHIA KINO,EL COLORADO,29.8142,-112.638,state_site,Mel's state.site key,sea,Region_6,NA,Region_6,yes,yes,yes,yes
SONORA,GOLFO SANTA CLARA,PENASCO,31.31,-113.54,state_site,Hem's state.site key,land,Region_5,NA,Region_5,yes,yes,yes,yes
SINALOA,GUASAVE,BAHIA MACAPULE,25.38,-108.703,state_office_site,Hem's state.site.office key,sea,Region_8,Region_8,Region_8,NA,yes,yes,yes
SONORA,HUATABAMPO,PUERTO JUAREZ,26.97775279,-109.5011588,state_office,Hem's state.office key,land,Region_7,NA,Region_7,NA,yes,yes,yes
NAYARIT,TUXPAN,BARRIO LOS CERRITOS,22.08709693,-105.1177705,state_office,Hem's state.office key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
BAJA CALIFORNIA SUR,BAHIA ASUNCION,ISLA ASUNCION,27.1035,-114.29,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA,EL ROSARIO,BAHIA FALSA,30.45248778,-116.0022039,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA,SAN FELIPE,EL MUERTO,29.417,-113.7905,state_site,Mel's state.site key,land,Region_2,NA,Region_2,yes,NA,NA,yes
SINALOA,EL ROSARIO,EL CASTILLO,23.86915375,-107.0208306,state_site,Hem's state.site key,sea,Region_8,Region_8,Region_8,NA,yes,yes,yes
NAYARIT,CRUZ HUANACAXTLE,"BANQUITO, EL",20.79144145,-105.3371448,state_office,Hem's state.office key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
BAJA CALIFORNIA SUR,CD. CONSTITUCION,BAHIA TORTUGAS,27.69269284,-114.8961862,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,CD. CONSTITUCION,PUNTA POZO COTA,23.0542,-110.1162,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
NAYARIT,CRUZ HUANACAXTLE,RINCON GUAYABITOS,21.02427333,-105.2659978,state_site,Hem's state.site key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
BAJA CALIFORNIA,SAN QUINTIN,PLAYA SANTA MARIA,30.405,-115.974,state_office_site,Hem's state.site.office key,NA,NA,NA,NA,no,NA,NA,no
NAYARIT,TUXPAN,LOS DRAGUITOS,22.08709693,-105.1177705,state_office,Hem's state.office key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
SONORA,BAHIA KINO,BAHIA AGIABAMPO,26.3642,-109.146,state_site,Hem's state.site key,land,Region_7,NA,Region_7,yes,yes,yes,yes
JALISCO,PUERTO VALLARTA,BAHIA BANDERA,20.65,-105.3,state_site,Mel's state.site key,sea,Region_9,NA,Region_9,yes,NA,yes,yes
SINALOA,NAVOLATO,LA REFORMA,24.80417556,-107.6471794,state_office_site,Hem's state.site.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SINALOA,ESCUINAPA,CULTIVADORES LAS MARISMAS,22.47,-105.613,state_site,Hem's state.site key,land,Region_9,Region_8,Region_8,NA,yes,yes,yes
BAJA CALIFORNIA SUR,SANTA ROSALIA,PUERTO MAGDALENA,24.63445167,-112.1398736,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA,ENSENADA,EL AFERRADO,31.68036483,-116.4415546,state_office,Hem's state.office key,NA,NA,NA,NA,NA,NA,NA,NA
JALISCO,GUADALAJARA,CHAPALA,20.23166667,-103.1498611,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,LA PAZ,CAMPO PUNTA EL PERICO,24.0323,-109.8094,state_site,Mel's state.site key,sea,Region_4,NA,Region_4,yes,NA,NA,yes
BAJA CALIFORNIA SUR,LA PAZ,PUNTA SALINAS,24.888,-110.683,state_site,Mel's state.site key,sea,Region_4,NA,Region_4,yes,NA,NA,yes
BAJA CALIFORNIA,EL ROSARIO,EL MUERTITO O PUNTA ROSARITO,28.5668,-114.1505,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
JALISCO,PUERTO VALLARTA,EL CORRAL,20.0021,-105.389,state_office_site,Hem's state.site.office key,NA,NA,NA,NA,yes,NA,NA,yes
BAJA CALIFORNIA,TIJUANA,POPOTLA,32.28052722,-117.0309849,state_office_site,Hem's state.site.office key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,SAN CARLOS,PUNTA AMARILLA,23.3,-109.9,state_site,Mel's state.site key,land,Region_4,NA,Region_4,yes,NA,NA,yes
NAYARIT,TUXPAN,LOS LOPEZ,22.39651417,-105.2954417,state_site,Hem's state.site key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
BAJA CALIFORNIA SUR,GUERRERO NEGRO,LAS CRUCES,27.9441,-114.1066,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
SINALOA,CULIACAN,BAJOS DEL TIO NICHO,24.57540235,-107.4244193,state_office,Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
BAJA CALIFORNIA,ISLA CEDROS,PUNTA BAJA,29.95317056,-115.8035939,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
SINALOA,CULIACAN,RIO ELOTA,24.00632588,-106.7942852,state_site,Hem's state.site key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SINALOA,MAZATLAN,AGUAS CONTINENTALES DEL ESTADO SINALOA,23.49411631,-106.3796491,state_office,Hem's state.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SINALOA,NAVOLATO,BAHIA BARADITO Y ALTAMURA,24.76185658,-107.6833974,state_office,Hem's state.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SINALOA,LOS MOCHIS,LAGUNA ABOCHO,25.90610918,-109.0009424,state_office,Hem's state.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
BAJA CALIFORNIA,VILLA JESUS MARIA,EL MUERTITO O PUNTA ROSARITO,28.5668,-114.1505,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
SINALOA,NAVOLATO,LA ORQUETA,24.76185658,-107.6833974,state_office,Hem's state.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
JALISCO,GUADALAJARA,PRESA CIENEGA GALVANEZ,20.69,-103.4,state_site,Mel's state.site key,NA,NA,NA,NA,yes,NA,NA,yes
SINALOA,MAZATLAN,ESTERO BANDERILLAS,23.49411631,-106.3796491,state_office,Hem's state.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
BAJA CALIFORNIA,SAN FELIPE,RANCHO ZIMARRON KM 68,30.63,-114.707,state_site,Mel's state.site key,land,Region_2,NA,Region_2,yes,NA,NA,yes
SINALOA,CULIACAN,LOPEZ PORTILLO,24.57540235,-107.4244193,state_office,Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
BAJA CALIFORNIA SUR,CD. CONSTITUCION,EL TEMBLOR,24.6,-111.9,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
SONORA,GUAYMAS,PRESA EL NOVILLO,27.99268803,-110.8650876,state_office,Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level,land,Region_7,NA,Region_7,NA,yes,yes,yes
BAJA CALIFORNIA SUR,BAHIA TORTUGAS,PUERTO ADOLFO LOPEZ MATEOS,25.19290611,-112.1106136,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,LA PAZ,ENSENADA LA CHABELA,27.18,-112.04,state_site,Mel's state.site key,sea,Region_3,NA,Region_3,yes,NA,NA,yes
JALISCO,GUADALAJARA,PRESA EL HORNO,20.26,-103.35,state_site,Hem's state.site key,NA,NA,NA,NA,yes,NA,NA,yes
