state,office_name_clean,landing_site_clean,final_lat,final_lon,final_lat.lon_level,final_lat.lon_source,location,OHI.region_geo.est,OHI_state.assign,OHI_region_est,GOC_mel.est,GOC_state.assign,GOC_region.assign,GOC_est
SINALOA,GUASAVE,DISTRITO RIEGO NO.75,25.69673376,-108.2206193,state_office,Hem's state.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SINALOA,MAZATLAN,ESTERO URIAS,23.2026182,-106.3788392,state_office_site,Hem's state.site.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SONORA,PUERTO PENASCO,EL TORNILLAL,31.5734122,-114.2962777,state_site,Hem's state.site key,land,Region_5,NA,Region_5,yes,yes,yes,yes
BAJA CALIFORNIA SUR,LA PAZ,EL SAUZOSO,24.31128,-110.642,state_office_site,Hem's state.site.office key,land,Region_4,NA,Region_4,yes,NA,NA,yes
BAJA CALIFORNIA SUR,LA PAZ,EL COYOTE,24.066,-110.998,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
SINALOA,CULIACAN,CELESTINO GASCA,23.8177222,-106.887,state_site,Hem's state.site key,sea,Region_8,Region_8,Region_8,NA,yes,yes,yes
BAJA CALIFORNIA SUR,PTO. ADOLFO LOPEZ MATEOS,PUERTO CAN CUN,24.551,-111.751,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,SANTA ROSALIA,ESTERO EL DELGADITO,26.61,-113.06,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
SONORA,CD. OBREGON,LOS BANOS,26.3755,-109.164,state_site,Hem's state.site key,sea,Region_7,NA,Region_7,yes,yes,yes,yes
NAYARIT,SANTIAGO IXCUINTLA,POZO CHINO,21.3245,-104.7595,state_site,Hem's state.site key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
SINALOA,CULIACAN,BAHIA ALTATA Y ENSENADA DEL PABELLON,24.57540235,-107.4244193,state_office,Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
BAJA CALIFORNIA SUR,LA PAZ,LA PALOMETA,24.5566,-111.6481,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,CD. CONSTITUCION,LOS PRADOS,25.34042,-112.075,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,LA PAZ,ISLA MAGDALENA,25.3709787,-112.1102335,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
NAYARIT,TEPIC,ZAPOTE PICAHOS,21.48266492,-104.5479942,state_office,Hem's state.office key,NA,NA,Region_9,Region_9,NA,yes,yes,yes
BAJA CALIFORNIA SUR,LA PAZ,SAN JUANICO,26.25706844,-112.4796353,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
SINALOA,CULIACAN,BAHIA CEUTA,23.9009722,-106.9228056,state_site,Hem's state.site key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
JALISCO,GUADALAJARA,PRESA CIENEGA GALVANES,20.58,-101.93,state_site,Hem's state.site key,NA,NA,NA,NA,yes,NA,NA,yes
JALISCO,CHAPALA,SANTA CRUZ LA SOLEDAD,20.23417958,-103.1100351,state_office_site,Hem's state.site.office key,NA,NA,NA,NA,no,NA,NA,no
SINALOA,CULIACAN,AGUAS CONTINENTALES,24.57540235,-107.4244193,state_office,Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SONORA,GOLFO SANTA CLARA,EL BORRASCOSO,31.484,-114.05,state_office_site,Hem's state.site.office key,sea,Region_5,NA,Region_5,yes,yes,yes,yes
SINALOA,MAZATLAN,MARMOL,23.483,-106.6,state_office_site,Hem's state.site.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
JALISCO,GUADALAJARA,PRESA LA RED,20.43,-102.48,state_site,Hem's state.site key,NA,NA,NA,NA,yes,NA,NA,yes
BAJA CALIFORNIA SUR,PTO. ADOLFO LOPEZ MATEOS,LOS FRAILES,23.37756278,-109.4353308,state_site,Hem's state.site key,land,Region_4,NA,Region_4,yes,NA,NA,yes
JALISCO,GUADALAJARA,LAGUNA ZAPOTLAN,19.45,-103.29,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA,SAN FELIPE,CAMPO NUEVO,29.6843,-115.6001,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA,EL ROSARIO,PUERTO SANTA CATARINA,30.584,-114.6676,state_site,Hem's state.site key,sea,Region_2,NA,Region_2,yes,NA,NA,yes
BAJA CALIFORNIA SUR,CD. CONSTITUCION,ESTERO CANCUN,24.5597,-111.6402,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
NAYARIT,SAN BLAS,EMBARCADERO PERICOS,22.4217,-105.3522,state_site,Hem's state.site key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
JALISCO,BARRA NAVIDAD,BAHIA TENACATITA,19.29,-104.85,state_office_site,Hem's state.site.office key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA,EL ROSARIO,PLAYA,31.8618,-116.6713,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
NAYARIT,CRUZ HUANACAXTLE,"COLOMO, EL",20.79144145,-105.3371448,state_office,Hem's state.office key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
BAJA CALIFORNIA,ENSENADA,PTO ADOLFO LOPEZ MATEOS,25.1945,-112.1105,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
JALISCO,GUADALAJARA,PRESA EL GRANDE,20.31,-103,state_site,Hem's state.site key,NA,NA,NA,NA,yes,NA,NA,yes
SONORA,NOGALES,BAHIA LOBOS,27.35315022,-110.4532303,state_site,Hem's state.site key,land,Region_7,NA,Region_7,yes,yes,yes,yes
SONORA,GUAYMAS,EL MERO,27.894,-110.859,state_site,Mel's state.site key,sea,Region_7,NA,Region_7,yes,yes,yes,yes
SONORA,PUERTO LIBERTAD,BAHIA KINO,28.80836125,-111.9488426,state_site,Hem's state.site key,sea,Region_6,NA,Region_6,yes,yes,yes,yes
BAJA CALIFORNIA,SAN QUINTIN,EL MOLINO VIEJO,30.4859081,-115.9758053,state_office_site,Hem's state.site.office key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,PTO. ADOLFO LOPEZ MATEOS,LA FLORIDA,24.10629694,-110.3502083,state_site,Hem's state.site key,land,Region_4,NA,Region_4,no,NA,NA,no
SINALOA,EL ROSARIO,LITORAL,22.976,-105.801,state_office_site,Hem's state.site.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SONORA,CD. OBREGON,PRESA CUAUHTEMOC,30.87426556,-111.5183439,state_site,Hem's state.site key,NA,NA,NA,NA,NA,yes,NA,yes
SINALOA,NAVOLATO,LITORAL,24.748,-107.667,state_office_site,Hem's state.site.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SINALOA,ESCUINAPA,LA BRECHA TEACAPAN,23.9530601,-107.0870763,state_site,Hem's state.site key,sea,Region_8,Region_8,Region_8,NA,yes,yes,yes
SINALOA,CULIACAN,PUNTA SAN MIGUEL,23.795,-106.883,state_site,Hem's state.site key,sea,Region_8,Region_8,Region_8,NA,yes,yes,yes
JALISCO,PUERTO VALLARTA,BAHIA BANDERAS,20.6,-105.3,state_site,Mel's state.site key,sea,Region_9,NA,Region_9,yes,NA,yes,yes
BAJA CALIFORNIA,EL ROSARIO,CAMALU,30.84403479,-116.0597635,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA,MEXICALI,CAMPO DON ABEL,31.1744785,-114.906418,state_site,Hem's state.site key,land,Region_1,NA,Region_1,yes,NA,NA,yes
BAJA CALIFORNIA SUR,LA PAZ,ESTERO CANCUN,24.5597,-111.6402,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,LA PAZ,LA VENTANA,24.07365542,-110.3136519,state_office_site,Hem's state.site.office key,land,Region_4,NA,Region_4,yes,NA,NA,yes
BAJA CALIFORNIA,TIJUANA,PUNTA BAJA,29.95317056,-115.8035939,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA,EL ROSARIO,PUNTA SAN ANTONIO,29.74927319,-115.6854021,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA,EL ROSARIO,PUNTA EL PESCADOR,28.9362636,-113.3833794,state_site,Hem's state.site key,sea,Region_2,NA,Region_2,yes,NA,NA,yes
BAJA CALIFORNIA SUR,LORETO,SAN JUANICO,26.25706844,-112.4796353,state_office_site,Hem's state.site.office key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,SANTA ROSALIA,CAMPO PESQUERO EL DELGADITO,26.6064,-113.0581,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
NAYARIT,TECUALA,"ROBLITO, EL",22.49844421,-105.2661546,state_office,Hem's state.office key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
SONORA,PUERTO PENASCO,LA CHOYA,31.3423,-113.64,state_office_site,Hem's state.site.office key,land,Region_5,NA,Region_5,yes,yes,yes,yes
SINALOA,LOS MOCHIS,EL CARACOL,25.48843278,-108.7399107,state_site,Hem's state.site key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
BAJA CALIFORNIA SUR,CD. CONSTITUCION,CABO SAN LUCAS,22.89701889,-109.9251861,state_site,Hem's state.site key,land,Region_4,NA,Region_4,yes,NA,NA,yes
BAJA CALIFORNIA SUR,CD. CONSTITUCION,EL DATIL II,26.86,-113.17,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA,MEXICALI,EL SAUZAL,31.89217767,-116.6941701,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
JALISCO,PUERTO VALLARTA,LA HUERTA,20.56418028,-105.1147556,state_office_site,Hem's state.site.office key,land,Region_9,NA,Region_9,no,NA,yes,yes
JALISCO,GUADALAJARA,ESTERO BECERRA,20.53726667,-102.75721,state_site,Hem's state.site key,NA,NA,NA,NA,yes,NA,NA,yes
BAJA CALIFORNIA,SAN QUINTIN,EL ROSARIO,30.063,-115.763,state_office_site,Hem's state.site.office key,NA,NA,NA,NA,no,NA,NA,no
JALISCO,OCOTLAN,PONCITLAN,20.38069444,-102.9170833,state_office_site,Hem's state.site.office key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA,ISLA CEDROS,JATAY,32.01321306,-116.8583311,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
SONORA,HUATABAMPO,BOCA DEL RIO MAYO,26.7310742,-109.7920116,state_office_site,Hem's state.site.office key,land,Region_7,NA,Region_7,yes,yes,yes,yes
JALISCO,PUERTO VALLARTA,ESTERO MAJAHUAS,19.84229865,-105.3697875,state_office_site,Hem's state.site.office key,NA,NA,NA,NA,no,NA,NA,no
NAYARIT,TUXPAN,EMBARCADERO LOS ESPEJOS,22.08709693,-105.1177705,state_office,Hem's state.office key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
SONORA,CD. OBREGON,CAMAHUIROA,26.54155597,-109.2871036,state_site,Hem's state.site key,land,Region_7,NA,Region_7,yes,yes,yes,yes
BAJA CALIFORNIA SUR,CD. CONSTITUCION,ISLA MAGDALENA,25.3709787,-112.1102335,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
SONORA,GUAYMAS,ESTERO SAN JOSE,27.125,-110.126,state_site,Hem's state.site key,sea,Region_7,NA,Region_7,yes,yes,yes,yes
JALISCO,BARRA NAVIDAD,DESEMBARCADERO RIO MARABASCO,19.282,-104.587,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,LA PAZ,SAN JUANICO B.C.S.,26.25,-112.49,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
SONORA,GUAYMAS,LA MANGA,27.97865435,-111.1236082,state_site,Hem's state.site key,sea,Region_7,NA,Region_7,yes,yes,yes,yes
BAJA CALIFORNIA,ENSENADA,EL CAMPITO,30.1465,-115.79,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
JALISCO,GUADALAJARA,OCOTLAN,20.35569444,-102.7640278,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,CABO SAN LUCAS,LA RIBERA,23.59656306,-109.5860669,state_office_site,Hem's state.site.office key,land,Region_4,NA,Region_4,yes,NA,NA,yes
BAJA CALIFORNIA,EL ROSARIO,CAMPO VIEJO,30.131,-115.7857,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA,SAN QUINTIN,PUNTA LA GRINGA,29.0313694,-113.5388745,state_site,Hem's state.site key,sea,Region_2,NA,Region_2,yes,NA,NA,yes
SINALOA,CULIACAN,TOPOLOBAMPO,25.59826743,-109.0497234,state_site,Hem's state.site key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
JALISCO,GUADALAJARA,BORDO AGUA ZARCA,20.44,-104.41,state_site,Hem's state.site key,NA,NA,NA,NA,yes,NA,NA,yes
SINALOA,EL ROSARIO,LAGUNA EL CAIMANERO,22.9089782,-106.0680851,state_office_site,Hem's state.site.office key,sea,Region_8,Region_8,Region_8,NA,yes,yes,yes
NAYARIT,PENITA JALTEMBA,LO MARCO,20.9549513,-105.3540238,state_site,Hem's state.site key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
SINALOA,LOS MOCHIS,CAMPO PESQUERO LAZARO CARDENAS,25.90610918,-109.0009424,state_office,Hem's state.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
BAJA CALIFORNIA SUR,LORETO,ENSENADA BLANCA,25.72784556,-111.2530631,state_office_site,Hem's state.site.office key,land,Region_4,NA,Region_4,yes,NA,NA,yes
BAJA CALIFORNIA,MEXICALI,SAN FELIPE,31.0173,-114.8335,state_site,Mel's state.site key,sea,Region_1,NA,Region_1,yes,NA,NA,yes
BAJA CALIFORNIA SUR,CD. CONSTITUCION,EL DATIL EN LAGUNA SAN IGNACIO,26.86,-113.17,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
JALISCO,GUADALAJARA,PRESA SAN ONOFRE,20.52,-102.32,state_site,Hem's state.site key,NA,NA,NA,NA,yes,NA,NA,yes
SINALOA,LA REFORMA,LA PIONIA,25.37774227,-107.8279879,state_office,Hem's state.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SONORA,GUAYMAS,LA BANDERA,28.29800944,-111.1404872,state_site,Hem's state.site key,land,Region_7,NA,Region_7,yes,yes,yes,yes
JALISCO,BARRA NAVIDAD,PLAYA CAREYES,19.26497665,-104.8981167,state_office_site,Hem's state.site.office key,NA,NA,NA,NA,no,NA,NA,no
NAYARIT,TEPIC,"RUBENA, LA",21.48266492,-104.5479942,state_office,Hem's state.office key,NA,NA,Region_9,Region_9,NA,yes,yes,yes
JALISCO,GUADALAJARA,PRESA EL MORIJO,20.8,-103.2,state_site,Mel's state.site key,NA,NA,NA,NA,yes,NA,NA,yes
BAJA CALIFORNIA SUR,LA PAZ,ISLA CERRALVO,24.2341349,-109.8901427,state_office_site,Hem's state.site.office key,land,Region_4,NA,Region_4,yes,NA,NA,yes
SINALOA,LA REFORMA,DRENES Y CANALES DIST. NO.74,25.37774227,-107.8279879,state_office,Hem's state.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
BAJA CALIFORNIA SUR,LA PAZ,BUENA VISTA,23.09630611,-109.9284258,state_site,Hem's state.site key,land,Region_4,NA,Region_4,yes,NA,NA,yes
BAJA CALIFORNIA,EL ROSARIO,PUNTA SAN JOSE,31.4505,-116.6002,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,PTO. ADOLFO LOPEZ MATEOS,PAILABOTE,25.54745,-112.066,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
NAYARIT,SAN BLAS,"CHORROS, LOS",21.54672474,-105.2582147,state_office,Hem's state.office key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
SINALOA,MAZATLAN,LAS TINAJAS,23.51119431,-106.3917279,state_office_site,Hem's state.site.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SINALOA,MAZATLAN,LAS LABRADAS,23.51383566,-106.403376,state_office_site,Hem's state.site.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
NAYARIT,SAN BLAS,LO MARCO,20.9549513,-105.3540238,state_site,Hem's state.site key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
BAJA CALIFORNIA,ENSENADA,EJIDO JOSE M. MORELOS Y PAVON,28.3442,-114.0668,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA,SAN FELIPE,ISLA ANGEL LA GUARDA,29.2898,-113.3649,state_site,Hem's state.site key,land,Region_2,NA,Region_2,yes,NA,NA,yes
BAJA CALIFORNIA SUR,CD. CONSTITUCION,PUNTA TOSCA,24.304,-111.71,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA,MEXICALI,LA ESCOLLERA,23.634501,-102.552784,state_site,Hem's state.site key,NA,NA,NA,NA,NA,NA,NA,NA
NAYARIT,TUXPAN,EMBARCADERO LAGUNA LA PESCA,22.08709693,-105.1177705,state_office,Hem's state.office key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
BAJA CALIFORNIA SUR,CD. CONSTITUCION,BOCANA SAN VENANCIO,27.0901509,-112.4347001,state_site,Hem's state.site key,land,Region_3,NA,Region_3,no,NA,NA,no
BAJA CALIFORNIA SUR,PTO. ADOLFO LOPEZ MATEOS,SANTO DOMINGO,26.54235,-112.89885,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
SINALOA,LOS MOCHIS,COSTA AZUL,24.83493944,-107.984277,state_site,Hem's state.site key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
BAJA CALIFORNIA,SAN QUINTIN,CAMPO LOPEZ,32.14417597,-116.8878272,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
SINALOA,MAZATLAN,PUNTA SAN MIGUEL,23.795,-106.883,state_office_site,Hem's state.site.office key,sea,Region_8,Region_8,Region_8,NA,yes,yes,yes
JALISCO,GUADALAJARA,PRESA TACOTAN,20.0288925,-104.2432339,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
JALISCO,GUADALAJARA,PRESA HURTADO,20.3,-103.39,state_site,Hem's state.site key,NA,NA,NA,NA,yes,NA,NA,yes
NAYARIT,TECUALA,"GUASIMA, LA",22.49844421,-105.2661546,state_office,Hem's state.office key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
BAJA CALIFORNIA,ENSENADA,PUNTA AZUFRE,30.388495,-115.97625,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
JALISCO,PUERTO VALLARTA,EL FARITO,20.602,-105.233,state_site,Mel's state.site key,land,Region_9,NA,Region_9,yes,NA,yes,yes
SINALOA,MAZATLAN,ISLA LA PIEDRA,23.188869,-106.4045517,state_office_site,Hem's state.site.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
NAYARIT,PENITA JALTEMBA,LAGUNA LAS TORTUGAS Y MATAIZA,21.2243,-105.2072,state_site,Hem's state.site key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
BAJA CALIFORNIA SUR,CD. CONSTITUCION,ARROYO LA POZA,25.4725,-112.0138,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,PTO. ADOLFO LOPEZ MATEOS,SANTA ROSA,23.3,-109.9,state_site,Mel's state.site key,land,Region_4,NA,Region_4,yes,NA,NA,yes
BAJA CALIFORNIA,SAN QUINTIN,EL CAMPITO,30.1465,-115.7878,state_office_site,Hem's state.site.office key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,PTO. ADOLFO LOPEZ MATEOS,SAN ANDRESITO,25.8992,-112.1537,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA,SAN QUINTIN,SANTA ROSALILLITA,28.6602,-114.2554,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,CABO SAN LUCAS,"SAN JOSE DEL CABO, B.C.S.",23.062,-109.7,state_site,Mel's state.site key,land,Region_4,NA,Region_4,yes,NA,NA,yes
JALISCO,PUERTO VALLARTA,PUERTO VALLARTA,20.48680556,-105.1836111,state_office_site,Hem's state.site.office key,land,Region_9,NA,Region_9,yes,NA,yes,yes
JALISCO,GUADALAJARA,BORDO SAN JOAQUIN,20.26,-103.45,state_site,Hem's state.site key,NA,NA,NA,NA,yes,NA,NA,yes
JALISCO,GUADALAJARA,BORDO LOS ZAPOTITOS,20.43,-103.93,state_office_site,Hem's state.site.office key,NA,NA,NA,NA,yes,NA,NA,yes
BAJA CALIFORNIA,ENSENADA,MUELLE PESCA DEPORTIVA,31.8573,-116.6271,state_office_site,Hem's state.site.office key,NA,NA,NA,NA,no,NA,NA,no
NAYARIT,SANTIAGO IXCUINTLA,AZTLAN LAS GARZAS,21.8257625,-105.3918331,state_site,Hem's state.site key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
JALISCO,GUADALAJARA,PRESA EL TULE,20.726,-103.242,state_site,Mel's state.site key,NA,NA,NA,NA,yes,NA,NA,yes
BAJA CALIFORNIA,ENSENADA,PUNTA FINAL,29.75547361,-114.2917704,state_site,Hem's state.site key,sea,Region_2,NA,Region_2,yes,NA,NA,yes
BAJA CALIFORNIA,VILLA JESUS MARIA,SANTO DOMINGO,28.257,-114.09,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,CD. CONSTITUCION,LA HERRADURA,24.719,-111.911,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
SINALOA,LOS MOCHIS,BAHIA SANTA MARIA,25.2980785,-108.5237206,state_site,Hem's state.site key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
BAJA CALIFORNIA,BAHIA LOS ANGELES,ISLA GUADALUPE,29.05354687,-118.3097002,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA,EL ROSARIO,CAMPO ARROYITO,29.049,-118.403,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
NAYARIT,SANTIAGO IXCUINTLA,SAN MIGUEL NO. 2,21.98386651,-104.8967609,state_office,Hem's state.office key,NA,NA,Region_9,Region_9,NA,yes,yes,yes
SONORA,PUERTO LIBERTAD,PRESA EL NOVILLO,30.69028901,-111.717548,state_office,Hem's state.office key,NA,NA,NA,NA,NA,yes,NA,yes
BAJA CALIFORNIA SUR,CD. CONSTITUCION,ISLA CATALANA,25.653,-110.781,state_site,Mel's state.site key,land,Region_4,NA,Region_4,yes,NA,NA,yes
BAJA CALIFORNIA SUR,CD. CONSTITUCION,PUERTO CORTEZ,24.4777777,-111.8219444,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,CABO SAN LUCAS,EL CARDON,23.12317306,-109.5292583,state_office_site,Hem's state.site.office key,land,Region_4,NA,Region_4,no,NA,NA,no
NAYARIT,PENITA JALTEMBA,ESTERO EL CHINO,21.16238367,-105.2115404,state_office,Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
JALISCO,BARRA NAVIDAD,LAGUNA EL CAPULIN,20.27,-103.16,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
SINALOA,EL FUERTE,LOS DIQUES,26.43663942,-108.3939474,state_office,Hem's state.office key,NA,NA,Region_8,Region_8,NA,yes,yes,yes
SINALOA,MAZATLAN,PRESA LOS HORCONES,23.49411631,-106.3796491,state_office,Hem's state.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SINALOA,MAZATLAN,BAHIA CEUTA,23.9009722,-106.9228056,state_office_site,Hem's state.site.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
JALISCO,PUERTO VALLARTA,PUNTA PENITAS,20.0975028,-105.5493635,state_office_site,Hem's state.site.office key,NA,NA,NA,NA,yes,NA,NA,yes
JALISCO,BARRA NAVIDAD,PUERTO VIEJO CHAMELA,21.19,-102.35,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
JALISCO,BARRA NAVIDAD,RIOS PURIFICACION Y SAN NICOLAS,19.352,-104.416,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA,EL ROSARIO,SAN CARLOS,32.00358472,-116.6474418,state_office_site,Hem's state.site.office key,NA,NA,NA,NA,yes,NA,NA,yes
BAJA CALIFORNIA,SAN QUINTIN,MUELLE MOLINO VIEJO,30.48,-115.98,state_office_site,Hem's state.site.office key,NA,NA,NA,NA,no,NA,NA,no
NAYARIT,TUXPAN,ANEXO EMBARCADERO SAN MIGUEL,22.08709693,-105.1177705,state_office,Hem's state.office key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
SONORA,PUERTO PENASCO,EL MERO,27.894,-110.859,state_site,Mel's state.site key,sea,Region_7,NA,Region_7,yes,yes,yes,yes
BAJA CALIFORNIA,EL ROSARIO,PUNTA FINAL,29.75547361,-114.2917704,state_site,Hem's state.site key,sea,Region_2,NA,Region_2,yes,NA,NA,yes
BAJA CALIFORNIA,SAN QUINTIN,SAN FELIPE,31.0173,-114.8335,state_site,Mel's state.site key,sea,Region_1,NA,Region_1,yes,NA,NA,yes
SONORA,CD. OBREGON,EL RASTRO,28.001,-111.15,state_site,Hem's state.site key,land,Region_7,NA,Region_7,yes,yes,yes,yes
BAJA CALIFORNIA SUR,LA PAZ,EL PARDITO,24.85310278,-110.5807725,state_office_site,Hem's state.site.office key,land,Region_4,NA,Region_4,yes,NA,NA,yes
BAJA CALIFORNIA SUR,CD. CONSTITUCION,LA POZA,25.70232,-111.534,state_site,Hem's state.site key,land,Region_4,NA,Region_4,no,NA,NA,no
JALISCO,BARRA NAVIDAD,RIO PURIFICACION Y REFUGIO,20.58,-102.6,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,LA PAZ,SAN JAVIER,26.005,-111.337,state_site,Mel's state.site key,sea,Region_4,NA,Region_4,yes,NA,NA,yes
BAJA CALIFORNIA SUR,SANTA ROSALIA,BAHIA SANTA INES,27.0306,-111.9739,state_site,Mel's state.site key,sea,Region_3,NA,Region_3,yes,NA,NA,yes
BAJA CALIFORNIA,ENSENADA,BAHIA FALSA,30.45248778,-116.0022039,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
JALISCO,BARRA NAVIDAD,LAGUNA EL TECUAN,19.32,-104.9,state_office_site,Hem's state.site.office key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA,EL ROSARIO,CAMPO TEPEYAC O CAMPO OESTE,28.974,-118.385,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,CD. CONSTITUCION,TEMBABICHE,25.2567641,-110.9507227,state_site,Hem's state.site key,land,Region_4,NA,Region_4,yes,NA,NA,yes
JALISCO,GUADALAJARA,BORDO MIRAPLANES,20.09,-104.11,state_site,Hem's state.site key,NA,NA,NA,NA,yes,NA,NA,yes
