Data,landing_site,clave,subregion,long,lat,State,GofC
PLAYÓN BAHÍA EL 109 1.0108 -116.7000 31.7080,PLAYÓN BAHÍA EL,109,1.0108,-116.7,31.708,Baja California,no
PLAYÓN EL 213 1.0212 -115.9939 30.4026,PLAYÓN EL,213,1.0212,-115.9939,30.4026,Baja California,no
PLAZA DEL MAR 55 1.0055 -116.8860 32.1020,PLAZA DEL MAR,55,1.0055,-116.886,32.102,Baja California,no
POPOTLA 36 1.0036 -117.0333 32.2835,POPOTLA,36,1.0036,-117.0333,32.2835,Baja California,no
PRIETA SUR PUNTA 294 1.0293 -114.3871 28.8100,PRIETA SUR PUNTA,294,1.0293,-114.3871,28.81,Baja California,no
PRIETA PUNTA 133 1.0132 -116.6186 31.4986,PRIETA PUNTA,133,1.0132,-116.6186,31.4986,Baja California,no
PUERTO DE LOS CHINOS EL 273 1.0272 -114.7950 29.2106,PUERTO DE LOS CHINOS EL,273,1.0272,-114.795,29.2106,Baja California,no
PUERTO EL 124 1.0123 -116.6804 31.5489,PUERTO EL,124,1.0123,-116.6804,31.5489,Baja California,no
PUNTA BANDA ESTERO 97 1.0096 -116.6239 31.7310,PUNTA BANDA ESTERO,97,1.0096,-116.6239,31.731,Baja California,no
PUNTITA LA 306 1.0305 -114.0770 28.5280,PUNTITA LA,306,1.0305,-114.077,28.528,Baja California,no
QUEQUIS ROCAS LOS 132 1.0131 -116.6318 31.5095,QUEQUIS ROCAS LOS,132,1.0131,-116.6318,31.5095,Baja California,no
RASPORIA 311 1.0310 -114.0629 28.3666,RASPORIA,311,1.031,-114.0629,28.3666,Baja California,no
RAUL 28 1.0028 -117.0437 32.3050,RAUL,28,1.0028,-117.0437,32.305,Baja California,no
RAUL CAMPO 176 1.0175 -116.0387 30.7072,RAUL CAMPO,176,1.0175,-116.0387,30.7072,Baja California,no
RAYADO EL 239 1.0238 -115.7270 29.9490,RAYADO EL,239,1.0238,-115.727,29.949,Baja California,no
REAL DEL MAR 7 1.0007 -117.1000 32.4400,REAL DEL MAR,7,1.0007,-117.1,32.44,Baja California,no
REBRO EL 116 1.0115 -116.6531 31.6391,REBRO EL,116,1.0115,-116.6531,31.6391,Baja California,no
RENÉ 24 1.0024 -117.0532 32.3250,RENÉ,24,1.0024,-117.0532,32.325,Baja California,no
RIF PUNTA 120 1.0119 -116.6914 31.5665,RIF PUNTA,120,1.0119,-116.6914,31.5665,Baja California,no
RINCÓN EL 99 1.0098 -116.6998 31.7286,RINCÓN EL,99,1.0098,-116.6998,31.7286,Baja California,no
RINCÓN MIRADOR EL 98 1.0097 -116.6998 31.7286,RINCÓN MIRADOR EL,98,1.0097,-116.6998,31.7286,Baja California,no
RINCONADA LA 243 1.0242 -115.7407 29.8955,RINCONADA LA,243,1.0242,-115.7407,29.8955,Baja California,no
ROCA PUNTA 220 1.0219 -115.9741 30.3780,ROCA PUNTA,220,1.0219,-115.9741,30.378,Baja California,no
ROCOSA PUNTA 295 1.0294 -114.3438 28.7281,ROCOSA PUNTA,295,1.0294,-114.3438,28.7281,Baja California,no
ROQUEÑA PUNTA 138 1.0137 -116.4843 31.3723,ROQUEÑA PUNTA,138,1.0137,-116.4843,31.3723,Baja California,no
ROSAMAR 43 1.0043 -116.9612 32.2575,ROSAMAR,43,1.0043,-116.9612,32.2575,Baja California,no
ROSARIO BOCANA EL 237 1.0236 -115.7753 30.0403,ROSARIO BOCANA EL,237,1.0236,-115.7753,30.0403,Baja California,no
ROSARIO EL 236 1.0235 -115.7630 30.0630,ROSARIO EL,236,1.0235,-115.763,30.063,Baja California,no
ROSARITO 21 1.0021 -117.0543 32.3505,ROSARITO,21,1.0021,-117.0543,32.3505,Baja California,no
ROSARITO PLAYAS DE 22 1.0022 -117.0635 32.3482,ROSARITO PLAYAS DE,22,1.0022,-117.0635,32.3482,Baja California,no
ROSARITO POPOTLA PLAYA 37 1.0037 -117.0400 32.2835,ROSARITO POPOTLA PLAYA,37,1.0037,-117.04,32.2835,Baja California,no
ROSARITO PUNTA 304 1.0303 -114.1505 28.5668,ROSARITO PUNTA,304,1.0303,-114.1505,28.5668,Baja California,no
ROSARITO ROCK 336 1.0335 -117.0830 32.3660,ROSARITO ROCK,336,1.0335,-117.083,32.366,Baja California,no
RUBEN JARAMILLO EJIDO 165 1.0164 -116.0500 30.9180,RUBEN JARAMILLO EJIDO,165,1.0164,-116.05,30.918,Baja California,no
SALDAMANDO PLAYA 70 1.0070 -116.7576 31.9379,SALDAMANDO PLAYA,70,1.007,-116.7576,31.9379,Baja California,no
SALIENTE PIEDRA 182 1.0181 -116.0274 30.5162,SALIENTE PIEDRA,182,1.0181,-116.0274,30.5162,Baja California,no
SALINA LA 58 1.0058 -116.8850 32.0500,SALINA LA,58,1.0058,-116.885,32.05,Baja California,no
SALINA MARISMA LA 217 1.0216 -115.8848 30.3922,SALINA MARISMA LA,217,1.0216,-115.8848,30.3922,Baja California,no
SALINA PUERTO 60 1.0060 -116.8830 32.0320,SALINA PUERTO,60,1.006,-116.883,32.032,Baja California,no
SALSIPUEDES 67 1.0067 -116.8176 31.9671,SALSIPUEDES,67,1.0067,-116.8176,31.9671,Baja California,no
SALSIPUEDES EL BONITO 68 1.0068 -116.8176 31.9671,SALSIPUEDES EL BONITO,68,1.0068,-116.8176,31.9671,Baja California,no
SALSIPUEDES PUNTA 66 1.0066 -116.8308 31.9742,SALSIPUEDES PUNTA,66,1.0066,-116.8308,31.9742,Baja California,no
SAN ANDRES PUERTO 296 1.0295 -114.2860 28.7060,SAN ANDRES PUERTO,296,1.0295,-114.286,28.706,Baja California,no
SAN ANGEL 172 1.0171 -116.0673 30.8169,SAN ANGEL,172,1.0171,-116.0673,30.8169,Baja California,no
SAN ANTONIO 192 1.0191 -115.9482 30.4600,SAN ANTONIO,192,1.0191,-115.9482,30.46,Baja California,no
SAN ANTONIO DEL MAR 156 1.0155 -116.3047 31.0974,SAN ANTONIO DEL MAR,156,1.0155,-116.3047,31.0974,Baja California,no
SAN ANTONIO DEL MAR NORTE 9 1.0009 -117.0870 32.4275,SAN ANTONIO DEL MAR NORTE,9,1.0009,-117.087,32.4275,Baja California,no
SAN ANTONIO PUNTA 246 1.0245 -115.6841 29.7502,SAN ANTONIO PUNTA,246,1.0245,-115.6841,29.7502,Baja California,no
SAN BENITO ISLOTE 318 1.0316 -114.0900 28.3060,SAN BENITO ISLOTE,318,1.0316,-114.09,28.306,Baja California,no
SAN CARLOS BAHÍA 252 1.0251 -115.4581 29.6027,SAN CARLOS BAHÍA,252,1.0251,-115.4581,29.6027,Baja California,no
SAN CARLOS PUERTO 251 1.0250 -115.4673 29.6173,SAN CARLOS PUERTO,251,1.025,-115.4673,29.6173,Baja California,no
SAN CARLOS PUNTA 253 1.0252 -115.2534 29.5145,SAN CARLOS PUNTA,253,1.0252,-115.2534,29.5145,Baja California,no
SAN FERNANDO PUNTA 247 1.0246 -115.6080 29.6944,SAN FERNANDO PUNTA,247,1.0246,-115.608,29.6944,Baja California,no
SAN ISIDRO PUNTA 149 1.0148 -116.4121 31.2906,SAN ISIDRO PUNTA,149,1.0148,-116.4121,31.2906,Baja California,no
SAN JACINTO 164 1.0163 -116.2132 30.9227,SAN JACINTO,164,1.0163,-116.2132,30.9227,Baja California,no
SAN JACINTO PUNTA 168 1.0167 -116.1746 30.8622,SAN JACINTO PUNTA,168,1.0167,-116.1746,30.8622,Baja California,no
SAN JERONIMO ISLA 244 1.0243 -115.7970 29.8500,SAN JERONIMO ISLA,244,1.0243,-115.797,29.85,Baja California,no
SAN JOSE ARROYO 268 1.0267 -114.8703 29.2760,SAN JOSE ARROYO,268,1.0267,-114.8703,29.276,Baja California,no
SAN JOSE PUERTO 269 1.0268 -114.8703 29.2844,SAN JOSE PUERTO,269,1.0268,-114.8703,29.2844,Baja California,no
SAN JOSÉ PUNTA 134 1.0133 -116.6002 31.4505,SAN JOSÉ PUNTA,134,1.0133,-116.6002,31.4505,Baja California,no
SAN JOSE ESTERO Y PUERTO SAN JOSE 267 1.0266 -114.8703 29.2844,SAN JOSE ESTERO Y PUERTO SAN JOSE,267,1.0266,-114.8703,29.2844,Baja California,no
SAN JUAN DE LAS PULGAS (VARADERO) 137 1.0136 -116.4971 31.4048,SAN JUAN DE LAS PULGAS (VARADERO),137,1.0136,-116.4971,31.4048,Baja California,no
SAN MARTIN BAHÍA 282 1.0281 -118.4030 29.0320,SAN MARTIN BAHÍA,282,1.0281,-118.403,29.032,Baja California,no
SAN MARTÍN ISLA 183 1.0182 -116.1090 30.4890,SAN MARTÍN ISLA,183,1.0182,-116.109,30.489,Baja California,no
SAN MIGUEL 73 1.0073 -116.7283 31.8988,SAN MIGUEL,73,1.0073,-116.7283,31.8988,Baja California,no
SAN MIGUEL (BAHÍA ) 74 1.0074 -116.7283 31.8988,SAN MIGUEL (BAHÍA ),74,1.0074,-116.7283,31.8988,Baja California,no
SAN MIGUEL PUNTA 72 1.0072 -116.7518 31.9028,SAN MIGUEL PUNTA,72,1.0072,-116.7518,31.9028,Baja California,no
SAN QUINTIN 189 1.0188 -115.9719 30.4670,SAN QUINTIN,189,1.0188,-115.9719,30.467,Baja California,no
SAN QUINTIN (LITORALES) 179 1.0178 -116.0259 30.5504,SAN QUINTIN (LITORALES),179,1.0178,-116.0259,30.5504,Baja California,no
SAN QUINTIN BAHÍA 187 1.0186 -115.9672 30.4676,SAN QUINTIN BAHÍA,187,1.0186,-115.9672,30.4676,Baja California,no
SAN QUINTIN BAHÍA DE 202 1.0201 -115.9672 30.4676,SAN QUINTIN BAHÍA DE,202,1.0201,-115.9672,30.4676,Baja California,no
SAN QUINTIN CABO 226 1.0225 -115.8133 30.3246,SAN QUINTIN CABO,226,1.0225,-115.8133,30.3246,Baja California,no
SAN QUINTIN ESTERO 188 1.0187 -115.9672 30.4676,SAN QUINTIN ESTERO,188,1.0187,-115.9672,30.4676,Baja California,no
SAN QUINTIN PLAYA 190 1.0189 -115.9539 30.4667,SAN QUINTIN PLAYA,190,1.0189,-115.9539,30.4667,Baja California,no
SAN RAFAEL BAHÍA 305 1.0304 -114.0770 28.5003,SAN RAFAEL BAHÍA,305,1.0304,-114.077,28.5003,Baja California,no
SAN RAMÓN BAHÍA 175 1.0174 -116.0482 30.7401,SAN RAMÓN BAHÍA,175,1.0174,-116.0482,30.7401,Baja California,no
SAN RAMÓN CAMPO 178 1.0177 -116.0356 30.5572,SAN RAMÓN CAMPO,178,1.0177,-116.0356,30.5572,Baja California,no
SAN RAMÓN PLAYAS 181 1.0180 -116.0411 30.5404,SAN RAMÓN PLAYAS,181,1.018,-116.0411,30.5404,Baja California,no
SAN TELMO BOCANA 163 1.0162 -116.2424 30.9320,SAN TELMO BOCANA,163,1.0162,-116.2424,30.932,Baja California,no
SAN TELMO PUNTA 162 1.0161 -116.2422 30.9344,SAN TELMO PUNTA,162,1.0161,-116.2422,30.9344,Baja California,no
SANDINI 41 1.0041 -116.9860 32.2613,SANDINI,41,1.0041,-116.986,32.2613,Baja California,no
SANTA CATARINA 255 1.0254 -115.2210 29.4860,SANTA CATARINA,255,1.0254,-115.221,29.486,Baja California,no
SANTA MARÍA BAHÍA 219 1.0218 -115.9340 30.3800,SANTA MARÍA BAHÍA,219,1.0218,-115.934,30.38,Baja California,no
SANTA MARIA CAMPO LÓPEZ 54 1.0054 -116.8600 32.1320,SANTA MARIA CAMPO LÓPEZ,54,1.0054,-116.86,32.132,Baja California,no
SANTA MARÍA PLAYA 211 1.0210 -115.9740 30.4050,SANTA MARÍA PLAYA,211,1.021,-115.974,30.405,Baja California,no
SANTA MONICA SUR 19 1.0019 -117.0724 32.3740,SANTA MONICA SUR,19,1.0019,-117.0724,32.374,Baja California,no
SANTA ROSALILLITA BAHÍA 301 1.0300 -114.1935 28.6432,SANTA ROSALILLITA BAHÍA,301,1.03,-114.1935,28.6432,Baja California,no
SANTA ROSALILLITA CALETA 299 1.0298 -114.2420 28.6540,SANTA ROSALILLITA CALETA,299,1.0298,-114.242,28.654,Baja California,no
SANTA ROSALILLITA CAMPO 300 1.0299 -114.2420 28.6560,SANTA ROSALILLITA CAMPO,300,1.0299,-114.242,28.656,Baja California,no
SANTA ROSALILLITA PUNTA 298 1.0297 -114.2554 28.6602,SANTA ROSALILLITA PUNTA,298,1.0297,-114.2554,28.6602,Baja California,no
SANTO DOMINGO (VARADERO) 322 1.0321 -114.0900 28.2570,SANTO DOMINGO (VARADERO),322,1.0321,-114.09,28.257,Baja California,no
SANTO DOMINGO MORRO 324 1.0323 -114.1000 28.0406,SANTO DOMINGO MORRO,324,1.0323,-114.1,28.0406,Baja California,no
SANTO TOMÁS CALETA 127 1.0126 -116.6838 31.5200,SANTO TOMÁS CALETA,127,1.0126,-116.6838,31.52,Baja California,no
SANTO TOMÁS PUERTO 126 1.0125 -116.6838 31.5343,SANTO TOMÁS PUERTO,126,1.0125,-116.6838,31.534300000000002,Baja California,no
SANTO TOMÁS PUNTA 125 1.0124 -116.6900 31.5343,SANTO TOMÁS PUNTA,125,1.0124,-116.69,31.534300000000002,Baja California,no
SARABIA CAMPO 180 1.0179 -116.0259 30.5504,SARABIA CAMPO,180,1.0179,-116.0259,30.5504,Baja California,no
SAUCES LOS 203 1.0202 -115.9430 30.4389,SAUCES LOS,203,1.0202,-115.943,30.4389,Baja California,no
SAUZAL EL 76 1.0076 -116.6839 31.8840,SAUZAL EL,76,1.0076,-116.6839,31.884,Baja California,no
SAUZAL PLAYA 75 1.0075 -116.6839 31.8840,SAUZAL PLAYA,75,1.0075,-116.6839,31.884,Baja California,no
SEBASTIAN VIZCAINO BAHÍA 329 1.0328 -114.1916 28.1050,SEBASTIAN VIZCAINO BAHÍA,329,1.0328,-114.1916,28.105,Baja California,no
SEIS EL 208 1.0207 -115.9821 30.4290,SEIS EL,208,1.0207,-115.9821,30.429,Baja California,no
SMITH DE CORONADO ISLA 12 1.0012 -117.2319 32.4096,SMITH DE CORONADO ISLA,12,1.0012,-117.2319,32.4096,Baja California,no
SOCORRITO EL 227 1.0226 -115.8115 30.3177,SOCORRITO EL,227,1.0226,-115.8115,30.3177,Baja California,no
SOCORRO CALETA EL 229 1.0228 -115.8100 30.2857,SOCORRO CALETA EL,229,1.0228,-115.81,30.2857,Baja California,no
SOCORRO PLAYA 228 1.0227 -115.8094 30.2857,SOCORRO PLAYA,228,1.0227,-115.8094,30.2857,Baja California,no
SODLEDAD ROCAS 341 1.0340 -116.7080 31.5690,SODLEDAD ROCAS,341,1.034,-116.708,31.569,Baja California,no
SOL COSTA DEL 32 1.0032 -117.0377 32.2900,SOL COSTA DEL,32,1.0032,-117.0377,32.29,Baja California,no
SOLEDAD BAHÍA 119 1.0118 -116.6596 31.5811,SOLEDAD BAHÍA,119,1.0118,-116.6596,31.5811,Baja California,no
SOLEDAD ROCAS LA 122 1.0121 -116.6959 31.5525,SOLEDAD ROCAS LA,122,1.0121,-116.6959,31.5525,Baja California,no
SOUH KELP 335 1.0334 -117.2210 32.3750,SOUH KELP,335,1.0334,-117.221,32.375,Baja California,no
SUGAR ROCK 338 1.0337 -116.9980 32.2460,SUGAR ROCK,338,1.0337,-116.998,32.246,Baja California,no
SUR EL CAMPITO 232 1.0231 -115.7878 30.1465,SUR EL CAMPITO,232,1.0231,-115.7878,30.1465,Baja California,no
TAMPICO 139 1.0138 -116.4700 31.3505,TAMPICO,139,1.0138,-116.47,31.3505,Baja California,no
TEPEYAC CAMPO 283 1.0282 -118.3850 28.9740,TEPEYAC CAMPO,283,1.0282,-118.385,28.974,Baja California,no
TERMOELÉCTRICA TIJUANA 20 1.0020 -117.0720 32.3726,TERMOELÉCTRICA TIJUANA,20,1.002,-117.072,32.3726,Baja California,no
TIJUANA 1 1.0001 -117.0340 32.5334,TIJUANA,1,1.0001,-117.034,32.5334,Baja California,no
TIJUANA PLAYAS 2 1.0002 -117.1240 32.5250,TIJUANA PLAYAS,2,1.0002,-117.124,32.525,Baja California,no
TIO SAM 26 1.0026 -117.0485 32.3150,TIO SAM,26,1.0026,-117.0485,32.315,Baja California,no
TODOS SANTOS ISLOTES 89 1.0088 -116.7815 31.7995,TODOS SANTOS ISLOTES,89,1.0088,-116.7815,31.7995,Baja California,no
TOMATAL EL 308 1.0307 -114.0370 28.4720,TOMATAL EL,308,1.0307,-114.037,28.472,Baja California,no
TOMATAL PUNTA EL 307 1.0306 -114.0600 28.4940,TOMATAL PUNTA EL,307,1.0306,-114.06,28.494,Baja California,no
TORRE MOCHA 323 1.0322 -114.0570 28.2523,TORRE MOCHA,323,1.0322,-114.057,28.2523,Baja California,no
TORRESCANO BAHÍA 100 1.0099 -116.7296 31.7261,TORRESCANO BAHÍA,100,1.0099,-116.7296,31.7261,Baja California,no
TRANQUILA PLAYA 230 1.0229 -115.7854 30.1586,TRANQUILA PLAYA,230,1.0229,-115.7854,30.1586,Baja California,no
TRES HERMANOS 96 1.0095 -116.7052 31.7339,TRES HERMANOS,96,1.0095,-116.7052,31.7339,Baja California,no
TRES TORRES 313 1.0312 -114.0663 28.3553,TRES TORRES,313,1.0312,-114.0663,28.3553,Baja California,no
VEINTISIETE DE ENERO 155 1.0154 -116.3035 31.1043,VEINTISIETE DE ENERO,155,1.0154,-116.3035,31.1043,Baja California,no
VENUZTIANO CARRANZA PUERTO 330 1.0329 -114.1106 28.0330,VENUZTIANO CARRANZA PUERTO,330,1.0329,-114.1106,28.033,Baja California,no
VIEJO CAMPO 234 1.0233 -115.7857 30.1310,VIEJO CAMPO,234,1.0233,-115.7857,30.131,Baja California,no
VIEJO MOLINO 186 1.0185 -115.9800 30.4800,VIEJO MOLINO,186,1.0185,-115.98,30.48,Baja California,no
VIEJO PUERTO 331 1.0330 -114.1097 28.0150,VIEJO PUERTO,331,1.033,-114.1097,28.015,Baja California,no
VILLARINO 106 1.0105 -116.6736 31.7145,VILLARINO,106,1.0105,-116.6736,31.7145,Baja California,no
VOLCAN SUDOESTE 205 1.0204 -116.0135 30.4379,VOLCAN SUDOESTE,205,1.0204,-116.0135,30.4379,Baja California,no
VOLCANES LOS 196 1.0195 -116.0163 30.4525,VOLCANES LOS,196,1.0195,-116.0163,30.4525,Baja California,no
WIDO EL 312 1.0311 -114.0660 28.3660,WIDO EL,312,1.0311,-114.066,28.366,Baja California,no
ZEPELÍN EL 114 1.0113 -116.6863 31.6968,ZEPELÍN EL,114,1.0113,-116.6863,31.6968,Baja California,no
ADRIANA PLAYA 152 4.0152 -114.6976 30.6250,ADRIANA PLAYA,152,4.0152,-114.6976,30.625,Baja California,yes
AGUA AZUL DE ACAPULCO PLAYA 155 4.0155 -114.7000 30.6495,AGUA AZUL DE ACAPULCO PLAYA,155,4.0155,-114.7,30.6495,Baja California,yes
ALACRÁN PUNTA EL 42 4.0042 -113.3686 28.9016,ALACRÁN PUNTA EL,42,4.0042,-113.3686,28.9016,Baja California,yes
ALCATRAZ ENSENADA 69 4.0069 -113.6197 29.1616,ALCATRAZ ENSENADA,69,4.0069,-113.6197,29.1616,Baja California,yes
ALCATRAZ ISLA 68 4.0068 -113.6096 29.1645,ALCATRAZ ISLA,68,4.0068,-113.6096,29.1645,Baja California,yes
ALFONSINA 102 4.0102 -114.3943 29.8056,ALFONSINA,102,4.0102,-114.3943,29.8056,Baja California,yes
AMIGOS CAMPO LOS 210 4.0210 -114.8865 31.1598,AMIGOS CAMPO LOS,210,4.021,-114.8865,31.1598,Baja California,yes
ANGEL DE LA GUARDA ISLA 84 4.0084 -113.3649 29.2898,ANGEL DE LA GUARDA ISLA,84,4.0084,-113.3649,29.2898,Baja California,yes
ANGELES BAHÍA DE LOS 62 4.0062 -113.5510 29.0300,ANGELES BAHÍA DE LOS,62,4.0062,-113.551,29.03,Baja California,yes
ANIMAS BAHÍA DE LAS 49 4.0049 -113.5070 28.9183,ANIMAS BAHÍA DE LAS,49,4.0049,-113.507,28.9183,Baja California,yes
ANIMAS BAHÍA LAS 38 4.0038 -113.3181 28.8266,ANIMAS BAHÍA LAS,38,4.0038,-113.3181,28.8266,Baja California,yes
ANIMAS ISLA 26 4.0026 -112.9329 28.7000,ANIMAS ISLA,26,4.0026,-112.9329,28.7,Baja California,yes
ANIMAS LAS 37 4.0037 -113.3504 28.8001,ANIMAS LAS,37,4.0037,-113.3504,28.8001,Baja California,yes
ANIMAS PUNTA LAS 36 4.0036 -113.2561 28.8338,ANIMAS PUNTA LAS,36,4.0036,-113.2561,28.8338,Baja California,yes
ARENA PUNTA 57 4.0057 -113.5390 28.9610,ARENA PUNTA,57,4.0057,-113.539,28.961,Baja California,yes
ARENA PUNTA 103 4.0103 -114.3945 29.8088,ARENA PUNTA,103,4.0103,-114.3945,29.8088,Baja California,yes
ASAMBLEA PUNTA LA 90 4.0090 -113.8348 29.4498,ASAMBLEA PUNTA LA,90,4.009,-113.8348,29.4498,Baja California,yes
BAH. LOS ANGELES LITORAL 97 4.0097 -114.3004 29.7409,BAH. LOS ANGELES LITORAL,97,4.0097,-114.3004,29.7409,Baja California,yes
BALLENA PUNTA 24 4.0024 -112.9017 28.4706,BALLENA PUNTA,24,4.0024,-112.9017,28.4706,Baja California,yes
BALLENAS CANAL DE 85 4.0085 -113.5535 29.2569,BALLENAS CANAL DE,85,4.0085,-113.5535,29.2569,Baja California,yes
BARRIL EL 14 4.0014 -112.8725 28.3010,BARRIL EL,14,4.0014,-112.8725,28.301,Baja California,yes
BLANCA CENTRO G ENSENADA 93 4.0093 -114.0224 29.5985,BLANCA CENTRO G ENSENADA,93,4.0093,-114.0224,29.5985,Baja California,yes
BLANCA GOLFO PLAYA 199 4.0199 -114.8551 31.0821,BLANCA GOLFO PLAYA,199,4.0199,-114.8551,31.0821,Baja California,yes
BLANCA NORTE G ENSENADA 197 4.0197 -114.8218 31.0603,BLANCA NORTE G ENSENADA,197,4.0197,-114.8218,31.0603,Baja California,yes
BLANCA SUR G ENSENADA 17 4.0017 -112.8375 28.3938,BLANCA SUR G ENSENADA,17,4.0017,-112.8375,28.3938,Baja California,yes
BOCA GRANDE PUNTA 31 4.0031 -113.1323 28.6326,BOCA GRANDE PUNTA,31,4.0031,-113.1323,28.6326,Baja California,yes
BORREGO ISLA EL 53 4.0053 -113.5000 29.0063,BORREGO ISLA EL,53,4.0053,-113.5,29.0063,Baja California,yes
BOTICA CAMPO 91 4.0091 -113.8630 29.4625,BOTICA CAMPO,91,4.0091,-113.863,29.4625,Baja California,yes
BUFEO CAMPO PUNTA 110 4.0110 -114.4430 29.9056,BUFEO CAMPO PUNTA,110,4.011,-114.443,29.9056,Baja California,yes
BUFEO PUNTA 109 4.0109 -114.4354 29.9079,BUFEO PUNTA,109,4.0109,-114.4354,29.9079,Baja California,yes
BURRITOS CAMPO LOS 150 4.0150 -114.6881 30.6100,BURRITOS CAMPO LOS,150,4.015,-114.6881,30.61,Baja California,yes
CABEZA DE CABALLO ISLA 51 4.0051 -113.4778 28.9690,CABEZA DE CABALLO ISLA,51,4.0051,-113.4778,28.969,Baja California,yes
CADENA CAMPO 154 4.0154 -114.7012 30.6442,CADENA CAMPO,154,4.0154,-114.7012,30.6442,Baja California,yes
CALAMAJUE CAMPO 94 4.0094 -114.1555 29.6904,CALAMAJUE CAMPO,94,4.0094,-114.1555,29.6904,Baja California,yes
CALAVERA ISLA LA 55 4.0055 -113.4952 29.0263,CALAVERA ISLA LA,55,4.0055,-113.4952,29.0263,Baja California,yes
CANDELERO PUNTA 87 4.0087 -113.6815 29.3135,CANDELERO PUNTA,87,4.0087,-113.6815,29.3135,Baja California,yes
CARDÓN PUNTA 66 4.0066 -113.5747 29.1131,CARDÓN PUNTA,66,4.0066,-113.57470000000001,29.1131,Baja California,yes
CARDONOSA LA 67 4.0067 -113.5831 29.1189,CARDONOSA LA,67,4.0067,-113.5831,29.1189,Baja California,yes
CASITA PLAYA LA 126 4.0126 -114.6442 30.3200,CASITA PLAYA LA,126,4.0126,-114.6442,30.32,Baja California,yes
CHOROS PUERTO LOS 61 4.0061 -113.5667 29.0000,CHOROS PUERTO LOS,61,4.0061,-113.5667,29,Baja California,yes
CIMARRÓN 137 4.0137 -114.6287 30.4880,CIMARRÓN,137,4.0137,-114.6287,30.488,Baja California,yes
COLONIA GUTIERREZ POLANCO 174 4.0174 -114.7070 30.7990,COLONIA GUTIERREZ POLANCO,174,4.0174,-114.707,30.799,Baja California,yes
COLORADA LA 220 4.0220 -115.3836 32.4675,COLORADA LA,220,4.022,-115.3836,32.4675,Baja California,yes
COLORADA PUNTA 74 4.0074 -113.1442 28.9968,COLORADA PUNTA,74,4.0074,-113.1442,28.9968,Baja California,yes
COLORADITO BOCA EL 13 4.0013 -112.8363 28.2378,COLORADITO BOCA EL,13,4.0013,-112.8363,28.2378,Baja California,yes
COLORADO DE GUADALUPE CAMPO 72 4.0072 -113.6473 29.2266,COLORADO DE GUADALUPE CAMPO,72,4.0072,-113.6473,29.2266,Baja California,yes
COLORADO RÍO 217 4.0217 -114.8169 31.8009,COLORADO RÍO,217,4.0217,-114.8169,31.8009,Baja California,yes
COMPADRES CAMPO LOS 204 4.0204 -114.8732 31.1100,COMPADRES CAMPO LOS,204,4.0204,-114.8732,31.11,Baja California,yes
CONSUELO CAMPO EL 144 4.0144 -114.6593 30.5600,CONSUELO CAMPO EL,144,4.0144,-114.6593,30.56,Baja California,yes
CORONADO ISLA 65 4.0065 -113.5178 29.0831,CORONADO ISLA,65,4.0065,-113.5178,29.0831,Baja California,yes
CORTÉZ VILLAS DE 212 4.0212 -114.8807 31.1898,CORTÉZ VILLAS DE,212,4.0212,-114.8807,31.1898,Baja California,yes
COSTILLA LA 124 4.0124 -114.6510 30.2705,COSTILLA LA,124,4.0124,-114.651,30.2705,Baja California,yes
CRISTINA CAMPO 141 4.0141 -114.6499 30.5283,CRISTINA CAMPO,141,4.0141,-114.6499,30.5283,Baja California,yes
CRISTINA PLAYA 125 4.0125 -114.6531 30.2843,CRISTINA PLAYA,125,4.0125,-114.6531,30.284300000000002,Baja California,yes
CURBINA PLAYA 129 4.0129 -114.6409 30.3712,CURBINA PLAYA,129,4.0129,-114.6409,30.3712,Baja California,yes
DE TOVE CAMPO 131 4.0131 -114.6357 30.3870,DE TOVE CAMPO,131,4.0131,-114.6357,30.387,Baja California,yes
DIGGS PUNTA 175 4.0175 -114.7104 30.8045,DIGGS PUNTA,175,4.0175,-114.7104,30.8045,Baja California,yes
DON ABEL 213 4.0213 -114.8780 31.2190,DON ABEL,213,4.0213,-114.878,31.219,Baja California,yes
DON ABEL CAMPO 211 4.0211 -114.8846 31.1736,DON ABEL CAMPO,211,4.0211,-114.8846,31.1736,Baja California,yes
DON JUAN PUNTA 48 4.0048 -113.4352 28.9567,DON JUAN PUNTA,48,4.0048,-113.4352,28.9567,Baja California,yes
DON PANCHO 176 4.0176 -114.7079 30.8198,DON PANCHO,176,4.0176,-114.7079,30.8198,Baja California,yes
DORADA PLAYA 143 4.0143 -114.6593 30.5500,DORADA PLAYA,143,4.0143,-114.6593,30.55,Baja California,yes
EL ALACRÁN ENSENADA 41 4.0041 -113.3684 28.8894,EL ALACRÁN ENSENADA,41,4.0041,-113.3684,28.8894,Baja California,yes
EL FARO (ÁREA RESIDENCIAL) 186 4.0186 -114.7269 30.9374,EL FARO (ÁREA RESIDENCIAL),186,4.0186,-114.7269,30.9374,Baja California,yes
EL FARO GOLFO 219 4.0219 -115.3171 32.2837,EL FARO GOLFO,219,4.0219,-115.3171,32.2837,Baja California,yes
EL HUERFANITO 119 4.0119 -114.6284 30.1214,EL HUERFANITO,119,4.0119,-114.6284,30.1214,Baja California,yes
EL PESCADOR ENSENADA 43 4.0043 -113.3864 28.9181,EL PESCADOR ENSENADA,43,4.0043,-113.3864,28.9181,Baja California,yes
