Data,landing_site,clave,subregion,long,lat,State,GofC
FARO PLAYA EL 4 3.0004 -109.8590 22.9030 42,FARO PLAYA EL,4,3.0004,-109.859,22.903,Baja California Sur,mixed
FERNANDO ESTERO SAN 226 2.0226 -112.0920 24.8998 33,FERNANDO ESTERO SAN,226,2.0226,-112.092,24.8998,Baja California Sur,mixed
FINGER BANCO 377 2.0377 -110.8100 23.1900 79 B,FINGER BANCO,377,2.0377,-110.81,23.19,Baja California Sur,mixed
FLOR DE MALVA BOCA DE 317 2.0317 -111.0770 24.1320 37,FLOR DE MALVA BOCA DE,317,2.0317,-111.077,24.132,Baja California Sur,mixed
FLORIDA LA 225 2.0225 -112.1052 24.9893 33,FLORIDA LA,225,2.0225,-112.1052,24.9893,Baja California Sur,mixed
FOCAS ARRECIFE DE 375 2.0375 -109.9470 24.4230 77 B,FOCAS ARRECIFE DE,375,2.0375,-109.947,24.423,Baja California Sur,mixed
FORTUNA LA 14 3.0014 -109.5004 23.1341 42,FORTUNA LA,14,3.0014,-109.5004,23.1341,Baja California Sur,mixed
FORTUNA LA ISLA CERRALVO 60 3.0060 -109.9150 24.2984 46,FORTUNA LA ISLA CERRALVO,60,3.006,-109.915,24.2984,Baja California Sur,mixed
FRAILES BAHÍA LOS 25 3.0025 -109.4290 23.3730 43,FRAILES BAHÍA LOS,25,3.0025,-109.429,23.373,Baja California Sur,mixed
FRAILES LOS 26 3.0026 -109.4310 23.3760 43,FRAILES LOS,26,3.0026,-109.431,23.376,Baja California Sur,mixed
FRAILES LOS ISLA CERRALVO 71 3.0071 -109.8768 24.2994 46,FRAILES LOS ISLA CERRALVO,71,3.0071,-109.8768,24.2994,Baja California Sur,mixed
FRAILES LOS CABO 27 3.0027 -109.4240 23.3200 43,FRAILES LOS CABO,27,3.0027,-109.424,23.32,Baja California Sur,mixed
FRAILES MORRO LOS 24 3.0024 -109.4240 23.3200 43,FRAILES MORRO LOS,24,3.0024,-109.424,23.32,Baja California Sur,mixed
FRANCISCO ISLA SAN 140 3.0140 -110.5620 24.8430 49,FRANCISCO ISLA SAN,140,3.014,-110.562,24.843,Baja California Sur,mixed
FREIDERA LA 118 2.0118 -113.1667 26.8175 27,FREIDERA LA,118,2.0118,-113.1667,26.8175,Baja California Sur,mixed
FRESCA AGUA 327 2.0327 -110.8296 23.8530 38,FRESCA AGUA,327,2.0327,-110.8296,23.853,Baja California Sur,mixed
FRIDERA LA 249 3.0249 -111.9915 26.9523 55,FRIDERA LA,249,3.0249,-111.9915,26.9523,Baja California Sur,mixed
FRUTILLA LA 183 2.0183 -112.0862 25.5810 31,FRUTILLA LA,183,2.0183,-112.0862,25.581,Baja California Sur,mixed
GABRIEL SAN ISLA ESPIRITU SANTO) 126 3.0126 -110.3652 24.4191 47B,GABRIEL SAN ISLA ESPIRITU SANTO),126,3.0126,-110.3652,24.4191,Baja California Sur,mixed
GALLINA ISLA LA 129 3.0129 -110.3935 24.4698 47B,GALLINA ISLA LA,129,3.0129,-110.3935,24.4698,Baja California Sur,mixed
GALLINITA PUNTA 274 2.0274 -111.7322 24.5506 35,GALLINITA PUNTA,274,2.0274,-111.7322,24.5506,Baja California Sur,mixed
GALLITO ISLA EL 240 3.0240 -111.9132 26.8783 55,GALLITO ISLA EL,240,3.024,-111.9132,26.8783,Baja California Sur,mixed
GALLITO PUNTA SANTA ROSALIA 241 3.0241 -111.9094 26.8788 55,GALLITO PUNTA SANTA ROSALIA,241,3.0241,-111.9094,26.8788,Baja California Sur,mixed
GALLLEGOS ISLOTE LOS 176 3.0176 -111.0679 25.7328 51,GALLLEGOS ISLOTE LOS,176,3.0176,-111.0679,25.7328,Baja California Sur,mixed
GALLO ISLA EL 130 3.0130 -110.3858 24.4654 47B,GALLO ISLA EL,130,3.013,-110.3858,24.4654,Baja California Sur,mixed
GARRASPEÑO PUNTA 351 2.0351 -110.1577 23.2622 40,GARRASPEÑO PUNTA,351,2.0351,-110.1577,23.2622,Baja California Sur,mixed
GARROTAZO ESTERO EL 216 2.0216 -112.2318 24.8360 33,GARROTAZO ESTERO EL,216,2.0216,-112.2318,24.836,Baja California Sur,mixed
GARZITAS LAS ISLA CERRALVO 61 3.0061 -109.8866 24.1850 46,GARZITAS LAS ISLA CERRALVO,61,3.0061,-109.8866,24.185,Baja California Sur,mixed
GATO ESTERO EL 181 2.0181 -112.1400 25.6740 31,GATO ESTERO EL,181,2.0181,-112.14,25.674,Baja California Sur,mixed
GIL CANAL SAN 214 2.0214 -112.1808 24.8620 33,GIL CANAL SAN,214,2.0214,-112.1808,24.862,Baja California Sur,mixed
GIL ISLOTE SAN 215 2.0215 -112.1808 24.8620 33,GIL ISLOTE SAN,215,2.0215,-112.1808,24.862,Baja California Sur,mixed
GOLDEN BANCK 389 2.0389 -110.3400 23.1500 91 B,GOLDEN BANCK,389,2.0389,-110.34,23.15,Baja California Sur,mixed
GORDA PUNTA LOS CABOS 11 3.0011 -109.5720 23.0850 42,GORDA PUNTA LOS CABOS,11,3.0011,-109.572,23.085,Baja California Sur,mixed
GRANDE ESTERO 289 2.0289 -111.5639 24.4503 36,GRANDE ESTERO,289,2.0289,-111.5639,24.4503,Baja California Sur,mixed
GRANDE PUNTA 264 3.0264 -112.1551 27.1596 56,GRANDE PUNTA,264,3.0264,-112.1551,27.1596,Baja California Sur,mixed
GREGORIO ESTERO SAN 158 2.0158 -112.2772 26.0975 30,GREGORIO ESTERO SAN,158,2.0158,-112.2772,26.0975,Baja California Sur,mixed
GUADALUPE ARROYO DE 316 2.0316 -111.1720 24.1820 37,GUADALUPE ARROYO DE,316,2.0316,-111.172,24.182,Baja California Sur,mixed
GUADALUPE PUNTA 226 3.0226 -111.8331 26.8327 55,GUADALUPE PUNTA,226,3.0226,-111.8331,26.8327,Baja California Sur,mixed
GUAPA ISLA 234 3.0234 -111.8762 26.7540 54,GUAPA ISLA,234,3.0234,-111.8762,26.754,Baja California Sur,mixed
GUERRERO NEGRO 7 2.0007 -114.0440 27.9800 19,GUERRERO NEGRO,7,2.0007,-114.044,27.98,Baja California Sur,mixed
GUERRERO NEGRO LAGUNA DE 6 2.0006 -114.1205 27.9816 19,GUERRERO NEGRO LAGUNA DE,6,2.0006,-114.1205,27.9816,Baja California Sur,mixed
GUIRAS ESTERO LAS 211 2.0211 -112.1914 24.9439 33,GUIRAS ESTERO LAS,211,2.0211,-112.1914,24.9439,Baja California Sur,mixed
GULL ROCKS 370 2.0370 -114.7600 27.5430 41,GULL ROCKS,370,2.037,-114.76,27.543,Baja California Sur,mixed
HABANA LA ISLA 161 3.0161 -110.8590 25.1270 50,HABANA LA ISLA,161,3.0161,-110.859,25.127,Baja California Sur,mixed
HERRADURA LA 265 2.0265 -111.9110 24.7190 34,HERRADURA LA,265,2.0265,-111.911,24.719,Baja California Sur,mixed
HERRADURA LA ESTERO 263 2.0263 -111.9370 24.7330 34,HERRADURA LA ESTERO,263,2.0263,-111.937,24.733,Baja California Sur,mixed
HIPOLITO BAHÍA SAN 95 2.0095 -113.8424 26.9124 25,HIPOLITO BAHÍA SAN,95,2.0095,-113.8424,26.9124,Baja California Sur,mixed
HIPOLITO PUNTA SAN 92 2.0092 -114.9788 26.9796 25,HIPOLITO PUNTA SAN,92,2.0092,-114.9788,26.9796,Baja California Sur,mixed
HIPOLITO SAN 93 2.0093 -113.8349 26.9694 25,HIPOLITO SAN,93,2.0093,-113.8349,26.9694,Baja California Sur,mixed
HONDO ARROYO 310 2.0310 -111.9638 24.5277 35,HONDO ARROYO,310,2.031,-111.9638,24.5277,Baja California Sur,mixed
HORCONCITO EL 174 2.0174 -112.0781 25.5203 31,HORCONCITO EL,174,2.0174,-112.0781,25.5203,Baja California Sur,mixed
HORNITOS LOS 41 2.0041 -114.9958 27.8280 22,HORNITOS LOS,41,2.0041,-114.9958,27.828,Baja California Sur,mixed
HORNITOS NUEVOS 42 2.0042 -114.9958 27.8280 22,HORNITOS NUEVOS,42,2.0042,-114.9958,27.828,Baja California Sur,mixed
HORNITOS PUNTA 224 3.0224 -111.8491 26.8742 55,HORNITOS PUNTA,224,3.0224,-111.8491,26.8742,Baja California Sur,mixed
HUIZACHE EL 118 3.0118 -110.6676 24.3507 48,HUIZACHE EL,118,3.0118,-110.6676,24.3507,Baja California Sur,mixed
HUSHES PUNTA 249 2.0249 -112.2559 24.7499 34,HUSHES PUNTA,249,2.0249,-112.2559,24.7499,Baja California Sur,mixed
HUTCHINS BANCK 384 2.0384 -113.2840 26.4060 86 B,HUTCHINS BANCK,384,2.0384,-113.284,26.406,Baja California Sur,mixed
IGNACIO ESTERO SAN 122 2.0122 -113.1518 26.7750 27,IGNACIO ESTERO SAN,122,2.0122,-113.1518,26.775,Baja California Sur,mixed
IGNACIO SAN 121 2.0121 -113.1266 26.8077 27,IGNACIO SAN,121,2.0121000000000002,-113.1266,26.8077,Baja California Sur,mixed
ILDEFONSO ISLA SAN 215 3.0215 -111.4080 26.6230 54,ILDEFONSO ISLA SAN,215,3.0215,-111.408,26.623,Baja California Sur,mixed
INES ISLA SANTA 251 3.0251 -111.9276 27.0277 55,INES ISLA SANTA,251,3.0251,-111.9276,27.0277,Baja California Sur,mixed
INES PUNTA SANTA 253 3.0253 -111.9674 27.0395 55,INES PUNTA SANTA,253,3.0253,-111.9674,27.0395,Baja California Sur,mixed
INFIERNITO EL ISLA CERRALVO 54 3.0054 -109.9292 24.3690 45,INFIERNITO EL ISLA CERRALVO,54,3.0054,-109.9292,24.369,Baja California Sur,mixed
INOCENTES LOS 337 2.0337 -110.6797 23.7698 38,INOCENTES LOS,337,2.0337,-110.6797,23.7698,Baja California Sur,mixed
ISHAM PUNTA 272 2.0272 -111.7560 24.6120 35,ISHAM PUNTA,272,2.0272,-111.756,24.612,Baja California Sur,mixed
ISIDRO PUNTA SAN 148 3.0148 -110.7050 24.9180 49,ISIDRO PUNTA SAN,148,3.0148,-110.705,24.918,Baja California Sur,mixed
ISIDRO SAN 42 3.0042 -109.7836 23.8676 44,ISIDRO SAN,42,3.0042,-109.7836,23.8676,Baja California Sur,mixed
ISIDRO SAN DE LAS PALMAS 329 2.0329 -110.7839 23.9001 38,ISIDRO SAN DE LAS PALMAS,329,2.0329,-110.7839,23.9001,Baja California Sur,mixed
ISIDRO SAN SUR 153 3.0153 -110.7030 24.9210 49,ISIDRO SAN SUR,153,3.0153,-110.703,24.921,Baja California Sur,mixed
ISLITA LA B.C.N. 4 2.0004 -114.1350 28.0955 19,ISLITA LA B.C.N.,4,2.0004,-114.135,28.0955,Baja California Sur,mixed
ISLOTE BAJO DEL 290 2.0290 -111.5847 24.4259 36,ISLOTE BAJO DEL,290,2.029,-111.5847,24.4259,Baja California Sur,mixed
ISLOTES ESTERO LOS 253 2.0253 -112.0469 24.7886 34,ISLOTES ESTERO LOS,253,2.0253,-112.0469,24.7886,Baja California Sur,mixed
ISLOTES LOS 132 3.0132 -110.4012 24.5980 47B,ISLOTES LOS,132,3.0132,-110.4012,24.598,Baja California Sur,mixed
JACINTO SAN 176 2.0176 -112.0750 25.5110 31,JACINTO SAN,176,2.0176,-112.075,25.511,Baja California Sur,mixed
JICAMA LA 172 2.0172 -112.0651 25.5482 31,JICAMA LA,172,2.0172,-112.0651,25.5482,Baja California Sur,mixed
JORGE SUR ESTERO SAN 168 2.0168 -112.0790 25.7030 31,JORGE SUR ESTERO SAN,168,2.0168,-112.079,25.703,Baja California Sur,mixed
JOSE DEL CABO BAHÍA SAN 8 3.0008 -109.6910 23.0170 42,JOSE DEL CABO BAHÍA SAN,8,3.0008,-109.691,23.017,Baja California Sur,mixed
JOSE SAN DEL CABO 9 3.0009 -109.6930 23.0400 42,JOSE SAN DEL CABO,9,3.0009,-109.693,23.04,Baja California Sur,mixed
JOYA LA 335 2.0335 -110.7183 23.8038 38,JOYA LA,335,2.0335,-110.7183,23.8038,Baja California Sur,mixed
JUAN BAUTISTA B.C.N. BAHÍA SAN 299 3.0299 -112.7668 28.0184 58,JUAN BAUTISTA B.C.N. BAHÍA SAN,299,3.0299,-112.7668,28.0184,Baja California Sur,mixed
JUAN ESTERO SAN 143 2.0143 -112.8668 26.5115 28,JUAN ESTERO SAN,143,2.0143,-112.8668,26.5115,Baja California Sur,mixed
JUAN NEPOMUCENO ISLA SAN 103 3.0103 -110.3354 24.2669 46,JUAN NEPOMUCENO ISLA SAN,103,3.0103,-110.3354,24.2669,Baja California Sur,mixed
JUAN SAN DE LA COSTA 119 3.0119 -110.6837 24.3814 48,JUAN SAN DE LA COSTA,119,3.0119,-110.6837,24.3814,Baja California Sur,mixed
JUANICO BAHÍA SAN 152 2.0152 -112.4379 26.2087 29,JUANICO BAHÍA SAN,152,2.0152,-112.4379,26.2087,Baja California Sur,mixed
JUANICO SAN 150 2.0150 -112.4673 26.1810 29,JUANICO SAN,150,2.015,-112.4673,26.181,Baja California Sur,mixed
JUANICO SAN DOS 151 2.0151 -112.4773 26.2545 29,JUANICO SAN DOS,151,2.0151,-112.4773,26.2545,Baja California Sur,mixed
JUANICO SAN GOLFO 205 3.0205 -111.4650 26.4110 53,JUANICO SAN GOLFO,205,3.0205,-111.465,26.411,Baja California Sur,mixed
JULIO VALENCIA 126 2.0126 -113.0509 26.5984 27,JULIO VALENCIA,126,2.0126,-113.0509,26.5984,Baja California Sur,mixed
JUNCALITO EL 194 3.0194 -111.3280 25.8350 52,JUNCALITO EL,194,3.0194,-111.328,25.835,Baja California Sur,mixed
JUNCOS LOS 106 2.0106 -113.4994 26.7928 26,JUNCOS LOS,106,2.0106,-113.4994,26.7928,Baja California Sur,mixed
KELP PUNTA 61 2.0061 -114.8450 27.6700 22,KELP PUNTA,61,2.0061,-114.845,27.67,Baja California Sur,mixed
LA PAZ BAHÍA DE 134 3.0134 -110.4910 24.3650 48,LA PAZ BAHÍA DE,134,3.0134,-110.491,24.365,Baja California Sur,mixed
LAGUNAS LAS 30 3.0030 -109.4838 23.5336 43,LAGUNAS LAS,30,3.003,-109.4838,23.5336,Baja California Sur,mixed
LAGUNITA BAJO LA 291 2.0291 -111.5923 24.4229 36,LAGUNITA BAJO LA,291,2.0291,-111.5923,24.4229,Baja California Sur,mixed
LAMENTOS LOS ISLA CERRALVO 70 3.0070 -109.8648 24.2824 46,LAMENTOS LOS ISLA CERRALVO,70,3.007,-109.8648,24.2824,Baja California Sur,mixed
LANCHA PUNTA 187 3.0187 -111.0920 26.0435 52,LANCHA PUNTA,187,3.0187,-111.092,26.0435,Baja California Sur,mixed
LAZARO SAN 250 2.0250 -112.2713 24.7629 34,LAZARO SAN,250,2.025,-112.2713,24.7629,Baja California Sur,mixed
LAZARO ESTERO SAN 292 2.0292 -111.5810 24.3961 36,LAZARO ESTERO SAN,292,2.0292,-111.581,24.3961,Baja California Sur,mixed
LEÑA LA ISLA CERRALVO CAÑADA 72 3.0072 -109.8866 24.3232 46,LEÑA LA ISLA CERRALVO CAÑADA,72,3.0072,-109.8866,24.3232,Baja California Sur,mixed
LENGUA LA PUNTA 270 2.0270 -111.7815 24.5128 35,LENGUA LA PUNTA,270,2.027,-111.7815,24.5128,Baja California Sur,mixed
LEÓN CUEVA 47 3.0047 -109.8261 24.0458 45,LEÓN CUEVA,47,3.0047,-109.8261,24.0458,Baja California Sur,mixed
LEON PUNTA 112 3.0112 -110.5622 24.2210 47,LEON PUNTA,112,3.0112,-110.5622,24.221,Baja California Sur,mixed
LEONA LA 59 2.0059 -115.0141 27.7308 22,LEONA LA,59,2.0059,-115.0141,27.7308,Baja California Sur,mixed
LEONES BOCA LOS 178 2.0178 -112.0953 25.6489 31,LEONES BOCA LOS,178,2.0178,-112.0953,25.6489,Baja California Sur,mixed
LIGUI 181 3.0181 -111.2626 25.7419 52,LIGUI,181,3.0181,-111.2626,25.7419,Baja California Sur,mixed
LIMEÑO EL ISLA CERRALVO 57 3.0057 -109.9357 24.3521 45,LIMEÑO EL ISLA CERRALVO,57,3.0057,-109.9357,24.3521,Baja California Sur,mixed
LIMON PUNTA ISLA CERRALVO 76 3.0076 -109.9401 24.3352 45,LIMON PUNTA ISLA CERRALVO,76,3.0076,-109.9401,24.3352,Baja California Sur,mixed
LOBERA LA 53 2.0053 -115.0497 27.8127 22,LOBERA LA,53,2.0053,-115.0497,27.8127,Baja California Sur,mixed
LOBERITA PUNTA 289 3.0289 -112.3183 27.4740 56,LOBERITA PUNTA,289,3.0289,-112.3183,27.474,Baja California Sur,mixed
LOBOS PUNTA 346 2.0346 -110.1940 23.3440 39,LOBOS PUNTA,346,2.0346,-110.194,23.344,Baja California Sur,mixed
LOBOS PUNTA BAHÍA ASUNCIÓN 91 2.0091 -114.9989 26.9829 25,LOBOS PUNTA BAHÍA ASUNCIÓN,91,2.0091,-114.9989,26.9829,Baja California Sur,mixed
LOBOS PUNTA ESPIRITU SANTO 124 3.0124 -110.2980 24.4760 47B,LOBOS PUNTA ESPIRITU SANTO,124,3.0124,-110.298,24.476,Baja California Sur,mixed
LOBOS PUNTA ISLA DEL CARMEN 188 3.0188 -111.0852 26.0624 52,LOBOS PUNTA ISLA DEL CARMEN,188,3.0188,-111.0852,26.0624,Baja California Sur,mixed
LOBOS ROCA 266 3.0266 -112.0679 27.1674 56,LOBOS ROCA,266,3.0266,-112.0679,27.1674,Baja California Sur,mixed
LOCA LA 57 2.0057 -115.0322 27.7672 22,LOCA LA,57,2.0057,-115.0322,27.7672,Baja California Sur,mixed
LOCO PUNTA 40 2.0040 -114.8677 27.8255 22,LOCO PUNTA,40,2.004,-114.8677,27.8255,Baja California Sur,mixed
LOPEZ MATEOS AGUAS LITORALES 209 2.0209 -112.1400 25.0190 33,LOPEZ MATEOS AGUAS LITORALES,209,2.0209,-112.14,25.019,Baja California Sur,mixed
LOPEZ MATEOS ESTERO ISLOTES DE 206 2.0206 -112.1442 25.1556 32,LOPEZ MATEOS ESTERO ISLOTES DE,206,2.0206,-112.1442,25.1556,Baja California Sur,mixed
LORENZO PUNTA SAN 97 3.0097 -110.2848 24.3558 46,LORENZO PUNTA SAN,97,3.0097,-110.2848,24.3558,Baja California Sur,mixed
LORETO 197 3.0197 -111.3370 26.0050 52,LORETO,197,3.0197,-111.337,26.005,Baja California Sur,mixed
LORETO AGUAS LITORALES 191 3.0191 -111.2950 26.0140 52,LORETO AGUAS LITORALES,191,3.0191,-111.295,26.014,Baja California Sur,mixed
LOS CABOS LITORALES 6 3.0006 -109.6410 22.9920 42,LOS CABOS LITORALES,6,3.0006,-109.641,22.992,Baja California Sur,mixed
LOS INDIOS ARROYO DE 34 2.0034 -114.6947 27.8202 21,LOS INDIOS ARROYO DE,34,2.0034,-114.6947,27.8202,Baja California Sur,mixed
LUCAS BAHÍA SAN 2 3.0002 -109.8880 22.8910 42,LUCAS BAHÍA SAN,2,3.0002,-109.888,22.891,Baja California Sur,mixed
LUCAS ESTERO SAN 274 3.0274 -112.1985 27.2316 56,LUCAS ESTERO SAN,274,3.0274,-112.1985,27.2316,Baja California Sur,mixed
LUCAS PUNTA SAN 276 3.0276 -112.2335 27.3001 56,LUCAS PUNTA SAN,276,3.0276,-112.2335,27.3001,Baja California Sur,mixed
LUCAS SAN SANTA ROSALIA 275 3.0275 -112.1996 27.2498 56,LUCAS SAN SANTA ROSALIA,275,3.0275,-112.1996,27.2498,Baja California Sur,mixed
LUIS ECHEVERRIA EJIDO 119 2.0119 -113.1337 26.8167 27,LUIS ECHEVERRIA EJIDO,119,2.0119,-113.1337,26.8167,Baja California Sur,mixed
LUIS SAN 18 3.0018 -109.4668 23.1837 42,LUIS SAN,18,3.0018,-109.4668,23.1837,Baja California Sur,mixed
LUPONA PUNTA ESPIRITU SANTO 122 3.0122 -110.3360 24.4000 47,LUPONA PUNTA ESPIRITU SANTO,122,3.0122,-110.336,24.4,Baja California Sur,mixed
LUSITANIA BANCK 388 2.0388 -111.6300 23.5000 90 B,LUSITANIA BANCK,388,2.0388,-111.63,23.5,Baja California Sur,mixed
MAGDALENA BAHÍA 217 2.0217 -112.1914 24.8370 33,MAGDALENA BAHÍA,217,2.0217,-112.1914,24.837,Baja California Sur,mixed
MAGDALENA ISLA 193 2.0193 -112.1089 25.3816 32,MAGDALENA ISLA,193,2.0193,-112.1089,25.3816,Baja California Sur,mixed
MAGDALENA PUERTO 240 2.0240 -112.1390 24.6350 34,MAGDALENA PUERTO,240,2.024,-112.139,24.635,Baja California Sur,mixed
MAGDALENA PUNTA 245 2.0245 -112.1450 24.6190 35,MAGDALENA PUNTA,245,2.0245,-112.145,24.619,Baja California Sur,mixed
MALARRIMO CAMPO 35 2.0035 -114.7188 27.7963 21,MALARRIMO CAMPO,35,2.0035,-114.7188,27.7963,Baja California Sur,mixed
MALARRIMO PUNTA 33 2.0033 -114.6688 27.7833 21,MALARRIMO PUNTA,33,2.0033,-114.6688,27.7833,Baja California Sur,mixed
MALARRIMO VARADERO 29 2.0029 -114.3619 27.8552 19,MALARRIMO VARADERO,29,2.0029,-114.3619,27.8552,Baja California Sur,mixed
MALCOMB PUNTA 138 2.0138 -113.2649 26.6862 28,MALCOMB PUNTA,138,2.0138,-113.2649,26.6862,Baja California Sur,mixed
MANGLE EL 315 2.0315 -111.2170 24.2510 37,MANGLE EL,315,2.0315,-111.217,24.251,Baja California Sur,mixed
MANGLES PUNTA 201 3.0201 -111.3830 26.2790 53,MANGLES PUNTA,201,3.0201,-111.383,26.279,Baja California Sur,mixed
MANGLON ESTERO EL 210 2.0210 -112.1460 24.9890 33,MANGLON ESTERO EL,210,2.021,-112.146,24.989,Baja California Sur,mixed
MANUELA ESTERO LAGUNA B.C.N. 3 2.0003 -114.0680 28.1308 19,MANUELA ESTERO LAGUNA B.C.N.,3,2.0003,-114.068,28.1308,Baja California Sur,mixed
MANZANILLAS BOCA LAS 353 2.0353 -110.1411 23.1820 40,MANZANILLAS BOCA LAS,353,2.0353,-110.1411,23.182,Baja California Sur,mixed
MAPACHE ENSENADA EL 113 2.0113 -113.2537 26.8329 26,MAPACHE ENSENADA EL,113,2.0113,-113.2537,26.8329,Baja California Sur,mixed
MARCIAL SAN ROCA 380 2.0380 -111.0030 25.5420 82 B,MARCIAL SAN ROCA,380,2.038,-111.003,25.542,Baja California Sur,mixed
MARCOS CANAL SAN 267 3.0267 -112.1326 27.1905 56,MARCOS CANAL SAN,267,3.0267,-112.1326,27.1905,Baja California Sur,mixed
MARCOS ISLA CAMPO SAN 268 3.0268 -112.0882 27.1998 56,MARCOS ISLA CAMPO SAN,268,3.0268,-112.0882,27.1998,Baja California Sur,mixed
MARCOS ISLA SAN 271 3.0271 -112.0746 27.2210 56,MARCOS ISLA SAN,271,3.0271,-112.0746,27.221,Baja California Sur,mixed
MARCOS SAN 23 3.0023 -109.4175 23.3006 43,MARCOS SAN,23,3.0023,-109.4175,23.3006,Baja California Sur,mixed
MARCOS SAN TIERRA 263 3.0263 -112.1102 27.1399 56,MARCOS SAN TIERRA,263,3.0263,-112.1102,27.1399,Baja California Sur,mixed
MARGARITA BOCA DE 360 2.0360 -110.0834 23.0002 41,MARGARITA BOCA DE,360,2.036,-110.0834,23.0002,Baja California Sur,mixed
MARGARITA ISLA SANTA 308 2.0308 -111.8571 24.4623 35,MARGARITA ISLA SANTA,308,2.0308,-111.8571,24.4623,Baja California Sur,mixed
MARÍA BAHÍA SANTA 248 2.0248 -112.1827 24.7109 34,MARÍA BAHÍA SANTA,248,2.0248,-112.1827,24.7109,Baja California Sur,mixed
MARÍA PIEDRA 47 2.0047 -115.2205 27.8955 22,MARÍA PIEDRA,47,2.0047,-115.2205,27.8955,Baja California Sur,mixed
MARÍA PUNTA SANTA 284 3.0284 -112.3230 27.4166 56,MARÍA PUNTA SANTA,284,3.0284,-112.323,27.4166,Baja California Sur,mixed
MARIA SANTA 330 2.0330 -110.7671 23.9005 38,MARIA SANTA,330,2.033,-110.7671,23.9005,Baja California Sur,mixed
MARÍA SANTA GOLFO 283 3.0283 -112.3032 27.4125 56,MARÍA SANTA GOLFO,283,3.0283,-112.3032,27.4125,Baja California Sur,mixed
MARQUEZ PUNTA 325 2.0325 -110.8740 23.9547 37,MARQUEZ PUNTA,325,2.0325,-110.874,23.9547,Baja California Sur,mixed
MARROS LOS 63 2.0063 -114.8683 27.6944 22,MARROS LOS,63,2.0063,-114.8683,27.6944,Baja California Sur,mixed
MARTA SANTA 170 3.0170 -111.0283 25.4515 51,MARTA SANTA,170,3.017,-111.0283,25.4515,Baja California Sur,mixed
MATEO SAN 169 3.0169 -110.9870 25.3707 50,MATEO SAN,169,3.0169,-110.987,25.3707,Baja California Sur,mixed
MEDANO AMARILLO 264 2.0264 -111.9270 24.7500 34,MEDANO AMARILLO,264,2.0264,-111.927,24.75,Baja California Sur,mixed
MEDIO DE CAMPO 103 2.0103 -113.5508 26.7273 26,MEDIO DE CAMPO,103,2.0103,-113.5508,26.7273,Baja California Sur,mixed
MEJIA PUERTO 90 3.0090 -110.2140 24.3039 46,MEJIA PUERTO,90,3.009,-110.214,24.3039,Baja California Sur,mixed
MERCENARIOS PUNTA 202 3.0202 -111.4060 26.3430 53,MERCENARIOS PUNTA,202,3.0202,-111.406,26.343,Baja California Sur,mixed
MEXICANA TRES ESTRELLAS LA 231 2.0231 -112.1081 24.7854 34,MEXICANA TRES ESTRELLAS LA,231,2.0231,-112.1081,24.7854,Baja California Sur,mixed
MEZQUITAL ARROLLO 153 2.0153 -112.4370 26.2545 29,MEZQUITAL ARROLLO,153,2.0153,-112.437,26.2545,Baja California Sur,mixed
MIGRIÑO EL 358 2.0358 -110.1036 23.0367 41,MIGRIÑO EL,358,2.0358,-110.1036,23.0367,Baja California Sur,mixed
MIGUEL SAN 208 3.0208 -111.4110 26.5270 54,MIGUEL SAN,208,3.0208,-111.411,26.527,Baja California Sur,mixed
MINITAS ( ISLA SAN JOSE) 143 3.0143 -110.5560 24.9150 49,MINITAS ( ISLA SAN JOSE),143,3.0143,-110.556,24.915,Baja California Sur,mixed
MINITAS LAS ISLA CERRALVO 66 3.0066 -109.8277 24.2327 46,MINITAS LAS ISLA CERRALVO,66,3.0066,-109.8277,24.2327,Baja California Sur,mixed
MOGOTE EL 107 3.0107 -110.3455 24.1665 47,MOGOTE EL,107,3.0107,-110.3455,24.1665,Baja California Sur,mixed
MOJON EL 254 3.0254 -111.9926 27.0645 55,MOJON EL,254,3.0254,-111.9926,27.0645,Baja California Sur,mixed
MONSERRAT ISLA 175 3.0175 -111.0492 25.6808 51,MONSERRAT ISLA,175,3.0175,-111.0492,25.6808,Baja California Sur,mixed
MONTAÑA ROCA 49 3.0049 -109.7974 24.1308 45,MONTAÑA ROCA,49,3.0049,-109.7974,24.1308,Baja California Sur,mixed
MOORE BANCK 386 2.0386 -113.3270 26.1220 88 B,MOORE BANCK,386,2.0386,-113.327,26.122,Baja California Sur,mixed
MORENA ISLA 165 3.0165 -110.9324 25.2748 50,MORENA ISLA,165,3.0165,-110.9324,25.2748,Baja California Sur,mixed
MORGAN BAJO 343 2.0343 -110.6800 23.4100 39,MORGAN BAJO,343,2.0343,-110.68,23.41,Baja California Sur,mixed
MORRO PUNTA HERMOSO 71 2.0071 -114.7422 27.5300 23,MORRO PUNTA HERMOSO,71,2.0071,-114.7422,27.53,Baja California Sur,mixed
MOSTRADOR PUNTA ISLA CERRALVO 75 3.0075 -109.9259 24.2765 45,MOSTRADOR PUNTA ISLA CERRALVO,75,3.0075,-109.9259,24.2765,Baja California Sur,mixed
MUERTITOS LOS 50 2.0050 -115.1780 27.8766 22,MUERTITOS LOS,50,2.005,-115.178,27.8766,Baja California Sur,mixed
MUERTO ENSENADA EL 258 3.0258 -111.9924 27.0994 55,MUERTO ENSENADA EL,258,3.0258,-111.9924,27.0994,Baja California Sur,mixed
