"estimated_species_name","OHI_region","Year_of_Recommendation","status","control","notes","status_adjusted","control_adjusted"
"mugil setosus (antes curema)","region_8",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"mugil setosus (antes curema)","region_9",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"muricanthus nigritus","region_3",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"muricanthus nigritus","region_4",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"muricanthus nigritus","region_5",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"muricanthus nigritus","region_6",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"muricanthus nigritus","region_7",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"mustelus albipinnis","region_1",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"mustelus albipinnis","region_2",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"mustelus albipinnis","region_3",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"mustelus albipinnis","region_4",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"mustelus albipinnis","region_5",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"mustelus albipinnis","region_6",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"mustelus albipinnis","region_7",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"mustelus albipinnis","region_8",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"mustelus albipinnis","region_9",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"mustelus californicus","region_1",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"mustelus californicus","region_2",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"mustelus californicus","region_3",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"mustelus californicus","region_4",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"mustelus californicus","region_5",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"mustelus californicus","region_6",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"mustelus californicus","region_7",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"mustelus californicus","region_8",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"mustelus californicus","region_9",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"mustelus henlei","region_1",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"mustelus henlei","region_2",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"mustelus henlei","region_3",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"mustelus henlei","region_4",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"mustelus henlei","region_5",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"mustelus henlei","region_6",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"mustelus henlei","region_7",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"mustelus henlei","region_8",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"mustelus henlei","region_9",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"mustelus lunulatus","region_1",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"mustelus lunulatus","region_2",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"mustelus lunulatus","region_3",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"mustelus lunulatus","region_4",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"mustelus lunulatus","region_5",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"mustelus lunulatus","region_6",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"mustelus lunulatus","region_7",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"mustelus lunulatus","region_8",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"mustelus lunulatus","region_9",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"nasolamia velox","region_1",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"nasolamia velox","region_2",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"nasolamia velox","region_3",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"nasolamia velox","region_4",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"nasolamia velox","region_5",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"nasolamia velox","region_6",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"nasolamia velox","region_7",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"nasolamia velox","region_8",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"nasolamia velox","region_9",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"negaprion brevirostris","region_1",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"negaprion brevirostris","region_2",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"negaprion brevirostris","region_3",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"negaprion brevirostris","region_4",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"negaprion brevirostris","region_5",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"negaprion brevirostris","region_6",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"negaprion brevirostris","region_7",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"negaprion brevirostris","region_8",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"negaprion brevirostris","region_9",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"octopus bimaculatus","region_1",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"octopus bimaculatus","region_2",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"octopus bimaculatus","region_5",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"octopus bimaculatus","region_6",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"octopus bimaculoides","region_1",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"octopus bimaculoides","region_2",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"octopus bimaculoides","region_3",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"octopus bimaculoides","region_4",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"octopus bimaculoides","region_5",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"octopus bimaculoides","region_6",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"octopus bimaculoides","region_7",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"octopus bimaculoides","region_8",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"octopus bimaculoides","region_9",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"octopus hubbsorum","region_2",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"octopus hubbsorum","region_3",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"octopus hubbsorum","region_4",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"octopus hubbsorum","region_6",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"octopus hubbsorum","region_7",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"octopus hubbsorum","region_8",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"octopus hubbsorum","region_9",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"oligoplites refulgens, o. altus, o.","region_1",2022,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"oligoplites refulgens, o. altus, o. saurus","region_1",2022,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"oligoplites refulgens, o. altus, o. saurus","region_2",2022,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"oligoplites refulgens, o. altus, o. saurus","region_3",2022,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"oligoplites refulgens, o. altus, o. saurus","region_4",2022,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"oligoplites refulgens, o. altus, o. saurus","region_5",2022,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"oligoplites refulgens, o. altus, o. saurus","region_6",2022,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"oligoplites refulgens, o. altus, o. saurus","region_7",2022,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"oligoplites refulgens, o. altus, o. saurus","region_8",2022,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"oligoplites refulgens, o. altus, o. saurus","region_9",2022,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"opisthonema bulleri","region_1",2022,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"opisthonema bulleri","region_2",2022,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"opisthonema bulleri","region_3",2022,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"opisthonema bulleri","region_4",2022,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"opisthonema bulleri","region_5",2022,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"opisthonema bulleri","region_6",2022,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"opisthonema bulleri","region_7",2022,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"opisthonema bulleri","region_8",2022,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"opisthonema bulleri","region_9",2022,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"opisthonema libertate","region_1",2022,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"opisthonema libertate","region_2",2022,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"opisthonema libertate","region_3",2022,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"opisthonema libertate","region_4",2022,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"opisthonema libertate","region_5",2022,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"opisthonema libertate","region_6",2022,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"opisthonema libertate","region_7",2022,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"opisthonema libertate","region_8",2022,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"opisthonema libertate","region_9",2022,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"opisthonema medirastre","region_1",2022,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"opisthonema medirastre","region_2",2022,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"opisthonema medirastre","region_3",2022,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"opisthonema medirastre","region_4",2022,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"opisthonema medirastre","region_5",2022,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"opisthonema medirastre","region_6",2022,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"opisthonema medirastre","region_7",2022,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"opisthonema medirastre","region_8",2022,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"opisthonema medirastre","region_9",2022,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"panopea generosa","region_1",2023,"maximally harvested","no increase","Within region variation in status, took most conservative","maximally harvested","no increase"
"panopea generosa","region_2",2023,"maximally harvested","no increase","Within region variation in status, took most conservative","maximally harvested","no increase"
"panopea globosa","region_1",2023,"maximally harvested","no increase","Within region variation in status, took most conservative","maximally harvested","no increase"
"panopea globosa","region_2",2023,"maximally harvested","no increase","Within region variation in status, took most conservative","maximally harvested","no increase"
"panopea globosa","region_3",2023,"maximally harvested","no increase","Within region variation in status, took most conservative","maximally harvested","no increase"
"panopea globosa","region_4",2023,"maximally harvested","no increase","Within region variation in status, took most conservative","maximally harvested","no increase"
"panopea globosa","region_5",2023,"maximally harvested","no increase","Within region variation in status, took most conservative","maximally harvested","no increase"
"panopea globosa","region_6",2023,"maximally harvested","no increase","Within region variation in status, took most conservative","maximally harvested","no increase"
"panopea globosa","region_7",2023,"maximally harvested","no increase","Within region variation in status, took most conservative","maximally harvested","no increase"
"panulirus gracilis","region_5",2023,"development potential","increase",NA,"development potential","increase"
"panulirus gracilis","region_6",2023,"development potential","increase",NA,"development potential","increase"
"panulirus gracilis","region_7",2023,"development potential","increase",NA,"development potential","increase"
"panulirus gracilis","region_8",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"panulirus gracilis","region_9",2023,"maximally harvested","no increase","Nayarit has development potential, but went with the average","maximally harvested","no increase"
"panulirus inflatus","region_5",2023,"development potential","increase",NA,"development potential","increase"
"panulirus inflatus","region_6",2023,"development potential","increase",NA,"development potential","increase"
"panulirus inflatus","region_7",2023,"development potential","increase",NA,"development potential","increase"
"panulirus inflatus","region_8",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"panulirus inflatus","region_9",2023,"maximally harvested","no increase","Nayarit has development potential, but went with the average","maximally harvested","no increase"
"panulirus interruptus","region_1",2017,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"panulirus interruptus","region_2",2017,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"panulirus interruptus","region_3",2017,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"panulirus interruptus","region_4",2017,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"panulirus interruptus","region_5",2017,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"panulirus interruptus","region_6",2017,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"panulirus interruptus","region_7",2017,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"panulirus interruptus","region_8",2017,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"panulirus interruptus","region_9",2017,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"panulirus penicillatus","region_1",2017,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"panulirus penicillatus","region_2",2017,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"panulirus penicillatus","region_3",2017,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"panulirus penicillatus","region_4",2017,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"panulirus penicillatus","region_5",2017,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"panulirus penicillatus","region_6",2017,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"panulirus penicillatus","region_7",2017,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"panulirus penicillatus","region_8",2017,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"panulirus penicillatus","region_9",2017,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"paralabrax nebulifer","region_1",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"paralabrax nebulifer","region_2",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"paralabrax nebulifer","region_3",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"paralabrax nebulifer","region_4",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"phyllonotus erythrostomus","region_3",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"phyllonotus erythrostomus","region_4",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"phyllonotus erythrostomus","region_5",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"phyllonotus erythrostomus","region_6",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"phyllonotus erythrostomus","region_7",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"pinna rugosa","region_1",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"pinna rugosa","region_2",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"pinna rugosa","region_3",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"pinna rugosa","region_4",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"pinna rugosa","region_5",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"pinna rugosa","region_6",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"pinna rugosa","region_7",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"pisaster brevispinus","region_1",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"pisaster brevispinus","region_2",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"pisaster brevispinus","region_3",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"pisaster brevispinus","region_4",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"pisaster brevispinus","region_5",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"pisaster brevispinus","region_6",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"pisaster brevispinus","region_7",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"pisaster brevispinus","region_8",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"pisaster brevispinus","region_9",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"pisaster giganteus","region_1",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"pisaster giganteus","region_2",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"pisaster giganteus","region_3",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"pisaster giganteus","region_4",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"pisaster giganteus","region_5",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"pisaster giganteus","region_6",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"pisaster giganteus","region_7",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"pisaster giganteus","region_8",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"pisaster giganteus","region_9",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"pisaster ochraceus","region_1",2012,"maximally harvested","no increase","page 44, generalized","maximally harvested","no increase"
"pisaster ochraceus","region_2",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"pisaster ochraceus","region_3",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"pisaster ochraceus","region_4",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"pisaster ochraceus","region_5",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"pisaster ochraceus","region_6",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"pisaster ochraceus","region_7",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"pisaster ochraceus","region_8",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"pisaster ochraceus","region_9",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"pontinus vaughani 1a,1aa","region_1",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"pontinus vaughani 1a,1aa","region_2",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"pontinus vaughani 1a,1aa","region_3",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"pontinus vaughani 1a,1aa","region_4",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"prionace glauca","region_1",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"prionace glauca","region_2",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"prionace glauca","region_3",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"prionace glauca","region_4",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"prionace glauca","region_5",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"prionace glauca","region_6",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"prionace glauca","region_7",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"prionace glauca","region_8",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"prionace glauca","region_9",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"rhizoprionodon longurio","region_1",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"rhizoprionodon longurio","region_2",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"rhizoprionodon longurio","region_3",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"rhizoprionodon longurio","region_4",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"rhizoprionodon longurio","region_5",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"rhizoprionodon longurio","region_6",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"rhizoprionodon longurio","region_7",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"rhizoprionodon longurio","region_8",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"rhizoprionodon longurio","region_9",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"sarda chiliensis chiliensis","region_4",2012,"development potential","no increase",NA,"development potential","no increase"
"sarda chiliensis chiliensis","region_8",2012,"development potential","no increase",NA,"development potential","no increase"
"sardinops sagax","region_1",2022,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"sardinops sagax","region_2",2022,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"sardinops sagax","region_3",2022,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"sardinops sagax","region_4",2022,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"sardinops sagax","region_5",2022,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"sardinops sagax","region_6",2022,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"sardinops sagax","region_7",2022,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"scomber japonicus","region_1",2022,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"scomber japonicus","region_2",2022,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"scomber japonicus","region_3",2022,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"scomber japonicus","region_4",2022,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"scomber japonicus","region_5",2022,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"scomber japonicus","region_6",2022,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"scomber japonicus","region_7",2022,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"scomber japonicus","region_8",2022,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"scomber japonicus","region_9",2022,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"scomberomorus concolor","region_1",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"scomberomorus concolor","region_2",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"scomberomorus concolor","region_3",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"scomberomorus concolor","region_4",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"scomberomorus concolor","region_5",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"scomberomorus concolor","region_6",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"scomberomorus concolor","region_7",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"scomberomorus concolor","region_8",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"scomberomorus concolor","region_9",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"scomberomorus sierra","region_1",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"scomberomorus sierra","region_2",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"scomberomorus sierra","region_3",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"scomberomorus sierra","region_4",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"scomberomorus sierra","region_5",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"scomberomorus sierra","region_6",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"scomberomorus sierra","region_7",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"scomberomorus sierra","region_8",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"scomberomorus sierra","region_9",2023,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"sebastes atrovirens 1a","region_1",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"sebastes atrovirens 1a","region_2",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"sebastes atrovirens 1a","region_3",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"sebastes atrovirens 1a","region_4",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"sebastes caurinus1a,1aa","region_1",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"sebastes caurinus1a,1aa","region_2",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"sebastes caurinus1a,1aa","region_3",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"sebastes caurinus1a,1aa","region_4",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"sebastes chlorostictus 1a,1aa","region_1",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"sebastes chlorostictus 1a,1aa","region_2",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"sebastes chlorostictus 1a,1aa","region_3",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"sebastes chlorostictus 1a,1aa","region_4",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"sebastes chrysomelas 1a,1aa","region_1",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"sebastes chrysomelas 1a,1aa","region_2",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"sebastes chrysomelas 1a,1aa","region_3",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"sebastes chrysomelas 1a,1aa","region_4",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"sebastes constellatus 1a,1aa,1b","region_1",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"sebastes constellatus 1a,1aa,1b","region_2",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"sebastes constellatus 1a,1aa,1b","region_3",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"sebastes constellatus 1a,1aa,1b","region_4",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"sebastes elongatus 1a,1aa","region_1",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"sebastes elongatus 1a,1aa","region_2",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"sebastes elongatus 1a,1aa","region_3",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"sebastes elongatus 1a,1aa","region_4",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"sebastes ensifer 1a,1aa","region_1",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"sebastes ensifer 1a,1aa","region_2",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"sebastes ensifer 1a,1aa","region_3",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"sebastes ensifer 1a,1aa","region_4",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"sebastes entomelas 1a","region_1",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"sebastes entomelas 1a","region_2",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"sebastes entomelas 1a","region_3",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"sebastes entomelas 1a","region_4",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"sebastes goodei 1a,1aa,1b","region_1",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"sebastes goodei 1a,1aa,1b","region_2",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"sebastes goodei 1a,1aa,1b","region_3",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"sebastes goodei 1a,1aa,1b","region_4",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"sebastes hopkinsi 1a,1aa","region_1",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"sebastes hopkinsi 1a,1aa","region_2",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"sebastes hopkinsi 1a,1aa","region_3",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
"sebastes hopkinsi 1a,1aa","region_4",2012,"maximally harvested","no increase",NA,"maximally harvested","no increase"
