id,fishery_unit,fishery_unit_description,fishery,common_name,highest_taxonomic_id,highest_taxonomic_resolution,IHH_functional_detailed_groups_sm,IHH_functional_major_groups_sm,species,genus,subfamily,family,order,class,superclass,phylum,kingdom,ecosystem_type,motorization,orig_vessel_size,vessel_size_min,vessel_size_max,vessel_size_median,ISSCFV_vessel_type_code,ISSCFV_vessel_type_category,ISSCFG_gear_type_code,ISSCFG_gear_type_name,main_gear_category,main_gear_category_name
20934,MEXFISHESC011,MOJARRA/PACIFICO,Escama,MOJARRON,Calamus brachysomus,Species,Miscellaneous coastal fishes,Demersal marine fishes,Calamus brachysomus,Calamus,NEI,Sparidae,Perciformes,Actinopterygii,Osteichthyes,Chordata,Animalia,Pelagic; Reef; Brackish/Estuarine,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,7.9; 2.1; 9.1; 9.39; 3.9; 10.8; 10.1; 8.3,Gillnets and entangling nets (nei); Beach seines; Handlines and hand-operated pole-and-lines; Longlines (nei); Trawls (nei); Diving; Harpoons; Fyke nets,Multiple,Multiple
20935,MEXFISHESC011,MOJARRA/PACIFICO,Escama,TILAPIA,Oreochromis amphimelas,Species,Tilapias and other cichlids,Freshwater fishes,Oreochromis amphimelas,Oreochromis,Pseudocrenilabrinae,Cichlidae,Perciformes,Actinopterygii,Osteichthyes,Chordata,Animalia,Pelagic; Reef; Brackish/Estuarine,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
20936,MEXFISHESC012,OTRAS ESCAMA/PACIFICO,Escama,AGUADO,Opistognathus rhomaleus,Species,Miscellaneous coastal fishes,Demersal marine fishes,Opistognathus rhomaleus,Opistognathus,NEI,Opistognathidae,Perciformes,Actinopterygii,Osteichthyes,Chordata,Animalia,ND,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
20937,MEXFISHESC012,OTRAS ESCAMA/PACIFICO,Escama,BAGRE,Ictalurus spp,Genus,Miscellaneous freshwater fishes,Freshwater fishes,NEI,Ictalurus,NEI,Ictaluridae,Siluriformes,Actinopterygii,Osteichthyes,Chordata,Animalia,Brackish-Estuarine,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
20938,MEXFISHESC012,OTRAS ESCAMA/PACIFICO,Escama,BAGRE AZUL DE AGUA DULCE,Ictalurus furcatus,Species,Miscellaneous freshwater fishes,Freshwater fishes,Ictalurus furcatus,Ictalurus,NEI,Ictaluridae,Siluriformes,Actinopterygii,Osteichthyes,Chordata,Animalia,Brackish-Estuarine,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
20939,MEXFISHESC012,OTRAS ESCAMA/PACIFICO,Escama,BAGRE DE AGUA DULCE,Ictalurus australis,Species,Miscellaneous freshwater fishes,Freshwater fishes,Ictalurus australis,Ictalurus,NEI,Ictaluridae,Siluriformes,Actinopterygii,Osteichthyes,Chordata,Animalia,Brackish-Estuarine,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
20940,MEXFISHESC012,OTRAS ESCAMA/PACIFICO,Escama,BAGRE DE CANAL,Ictalurus punctatus,Species,Miscellaneous freshwater fishes,Freshwater fishes,Ictalurus punctatus,Ictalurus,NEI,Ictaluridae,Siluriformes,Actinopterygii,Osteichthyes,Chordata,Animalia,Brackish-Estuarine,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
20941,MEXFISHESC012,OTRAS ESCAMA/PACIFICO,Escama,BARRILETE RAYADO,Katsuwonus pelamis,Species,"Tunas, bonitos, billfishes",Pelagic marine fishes,Katsuwonus pelamis,Katsuwonus,Scombrinae,Scombridae,Perciformes,Actinopterygii,Osteichthyes,Chordata,Animalia,Brackish-Estuarine,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
20942,MEXFISHESC012,OTRAS ESCAMA/PACIFICO,Escama,BESUGO,Actinopterygii,Class,Marine fishes not identified,Marine fishes NEI,NEI,NEI,NEI,NEI,NEI,Actinopterygii,Osteichthyes,Chordata,Animalia,ND,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
20943,MEXFISHESC012,OTRAS ESCAMA/PACIFICO,Escama,BESUGO DE AGUA DULCE,Actinopterygii,Class,Marine fishes not identified,Marine fishes NEI,NEI,NEI,NEI,NEI,NEI,Actinopterygii,Osteichthyes,Chordata,Animalia,ND,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
20944,MEXFISHESC012,OTRAS ESCAMA/PACIFICO,Escama,BOTA,Balistes polylepis,Species,Miscellaneous coastal fishes,Demersal marine fishes,Balistes polylepis,Balistes,NEI,Balistidae,Tetraodontiformes,Actinopterygii,Osteichthyes,Chordata,Animalia,ND,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,9.39; 7.9; 9.1; 8.9; 9.31; 3.9,Longlines (nei); Gillnets and entangling nets (nei); Handlines and hand-operated pole-and-lines; Traps (nei); Set longlines; Trawls (nei),Multiple,Multiple
20945,MEXFISHESC012,OTRAS ESCAMA/PACIFICO,Escama,BURRITO,Orthopristis cantharinus,Species,Miscellaneous coastal fishes,Demersal marine fishes,Orthopristis cantharinus,Orthopristis,Haemulinae,Haemulidae,Perciformes,Actinopterygii,Osteichthyes,Chordata,Animalia,ND,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
20946,MEXFISHESC012,OTRAS ESCAMA/PACIFICO,Escama,BUZO,Sphyraena ensis,Species,Miscellaneous pelagic fishes,Pelagic marine fishes,Sphyraena ensis,Sphyraena,NEI,Sphyraenidae,Perciformes,Actinopterygii,Osteichthyes,Chordata,Animalia,ND,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,7.9; 9.1; 10.8; 10.1; 9.5; 2.1; 3.9,Gillnets and entangling nets (nei); Handlines and hand-operated pole-and-lines; Diving; Harpoons; Trolling lines; Beach seines; Trawls (nei),Multiple,Multiple
20947,MEXFISHESC012,OTRAS ESCAMA/PACIFICO,Escama,CABAICUCHO,Diplectrum pacificum,Species,Miscellaneous coastal fishes,Demersal marine fishes,Diplectrum pacificum,Diplectrum,Serraninae,Serranidae,Perciformes,Actinopterygii,Osteichthyes,Chordata,Animalia,ND,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,7.9; 3.9; 9.1; 9.39; 2.9,Gillnets and entangling nets (nei); Trawls (nei); Handlines and hand-operated pole-and-lines; Longlines (nei); Seine nets (nei),Multiple,Multiple
20948,MEXFISHESC012,OTRAS ESCAMA/PACIFICO,Escama,CARPA,Cyprinus acutidorsalis,Species,"Carps, barbels and other cyprinids",Freshwater fishes,Cyprinus acutidorsalis,Cyprinus,Cyprininae,Cyprinidae,Cypriniformes,Actinopterygii,Osteichthyes,Chordata,Animalia,Brackish-Estuarine,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
20949,MEXFISHESC012,OTRAS ESCAMA/PACIFICO,Escama,CARPA COMUN,Cyprinus carpio,Species,"Carps, barbels and other cyprinids",Freshwater fishes,Cyprinus carpio,Cyprinus,Cyprininae,Cyprinidae,Cypriniformes,Actinopterygii,Osteichthyes,Chordata,Animalia,Brackish-Estuarine,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
20950,MEXFISHESC012,OTRAS ESCAMA/PACIFICO,Escama,CARPA HERBIVORA,Actinopterygii,Class,Marine fishes not identified,Marine fishes NEI,NEI,NEI,NEI,NEI,NEI,Actinopterygii,Osteichthyes,Chordata,Animalia,Brackish-Estuarine,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
20951,MEXFISHESC012,OTRAS ESCAMA/PACIFICO,Escama,CHANCLA,Carangidae,Family,Miscellaneous pelagic fishes,Pelagic marine fishes,NEI,NEI,NEI,Carangidae,Perciformes,Actinopterygii,Osteichthyes,Chordata,Animalia,ND,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
20952,MEXFISHESC012,OTRAS ESCAMA/PACIFICO,Escama,CHARAL,Actinopterygii,Class,Marine fishes not identified,Marine fishes NEI,NEI,NEI,NEI,NEI,NEI,Actinopterygii,Osteichthyes,Chordata,Animalia,Brackish-Estuarine,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
20953,MEXFISHESC012,OTRAS ESCAMA/PACIFICO,Escama,CINTILLA,Actinopterygii,Class,Marine fishes not identified,Marine fishes NEI,NEI,NEI,NEI,NEI,NEI,Actinopterygii,Osteichthyes,Chordata,Animalia,Brackish/Estuarine; Freshwater,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
20954,MEXFISHESC012,OTRAS ESCAMA/PACIFICO,Escama,CORCOVADO,Orthopristis chalceus,Species,Miscellaneous coastal fishes,Demersal marine fishes,Orthopristis chalceus,Orthopristis,Haemulinae,Haemulidae,Perciformes,Actinopterygii,Osteichthyes,Chordata,Animalia,ND,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,2.9; 7.9,Seine nets (nei); Gillnets and entangling nets (nei),Multiple,Multiple
20955,MEXFISHESC012,OTRAS ESCAMA/PACIFICO,Escama,CROCA,Actinopterygii,Class,Marine fishes not identified,Marine fishes NEI,NEI,NEI,NEI,NEI,NEI,Actinopterygii,Osteichthyes,Chordata,Animalia,Pelagic,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
20956,MEXFISHESC012,OTRAS ESCAMA/PACIFICO,Escama,CULEBRA,Muraenidae,Family,Miscellaneous coastal fishes,Demersal marine fishes,NEI,NEI,NEI,Muraenidae,Anguilliformes,Actinopterygii,Osteichthyes,Chordata,Animalia,ND,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
20957,MEXFISHESC012,OTRAS ESCAMA/PACIFICO,Escama,ESCORPION,Scorpaeniformes,Order,Miscellaneous demersal fishes,Demersal marine fishes,NEI,NEI,NEI,NEI,Scorpaeniformes,Actinopterygii,Osteichthyes,Chordata,Animalia,ND,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
20958,MEXFISHESC012,OTRAS ESCAMA/PACIFICO,Escama,EXTRAVIADO,Actinopterygii,Class,Marine fishes not identified,Marine fishes NEI,NEI,NEI,NEI,NEI,NEI,Actinopterygii,Osteichthyes,Chordata,Animalia,Pelagic; Reef; Brackish/Estuarine,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
20959,MEXFISHESC012,OTRAS ESCAMA/PACIFICO,Escama,JUILE,Actinopterygii,Class,Marine fishes not identified,Marine fishes NEI,NEI,NEI,NEI,NEI,NEI,Actinopterygii,Osteichthyes,Chordata,Animalia,Brackish-Estuarine,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
20960,MEXFISHESC012,OTRAS ESCAMA/PACIFICO,Escama,LISTON,Trichiurus auriga,Species,Miscellaneous demersal fishes,Demersal marine fishes,Trichiurus auriga,Trichiurus,Trichiurinae,Trichiuridae,Perciformes,Actinopterygii,Osteichthyes,Chordata,Animalia,Brackish/Estuarine; Freshwater,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
20961,MEXFISHESC012,OTRAS ESCAMA/PACIFICO,Escama,LOBINA NEGRA,Micropterus salmoides,Species,Miscellaneous freshwater fishes,Freshwater fishes,Micropterus salmoides,Micropterus,NEI,Centrarchidae,Perciformes,Actinopterygii,Osteichthyes,Chordata,Animalia,Brackish-Estuarine,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
20962,MEXFISHESC012,OTRAS ESCAMA/PACIFICO,Escama,LORO,Nicholsina denticulata,Species,Miscellaneous coastal fishes,Demersal marine fishes,Nicholsina denticulata,Nicholsina,Sparisomatinae,Scaridae,Perciformes,Actinopterygii,Osteichthyes,Chordata,Animalia,ND,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
20963,MEXFISHESC012,OTRAS ESCAMA/PACIFICO,Escama,MACABI DE AGUA DULCE,Albula argentea,Species,Miscellaneous coastal fishes,Demersal marine fishes,Albula argentea,Albula,Albulinae,Albulidae,Albuliformes,Actinopterygii,Osteichthyes,Chordata,Animalia,ND,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
20964,MEXFISHESC012,OTRAS ESCAMA/PACIFICO,Escama,MAPO,Bathygobius ramosus,Species,Miscellaneous coastal fishes,Demersal marine fishes,Bathygobius ramosus,Bathygobius,Gobiinae,Gobiidae,Perciformes,Actinopterygii,Osteichthyes,Chordata,Animalia,ND,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
20965,MEXFISHESC012,OTRAS ESCAMA/PACIFICO,Escama,MERO,Actinopterygii,Class,Marine fishes not identified,Marine fishes NEI,NEI,NEI,NEI,NEI,NEI,Actinopterygii,Osteichthyes,Chordata,Animalia,Pelagic; Reef; Brackish/Estuarine,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
20966,MEXFISHESC012,OTRAS ESCAMA/PACIFICO,Escama,MORENA,Muraenidae,Family,Miscellaneous coastal fishes,Demersal marine fishes,NEI,NEI,NEI,Muraenidae,Anguilliformes,Actinopterygii,Osteichthyes,Chordata,Animalia,ND,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
20967,MEXFISHESC012,OTRAS ESCAMA/PACIFICO,Escama,PALMILLA,Trachinotus rhodopus,Species,Scads and mackerels,Pelagic marine fishes,Trachinotus rhodopus,Trachinotus,Trachinotinae,Carangidae,Perciformes,Actinopterygii,Osteichthyes,Chordata,Animalia,ND,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,9.1; 7.9; 9.39; 2.1; 9.5,Handlines and hand-operated pole-and-lines; Gillnets and entangling nets (nei); Longlines (nei); Beach seines; Trolling lines,Multiple,Multiple
20968,MEXFISHESC012,OTRAS ESCAMA/PACIFICO,Escama,PALOMETA,Trachinotus africanus,Species,Scads and mackerels,Pelagic marine fishes,Trachinotus africanus,Trachinotus,Trachinotinae,Carangidae,Perciformes,Actinopterygii,Osteichthyes,Chordata,Animalia,Pelagic; Brackish/Estuarine,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
20969,MEXFISHESC012,OTRAS ESCAMA/PACIFICO,Escama,PAMPANERA,Trachinotus africanus,Species,Scads and mackerels,Pelagic marine fishes,Trachinotus africanus,Trachinotus,Trachinotinae,Carangidae,Perciformes,Actinopterygii,Osteichthyes,Chordata,Animalia,Pelagic; Brackish/Estuarine,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
20970,MEXFISHESC012,OTRAS ESCAMA/PACIFICO,Escama,PAMPANO DE HEBRA,Carangoides otrynter,Species,Scads and mackerels,Pelagic marine fishes,Carangoides otrynter,Carangoides,Caranginae,Carangidae,Perciformes,Actinopterygii,Osteichthyes,Chordata,Animalia,Pelagic; Brackish/Estuarine,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,7.9; 2.1; 9.1; 9.39; 9.31,Gillnets and entangling nets (nei); Beach seines; Handlines and hand-operated pole-and-lines; Longlines (nei); Set longlines,Multiple,Multiple
20971,MEXFISHESC012,OTRAS ESCAMA/PACIFICO,Escama,PEJEREY,Actinopterygii,Class,Marine fishes not identified,Marine fishes NEI,NEI,NEI,NEI,NEI,NEI,Actinopterygii,Osteichthyes,Chordata,Animalia,ND,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
20972,MEXFISHESC012,OTRAS ESCAMA/PACIFICO,Escama,PELONA,Atherinopsis californiensis,Species,Miscellaneous pelagic fishes,Pelagic marine fishes,Atherinopsis californiensis,Atherinopsis,Atherinopsinae,Atherinopsidae,Atheriniformes,Actinopterygii,Osteichthyes,Chordata,Animalia,ND,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
20973,MEXFISHESC012,OTRAS ESCAMA/PACIFICO,Escama,PESCADO NO APTO PARA EMPAQUE,Actinopterygii,Class,Marine fishes not identified,Marine fishes NEI,NEI,NEI,NEI,NEI,NEI,Actinopterygii,Osteichthyes,Chordata,Animalia,ND,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
20974,MEXFISHESC012,OTRAS ESCAMA/PACIFICO,Escama,PEZ PIPA,Syngnathus abaster,Species,Miscellaneous coastal fishes,Demersal marine fishes,Syngnathus abaster,Syngnathus,Syngnathinae,Syngnathidae,Syngnathiformes,Actinopterygii,Osteichthyes,Chordata,Animalia,ND,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
20975,MEXFISHESC012,OTRAS ESCAMA/PACIFICO,Escama,PEZ PUERCO,Balistes polylepis,Species,Miscellaneous coastal fishes,Demersal marine fishes,Balistes polylepis,Balistes,NEI,Balistidae,Tetraodontiformes,Actinopterygii,Osteichthyes,Chordata,Animalia,Brackish-Estuarine,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
20976,MEXFISHESC012,OTRAS ESCAMA/PACIFICO,Escama,PEZ PUERCO DE AGUA DULCE,Actinopterygii,Class,Marine fishes not identified,Marine fishes NEI,NEI,NEI,NEI,NEI,NEI,Actinopterygii,Osteichthyes,Chordata,Animalia,Brackish-Estuarine,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
20977,MEXFISHESC012,OTRAS ESCAMA/PACIFICO,Escama,PEZ SAPO,Batrachoididae,Family,Miscellaneous coastal fishes,Demersal marine fishes,NEI,NEI,NEI,Batrachoididae,Batrachoidiformes,Actinopterygii,Osteichthyes,Chordata,Animalia,ND,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
20978,MEXFISHESC012,OTRAS ESCAMA/PACIFICO,Escama,RONCADOR,Haemulidae (=Pomadasyidae) ; Leiognathidae; Mullidae ; Nemipteridae ; Sciaenidae ; Sparidae ; Synodontidae ; Lethrinidae ; Lutjanidae ; Serranidae,Other - Group of Taxa,Miscellaneous coastal fishes,Demersal marine fishes,NEI,NEI,NEI,Haemulidae;;Leiognathidae;;Mullidae;;Nemipteridae;;Sciaenidae;;Sparidae;;Synodontidae;;Lethrinidae;;Lutjanidae;;Serranidae,Perciformes;;Perciformes;;Perciformes;;Perciformes;;Perciformes;;Perciformes;;Aulopiformes;;Perciformes;;Perciformes;;Perciformes,Actinopterygii,Osteichthyes,Chordata,Animalia,Pelagic,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
20979,MEXFISHESC012,OTRAS ESCAMA/PACIFICO,Escama,RONCO AMARILLO,Actinopterygii,Class,Marine fishes not identified,Marine fishes NEI,NEI,NEI,NEI,NEI,NEI,Actinopterygii,Osteichthyes,Chordata,Animalia,Pelagic,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,9.1; 7.9; 9.39,Handlines and hand-operated pole-and-lines; Gillnets and entangling nets (nei); Longlines (nei),Multiple,Multiple
20980,MEXFISHESC012,OTRAS ESCAMA/PACIFICO,Escama,RONCO ARARA,Haemulon album,Species,Miscellaneous coastal fishes,Demersal marine fishes,Haemulon album,Haemulon,Haemulinae,Haemulidae,Perciformes,Actinopterygii,Osteichthyes,Chordata,Animalia,Pelagic,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
20981,MEXFISHESC012,OTRAS ESCAMA/PACIFICO,Escama,RONCO BLANCO,Haemulidae (=Pomadasyidae) ; Leiognathidae; Mullidae ; Nemipteridae ; Sciaenidae ; Sparidae ; Synodontidae ; Lethrinidae ; Lutjanidae ; Serranidae,Other - Group of Taxa,Miscellaneous coastal fishes,Demersal marine fishes,NEI,NEI,NEI,Haemulidae;;Leiognathidae;;Mullidae;;Nemipteridae;;Sciaenidae;;Sparidae;;Synodontidae;;Lethrinidae;;Lutjanidae;;Serranidae,Perciformes;;Perciformes;;Perciformes;;Perciformes;;Perciformes;;Perciformes;;Aulopiformes;;Perciformes;;Perciformes;;Perciformes,Actinopterygii,Osteichthyes,Chordata,Animalia,Pelagic,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
20982,MEXFISHESC012,OTRAS ESCAMA/PACIFICO,Escama,RONCO PRIETO,Haemulon scudderii,Species,Miscellaneous coastal fishes,Demersal marine fishes,Haemulon scudderii,Haemulon,Haemulinae,Haemulidae,Perciformes,Actinopterygii,Osteichthyes,Chordata,Animalia,Pelagic,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,9.1; 7.9; 9.39,Handlines and hand-operated pole-and-lines; Gillnets and entangling nets (nei); Longlines (nei),Multiple,Multiple
20983,MEXFISHESC012,OTRAS ESCAMA/PACIFICO,Escama,RUBIO,Actinopterygii,Class,Marine fishes not identified,Marine fishes NEI,NEI,NEI,NEI,NEI,NEI,Actinopterygii,Osteichthyes,Chordata,Animalia,Pelagic; Brackish/Estuarine,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
20984,MEXFISHESC012,OTRAS ESCAMA/PACIFICO,Escama,TRUCHA,Actinopterygii,Class,Marine fishes not identified,Marine fishes NEI,NEI,NEI,NEI,NEI,NEI,Actinopterygii,Osteichthyes,Chordata,Animalia,Brackish-Estuarine,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
20985,MEXFISHESC012,OTRAS ESCAMA/PACIFICO,Escama,TRUCHA BLANCA,Actinopterygii,Class,Marine fishes not identified,Marine fishes NEI,NEI,NEI,NEI,NEI,NEI,Actinopterygii,Osteichthyes,Chordata,Animalia,Brackish-Estuarine,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
20986,MEXFISHESC012,OTRAS ESCAMA/PACIFICO,Escama,TRUCHA BLANCA DE AGUA MARINA,Actinopterygii,Class,Marine fishes not identified,Marine fishes NEI,NEI,NEI,NEI,NEI,NEI,Actinopterygii,Osteichthyes,Chordata,Animalia,Brackish-Estuarine,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
20987,MEXFISHESC012,OTRAS ESCAMA/PACIFICO,Escama,TRUCHA DE AGUA MARINA,Actinopterygii,Class,Marine fishes not identified,Marine fishes NEI,NEI,NEI,NEI,NEI,NEI,Actinopterygii,Osteichthyes,Chordata,Animalia,Brackish-Estuarine,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
20988,MEXFISHESC012,OTRAS ESCAMA/PACIFICO,Escama,VIEJA JAIBA,Actinopterygii,Class,Marine fishes not identified,Marine fishes NEI,NEI,NEI,NEI,NEI,NEI,Actinopterygii,Osteichthyes,Chordata,Animalia,ND,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
20989,MEXFISHESC012,OTRAS ESCAMA/PACIFICO,Escama,VIEJA LORA,Lutjanidae,Family,Miscellaneous coastal fishes,Demersal marine fishes,NEI,NEI,NEI,Lutjanidae,Perciformes,Actinopterygii,Osteichthyes,Chordata,Animalia,ND,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
20990,MEXFISHESC012,OTRAS ESCAMA/PACIFICO,Escama,VILLA JAIBA,Actinopterygii,Class,Marine fishes not identified,Marine fishes NEI,NEI,NEI,NEI,NEI,NEI,Actinopterygii,Osteichthyes,Chordata,Animalia,Pelagic; Reef,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
20991,MEXFISHESC012,OTRAS ESCAMA/PACIFICO,Escama,VIUDA,Sebastes entomelas,Species,Miscellaneous demersal fishes,Demersal marine fishes,Sebastes entomelas,Sebastes,Sebastinae,Sebastidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Chordata,Animalia,ND,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,9.1; 7.9; 3.9; 8.9; 9.39,Handlines and hand-operated pole-and-lines; Gillnets and entangling nets (nei); Trawls (nei); Traps (nei); Longlines (nei),Multiple,Multiple
20992,MEXFISHESC013,"PIERNA, CONEJO/PACIFICO",Escama,AREPA,Caulolatilus affinis,Species,Miscellaneous demersal fishes,Demersal marine fishes,Caulolatilus affinis,Caulolatilus,Latilinae,Malacanthidae,Perciformes,Actinopterygii,Osteichthyes,Chordata,Animalia,Pelagic,Motorized vessel,5-10.5,5,10.5,7.75,09.9.0,Multipurpose vessels,9.1; 7.9; 9.39; 8.9; 9.31,Handlines and hand-operated pole-and-lines; Gillnets and entangling nets (nei); Longlines (nei); Traps (nei); Set longlines,Multiple,Multiple
20993,MEXFISHESC013,"PIERNA, CONEJO/PACIFICO",Escama,BLANQUILLO,Caulolatilus affinis,Species,Miscellaneous demersal fishes,Demersal marine fishes,Caulolatilus affinis,Caulolatilus,Latilinae,Malacanthidae,Perciformes,Actinopterygii,Osteichthyes,Chordata,Animalia,Pelagic,Motorized vessel,5-10.5,5,10.5,7.75,09.9.0,Multipurpose vessels,9.1; 7.9; 9.39; 8.9; 9.31,Handlines and hand-operated pole-and-lines; Gillnets and entangling nets (nei); Longlines (nei); Traps (nei); Set longlines,Multiple,Multiple
20994,MEXFISHESC013,"PIERNA, CONEJO/PACIFICO",Escama,CONEJO,Caulolatilus affinis,Species,Miscellaneous demersal fishes,Demersal marine fishes,Caulolatilus affinis,Caulolatilus,Latilinae,Malacanthidae,Perciformes,Actinopterygii,Osteichthyes,Chordata,Animalia,Pelagic,Motorized vessel,5-10.5,5,10.5,7.75,09.9.0,Multipurpose vessels,9.1; 7.9; 9.39; 8.9; 9.31,Handlines and hand-operated pole-and-lines; Gillnets and entangling nets (nei); Longlines (nei); Traps (nei); Set longlines,Multiple,Multiple
